"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_batch1","K12_batch2","K12_starvation1","K12_starvation2"
"72","mtlA",3323.38645305532,4.3364595182428,0.121593760827139,35.6635035280111,1.4552969990957e-278,4.49322948470798e-277,280.982191026033,343.201013614895,6549.64490440149,6119.71770317887
"73","ompF",35232.4051300933,-2.99356289415488,0.0845385159865195,-35.4106392715982,1.17120024951475e-274,3.56654541735792e-273,65167.0848130357,60053.451718846,7938.40795970846,7770.67602878291
"74","astE",764.671352287752,7.92308578113155,0.226387176911506,34.9979441822742,2.41780714780339e-268,7.26322336427966e-267,5.93814428681337,6.34134011718451,1457.51370160929,1588.89222313772
"75","aidB",654.105748191143,4.6731864869132,0.135033960584751,34.6074903429954,1.94917408367899e-262,5.77735198402452e-261,47.7750699439076,50.3463972940103,1260.42851554262,1257.87300998403
"76","nhaA",1288.58058609738,4.09214074581625,0.118358462185515,34.5741290504623,6.18645798548112e-262,1.80953896075323e-260,143.325209831723,141.815424438854,2245.85444587595,2623.32726424301
"77","yddV",1009.36257530941,4.80198583221126,0.138907310882674,34.5697127220842,7.20785348205398e-262,2.08091666111766e-260,72.8772253381641,66.4879903195709,2131.27003537207,1766.81505020783
"78","fadA",569.321185006721,5.21333637161641,0.152283973642935,34.2343074382882,7.46775886276921e-257,2.12831127588923e-255,29.1508901352656,30.1694060120596,1150.4274814589,1067.53696242066
"79","actP",633.7253514847,5.06382406585177,0.148815583049842,34.0275121870522,8.73203346984079e-254,2.45712789917166e-252,36.1686970196814,37.0872315944427,1145.84410503875,1315.80137228592
"80","serA",5148.42409857005,-4.17778366552857,0.122898668217611,-33.9937261006861,2.75795808723404e-253,7.6636760349016e-252,9611.69627515564,9903.82813029007,577.50542893953,500.666559894959
"81","sstT",2264.11879656516,3.96651088990935,0.116874230088595,33.938284657812,1.81604177168088e-252,4.98402575116863e-251,246.702903552155,295.544881825145,4285.45695284492,4228.77044803841
"82","araG",614.205689057385,5.1094144638332,0.152175062817663,33.5758985028666,3.77180207730098e-247,1.02252634363903e-245,31.0402996810699,37.2793934161756,1159.59423429921,1228.90882883308
"83","hchA",962.612644470036,4.62068236905376,0.137782944709135,33.5359530804644,1.44276546997487e-246,3.86417787922186e-245,83.4039356647878,67.2566376065024,1879.18433226355,1820.6056723453
"84","gapA",11039.1250562146,-2.83624723462073,0.0849164786380756,-33.4004339335498,1.35122904736874e-244,3.57593115750085e-243,19617.7393140856,19117.218835094,2777.52611061393,2644.01596506511
"85","rob",1546.78765321537,3.21622375152853,0.0965147368180523,33.3236545792141,1.75460364922136e-243,4.58880460261068e-242,303.655105575684,296.697852755542,2860.02688617672,2726.77076835354
"86","ychM",743.525512045179,5.11483804890999,0.155762695185486,32.8373751033205,1.72494670293333e-236,4.45878665188465e-235,38.0581065654857,44.5815426420244,1310.84565616433,1580.61674280888
"87","mtlD",1389.06485316284,3.34563726039091,0.103351574827349,32.3714202321528,6.93185985997873e-230,1.77120970904974e-228,248.59231309796,248.657397322326,2410.85599700153,2648.15370522953
"88","znuA",3949.09514505751,-4.38826695143302,0.136999857799001,-32.0311788780924,4.01469887170182e-225,1.01416768088558e-223,7530.64661827696,7548.69284313209,352.919984351935,364.121134469061
"89","yggG",1221.9633500699,3.40306335157007,0.106537674346815,31.9423468968543,6.90051826162099e-224,1.72357888714421e-222,216.202435169887,205.420987432432,2314.60509217827,2151.624885499
"90","sseA",1091.44590164585,3.74095799746252,0.118026875270223,31.695814948058,1.77430520417448e-220,4.38253385431096e-219,156.011245353551,147.195955447374,2163.35367031316,1899.22273546931
"91","gltB",4344.97748858128,-4.25596277618676,0.134640295537867,-31.6098739919195,2.70150562352648e-219,6.59939230890041e-218,7969.79937985174,8547.16566885605,449.17088917519,413.774016442115
"92","kdpD",670.047809162789,4.05268250183167,0.128404003952949,31.5619636231647,1.22879127376784e-218,2.96913369737598e-217,73.6869722863659,78.0176996235428,1237.51163344185,1290.9749312994
"93","ydhS",621.285350028159,4.40897496093143,0.139988525081146,31.495259760582,1.00867490816334e-217,2.41105840951302e-216,55.8725394259258,55.3426046590648,1265.01189196278,1108.91436406487
"94","obgE",1943.52805103228,2.85764113381447,0.0918004843917498,31.1288241314693,9.81413802287447e-213,2.32093923668616e-211,464.524832618446,476.561317897503,3506.28296141857,3326.7430921946
"95","rpsD",8645.71617017919,-2.84377814089573,0.0923693762202544,-30.7870233324381,3.90930501276453e-208,9.147773729869e-207,15137.9492809837,15224.5968122513,1998.35211918758,2221.96646829416
"96","dctA",682.759160775042,3.95615064452655,0.128908965637594,30.6894918050046,7.86081287699556e-207,1.82026948182928e-205,85.5632608599927,79.7471560191385,1237.51163344185,1328.21459277919
"97","lpxC",12293.8130960813,2.78490599279037,0.0908212733785976,30.6635867257797,1.74163753262218e-206,3.9914023041434e-205,2981.21834762971,3244.26803631594,20597.6936321766,22352.072368203
"98","rplC",6738.18070067491,-3.21730190548195,0.105630415877744,-30.4581012840622,9.35745771925144e-204,2.12261515407102e-202,11626.0767666324,12714.1947731332,1292.51215048371,1319.93911245035
"99","dkgA",720.697078925173,4.24059637974826,0.139283132746057,30.4458716295518,1.3585345281026e-203,3.05052753128493e-202,75.3064661827696,69.178255823831,1480.43058371006,1257.87300998403
"100","glyA",3935.42391010513,-3.74432315016914,0.12409676805975,-30.1726081082654,5.41979118264088e-200,1.20481957990107e-198,7148.7159743751,7504.49562413353,513.33815905736,575.145882854539
"101","ydcK",520.681544360886,4.44000928972595,0.147707841250343,30.0594013976604,1.64538058852966e-198,3.62146638445687e-197,47.505154294507,44.1972189985587,944.17554255193,1046.84826159855
"102","sufB",1578.46677229012,3.60150334989407,0.119932606597504,30.0293927737332,4.05746883716071e-198,8.84289531863554e-197,251.021553942565,228.672567862108,3148.77960064648,2685.39336670932
"103","yfcH",1159.58940377108,3.15328779017194,0.105154454971297,29.9872011226977,1.44120091433362e-197,3.110475371421e-196,227.808808094113,240.010115344347,2039.60250696897,2130.93618467689
"104","yhjD",581.13486309882,4.66937283573165,0.155974438699043,29.9367824284423,6.53910472684083e-197,1.39773363536223e-195,41.297094358293,45.7345135724216,1223.76150418138,1013.74634028318
"105","rssB",923.866406885429,3.62702226061549,0.121534208603746,29.8436325235897,1.06184666333695e-195,2.2480810786648e-194,144.134956779925,132.20733335221,1801.26693312091,1617.85640428867
"106","trmD",5360.6758888874,-2.94880553608393,0.0997041845312979,-29.5755443961159,3.08343901905962e-192,6.46649522582031e-191,9695.37012646983,9292.75353717957,1200.84462208061,1253.73526981961
"107","gabT",872.188600693205,5.52108596964232,0.186981487340752,29.527447065285,1.27945266800407e-191,2.65815259904024e-190,33.739456175076,39.7774970987028,1420.84669024805,1994.39075925099
"108","ygcF",1153.32827036504,3.54117328029492,0.120054194403633,29.4964561453736,3.19658364517792e-191,6.57963466965789e-190,185.701966787618,178.326170568098,2296.27158649765,1953.01335760678
"109","ydbC",449.474271406426,4.77984410400758,0.162921902744047,29.3382536264433,3.37426527536156e-189,6.88164376800803e-188,29.1508901352656,33.2439951597855,912.091907610845,823.410292719808
"110","osmY",1862.55337699282,2.75023950692574,0.0938154011429893,29.3154372674263,6.59350875297738e-189,1.33248817798806e-187,486.927831518696,475.984832432304,3355.03153955346,3132.26930446681
"111","yjcC",433.279523498999,4.62970626134773,0.158390848704904,29.2296322622356,8.15111716550207e-188,1.63242643773974e-186,35.3589500714796,31.8988624076554,834.17450846821,831.68577304865
"112","tufA",26613.183049547,-2.27640534552536,0.0780720196538115,-29.1577617130881,6.66048992258008e-187,1.3219883123121e-185,42921.4467363858,45328.0913194566,8992.58453634411,9210.60960600147
"113","rplB",6791.45641590901,-2.99834212539459,0.10307863664138,-29.0879101925464,5.10527958251161e-186,1.0043395143295e-184,11657.6568976122,12493.4008399621,1430.01344308836,1584.7544829733
"114","yqjG",608.240911504726,3.84033285681013,0.132892864377491,28.8979613374982,1.2664667973702e-183,2.4696102548719e-182,82.0543574177847,76.4804050496798,1177.92773997983,1096.5011435716
"115","puuD",957.952574739391,3.79840972953734,0.131505727656251,28.8839870113201,1.89732577986624e-183,3.66761322490665e-182,128.74976476409,127.211125987156,1966.26848424649,1609.58092395983
"116","ydcT",416.122053396821,7.19730238361012,0.249384188226017,28.8602995835775,3.76282756569365e-183,7.21100489529051e-182,6.74789123501519,4.61188372158873,788.34074426666,864.787694364019
"117","yraR",452.538325864902,5.08582461535373,0.177877039177973,28.5917993623965,8.49680761987822e-180,1.61439344777686e-178,22.4029989002504,28.4399496164639,944.17554255193,815.134812390966
"118","lexA",1331.5213174066,2.83609774234305,0.0992571235426709,28.57324130619,1.44511534915353e-179,2.72245035692229e-178,319.310213240919,333.785084349985,2355.85547995967,2317.13449207584
"119","araH",496.779790628152,4.70579061989464,0.165294903371982,28.4690605935058,2.83091990881374e-178,5.28834870360751e-177,41.0271787088924,32.475347872854,999.17605959379,914.440576337073
"120","yeeZ",1115.72222941376,2.9561301407128,0.104175175057744,28.3765315400164,3.94006997968584e-177,7.29897963736802e-176,251.291469591966,257.112517478572,2030.43575412866,1924.04917645583
"121","pntA",6796.40403422256,-2.52658922871773,0.0891770101397603,-28.3322935446927,1.38335552039873e-176,2.54148704284824e-175,11438.7553059484,11727.6359803567,2057.93601264959,1961.28883793562
"122","rpsC",6966.14012161302,-2.79359787444086,0.0994711866928787,-28.0844932821221,1.51522939265495e-173,2.76094667202619e-172,11798.0130353006,12561.0418012121,1668.34901693642,1837.15663300299
"123","garR",388.671489615359,4.86183150285553,0.173250423873324,28.0624508394298,2.81555086250499e-173,5.08859314418585e-172,23.4826614978529,27.4791405077995,783.757367846505,719.966788609279
"124","yqeB",390.724056805078,4.92005139047706,0.176644308030367,27.8528725059811,9.94216829996058e-171,1.78237420409777e-169,22.4029989002504,26.9026550426009,715.00672154418,798.583851733281
"125","araC",677.236007753354,3.64899942160664,0.131148318734808,27.8234555868397,2.25729471115056e-170,4.01437291431015e-169,97.70946508302,101.845765518418,1168.76098713952,1340.62781327245
"126","gdhA",3568.61113584334,-3.94471407549821,0.142205468952551,-27.7395384618747,2.330162872602e-169,4.11107306809067e-168,6441.2670572961,6961.63847773819,495.00465337674,376.534354962324
"127","cysK",4528.06361832785,-3.05689130907223,0.110426588547029,-27.6825658502558,1.13221367383927e-168,1.98181968263362e-167,7930.12177938985,8245.66377055719,893.758401930225,1042.71052143413
"128","tig",4530.10937288886,-3.2401026057607,0.11838556347958,-27.3690685800519,6.40479840526316e-165,1.11233334803906e-163,7759.53508896867,8629.41092855772,870.84151982945,860.649954199598
"129","tktB",1628.81851602059,2.75192198497252,0.100637526706629,27.3448888802157,1.24212970900614e-164,2.14050724272918e-163,403.523895853909,437.360306263998,2782.10948703408,2892.28037493038
"130","tufB",25388.4205525348,-2.2373678021352,0.082552489033694,-27.1023663650167,9.23392849152881e-162,1.57900177205143e-160,40284.6407573913,43510.4326476854,8845.91649089915,8912.69231416315
"131","htpX",4791.12933075744,3.09361129642425,0.114539033778811,27.0092316510928,1.15140331962898e-160,1.95386990804215e-159,943.355194655124,1061.88622689581,9235.50348661232,7923.77241486649
"132","melR",354.570979437062,4.82630008868565,0.178758834223392,26.998945868344,1.52062209833958e-160,2.56086585197643e-159,22.9428301990517,24.7888750035394,733.3402272248,637.211985320856
"133","nagE",1282.237602741,2.75491906410053,0.102852217412401,26.7852179895575,4.80406672201506e-158,8.02965437822517e-157,321.199622786723,339.165615358505,2296.27158649765,2172.3135863211
"134","yodA",3446.77138458535,-6.06674699158247,0.227577901758726,-26.6578914064087,1.44977526861717e-156,2.40511225532535e-155,6943.58008083063,6645.14795734417,82.50077556279,115.856724603792
"135","yhiP",354.730012310591,4.51083127150047,0.170664436361402,26.4309973868736,6.03476985465481e-154,9.93725436066491e-153,31.5801309798711,28.0556259729981,660.00620450232,699.278087787174
"136","cycA",1700.86609224025,2.90158625515657,0.11016074849124,26.3395655430508,6.75891881297027e-153,1.10478503832595e-151,373.29334312104,427.752215177355,3006.69493162168,2995.72387904091
"137","yjfF",362.401446436317,6.03196228600102,0.229038878180307,26.3359755074091,7.43019713415589e-153,1.20564439629405e-151,11.0665416254249,10.5689001953075,600.422311040305,827.548032884229
"138","ybjR",756.835223579226,3.8634760507214,0.147067598024793,26.2700696999899,4.21642530895592e-152,6.79211120420943e-151,87.9925017045981,105.112516487877,1530.84772433177,1303.38815179266
"139","treA",366.950711445264,4.93317053923586,0.188713213177094,26.1410976803538,1.24422379946437e-150,1.9898629541074e-149,26.7216492906602,19.9848294602178,742.50698006511,678.589386965068
"140","otsB",594.232955085726,3.39654570503256,0.129955025916213,26.1363166302045,1.41010579032739e-150,2.23904655135556e-149,98.7891276806224,106.457649240007,1100.0103408372,1071.67470258508
"141","fdoH",385.978860394519,4.23647210993016,0.162612091590081,26.0526266435932,1.25624041419906e-149,1.98058329132235e-148,36.438612669082,40.7383062073672,701.256592283715,765.481930417912
"142","cmr",522.18828454726,3.82742919813189,0.147349116126539,25.9752436848349,9.43215581198805e-149,1.47659735000348e-147,71.7975627405617,65.3350193891737,1049.59320021549,902.02735584381
"143","sapA",494.558532061753,3.53000616610937,0.136528727894857,25.8554094844265,2.11511110336303e-147,3.28803635159161e-146,78.0056226767756,79.1706705539399,898.34177835038,922.716056665916
"144","yohF",320.889866274941,4.7248072790343,0.183140731249024,25.7987791509349,9.15124973793618e-147,1.4127241782939e-145,25.1021553942565,21.7142858558136,591.255558199995,645.487465649699
"145","otsA",909.051388199772,2.88698842756713,0.112006274494783,25.7752384015022,1.68078515634771e-146,2.57681751900755e-145,223.490157703703,209.456385688822,1581.26486495347,1621.99414445309
"146","fusA",23310.8465346819,-1.95788212159683,0.0762816677294266,-25.6664829162034,2.76814175160073e-145,4.21478021493727e-144,36384.0897079031,37780.9357708984,9354.67127353635,9723.68938638969
"147","lrhA",1487.87801176613,3.04141897332354,0.118958984644731,25.5669547147422,3.55747363856991e-144,5.37977135955164e-143,300.146202133476,343.008851793162,2507.10690182478,2801.25009131312
"148","livJ",4642.58302138231,-2.7907895437469,0.109587836144681,-25.4662345925183,4.66662117310777e-143,7.00939112690444e-142,8203.00650093387,8021.02660095147,1278.76202122324,1067.53696242066
"149","cyoB",3971.52034284566,-2.60721397188995,0.102737423681541,-25.3774513557165,4.47436920489735e-142,6.67551861911867e-141,6684.19114175665,6962.79144866859,1155.01085787906,1084.08792307834
"150","thrA",3988.05188172637,-3.49051028972264,0.137619530515872,-25.3634805803968,6.38122084905626e-142,9.45696929830138e-141,7004.31110194577,7652.65238868957,554.588546838755,740.655489431385
"151","yeeY",461.331645910625,4.42515210232432,0.174796888957279,25.3159660261793,2.13112349901709e-141,3.13740896577151e-140,34.5492031232778,46.3109990376202,912.091907610845,852.374473870756
"152","ycbZ",1361.94584677528,2.42657027796095,0.0959578487044308,25.2878770285406,4.34254955392715e-141,6.35097872261846e-140,429.435798196367,424.293302386164,2310.02171575812,2284.03257076047
"153","rseA",3605.76506051494,2.55062455647757,0.102168563417509,24.9648666004484,1.47258090223957e-137,2.13957342854809e-136,1015.69258869449,1083.79267457335,6567.97841008211,5755.59656870981
"154","ybeQ",324.945947619031,4.44906328008097,0.17825989131907,24.9582968280707,1.73545711303079e-137,2.50514361186198e-136,27.531396238862,29.0164350816625,572.922052519375,670.313906636226
"155","rpoA",10723.7901984082,-2.44617305702543,0.0983576093100709,-24.8701963598353,1.563876055994e-136,2.24290094998366e-135,17207.1226492887,19045.3503137659,3208.3634941085,3434.32433646955
"156","ytfT",305.262972855027,6.68100123083928,0.269167339630515,24.8209951475178,5.32053965889748e-136,7.58176901392891e-135,4.31865039040972,6.9178255823831,527.088288317825,682.727127129489
"157","rpoD",5234.28873850131,2.24135485190771,0.0905424908210134,24.7547293164099,2.75727431468881e-135,3.90408968251798e-134,1765.51826272938,1885.68395666459,9006.33466560457,8279.61806900671
"158","atpA",5067.03885624181,-2.63171083877661,0.106780087723365,-24.6460823819004,4.05384252137698e-134,5.70360248419052e-133,8412.73096051814,9045.82559625284,1320.01240900464,1489.58645919161
"159","argG",2428.38789690795,-3.21371012227652,0.131068148756473,-24.5193828765191,9.17825657810336e-133,1.2832241744103e-131,4261.6981883862,4509.84579424858,453.754265595345,488.253339401695
"160","gatZ",16415.6062225111,2.00217123995416,0.0817719774961884,24.4848088704652,2.14425932723075e-132,2.97918030277123e-131,6712.80220059311,6397.25920730877,27225.2559357207,25327.1075464218
"161","alaS",2755.4901414666,-2.75361391985163,0.112634515806493,-24.4473365924736,5.3715698149674e-132,7.41676999917548e-131,4781.82564478117,4819.80281270369,692.089839443405,728.242268938122
