"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_chemostat1","K12_chemostat2","K12_starvation1","K12_starvation2"
"905","mreC","mreC",1073,109.25045330084,-1.35165542628772,0.322631856367885,-4.18946672378962,2.7961077941213e-05,6.03260908051333e-05,151.006226733534,164.179991734799,59.8121142543302,62.0034804806979
"906","mrp","mrp",1425,604.139450360015,-0.410758765532286,0.166319676051958,-2.4696943577738,0.0135228536656363,0.0219687061304898,657.278310564802,722.655706591724,521.219852787734,515.403931495801
"907","msbA","msbA",618,304.663379959236,-1.72692334614145,0.236229431277948,-7.31036491430887,2.66417865791739e-13,9.97989254543488e-13,441.529075992615,495.836762187022,149.530285635825,131.757396021483
"908","mscS","mscS",661,235.458313959181,-2.02694424942708,0.29442993455239,-6.8843008524543,5.80720302225264e-12,2.03383887995686e-11,329.733403302209,428.582307741442,98.2627591321139,85.2547856609596
"909","msrA","msrA",895,134.94267868485,1.4920753093973,0.288752063669453,5.16732344848397,2.37470104510332e-07,6.14238315018344e-07,66.202005198397,73.8480284108331,256.337632518558,143.383048611614
"910","mtgA","mtgA",1780,219.02909920711,0.286352026739941,0.211738836352662,1.35238311342661,0.176252788609959,0.229186614330134,195.688020875703,198.136897655851,269.154514144486,213.136964152399
"911","mtlA","mtlA",46,3232.31191751252,3.42757847747941,0.140202016408646,24.4474264014083,5.35976934591117e-132,2.69736218169225e-130,584.328442577587,508.364552721003,6105.10794781699,5731.44672693451
"912","mtlD","mtlD",75,1328.54112784503,3.00157660398331,0.142941224675829,20.9986769792303,6.74374726152147e-98,2.0815699880563e-96,306.571820216268,280.226893523251,2247.22657841269,2480.13921922791
"913","mtr","mtr",341,240.69403285817,2.38952789927121,0.211192668796788,11.3144453019363,1.11304036442574e-29,7.55627109573489e-29,78.4211080862555,74.1777071090958,461.407738533404,348.769577703925
"914","mukB","mukB",265,749.276965004383,-2.39729387460107,0.186639856626526,-12.8444905495086,9.23579211535076e-38,8.06824858378755e-37,1282.27630454526,1239.59190546756,234.976163142011,240.263486862704
"915","mukE","mukE",653,131.094613006748,-2.67268743528388,0.383537165982737,-6.96852266829384,3.20286380582289e-12,1.13547162488208e-11,223.956094720748,231.764124878641,29.9060571271651,38.7521753004362
"916","mukF","mukF",568,209.307839232852,-2.31533322659074,0.291268583448298,-7.94913477855991,1.87818628901279e-15,7.65493179412782e-15,355.265857097734,343.854882287942,68.3567020049488,69.7539155407851
"917","murA","murA",421,339.681672231649,-2.58707905160748,0.256084079187235,-10.1024595508569,5.38737603532278e-24,2.96241698854448e-23,579.769075828386,586.498404209251,111.079640758042,81.3795681309159
"918","murB","murB",695,232.11987056459,-1.72272803995401,0.262472009815736,-6.56347334393265,5.25686361160965e-11,1.75102723178077e-10,368.396833335433,347.151669270568,81.1735836308767,131.757396021483
"919","murC","murC",772,218.767170207723,-1.53425468708417,0.253261478997588,-6.05798676196937,1.37835736442858e-09,4.13328665628518e-09,340.128759490387,311.876048556465,106.807346882732,116.256525901308
"920","murD","murD",837,225.458308625984,-1.36559388096755,0.247092273886396,-5.52665552624847,3.26392923974694e-08,9.02747454004082e-08,331.921899341825,320.118016013031,102.535053007423,147.258266141657
"921","murE","murE",967,251.207740489285,-1.05344868353769,0.221838008698124,-4.74872944325434,2.04698567444007e-06,4.90048793829241e-06,338.305012790707,340.228416607053,175.164048887681,151.133483671701
"922","murF","murF",885,184.36650191686,-1.37789100215066,0.2632180160828,-5.23478986224569,1.65172671699447e-07,4.32061847439796e-07,273.197255612118,259.786814230967,115.351934633351,89.1300031910032
"923","murG","murG",930,162.408526095532,-1.37846430198323,0.277927170399927,-4.95980403786959,7.05643261657554e-07,1.75482899283174e-06,243.105435067392,226.489265706439,102.535053007423,77.5043506008723
"924","murI","murI",1716,50.1670053602214,-0.650799710656633,0.422062004867621,-1.5419528485175,0.123085052056677,0.166364370082974,54.1652769805067,68.9028479368934,42.722938753093,34.8769577703926
"925","murP","murP",687,81.9381827357705,2.17725924108399,0.328680900483138,6.62423413676783,3.49053129810788e-11,1.17621251166226e-10,34.2864379539908,23.407187576648,153.802579511135,116.256525901308
"926","murQ","yfeU",1038,72.5149141607051,1.31385638980917,0.29891845080481,4.39536731931983,1.10585594291538e-05,2.46633574937294e-05,41.9461740926483,40.5504798863057,106.807346882732,100.755655781134
"927","mutH","mutH",1769,47.6582710894637,0.536654097202656,0.387332253821118,1.38551357886787,0.165895483335381,0.217152440188034,43.4051714523926,33.9569059210527,51.2675265037116,62.0034804806979
"928","mutL","mutL",1818,180.465733739087,-0.296128240470195,0.234684555865542,-1.26181392455947,0.207015750449732,0.263609165176639,202.253508994552,196.488504164538,140.985697885207,182.13522391205
"929","mutM","mutM",1891,41.0760458481782,-0.454932207770223,0.431819305777036,-1.05352447582583,0.292100682665594,0.357595494643496,49.4235355613377,45.825339058508,34.1783510024744,34.8769577703926
"930","mutS","mutS",755,132.59244292012,-2.05115725557197,0.33395108568467,-6.14208889714095,8.14432529595951e-10,2.49723351790017e-09,216.478733252059,212.642760379408,46.9952326284023,54.2530454206106
"931","mutY","mutY",910,107.815616522534,-1.75199379039696,0.345313888077177,-5.07362678099234,3.90304220854096e-07,9.92916781623333e-07,164.501952311168,169.784529605264,42.722938753093,54.2530454206106
"932","nac","nac",859,39.9127255527257,2.07599901365826,0.38567023087651,5.38283447218663,7.33219595072221e-08,1.97602254085238e-07,14.5899735974429,15.4948988183444,59.8121142543302,69.7539155407851
"933","nadA","nadA",739,521.174856793503,-1.13183534475747,0.181612019670077,-6.23216099250262,4.60044324151412e-10,1.4411402035325e-09,731.140051901856,700.567233808127,354.600391650672,298.391749813358
"934","nadC","nadC",1902,59.1707116372243,-0.402444538690055,0.393424417402235,-1.02292720250405,0.306342266680932,0.372861381370325,57.6303957098994,77.8041727899849,46.9952326284023,54.2530454206106
"935","nadD","nadD",1535,37.3788150657369,-1.0309573109626,0.504475916209073,-2.0436204739164,0.0409910550589789,0.0617801383213127,45.776042161977,56.0453787046501,12.8168816259279,34.8769577703926
"936","nadE","nadE",615,333.741788864302,-1.57765173236195,0.214400563943387,-7.3584308891022,1.86084554053751e-13,7.00464622169812e-13,494.600104953313,506.71615922969,170.891755012372,162.759136261832
"937","nadR","nadR",128,700.522715266535,2.44416804470445,0.142691023067592,17.12909468416,9.00449853791048e-66,1.6285479777549e-64,219.943851981451,213.302117775933,1179.15310958537,1189.69178172339
"938","nagA","nagA",635,353.803840356041,1.22997440663647,0.172133008688881,7.1454883407027,8.96765032381422e-13,3.2693087400992e-12,215.566859902218,206.049186414155,516.947558912425,476.651756195365
"939","nagB","nagB",363,325.508344304712,1.9090894205183,0.17244716518861,11.0705758394479,1.74277114562618e-28,1.11143669480017e-27,134.957255776347,137.805695873787,525.492146663044,503.77827890567
"940","nagC","nagC",1872,204.831420225827,0.245217926775982,0.221895431875338,1.10510579106355,0.269113751573172,0.332798255818319,187.663535397109,187.916858009709,187.980930513609,255.764356982879
"941","nagE","nagE",356,1370.82198704538,1.66793110400054,0.150035372921719,11.1169191072747,1.03794604427921e-28,6.74956486659095e-28,703.419102066715,604.960411311959,2140.41923152996,2034.4892032729
"942","nagZ","nagZ",1058,397.033136375596,0.744497069855892,0.174881159042711,4.25715997041205,2.07040213382404e-05,4.53022773138246e-05,297.088337377931,295.06243494507,542.581322164281,453.400451015103
"943","nanA","nanA",1939,71.2130838191493,-0.333427605826096,0.371535063668083,-0.897432405260058,0.369488227342943,0.441137311139202,92.8287070137303,65.9357396525296,64.0844081296395,62.0034804806979
"944","nanE","nanE",966,52.7034763853877,1.73586235056532,0.365116001654827,4.75427629218609,1.99158525739391e-06,4.77279489737774e-06,27.3562004952054,20.1104005940215,89.7181713814953,73.6291330708287
"945","nanR","nanR",1581,126.150243580685,-0.586010677558275,0.304402478785226,-1.92511795533617,0.0542146031451408,0.0793844442005066,141.522743895196,160.883204752172,132.441110134588,69.7539155407851
"946","nanT","nanT",832,103.595656650303,1.5324252703686,0.275396211121157,5.56443846532962,2.62997910398979e-08,7.31779041554851e-08,58.3598943897715,46.814375153296,158.074873386444,151.133483671701
"947","napA","napA",1445,66.813725050811,-0.886133322032269,0.372023341301674,-2.38192936747402,0.0172222004199845,0.0275912761053731,91.7344589939221,82.419674565662,42.722938753093,50.377827890567
"948","napC","napC",1402,72.2438371879543,0.830278782642252,0.325529642106759,2.55054740105652,0.0107553897304785,0.0177594345406975,57.0832716999953,46.4846964550333,76.9012897555674,108.506090841221
"949","napG","napG",1845,7.1363654820079,-1.14241105361299,0.978899056385053,-1.16703662769046,0.243195578122265,0.305147839215742,9.84823217827394,10.5497183444047,4.2722938753093,3.87521753004362
"950","napH","napH",1723,8.54275687924205,-1.45871649337455,0.956854677933708,-1.52449115525525,0.127386064640686,0.171154230785367,13.4957255776347,12.5277905339806,4.2722938753093,3.87521753004362
"951","narG","narG",1375,48.6401135346615,1.00254086876691,0.378906257382111,2.64588100416586,0.00814784730061503,0.0137180120006719,36.1101846536711,27.6930106540624,72.6289958802581,58.1282629506542
"952","narH","narH",2123,17.8638634632888,-0.279734677221842,0.617515391432977,-0.453000331817971,0.650548502585109,0.709382846671939,19.8788390265159,19.7807218957589,8.5445877506186,23.2513051802617
"953","narI","narI",1464,16.3828807694614,1.37715053962193,0.593771611418593,2.31932701587358,0.0203773116534497,0.0322223199984537,8.93635882843376,8.90132485309149,12.8168816259279,34.8769577703926
"954","narJ","narJ",1841,11.0692719725961,0.846619501993718,0.715130342463774,1.1838674039154,0.236465555128715,0.297348050039639,8.57160948849769,6.59357396525296,21.3614693765465,7.75043506008723
"955","narK","narK",345,68.5098819732826,4.28956526547489,0.381002514108722,11.2586271917639,2.10004601266548e-29,1.40916130994799e-28,7.84211080862555,4.28582307741442,149.530285635825,112.381308371265
"956","narL","narL",1097,45.5118641145449,-2.31521155423092,0.577107344714228,-4.01175201708335,6.02697914883103e-05,0.000127187390424283,68.2081265680454,84.7274254535005,21.3614693765465,7.75043506008723
"957","narP","narP",2261,193.219743237234,-0.0281720890444391,0.218806177008576,-0.128753627660772,0.897552599780097,0.91898906169435,194.776147525862,195.169789371488,200.797812139537,182.13522391205
"958","narQ","narQ",1273,71.0167744624868,0.956244701639158,0.309213702602403,3.0925042893999,0.00198475365334122,0.00360691387214841,47.4174141916893,48.4627686446092,106.807346882732,81.3795681309159
"959","narU","narU",1384,19.5849150184114,1.40169165507727,0.534471187613526,2.62257664690212,0.00872676360366568,0.0145971515480391,10.030606848242,10.8793970426674,34.1783510024744,23.2513051802617
"960","narV","narV",1467,18.6873213755616,1.29981597446446,0.563700066604327,2.30586450396293,0.0211182045782117,0.0333255920917247,10.5777308581461,10.2200396461421,38.4506448777837,15.5008701201745
"961","narW","narW",1970,11.9671207324,0.581852099652219,0.700155777226183,0.831032348197354,0.405955355472512,0.477049059857292,8.20686014856162,10.5497183444047,21.3614693765465,7.75043506008723
"962","narX","narX",1137,121.575526770956,1.01395089281852,0.26809673078705,3.78203378251527,0.000155552245154478,0.000316713674171167,71.126121287534,89.6726059274402,166.619461137063,158.883918731788
"963","narY","narY",1750,29.8092539785599,0.655487990500663,0.451171599598799,1.45285738526882,0.146263355012388,0.193485523916387,23.1615830859406,22.7478301801227,38.4506448777837,34.8769577703926
"964","narZ","narZ",1121,60.0968659890373,1.26152449483989,0.328039895951084,3.84564350376457,0.000120236470074776,0.00024830279056477,33.5569392741186,36.9240142054166,76.9012897555674,93.0052207210468
"965","ndh","ndh",1999,160.155499440453,-0.197066117187844,0.251878280180532,-0.782386305983183,0.433987579192636,0.502591918874913,160.854458911808,180.993605346194,170.891755012372,127.882178491439
"966","nei","nei",1433,21.9385567048169,-1.6325896578998,0.675106357194016,-2.41827030734153,0.0155944875477709,0.0251927694857569,34.2864379539908,33.2975485245274,8.5445877506186,11.6256525901308
"967","nemA","nemA",2163,66.796533006676,0.124617155443014,0.352547340956528,0.353476373144396,0.723731338521145,0.774589943909594,57.2656463699633,70.221562729944,85.445877506186,54.2530454206106
"968","nfi","nfi",1192,32.3350006824748,-2.28575481323944,0.650478174360341,-3.51396081119429,0.000441477938995997,0.000857400527496421,56.3537730201231,52.418913023761,12.8168816259279,7.75043506008723
"969","nfo","nfo",1130,88.5129926425605,-1.37170842825468,0.359899652008459,-3.81136358593212,0.000138202315987592,0.00028313129337281,118.543535479223,138.135374572049,46.9952326284023,50.377827890567
"970","nfrB","nfrB",893,61.0808381802809,1.70903393897981,0.330049659335582,5.17811150728119,2.24143253055431e-07,5.81065656017158e-07,30.0918205447259,26.0446171627492,106.807346882732,81.3795681309159
"971","nfsA","nfsA",1213,96.5455725262577,-1.1012588492992,0.32530077857642,-3.38535571331407,0.000710860702550295,0.00135555397562103,128.209392987529,136.157302382474,59.8121142543302,62.0034804806979
"972","nhaA","nhaA",39,1211.88528905537,3.92415579874426,0.154387177584949,25.4176276820986,1.61028070307908e-142,9.55846109648225e-141,152.829973433214,144.39926983904,2093.42399890156,2456.88791404765
"973","nhaB","nhaB",1362,53.3252450647946,-1.1530671929922,0.426425926184467,-2.7040269415828,0.0068504734596026,0.0116437929948458,70.5789972776299,77.1448153934596,38.4506448777837,27.1265227103053
"974","nhaR","nhaR",1199,95.3800673682556,0.946280363040571,0.272643648356161,3.47075887791973,0.000518989803710605,0.00100205287371981,62.5545117990363,67.5841331438428,119.62422850866,131.757396021483
"975","nhoA","nhoA",1589,63.5752835774654,0.652465075393054,0.341729936486851,1.90930031504032,0.0562233617027889,0.0819113167664923,45.2289181520729,53.0782704202863,93.9904652568046,62.0034804806979
"976","nikA","nikA",2291,3.99390398927695,0.0667115734383518,1.09589879445234,0.0608738450813697,0.951459679406941,0.961426956711946,2.5532453795525,5.27485917220237,4.2722938753093,3.87521753004362
"977","nikB","nikB",2347,1.36079772974214,-1.25373320904089,1.36212400719365,-0.920425161306662,0.357350625031482,NA,3.46511872939268,1.97807218957589,0,0
"978","nikC","nikC",2348,2.11848318654376,-0.0385548412928857,1.29680624661713,-0.0297306104080393,0.976281899131552,NA,2.5532453795525,1.64839349131324,4.2722938753093,0
"979","nikD","nikD",2349,2.12011012166981,-1.79293551809057,1.30396578268603,-1.37498663070539,0.16913558955006,NA,4.19461740926483,4.28582307741442,0,0
"980","nikE","nikE",1431,10.1515030289555,1.75612775986606,0.720706386138254,2.43667573042592,0.0148229651454406,0.0239798492744199,4.19461740926483,4.61550177567707,8.5445877506186,23.2513051802617
"981","nirB","nirB",2247,25.0723824545921,-0.0822035679504308,0.517979148254507,-0.158700535006943,0.873904816646203,0.900351424359573,24.4382057757168,27.3633319557998,21.3614693765465,27.1265227103053
"982","nirC","nirC",1894,12.0127126562978,-0.835835503040571,0.799676935718946,-1.04521646893457,0.295922933526403,0.361700945677732,15.137097607347,15.8245775166071,17.0891755012372,0
"983","nlpA","nlpA",660,385.427235578608,-1.47339074917215,0.213976971011263,-6.88574449020776,5.74860907827214e-12,2.01636818427273e-11,604.936780283975,529.793668108075,209.342399890156,197.636094032224
"984","nlpD","nlpD",2177,10993.9837546591,0.0449498946233515,0.142075279733929,0.316380827878934,0.751713467301594,0.799364573634906,11729.2445243243,9914.42749285261,11334.3956511956,10997.8673502638
"985","nlpE","nlpE",1220,139.478025292341,0.84047167352292,0.252211923959591,3.3324026093928,0.000860995995872268,0.00163377518888877,107.965804621077,90.6616420222282,196.525518264228,162.759136261832
"986","nlpI","nlpI",1760,1437.29193084264,-0.250142700570159,0.177707000556754,-1.40761309226122,0.159245668557813,0.209462342449623,1597.78448358996,1528.06076644737,1123.61328920635,1499.70918412688
"987","norV","norV",1709,22.2289733523023,0.7949473587242,0.513288046816318,1.54873538095204,0.121445344938898,0.16450905414485,15.137097607347,17.1432923096577,25.6337632518558,31.0017402403489
"988","norW","norW",1986,6.07894346927333,-0.823155448601052,1.03253560625746,-0.797217494111091,0.425324727630381,0.495783859246894,5.28886542907304,10.8793970426674,4.2722938753093,3.87521753004362
"989","nrdA","nrdA",497,350.953520464816,-2.17608332925746,0.246068832282876,-8.84339275750244,9.28551222709709e-19,4.32514301926152e-18,532.898785646601,619.136595337253,123.89652238397,127.882178491439
"990","nrdB","nrdB",907,301.498250261913,-1.1024064115345,0.216488619947641,-5.09221413948281,3.53906061901866e-07,9.03299375196054e-07,389.734669721693,434.51652431017,187.980930513609,193.760876502181
"991","nrdD","nrdD",11,2311.8592349488,5.42305717828032,0.154716386728132,35.0516017919274,3.68610735909925e-269,7.75758048755889e-267,107.236305941205,100.88168166837,4152.66964680064,4886.649305385
"992","nrdF","nrdF",1620,37.8338827334048,-0.859034905512585,0.474658641121573,-1.80979514769344,0.070327560690067,0.100498952467596,48.3292875415295,49.4518047393972,34.1783510024744,19.3760876502181
"993","nrfA","nrfA",2138,15.8678251607444,-0.275461893335656,0.646288905687739,-0.426220984007959,0.669946828372367,0.725410153265683,18.6022163367397,16.1542562148697,17.0891755012372,11.6256525901308
"994","nrfC","nrfC",1988,2.8337021594255,0.941933529608656,1.1862610909364,0.794035593686313,0.427174710408663,0.497439363478901,1.27662268977625,2.30775088783854,0,7.75043506008723
"995","nrfD","nrfD",2355,1.57123074636548,-1.42890307652477,1.34108820826231,-1.06548030750061,0.286658632362419,NA,3.64749339936072,2.63742958610118,0,0
"996","nth","nth",1415,14.0988670939178,-2.27706399125509,0.911018395261749,-2.49947092517364,0.0124378904874883,0.0203489162392476,25.8972031354611,22.7478301801227,0,7.75043506008723
"997","nudC","nudC",1035,148.075101485373,1.05535493992201,0.239797097750929,4.40103299756437,1.07736737322604e-05,2.40976373818191e-05,98.1175724428033,92.9693929100667,230.703869266702,170.509571321919
"998","nudF","nudF",1319,161.575324457056,-0.718348752539122,0.249402908496531,-2.88027415906866,0.0039732949822196,0.00697359960867201,200.247387624903,202.422720733266,119.62422850866,124.006960961396
"999","nuoB","nuoB",1736,893.120977133351,-0.256008395708064,0.172567338322413,-1.48352752146966,0.13793430991857,0.183938898307309,1033.69962937883,909.583528506645,892.909419939643,736.291330708287
"1000","nuoC","nuoC",633,1319.29238132872,-1.10076152159357,0.15339230532055,-7.17611955367164,7.17178458178759e-13,2.62285644657793e-12,1895.9670689877,1706.0872635092,803.191248558148,871.923944259814
"1001","nuoF","nuoF",621,946.870630597188,-1.40632515440493,0.19368881786023,-7.26074519913566,3.84963516126677e-13,1.43508943612441e-12,1443.86026213694,1311.46186168881,431.501681406239,600.658717156761
"1002","nuoG","nuoG",510,1951.08584638942,-1.2687058766932,0.146575115161768,-8.65567033867233,4.90023066561031e-18,2.22432039037017e-17,2914.89435009912,2604.46171627492,1110.79640758042,1174.19091160322
"1003","nuoH","nuoH",600,565.546644297561,-1.37791578739679,0.183280465799126,-7.51807226912541,5.55897740248116e-14,2.14483878112398e-13,849.136463371175,785.294659261627,333.238922274125,294.516532283315
"1004","nuoL","nuoL",869,743.521087856441,-0.908295020028337,0.170534917809746,-5.32615274158491,1.00314784975406e-07,2.67120882538697e-07,968.227122860303,975.189589460912,457.135444658095,573.532194446455
"1005","nuoM","nuoM",579,294.759988371659,-1.83804267161194,0.235953458284397,-7.78985264711198,6.70873870929059e-15,2.68233680690979e-14,447.000316091656,476.385718989526,123.89652238397,131.757396021483
"1006","nuoN","nuoN",1597,386.468816046722,-0.432399314219467,0.229096172836146,-1.88741395749429,0.0591046692616563,0.0856777140518061,419.279366256515,471.110859817324,256.337632518558,399.147405594493
"1007","nupC","nupC",1208,140.360072412254,-0.943518733596393,0.27655028896527,-3.41174379938863,0.000645487502056736,0.00123700626428919,175.991556519155,194.1807532767,98.2627591321139,93.0052207210468
"1008","nupG","nupG",517,441.591079590259,1.86100556153203,0.216340005094732,8.60222574515117,7.81848167337972e-18,3.50092554620388e-17,219.396727971547,158.905132562596,675.022432298869,713.040025528025
"1009","nusA","nusA",593,1044.52543236028,-1.20263813284353,0.157534674411923,-7.63411697985205,2.27373393989327e-14,8.876381232467e-14,1483.43556552,1429.8165143651,683.567020049488,581.282629506542
"1010","obgE","obgE",47,1788.2585694055,3.04694569113296,0.124729138214257,24.4284995050554,8.51839249607421e-132,4.19576141030038e-130,388.275672361949,380.778896493358,3268.30481461161,3115.67489415507
"1011","ompF","ompF",56,53255.138115368,-3.74477669588203,0.160255237900726,-23.3675775278049,9.13389856392291e-121,3.77588842419313e-119,110470.720713088,87872.5602349262,7399.61299203571,7277.65852142191
"1012","ompG","ompG",2326,1.42568208347109,-1.31212680282586,1.34964899638559,-0.972198554097978,0.330951779761352,NA,2.73562004952054,2.96710828436383,0,0
"1013","ompL","ompL",2351,1.82725743048082,-1.61230375705548,1.32191818636734,-1.21966985073874,0.222590055169132,NA,4.01224273929679,3.29678698262648,0,0
"1014","ompN","ompN",756,219.228007764781,-1.54015314662461,0.250934184435224,-6.13767769461552,8.37365327952053e-10,2.56415441032937e-09,322.985540513392,331.656770452224,98.2627591321139,124.006960961396
"1015","ompR","ompR",468,535.162993426863,1.49591599965997,0.158862974764616,9.41639171667556,4.66856042134233e-21,2.30934131953152e-20,280.856991750775,277.58946393715,845.914187311241,736.291330708287
"1016","ompW","ompW",1701,198.833318399444,-0.379742000689525,0.241436001752928,-1.57284745411802,0.11575414457676,0.157537239679718,244.929181767072,204.730471621104,175.164048887681,170.509571321919
"1017","oppA","oppA",94,9620.5094717087,-2.36823844702023,0.124226806024642,-19.0638278710189,5.04455292247654e-81,1.2423553208014e-79,16532.6285819424,15719.7396905596,3234.12646360914,2995.54315072372
"1018","oppB","oppB",165,1099.20919158331,-2.93807256480553,0.184967822529785,-15.8842361045387,8.1484570296577e-57,1.14325321355501e-55,2013.78110578705,1879.49825879536,247.793044767939,255.764356982879
"1019","oppC","oppC",231,1058.77949547139,-2.4554603664335,0.176835005824363,-13.8856011850523,7.7447819524048e-44,7.76154554970437e-43,1867.15187113275,1718.94473274145,311.877452897579,337.143925113795
"1020","oppD","oppD",234,1069.75766129438,-2.39688885739841,0.174372677316491,-13.7457822767037,5.39863516732038e-43,5.3409574411738e-42,1868.42849382253,1730.48348718064,354.600391650672,325.518272523664
"1021","oppF","oppF",330,1063.54798439176,-2.14104933639044,0.186273396685525,-11.494123017497,1.41207829339517e-30,9.90594317942366e-30,1860.95113235384,1609.49140491825,427.22938753093,356.520012764013
"1022","osmY","osmY",102,1806.6097242742,2.37402823361432,0.127649400065422,18.5980367506436,3.33291994839072e-77,7.56442125541619e-76,569.19134497024,596.38876515713,3127.31911672641,2933.53967024302
"1023","otsA","otsA",177,923.897881455433,2.08713491401619,0.135106614988088,15.4480586624141,7.77501009413146e-54,1.01690103773527e-52,346.511872939268,356.05299412366,1473.94138698171,1519.0852717771
"1024","otsB","otsB",164,607.60282827518,2.33100707812929,0.14655204555247,15.9056604726457,5.78895595327686e-57,8.17160550721703e-56,202.253508994552,199.125933750639,1025.35053007423,1003.6813402813
"1025","oxc","oxc",1546,3.85442485176638,-2.52194411268255,1.25630685012961,-2.00742685787502,0.0447042314276503,0.0669406828945733,9.48348283833787,5.93421656872766,0,0
"1026","oxyR","oxyR",1216,220.942257935513,-0.770305167144824,0.228055827115444,-3.37770438443956,0.000730936118623503,0.00139154367978076,269.002638202853,288.468860979817,175.164048887681,151.133483671701
"1027","paaA","paaA",2069,9.82733463367073,-0.468128428129812,0.833349527370149,-0.561743197487749,0.574290998142332,0.642573059787095,14.7723482674109,8.2419674565662,8.5445877506186,7.75043506008723
"1028","paaC","paaC",2242,7.55534946317437,0.146438907578129,0.857733316653493,0.170727783024065,0.864437815858658,0.892584096214449,8.38923481852965,5.93421656872766,4.2722938753093,11.6256525901308
"1029","paaE","paaJ",919,327.128196298559,1.21891984914703,0.24272527010189,5.02180860128554,5.11871785983821e-07,1.28942675141735e-06,229.974458829693,160.55352605391,495.586089535879,422.398710774754
"1030","paaF","paaF",2198,4.71394909964478,-0.265615040543403,1.06263549076977,-0.249958751472712,0.802619247779352,0.845342838311738,4.37699207923286,5.93421656872766,8.5445877506186,0
"1031","paaG","paaG",1513,4.20339423626597,-2.63997048413243,1.24113215282233,-2.12706638703151,0.0334145676217926,0.0511496838426127,8.57160948849769,8.2419674565662,0,0
"1032","paaH","paaH",1959,10.9601640259528,-0.704692707363754,0.81534851628954,-0.864284037175472,0.387431876972104,0.457802009281984,17.3255936469634,10.2200396461421,8.5445877506186,7.75043506008723
"1033","paaJ","paaE",2223,8.57945619963573,-0.174592725853344,0.82701857412078,-0.211111009252673,0.832800649687356,0.867266533525069,9.84823217827394,8.57164615482884,4.2722938753093,11.6256525901308
"1034","paaK","paaK",1557,252.17258670844,0.498462163848514,0.251694088827584,1.98042856775223,0.0476553925450022,0.0708556414525884,244.017308417232,173.08131658789,277.699101895104,313.892619933533
"1035","paaX","paaX",617,292.130118302482,1.61046297329015,0.22028382111402,7.31085453823033,2.65448772783094e-13,9.95970679080813e-13,159.213086882095,126.596620132857,491.313795660569,391.396970534405
"1036","pabC","pabC",1364,65.7112196044927,-1.02809328089722,0.380827283452367,-2.69963136983544,0.00694163437242858,0.0117814395690412,87.3574669146892,89.3429272291776,51.2675265037116,34.8769577703926
"1037","panC","panC",688,375.923606682822,-1.33259015554065,0.201718780194497,-6.60617793869152,3.94368847088993e-11,1.32698238519043e-10,529.616041587176,548.915032607309,196.525518264228,228.637834272573
"1038","panE","panE",232,293.265215122713,2.48659720724898,0.179540232940575,13.8498049519186,1.27557984381118e-43,1.27283074932021e-42,86.445593564849,90.3319633239655,504.130677286497,492.152626315539
"1039","panF","panF",1556,58.6188768177253,0.686960772741309,0.345596132544209,1.98775596151509,0.0468386864170418,0.069686091937951,45.9584168319451,43.8472668689322,55.5398203790209,89.1300031910032
"1040","parC","parC",928,321.267582297915,-1.07623573053281,0.216171959560914,-4.97860931047136,6.40427701559796e-07,1.59761867361091e-06,448.4593134514,422.977769870977,239.248457017321,174.384788851963
"1041","parE","parE",1090,280.373417026756,-0.851988543852775,0.208806219114975,-4.08028337213291,4.49808318673315e-05,9.55326841952959e-05,363.837466586232,358.031066313236,213.614693765465,186.010441442094
"1042","pbpC","pbpC",2280,22.7543636578891,-0.0453043833090023,0.5491702094485,-0.0824960686678522,0.934252244429063,0.947347326260745,25.8972031354611,20.1104005940215,25.6337632518558,19.3760876502181
"1043","pbpG","pbpG",1350,90.7433920078907,-0.892359597741153,0.325002221103673,-2.74570307461529,0.00603813849455167,0.010359767519296,118.725910149191,117.365616581503,72.6289958802581,54.2530454206106
"1044","pck","pck",616,5272.40890100459,1.24312106517926,0.169795990806233,7.32126276525504,2.45648290554127e-13,9.23174988040265e-13,3472.96084020131,2775.8946393715,7908.01596319751,6932.76416124803
"1045","pcm","pcm",1438,207.210266838148,0.510294687482028,0.212472472830151,2.40169787965876,0.0163191801816991,0.0262718373578814,179.639049918515,161.542562148697,243.52075089263,244.138704392748
"1046","pcnB","pcnB",590,214.47386739572,-2.25865955529939,0.293612046909028,-7.69266649334455,1.44099780011111e-14,5.65408458857155e-14,333.563271371538,378.47114560552,68.3567020049488,77.5043506008723
"1047","pdhR","pdhR",2111,134.928284749246,0.118199196136442,0.247734255035586,0.477120921850164,0.633276017301782,0.694473699693806,129.850765017242,128.574692322433,149.530285635825,131.757396021483
"1048","pdxB","pdxB",965,218.79864532903,-1.17363961884177,0.245795589238621,-4.77486037270746,1.79831981828098e-06,4.31410402002121e-06,286.875355859721,321.436730806082,119.62422850866,147.258266141657
"1049","pdxH","pdxH",757,112.346930604474,-2.32222496914308,0.378817103515811,-6.13020095341646,8.77681432450912e-10,2.68405880597604e-09,188.210659407013,188.246536707972,34.1783510024744,38.7521753004362
"1050","pdxJ","pdxJ",1185,209.533882606888,-0.836715437023563,0.234500054959384,-3.5680820508485,0.00035960390406987,0.000702517331579535,280.127493070903,258.138420739653,140.985697885207,158.883918731788
