"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_chemostat1","K12_chemostat2","K12_starvation1","K12_starvation2"
"86","aspA",11034.1107363045,3.82235097830454,0.19288545318411,19.8166886885767,2.13716791343067e-87,5.75295781347907e-86,1671.82859959699,1208.60210783087,21686.16371107,19569.8485267203
"87","ugpB",3389.11801949611,4.05658615267373,0.207444400057981,19.5550525901875,3.73619894384228e-85,9.94172477585618e-84,450.100685481113,306.601189384263,6378.53475583678,6421.23544728227
"88","sapA",463.225102143482,3.48610355817699,0.179046387029635,19.4703932093307,1.95763067304201e-84,5.14990341828666e-83,68.9376252479176,82.419674565662,837.369599560623,864.173509199726
"89","tig",3008.55934654357,-2.68071575378536,0.138850227282825,-19.3065276610963,4.7334668410149e-83,1.23123322887073e-81,5317.31587758806,5099.14042602837,811.735836308767,806.045246249072
"90","atpA",4723.17541878407,-2.62414527409111,0.136304033494545,-19.2521468867326,1.3543258186022e-82,3.48362696673787e-81,8200.29466044277,8066.90806778873,1230.42063608908,1395.0783108157
"91","rnr",2164.18266681332,2.30103978931027,0.119686081587255,19.2256255597502,2.25898534302589e-82,5.74675941659883e-81,725.304062462879,731.886710143078,3537.4593287561,3662.08056589122
"92","rtcB",243.837498314193,3.94523668549731,0.205947309318918,19.1565342540502,8.5372027685359e-82,2.14822004447398e-80,29.5446965348218,29.011725447113,482.769207909951,434.024363364885
"93","cheA",2995.45738168802,-2.74831232914056,0.143770368639976,-19.1159858261389,1.85874418793801e-81,4.62687397320052e-80,5311.29751347911,5126.17407928591,730.56225267789,813.795681309159
"94","oppA",9620.5094717087,-2.36823844702023,0.124226806024642,-19.0638278710189,5.04455292247654e-81,1.2423553208014e-79,16532.6285819424,15719.7396905596,3234.12646360914,2995.54315072372
"95","yccW",737.421873991659,2.99389667157716,0.157911349281516,18.9593508332311,3.69678652170811e-80,9.00848505026766e-79,153.377097443118,174.400031380941,1358.58945234836,1263.32091479422
"96","dkgA",688.845497766889,3.68569928372748,0.194864726436391,18.9141429089302,8.7227027139169e-80,2.10344341486642e-78,86.263218894881,111.101721314512,1379.9509217249,1178.06612913326
"97","pyrB",1280.66561092503,-3.88395672149382,0.20649505825805,-18.808957242164,6.37800007901748e-79,1.52217218380675e-77,2438.16696280267,2364.45562393971,149.530285635825,170.509571321919
"98","flgK",3063.7933090226,-2.65000930903714,0.141406278068697,-18.7403936036682,2.31905793095445e-78,5.47818276546894e-77,5461.3918668628,5116.28371833803,828.825011810004,848.672639079552
"99","ybeZ",1959.21105484698,2.45907456459633,0.131572850025672,18.6898327741364,5.99004594054574e-78,1.40070266185489e-76,582.687070547875,619.795952733778,3460.55803900053,3173.80315710572
"100","rpoD",4784.48353159541,2.42925796283989,0.130069986717171,18.676545021275,7.68341319568673e-78,1.77871015480148e-76,1423.25192443055,1565.31445935105,8395.05746498277,7754.31027761728
"101","aldB",2190.00939380555,4.29597865269084,0.230043335181922,18.6746494928597,7.96108202961492e-78,1.82474305926322e-76,254.595039275378,160.883204752172,4182.5757039278,4161.98362726684
"102","osmY",1806.6097242742,2.37402823361432,0.127649400065422,18.5980367506436,3.33291994839072e-77,7.56442125541619e-76,569.19134497024,596.38876515713,3127.31911672641,2933.53967024302
"103","fliA",2317.48655811441,-2.85899764800623,0.153962724745902,-18.5694144652524,5.68191808425988e-77,1.27705246262734e-75,4234.73983665779,3917.90165015331,555.398203790209,561.906541856324
"104","frdB",777.63930307529,3.56141967877714,0.192525841638567,18.4983981810768,2.12702149187651e-76,4.7346680323982e-75,137.145751815963,102.200396461421,1414.12927272738,1457.0817912964
"105","ycfH",631.744202598478,3.13598105389563,0.169768801453328,18.4720692320948,3.4654258378307e-76,7.64043887102674e-75,128.756516997433,127.255977529382,1251.78210546562,1019.18221040147
"106","flgL",2840.10012343342,-2.71610778686379,0.147393947351325,-18.4275394999072,7.89950385747661e-76,1.72522183302437e-74,5073.84569318073,4790.8908431528,790.37436693222,705.289590467938
"107","frdA",2610.67716476442,3.75367760086291,0.203709561390054,18.4266147118914,8.03567489249587e-76,1.73855956786242e-74,420.008864936387,290.776611867655,4891.77648722915,4840.14669502448
"108","ytfT",291.440431450691,4.93693327783433,0.268657480203167,18.3763105129285,2.03337002679586e-75,4.35856630743743e-74,21.5202110562282,13.5168266287686,491.313795660569,639.410892457197
"109","tar",4113.84362611998,-2.61370557713124,0.142427663601165,-18.3511089843495,3.23442904252597e-75,6.86945250775011e-74,7441.79840804571,6710.6099031362,1179.15310958537,1123.81308371265
"110","flgD",1577.68853756025,-3.05355641183614,0.166435437751782,-18.3467923243014,3.50185377191526e-75,7.36981043816712e-74,2824.80126313491,2812.48897487865,324.694334523507,348.769577703925
"111","ybeQ",310.911316151571,3.82226821642534,0.209272529464587,18.2645482720757,1.58519319684266e-74,3.30605608170339e-73,36.6573086635752,45.1659816619828,534.036734413662,627.785239867066
"112","deoC",322.231042863036,3.26182370105485,0.180044376032123,18.116776391132,2.34964618546977e-73,4.85663474943083e-72,60.1836410894519,60.6608804803272,559.670497665518,608.409152216848
"113","dadX",1052.02602055159,3.25697120187038,0.18131822153864,17.9627352079245,3.81534974654205e-72,7.81640235685384e-71,222.497097361004,171.76260179484,1841.35866025831,1972.4857227922
"114","treA",371.462658948269,3.0578595818665,0.171746811497507,17.8044620171064,6.52562806715141e-71,1.32516043644347e-69,78.4211080862555,79.7822449795608,692.111607800106,635.535674927153
"115","glyA",2052.50951592592,-2.8116141162207,0.157945158473633,-17.8012048193935,6.91647588785762e-71,1.39231666786003e-69,3709.50078714985,3483.38512584314,478.496914034641,538.655236676063
"116","atpB",2391.54997941963,-2.74974013051826,0.1549106652238,-17.7504894614306,1.70858408055228e-70,3.40980357455046e-69,4369.51471776417,3963.72698921182,632.299493545776,600.658717156761
"117","yfdE",163.974763892057,5.47468596638679,0.308768629834834,17.7307065465663,2.42961762588634e-70,4.80732034523665e-69,8.75398415846572,4.28582307741442,328.966628398816,313.892619933533
"118","rpsD",6104.99745043047,-2.37042392350025,0.13382453892412,-17.7129242705205,3.33297475236742e-70,6.5388445353649e-69,10530.8605679643,9945.4172904893,1862.72012963485,2080.99181363342
"119","fdoH",383.452221765091,3.05650395987,0.173335203892794,17.633486396453,1.36297319561938e-69,2.65149827551166e-68,84.4394721952006,78.7932088847728,653.660962922323,716.915243058069
"120","ydcS",2654.18091460775,4.92890431784965,0.280026779777532,17.6015462584166,2.39689911915362e-69,4.62401788403386e-68,213.378363862602,112.420436107563,5152.38641362301,5138.53844483784
"121","cysK",3635.03278240604,-2.80427004480401,0.159523453174199,-17.5790455196689,3.5652762468567e-69,6.8211690177465e-68,6745.49191810775,5984.98708826011,833.097305685313,976.554817570991
"122","yjfF",343.98093273952,4.94211007536846,0.282581319954458,17.4891605579766,1.73291006330397e-68,3.28826786602352e-67,25.7148284654931,15.4948988183444,559.670497665518,775.043506008723
"123","garP",139.132513350779,6.13251702214007,0.352535280081031,17.3954703788242,8.92907201679444e-68,1.68055298527473e-66,4.5593667492009,2.30775088783854,243.52075089263,306.142184873446
"124","tap",2606.24259746987,-2.57089619376315,0.148267482379763,-17.3395821693271,2.36449462158638e-67,4.41435891046167e-66,4669.88579920153,4259.11910285515,751.923722054437,744.041765768374
"125","yodA",1026.76867430002,-4.35876508994097,0.252019072449808,-17.2953778758513,5.09677055755772e-67,9.4392190725969e-66,1894.14332228802,2027.52399431528,76.9012897555674,108.506090841221
"126","clpA",9088.05843129168,1.89752692120186,0.110218526248566,17.2160433076608,2.01287407099731e-66,3.69825672568157e-65,3831.50944135847,3848.99880221641,14624.0619351837,14047.6635464081
"127","rplB",4394.53783162269,-2.38300252563318,0.138651252554647,-17.1870248679792,3.32144862348617e-66,6.05445162470117e-65,7640.58679831087,7120.40052507667,1332.9556890965,1484.2083140067
"128","nadR",700.522715266535,2.44416804470445,0.142691023067592,17.12909468416,9.00449853791048e-66,1.6285479777549e-64,219.943851981451,213.302117775933,1179.15310958537,1189.69178172339
"129","ackA",1429.58537366147,2.40968242520666,0.140966599797829,17.0939955185312,1.64506117834479e-65,2.95218343245596e-64,450.283060151081,451.98949531809,2576.19320681151,2239.87573236521
"130","trmD",3378.64617558307,-2.28511292883714,0.134184320506851,-17.0296568198552,4.94936216499820e-65,8.81367185536217e-64,5763.2219456599,5457.83084973813,1119.34099533104,1174.19091160322
"131","carB",1252.78244247143,-3.13495346461774,0.184771097346798,-16.9666874832362,1.44877231073e-64,2.56023503766408e-63,2336.58427163048,2166.31872628386,256.337632518558,251.889139452835
"132","manX",3526.6241201479,-2.57090982082831,0.151802987405417,-16.9358315324996,2.44873499953303e-64,4.29456176054467e-63,6460.25793427774,5622.67019886946,1008.26135457299,1015.30699287143
"133","tsr",2298.31576378643,-2.44232801712041,0.144278448972602,-16.9278782417753,2.80303296093632e-64,4.87896338689292e-63,3979.05054936261,3789.9863152274,730.56225267789,693.663937877807
"134","yedQ",376.183606479224,3.10496841046231,0.184166911135244,16.8595346000138,8.9289347552577e-64,1.54257342973295e-62,71.4908706274701,84.7274254535005,666.477844548251,682.038285287676
"135","sapB",237.231156249184,3.5710262562332,0.211833019432731,16.8577413747681,9.20396221934607e-64,1.57830907687305e-62,33.3745646041506,39.8911224897804,457.135444658095,418.523493244711
"136","rseA",3474.69970292673,2.26488066564047,0.134420791089873,16.8491841721581,1.06371946741348e-63,1.81066953460457e-62,1225.37540751523,1160.79869658278,6122.19712331822,5390.42758429067
"137","yjjI",153.446924720427,4.42399840881525,0.263430761882353,16.7937805638318,2.71017515256107e-63,4.5796025388167e-62,11.6719788779543,15.4948988183444,307.60515902227,279.01566216314
"138","treF",386.592738464196,3.50199357711922,0.208634180242672,16.7853300597529,3.12487186829576e-63,5.24208577906136e-62,53.6181529706026,71.2105988247319,743.379134303818,678.163067757633
"139","garL",143.337662952445,4.50692941085463,0.269126942414244,16.7464816804462,6.00758271577552e-63,1.00054345230362e-61,11.4896042079863,12.198111835718,243.52075089263,306.142184873446
"140","infB",2586.72740446521,-2.32176759674298,0.139560811655955,-16.6362431487329,3.80770488381173e-62,6.29631200430297e-61,4432.98110291305,4194.50207799567,863.003362812478,856.423074139639
"141","flgG",1039.52427359946,-3.32145581524856,0.199706669801765,-16.6316719343702,4.1096458679352e-62,6.74739729380851e-61,1935.72474704073,1847.18974636562,200.797812139537,174.384788851963
"142","puuD",968.998354563398,2.63121228886075,0.158449181671777,16.6060326793686,6.30260890767241e-62,1.02750279022969e-60,267.361266173141,268.358460385795,1832.81407250769,1507.45961918697
"143","malE",2226.74475002636,-2.81132335036757,0.170472443682884,-16.4913653469839,4.2327552688541e-61,6.85232758559248e-60,4149.02374177282,3652.18061935361,598.121142543302,507.653496435714
"144","yjgB",270.557635595915,3.06969581787392,0.186513780630821,16.4582788869095,7.31509821657069e-61,1.17600363690008e-59,56.9008970300272,57.3640934977007,491.313795660569,476.651756195365
"145","gabT",874.655237264791,3.36413461500518,0.204485755674066,16.4516819468215,8.15711849866224e-61,1.30232616030366e-59,160.307334901904,146.047663330353,1324.41110134588,1867.85484948102
"146","yfdC",212.014693631882,3.5550019748689,0.216349318071659,16.4317688012837,1.13305179349489e-60,1.79658554927443e-59,35.1983113038309,30.000761541901,375.961861027218,406.89784065458
"147","icd",12701.7427659791,-1.8230737843507,0.111039674444401,-16.4182198252349,1.41662239624826e-60,2.23093935191478e-59,19977.1389736287,19650.8284886434,5618.06644603173,5560.93715561259
"148","mltD",1840.7764068769,-2.55414067609038,0.155800998807478,-16.393609127285,2.12447691863016e-60,3.32308382880326e-59,3133.01445538089,3165.24518201968,491.313795660569,573.532194446455
"149","yhjY",422.861095523881,2.87204768767165,0.175537578940264,16.3614406955506,3.60497454694109e-60,5.60101750078431e-59,102.312189852068,99.233288177057,811.735836308767,678.163067757633
"150","ydcT",407.223249918663,4.14804968345088,0.253683691173672,16.3512666670051,4.26031106254616e-60,6.57508007319625e-59,52.1591556108583,31.9788337314768,734.834546553199,809.920463779116
"151","gdhA",1869.33766858781,-3.02441762248491,0.186696394382963,-16.1996573767838,5.07088094767871e-59,7.77423138667299e-58,3130.46121000134,3532.83693058253,461.407738533404,352.644795233969
