"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_K12ref_batch1","IAI1_K12ref_batch2"
"12","livF",704.651181162519,-0.20713145508675,0.0649105457139101,-3.19102932826464,0.00141766888667784,0.262567440086684,810.373077885719,808.589998825307,615.179391510733,584.462256428318
"13","yicR",842.928256552305,0.206765436403882,0.0649111393227023,3.18536138113304,0.00144573346934642,0.262567440086684,687.465128762506,748.911142182629,927.474910149701,1007.86184511438
"14","ilvC",16870.2100089773,-0.187526216772645,0.0596474966417734,-3.14390757920448,0.00166708081398772,0.27875112629201,18146.1296085512,18727.4592492044,15181.8402266571,15425.4109514964
"15","pldB",392.619176697333,0.197565002356077,0.0631970773744715,3.12617308527441,0.0017709728481068,0.27875112629201,315.463736082914,331.159145683881,457.748225950268,466.10559907227
"16","cdsA",1035.51569467263,0.197024787840568,0.0647630151557664,3.04224235648524,0.00234822744907979,0.346510312954837,920.990232096611,888.161807682212,1162.76605432975,1170.14468458196
"17","nadR",758.58715280569,-0.189835137999965,0.064955323052228,-2.92254936284939,0.00347178584342496,0.482169786842726,849.703621605147,868.268855467986,664.804432828706,651.571701320922
"18","era",1085.61062492939,-0.182824279535681,0.0648259525851562,-2.82023282720791,0.00479888165941669,0.62945331099349,1238.0927408345,1191.23678553424,988.222805556185,924.890167792619
"19","potG",439.910221731097,-0.176235785684779,0.0637634993722644,-2.7638976439464,0.00571154526234403,0.674247918219713,498.186887112758,513.706236590897,367.054184920869,380.693578299864
"20","ilvA",4279.52541512495,-0.179553325782694,0.064690587128257,-2.77557112639445,0.00551048446523276,0.674247918219713,5039.22591405174,4493.46685309577,4061.55295062789,3523.85594272439
"21","bcsA",306.731961040544,-0.169017012807949,0.0616833523582506,-2.74007501775059,0.00614251625384381,0.69059432739644,360.529984094759,356.902966196409,253.258831553793,256.236062317216
"22","thrA",14429.5134580658,-0.0162027062515615,0.0618317570454821,-0.262045056226417,0.793286705656921,0.999909243911142,15038.1972683889,14068.9979100965,14789.9735210772,13820.8851327005
"23","thrB",4661.20593756066,-0.0121030209519193,0.0637252035886898,-0.189925182978425,0.849367758458656,0.999909243911142,4915.49857860104,4472.40372722189,4835.01911185974,4421.90233255996
"24","thrC",8319.78135901145,-0.0160659920329893,0.0615823315210315,-0.260886387965069,0.794180122272914,0.999909243911142,8610.11152924483,8170.15249174862,8479.89283624879,8018.96857880355
"25","yaaA",393.530994962125,0.0230505005602681,0.0633264405745904,0.363994886671667,0.715861827706837,0.999909243911142,385.930960246889,384.987134028258,402.989559668366,400.216325904986
"26","yaaJ",46.5418332973947,0.00424363867671091,0.0369350029786943,0.114894770122499,0.908528530481009,0.999909243911142,45.8856343393329,45.636772726754,47.0582288360088,47.5866972874831
"27","talB",3070.30667554307,0.00218862885200815,0.0381616006878938,0.057351599842678,0.954265117229948,0.999909243911142,3635.61713506465,2456.19451162709,3712.46645308077,2476.94860239976
"28","htpY",16.2222173166518,-0.000955143603162138,0.0235325586602482,-0.0405881747476781,0.967624211573552,0.999909243911142,16.3877265497618,16.382431235245,16.2564790524394,15.862232429161
"29","dnaK",10614.2218448603,0.019690105681195,0.0596362932490591,0.330169844711227,0.741271630822135,0.999909243911142,10498.7970141049,10522.2015476659,10713.0196955576,10722.8691221128
"30","dnaJ",1906.22228990161,0.0636312807424814,0.0633304503370807,1.00475017000194,0.315017163543749,0.999909243911142,1841.16107786573,1833.66212468778,1972.1675903091,1977.89836674385
"31","nhaA",640.884095371382,0.00604233008226282,0.0636568725716508,0.0949203100648984,0.924378124256505,0.999909243911142,591.5969284464,683.381417241649,595.500495815675,693.057539981805
"32","nhaR",215.162438077597,0.0136348350292132,0.0566162764151491,0.240828890427787,0.809687737185633,0.999909243911142,194.194559614677,228.18386363377,202.778186075165,235.493142986775
"33","ribF",1488.95860855,0.00908066437640184,0.06460803428457,0.140550079830714,0.88822538715553,0.999909243911142,1532.25243240272,1428.7820384453,1553.77715574895,1441.02280760301
"34","ileS",6256.51125397068,-0.0204138232275806,0.0604717538599656,-0.337576172750884,0.735682600537641,0.999909243911142,6349.42465170519,6293.19394165341,6205.69697722858,6177.72944529556
"35","ispH",809.934241050673,-0.0938844657153078,0.0649556514211583,-1.44536254600206,0.148356077955089,0.999909243911142,872.646438774814,851.886424232741,770.89934874989,744.304752445248
"36","rihC",60.4917171103482,-0.0185877528342133,0.0393906576136965,-0.471882267529095,0.637010825766414,0.999909243911142,71.2866104914637,57.3385093233575,63.3147078884482,50.0270407381232
"37","dapB",3013.76839875198,-0.0566855798584139,0.0649377050523292,-0.872922438708522,0.382705354858983,0.999909243911142,3390.62062314571,2879.79737642414,3133.22243631753,2651.43315912053
"38","carA",3688.15082520758,0.00184557856120026,0.0618381798179678,0.0298452924493098,0.976190436688795,0.999909243911142,3729.84656272578,3639.24008154371,3736.4233695791,3647.09328698171
"39","carB",8510.51362864351,-0.072101323695028,0.061001770185536,-1.18195461337815,0.237223710204434,0.999909243911142,9001.77819378414,8652.26403952869,8376.36473280957,8011.64754845163
"40","caiD",30.6601933374112,-0.00746189464369854,0.0310848868249114,-0.240048956450392,0.810292304160207,0.999909243911142,31.1366804445473,32.76486247049,28.2349373016053,30.504293133002
"41","caiB",27.6368092671622,-0.00040356129864827,0.0285669267138359,-0.0141268713533967,0.988728762353244,0.999909243911142,23.7622034971546,31.5946888108297,22.2457081770224,32.9446365836421
"42","caiA",72.3952488491224,0.00502669710352169,0.0357744046339379,0.140510992564585,0.888256267842489,0.999909243911142,51.6213386317495,90.1033717938476,53.9030621212465,93.953222849646
"43","caiT",6.99656922737312,0.000873944848386376,0.0152804139775277,0.0571937939424711,0.954390821786397,0.999909243911142,9.01324960236897,4.68069463864143,9.41164576720176,4.88068690128031
"44","fixA",11.3193861994572,-0.00162059197013496,0.0199638478719066,-0.0811763333668495,0.935301720626714,0.999909243911142,11.4714085848332,11.7017365966036,11.1228540885112,10.9815455278807
"45","fixB",11.0008349268795,0.00142760198868906,0.0196121087769464,0.0727918657256876,0.941971743996404,0.999909243911142,9.83263592985706,11.7017365966036,10.2672499278565,12.2017172532008
"46","fixC",13.29941961893,0.000398694092810164,0.0213171607375253,0.0187029641385745,0.985078063628701,0.999909243911142,14.7489538947856,11.7017365966036,14.54527073113,12.2017172532008
"47","yaaU",7.23210632855819,0.000640519074867007,0.0133781009310926,0.04787817629469,0.96181333223434,0.999909243911142,2.45815898246426,11.7017365966036,2.56681248196412,12.2017172532008
"48","kefC",155.808819811689,0.0137008887500743,0.0541148585088761,0.253181642299351,0.800127851796606,0.999909243911142,145.85076629288,159.143617713809,152.297540596538,165.943354643531
"49","apaH",241.621285934324,-0.02553113581329,0.0594090228784052,-0.429751821798948,0.667376182396342,0.999909243911142,256.467920503772,241.055773890034,239.569164983318,229.392284360175
"50","ksgA",569.276284318403,0.0108991234874946,0.0640398809518754,0.170192750603097,0.864858552729958,0.999909243911142,595.69386008384,532.429015145463,602.345329100913,546.636932943395
"51","surA",2909.0977042628,0.0298082900586995,0.0623078584190338,0.478403379847087,0.632363128495623,0.999909243911142,2889.156190723,2835.33077735705,2983.49170820296,2928.41214076819
"52","imp",3592.53701913284,0.03980694237934,0.0616348772489528,0.645850923310087,0.518375905281472,0.999909243911142,3511.07041328646,3523.39288923734,3665.40822424476,3670.2765497628
"53","djlA",246.131506499276,0.00306608149090813,0.0583289317233138,0.0525653633680836,0.958078214826564,0.999909243911142,262.203624796188,228.18386363377,263.526081481649,230.612456085495
"54","rluA",112.20306377457,-0.000586378448617126,0.0499215901126136,-0.0117459890058463,0.990628272221529,0.999909243911142,114.714085848332,109.996324008074,115.506561688385,108.595283553487
"55","hepA",559.891211559345,0.0264558107102378,0.0646300815526129,0.409342059837896,0.682288653386046,0.999909243911142,548.169453089531,548.811446380708,571.543579317343,571.040367449797
"56","polB",76.2305894869093,-0.0124831167284341,0.0413504017900873,-0.301886225720463,0.762738796460028,0.999909243911142,89.3131096962016,69.0402459199611,85.5604160654706,61.0085862660039
"57","araD",5.13430435849284,-0.000998106266502173,0.0126476438415326,-0.0789163799208647,0.937099134581806,0.999909243911142,2.45815898246426,8.19121561762251,2.56681248196412,7.32103035192047
"58","araA",29.2340841190715,0.00174014802330391,0.0286723590278366,0.0606907866079133,0.95160546937775,0.999909243911142,34.4142257544997,23.4034731932072,35.9353747474976,23.1832627810815
"59","araC",321.008861426308,0.00838514846577509,0.0617421803492175,0.135809076037616,0.891972215902745,0.999909243911142,308.908645463009,327.6486247049,313.151122799622,334.327052737701
"60","yabI",164.088476262984,-0.0213453616706548,0.0519091364983464,-0.411206255980289,0.68092130138718,0.999909243911142,147.489538947856,193.078653843959,143.741498989991,172.044213270131
"61","thiQ",110.948498047554,-0.0810738880128917,0.0489059456243362,-1.65775115843069,0.0973677032485593,0.999909243911142,121.269176468237,136.910318180262,85.5604160654706,100.054081476246
"62","tbpA",424.714724821698,-0.130176801627753,0.0618396821423371,-2.10506906112687,0.0352852969157312,0.999909243911142,522.7684769374,436.474775053314,391.866705579855,347.748941716222
"63","setA",277.170998794132,0.0179494310233083,0.0603967532719383,0.29719198551105,0.766319940248999,0.999909243911142,261.3842384687,282.011851978146,271.226518927542,294.061385802139
