"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"106","aroC","aroC",477,1213.6192126192,-0.733780220000024,0.110352073971752,-6.64944657214019,2.94197114958343e-11,1.45618320422777e-10,1596.58491419121,1435.38032913851,930.470498199562,892.041108947509
"107","aroD","aroD",2308,323.523059276119,0.0133917726775094,0.169919926423795,0.0788122556274485,0.937181955790409,0.958703031898247,350.112191286477,292.637502527316,325.03313330772,326.309409982963
"108","aroE","aroE",769,488.970190338099,-0.628445647790692,0.14309857042634,-4.39169759640739,1.12469056566845e-05,3.45304866780652e-05,561.82924936809,627.647856099312,383.134911023349,383.268744861646
"109","aroF","aroF",94,3578.79880698468,-1.62348052134097,0.088058475952245,-18.436391315941,6.70709640944507e-76,1.68462283220211e-74,5439.57030179382,5372.08302150824,1686.63566325224,1816.90624138443
"110","aroG","aroG",71,5104.9200647318,-1.83456810829374,0.0867263340203832,-21.1535299977347,2.56046261010977e-99,8.51443974995657e-98,7973.75933034646,7980.66166394631,2127.03029724171,2338.22896739271
"111","aroH","aroH",339,276.968968403344,-1.59507126788427,0.183117209391845,-8.71065736083299,3.02117596516993e-18,2.10412874742366e-17,436.265453016657,397.245478543868,130.518486172789,143.846455880064
"112","aroM","aroM",868,107.872506268291,-1.02691706750068,0.269707968300943,-3.80751475000854,0.000140370369192027,0.000381813872882922,131.979464778148,158.898191417547,68.2064347096512,72.4059341678173
"113","aroP","aroP",1540,4584.91093232368,-0.125561662421476,0.0837426860130374,-1.49937467257652,0.133776460328447,0.205094949893158,4743.92853952566,4825.20841271285,4252.37648498442,4518.1302920718
"114","arsB","arsB",2204,42.8110883956188,0.0989572613011156,0.398472482091878,0.248341518545058,0.803870177773164,0.861327445574505,40.327058682212,42.3728510446793,47.9971207216064,40.5473231339777
"115","artI","artI",1214,1644.57749788924,0.250781907001724,0.103287386762931,2.42800127741955,0.0151822898003253,0.0295266772805337,1414.1966260603,1591.63021736576,1789.36634269147,1783.11680543945
"116","artJ","artJ",196,2624.44004400999,-1.20846405054891,0.0939851265666692,-12.8580350391046,7.75223383491468e-38,9.33827759399671e-37,3602.85608363126,3727.48674033663,1509.80416585685,1657.61318621523
"117","artM","artM",1894,671.152383652205,-0.0989006112836675,0.126068550473555,-0.784498678791535,0.432747556877562,0.539449304006295,669.062564500335,720.338467759547,648.382157116437,646.826345232501
"118","artP","artP",2275,855.642353869746,0.0167533012379102,0.11508019393663,0.145579362224013,0.884253460953712,0.917680185191962,858.783045118923,842.160414513,854.685570744394,866.940385102666
"119","artQ","artQ",1350,712.318769639734,0.263041019101466,0.129535407018182,2.03064957417044,0.0422905550168467,0.0739509165596732,601.239783989342,695.179587451769,761.217493549687,791.638213568136
"120","ascF","ascF",1402,24.5089863141275,0.991066614342027,0.521387903830596,1.90082394904204,0.0573250760621228,0.0965367365068986,14.6643849753498,17.213970736901,29.4719162325653,36.6856733116941
"121","ascG","ascG",1835,329.097164494144,0.145812779675797,0.161798724053423,0.901198575754232,0.367482748092663,0.472821127109961,309.785132604265,315.148079644802,347.768611544271,343.68683418324
"122","asd","asd",160,7293.51108063865,-1.34043153806697,0.0917124028013552,-14.6155972052143,2.23386948307108e-48,3.29635365595676e-47,10942.3807637938,9980.13057261711,3893.66116169663,4357.87182444703
"123","asmA","asmA",1328,1118.09052293166,0.23942529184286,0.114249954077516,2.09562702914012,0.0361152895722295,0.0642079809337604,1046.67047761559,1003.70690912084,1286.65965723885,1135.32504775138
"124","asnA","asnA",166,1237.26869884143,-1.68116513073606,0.117843704377226,-14.2660580776937,3.56148881092027e-46,5.06546691721852e-45,2037.43298751266,1737.28689283185,590.280379400808,584.074535620393
"125","asnB","asnB",192,1408.3048107687,-1.49667167107848,0.114814778849098,-13.0355315411578,7.68297153687759e-39,9.44765406175416e-38,2187.74293351,1972.98587676788,683.748456595515,788.741976201423
"126","asnS","asnS",312,3529.38266299512,-0.815630033263593,0.0882439701134417,-9.24289820839955,2.39909190067465e-20,1.81546665945283e-19,4521.21319271254,4483.57730116512,2452.06343054943,2660.67672755339
"127","aspA","aspA",11,8886.74118582858,4.08051439337289,0.0975715366941405,41.820745389756,0,0,910.108392532648,1068.59033728301,17424.6389314421,16143.6270820565
"128","aspC","aspC",1346,5979.07454861059,0.187220687686236,0.0915080219468408,2.04594836281126,0.0407614513567551,0.0714990985537138,5913.41324130981,5264.8267423014,6125.94830262608,6612.10990820508
"129","aspS","aspS",592,4228.14683023694,-0.47593668454226,0.0853959255622697,-5.57329499514836,2.49965764407544e-08,9.96907381361843e-08,4884.15672085245,4956.29942063233,3410.32173548256,3661.80944398041
"130","astA","astA",610,38.8001216333246,2.66313120932476,0.484451268748471,5.49721175507431,3.8584327360507e-08,1.49340322783864e-07,10.9982887315124,7.94490957087736,71.5746537076586,64.6826345232501
"131","astB","astB",606,42.5299132655654,2.55516251060128,0.462589394879344,5.52360806124345,3.32107871721766e-08,1.293905421015e-07,10.9982887315124,11.917364356316,82.5213654511829,64.6826345232501
"132","astC","astC",423,60.8524935395227,3.04978206013969,0.421622441034292,7.23344339228765,4.70898784840037e-13,2.62834995510007e-12,10.081764670553,14.5656675466085,121.255883928269,97.5066580126607
"133","astE","astE",682,37.4914626199538,2.49627223279926,0.505102688304568,4.94210838825322,7.72822286147995e-07,2.67541556832172e-06,5.49914436575618,15.8898191417547,58.1017777156288,70.4751092566755
"134","atpA","atpA",1322,36679.7604419841,-0.162837517769578,0.0772008523924731,-2.10927098242059,0.0349211979995703,0.062348595683056,38124.6513637266,39376.2959848634,33405.1539674885,35812.940451858
"135","atpB","atpB",1995,13005.7122970337,0.047507578112841,0.0786996345676983,0.603656908622293,0.546071768845498,0.646253356513394,12472.059421535,13111.7490951379,12881.7535578796,13557.2871135821
"136","atpD","atpD",1389,23631.1770317924,-0.148647587938626,0.0770611720079,-1.92895571226696,0.0537363605258523,0.0913402067685653,24939.5362227652,24757.662374449,21631.5444599534,23195.965070002
"137","atpG","atpG",1279,14276.3203009612,-0.172154518527839,0.0772390796946323,-2.22885253434477,0.025823718175104,0.0476698972724163,15280.2891443145,14974.8303895087,13040.9019055354,13809.2597644861
"138","avtA","avtA",808,1151.17427963309,-0.435411026647179,0.105413929042553,-4.13048854740452,3.61993129410842e-05,0.000105775467640965,1322.54421996436,1325.47574674137,976.783509422165,979.893642404461
"139","azoR","azoR",1733,308.275300043822,-0.185232639450922,0.169909805053865,-1.09018216689849,0.275632907232657,0.375516038070573,311.618180726183,345.603566333165,299.771490822664,276.107962293277
"140","bacA","bacA",785,492.952423945063,-0.68593362380479,0.161008058915235,-4.26024404260353,2.0420381439783e-05,6.14172236679333e-05,525.168286929715,693.855435856623,377.240527776836,375.545445217079
"141","baeR","baeR",1681,117.492589519463,-0.301098124398728,0.251446642097292,-1.19746329434865,0.231126026108961,0.324428387421675,133.812512900067,125.794401538892,106.098898437235,104.264545201657
"142","baeS","baeS",1719,59.7735321570965,-0.38737531351804,0.344320986462336,-1.1250412514731,0.260571554231724,0.357887981117568,63.2401602061961,72.8283377330425,47.9971207216064,55.0285099675412
"143","barA","barA",1933,517.227092737176,-0.105507359880377,0.145987755126868,-0.722713763141899,0.469855758101149,0.573890038736065,487.590800430381,586.599156649779,498.496411705105,496.222002163441
