"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"345","dld","dld",145,2904.09137349767,1.44251594882082,0.0916846094241705,15.7334579694521,8.92034636204201e-56,1.45247846626077e-54,1622.24758789807,1494.96715092009,4200.16909051531,4298.98166465721
"346","dmsA","dmsA",1806,87.5338797070365,-0.314628433751529,0.331670793935336,-0.948616638861698,0.342815625326346,0.448165942079458,73.3219248767491,121.821946753453,62.3120514631381,92.6795957348062
"347","dmsB","dmsB",2129,31.5519083841498,-0.172876899504373,0.476329911431798,-0.362935216444255,0.716653278902918,0.79431590069773,23.8296255849434,43.6970026398255,27.7878067335616,30.8931985782687
"348","dmsC","dmsC",1815,85.7730265314064,0.28243725955046,0.303059915352784,0.931951885559269,0.351361391432179,0.457060190177066,65.0732083281148,90.0423084699434,87.5736939481941,100.402895379373
"349","dmsD","dmsD",1306,149.970328523825,-0.487303923885985,0.226390626016898,-2.1524916135424,0.0313586550995112,0.0566904936370183,169.556951277482,181.408768535033,126.30821242528,122.607381857504
"350","dnaA","dnaA",980,1453.86053783786,-0.32260405123772,0.0991991253207467,-3.25208564283832,0.00114561497213259,0.00275999688694392,1623.16411195903,1608.84418810267,1291.71198573586,1291.72186555386
"351","dnaB","dnaB",403,750.722563542578,-0.928035408053554,0.122043562270624,-7.60413241622443,2.86821465380679e-14,1.68036099196968e-13,999.927750506665,969.278967647038,502.706685452614,530.976850563994
"352","dnaC","dnaC",1727,186.372100143939,-0.227055573747022,0.205412274506013,-1.10536517008566,0.269001389515865,0.367754650056142,203.468341532979,198.622739271934,166.72684040137,176.670479369474
"353","dnaE","dnaE",762,2095.30358276011,-0.414002306152835,0.0928473389931197,-4.45895715098,8.23593819983048e-06,2.55184384380574e-05,2411.37480438408,2376.85211328748,1754.84209796189,1838.14531540699
"354","dnaG","dnaG",925,1701.27310710131,-0.340799549682433,0.0964283793148013,-3.53422459346594,0.000408973399084142,0.0010438769678245,1870.62560841806,1933.26132891349,1484.54252337179,1516.66296770188
"355","dnaJ","dnaJ",1170,1905.28909588414,-0.245551888148171,0.0960363663917715,-2.55686358588854,0.0105620628203833,0.0213137011272862,2059.42956497569,2074.94554959414,1682.42538950473,1804.35587946201
"356","dnaK","dnaK",843,10661.0840004375,-0.315906725184405,0.0802457873821895,-3.9367390549715,8.25963367811107e-05,0.000231328530415424,11743.4227930723,11906.7711435549,9129.55759409923,9864.58447102343
"357","dnaN","dnaN",730,840.725462378804,-0.553190975043947,0.119837262410503,-4.61618501555041,3.90858521166757e-06,1.26413283352701e-05,961.433739946372,1040.78315378493,702.273661084556,658.411294699352
"358","dnaQ","dnaQ",1275,468.091091982919,-0.329598630695872,0.147671474500771,-2.23197223302698,0.0256167981723442,0.0474362827332585,485.757752308462,558.791973151708,425.237648498442,402.576993973064
"359","dnaX","dnaX",907,896.256078970193,-0.415067430526011,0.114547782431342,-3.623530911869,0.000290608454081682,0.00075647911806709,1050.33657385943,998.410302740255,775.532424291219,760.745014989867
"360","dos","dosP",1822,251.933370817078,-0.173252752919913,0.187911817286765,-0.921989662073876,0.356533968064416,0.4620069695939,262.125881434378,272.775228600123,258.510808097073,214.321565136739
"361","dppA","dppA",150,9453.59543136804,1.29608773932152,0.0848309394351694,15.2784791486605,1.06394821835709e-52,1.67465449569406e-51,5227.85324371221,5707.09337508024,13019.0084820484,13860.4266246314
"362","dppB","dppB",692,639.595176169923,0.681777942813818,0.139391614787926,4.89109724319569,1.00275405229682e-06,3.42124612351561e-06,444.514169565291,538.929699224514,762.059548299189,812.877287590696
"363","dppC","dppC",939,533.943404768703,0.536612119390351,0.154672839307283,3.46933645101246,0.000521745620744672,0.00131186518698421,397.771442456364,474.046271062349,571.755174911767,692.200730644333
"364","dppD","dppD",863,555.331710974415,0.524851176392945,0.136852568046031,3.83515767286448,0.000125483769144069,0.000343299164483367,430.766308650901,480.66702903808,660.170923609463,649.722582599214
"365","dppF","dppF",1653,433.664468354023,0.185523324776149,0.148978902061646,1.24529931559961,0.213021747157133,0.304261551747121,389.522725907729,422.404358851646,442.920798237982,479.809990418736
"366","dsbA","dsbA",2181,2082.07969304736,0.0271284140521882,0.0949983816984808,0.285567117746197,0.77520969133211,0.839188482913852,1987.94068822086,2138.50482616116,2073.13879327359,2128.73446453383
"367","dsbC","dsbC",996,646.339698153393,-0.404423961728569,0.127455964506044,-3.17304853716273,0.00150847303703684,0.00357580807273492,717.638339731181,756.090560828496,543.967368178206,567.662523875688
"368","dsbG","dsbG",1227,200.722450744079,-0.492117793783755,0.20646140812701,-2.38358247310324,0.0171450422639792,0.03299058254707,249.294544580947,219.809164794274,153.25396440934,180.532129191758
"369","dsdA","dsdA",1466,103.157947382438,-0.458751374872565,0.268005398646637,-1.71172438013991,0.0869474734807248,0.140029321205997,120.064651985677,119.17364356316,81.679310701681,91.7141832792353
"370","dusB","dusB",492,4505.88353391661,-0.605532817314139,0.0924589869426402,-6.54920454287261,5.78443598462897e-11,2.77582385359939e-10,5085.79201426351,5795.81153195504,3546.73460490186,3595.19598454602
"371","dusC","dusC",910,275.371495131213,-0.662866527119,0.183715553162863,-3.60811328005186,0.000308431825037528,0.000800228064740224,359.27743189607,316.472231239948,230.723001363511,195.013316025321
"372","dxr","dxr",1395,558.325000665904,-0.256460429317352,0.133506967179353,-1.92095165320341,0.0547378028898366,0.0926422599447341,618.65374114757,597.192369410948,521.231889941655,496.222002163441
"373","dxs","dxs",2102,875.135277194253,0.0489343398450768,0.118552729679306,0.412764345261791,0.679779276537924,0.763538949527135,821.205558619589,900.423084699434,865.632282487918,913.280182970069
"374","eamA","eamA",853,459.405589259842,0.575070611304454,0.14816777867651,3.88121234212458,0.000103937039992113,0.000287685054421311,386.773153724851,349.576021118604,575.123393909775,526.149788286139
"375","ebgR","ebgR",2017,73.3984698885894,0.181871001916021,0.317948958416264,0.572013202439597,0.567313030370585,0.66406845052303,76.0714970596271,60.9109733767264,84.2054749501866,72.4059341678173
"376","ECIAI1_3132","yghQ",2241,11.5845643605792,0.134235683158062,0.686765540022037,0.195460714516565,0.845032289753664,0.890334215414586,10.081764670553,11.917364356316,11.7887664930261,12.5503619224217
"377","ecpD","yadV",1889,5.50504076638855,-0.727252112884951,0.912724258119467,-0.796792795212156,0.425571380136696,0.531907902860105,2.74957218287809,11.917364356316,2.5261642485056,4.82706227785449
"378","eda","eda",334,730.105786085642,-1.08169470152377,0.123491640699729,-8.75925443531776,1.96546020584364e-18,1.38935675029845e-17,988.929461775153,995.761999549963,453.025455232004,482.706227785449
"379","edd","edd",408,429.598427576438,-1.14691945211144,0.153621240504586,-7.46589109907103,8.27377548591663e-14,4.7878391966297e-13,626.902457696204,557.467821556562,255.984643848567,278.038787204418
"380","efeB","efeB",1329,1225.09813937221,-0.252872765932434,0.120839729467293,-2.09262936161139,0.0363822534180675,0.0645853385865093,1465.52197347402,1197.03304201219,1133.40569282951,1104.43184917311
"381","efeO","efeO",1239,2254.99297329314,-0.277119117309837,0.117944224023383,-2.34957768898372,0.0187947215060248,0.0358146388020375,2773.40180846303,2166.31200965923,2026.82578205099,2053.4322929993
"382","elaC","rbn",2121,131.02522331354,0.0915752985158658,0.242097128002471,0.378258508357567,0.705238565090733,0.784842601827944,132.895988839108,120.497795158307,142.307252665815,128.399856590929
"383","elbB","elbB",716,1018.03476920249,0.531019914822772,0.112679532171163,4.71265636793858,2.44508323777529e-06,8.06262782735679e-06,797.375933034646,868.643446415925,1190.66541579564,1215.45428156376
"384","emrA","emrA",321,251.626519189048,-1.71645788540572,0.189772105471358,-9.04483765484061,1.49887728372002e-19,1.10244525447444e-18,371.192244688542,402.542084924453,117.887664930261,114.884082212937
"385","emrB","emrB",425,216.014270259053,-1.49664364152335,0.207125591569463,-7.22577847663709,4.98239353638043e-13,2.76786615044569e-12,294.204223567956,345.603566333165,103.57273418873,120.676556946362
"386","emrD","emrD",1549,12.0616446214198,1.05676157376053,0.710633669616078,1.48706938461197,0.136996486470562,0.208811300553259,5.49914436575618,9.26906116602359,21.8934234870485,11.5849494668508
"387","emrK","emrK",1562,13.265334771358,-0.954099676385345,0.658500172654559,-1.44889814157399,0.147366030235008,0.222747245444848,17.4139571582279,18.5381223320472,8.42054749501866,8.68871210013808
"388","emrY","emrY",1632,13.1850385904591,-0.86521691318559,0.665257129763258,-1.30057518285222,0.193403906315825,0.279795724762049,16.4974330972685,18.5381223320472,10.9467117435243,6.75788718899628
"389","emtA","emtA",1607,491.338530512157,-0.191239573071593,0.141256772901504,-1.35384356546883,0.175786291347859,0.258264737941689,506.837805710528,541.578002414807,442.920798237982,474.017515685311
"390","endA","endA",719,46.5857596511951,-1.92612281394303,0.409762696176678,-4.70058117030873,2.59422110440536e-06,8.51871492002928e-06,69.6558286329116,79.4490957087736,15.9990402405355,21.2390740225597
"391","eno","eno",113,22305.2697105674,-1.47067174809626,0.0857790886041379,-17.1448749576167,6.86463808360962e-66,1.43428411640728e-64,30829.1198384901,34765.6001305642,11540.3603419231,12085.9985312921
"392","entA","entA",1128,543.224660231493,-1.37325034651396,0.513491830949981,-2.67433728005642,0.00748771034291497,0.0156659784901521,1100.7453972122,493.908544989543,277.036012586114,301.20868613812
"393","entB","entB",1305,790.448509997709,-1.15390722582577,0.536068039149172,-2.15253874798657,0.0313549468798771,0.0566904936370183,1551.6752352042,668.696555548845,447.131071985491,494.2911772523
"394","entC","entC",1078,426.842384691093,-1.59394637454953,0.559470090950835,-2.84902875118949,0.00438529173498542,0.00959561982048246,918.357109081282,391.948872163283,215.566015872478,181.497541647329
"395","entE","entE",1080,696.262459591655,-1.52842219139924,0.536942472933083,-2.84652875949659,0.00441987366415112,0.00966233492690814,1478.35331032745,630.296159289604,338.50600929975,337.894359449814
"396","envC","envC",489,593.491915227635,-0.903168440820377,0.13765235240955,-6.56122779604395,5.33665220436295e-11,2.57665354897769e-10,771.713259327784,777.276986350835,444.604907736985,380.372507494934
"397","envR","acrS",2067,19.2550697920807,0.273898363287822,0.576642740398692,0.474987967590554,0.634795549584374,0.725298769164935,17.4139571582279,17.213970736901,26.9457519840597,15.4465992891344
"398","envY","envY",1936,38.5949877786681,-0.301220729242661,0.418798335769941,-0.719250062655768,0.471986858509964,0.575599676106418,43.0766308650901,42.3728510446793,30.3139709820672,38.6164982228359
"399","envZ","envZ",787,379.417929061935,0.694316805104796,0.163227255197224,4.25368180250209,2.10284060071425e-05,6.30852180214274e-05,312.534704787143,264.830319029245,494.286137957595,446.020554473755
"400","epd","epd",459,1854.32869874207,-0.676778280415238,0.0984496346772887,-6.8743605055892,6.22685556971839e-12,3.20296427017541e-11,2262.89790650867,2301.37547236414,1362.44458469402,1490.59683140147
"401","eptA","eptA",1837,365.732314452036,0.141731751134921,0.157862960263675,0.897815110638931,0.369284127380021,0.47462157035614,351.945239408395,342.955263142873,365.45176128381,402.576993973064
"402","eptB","eptB",169,405.831436452995,2.51844838252994,0.178505631233389,14.1085094354092,3.36617872554643e-45,4.70269110710955e-44,108.149839193205,132.415159514623,742.692289060646,640.068458043505
"403","era","era",337,1033.61949529938,-0.961469235700648,0.109950677460791,-8.74455035571301,2.23905508080165e-18,1.56866737263285e-17,1384.8678561096,1347.98632385886,693.011058840036,708.612742389039
"404","erfK","ldtA",1521,353.269633383026,0.250202376521401,0.161294360538914,1.55121589921327,0.120849953209232,0.187591544725178,323.532993518655,321.768837620533,406.712444009401,361.064258383516
"405","eutA","eutA",1224,15.6511019032934,1.54625619572417,0.646281205760216,2.39254396065149,0.0167320235380814,0.0322747610893874,5.49914436575618,9.26906116602359,22.7354782365504,25.1007238448433
"406","eutB","eutB",1068,57.8633712717368,1.04563469792423,0.361784704886455,2.89021255957296,0.00384981419907946,0.00851068476032455,34.8279143164558,39.7245478543868,69.048489459153,87.8525334569517
"407","eutC","eutC",1198,33.4406678880751,1.15355625996526,0.46615818386841,2.47460261319984,0.0133384497476041,0.0263085392699192,15.5809090363092,25.1588803077783,43.786846974097,49.2360352341158
"408","eutE","eutE",1779,11.0275336322813,0.714865110392297,0.715385684874293,0.999272316328099,0.317662792282716,0.42158620156239,9.16524060959363,6.62075797573114,10.9467117435243,17.3774242002762
"409","eutG","eutG",1431,13.0176684729957,1.24259472787447,0.677747939573,1.83341719733939,0.0667405520640378,0.110114915040666,6.41566842671554,7.94490957087736,19.3672592385429,18.3428366558471
"410","eutH","eutH",1270,27.1260130894382,1.13519067101795,0.505312683881378,2.24651133294022,0.0246712744605556,0.0458652590561983,19.2470052801466,13.2415159514623,41.2606827255914,34.7548484005523
"411","eutI","eutD",401,61.4858351653409,3.27800030990215,0.4296197401332,7.63000393996288,2.34746537659141e-14,1.38213609828736e-13,8.24871654863427,13.2415159514623,115.361500681756,109.091607479511
"412","eutJ","eutJ",1966,5.03247733568417,0.604349822175448,0.912851256821151,0.662046327547374,0.507941531756029,0.609994891391651,4.58262030479682,2.64830319029245,4.21027374750933,8.68871210013808
"413","eutL","eutL",2153,35.1066053518716,-0.141370427831012,0.435842055444467,-0.324361603165725,0.745664285832731,0.818363651740001,32.9948661945371,41.048699449533,34.5242447295765,31.8586110338396
"414","eutQ","eutQ",405,57.8110224658527,3.41762575911637,0.452661956241644,7.5500618330999,4.35051644894775e-14,2.53618995949769e-13,6.41566842671554,11.917364356316,101.888624689726,111.022432390653
"415","eutT","eutT",545,43.0050314530476,2.81468337687021,0.470730143153976,5.97939906293515,2.23962284986035e-09,9.7022927495785e-09,10.081764670553,9.26906116602359,71.5746537076586,81.0946462679554
"416","evgA","evgA",274,286.476828852571,-1.85346110879712,0.184584102119587,-10.0412824696913,1.00360733844722e-23,8.6478719929704e-23,421.601068041307,478.018725847788,117.887664930261,128.399856590929
"417","exbB","exbB",711,2058.29830921367,-0.543831675142388,0.114254602314855,-4.75982292287654,1.93762881450465e-06,6.43423576799646e-06,2691.83116703765,2191.47088996701,1733.79072922434,1616.10045062568
"418","exo","ygdG",1002,183.306707279776,0.659645337549096,0.209786496292294,3.14436510074517,0.00166447632619874,0.00392198463688147,135.645561021986,148.304978656377,228.196837115006,221.079452325736
"419","exoX","exoX",1442,209.019800527679,0.353918110549018,0.197759193223804,1.78964175965508,0.0735115206612083,0.120361095895363,192.470052801466,173.463858964156,230.723001363511,239.422288981583
"420","exuR","exuR",1769,429.891033282679,-0.148390458471198,0.145992241469044,-1.01642701679228,0.309426085671431,0.412976251142028,446.34721768721,458.156451920595,413.448882005416,401.611581517493
"421","exuT","exuT",485,216.570064809532,1.32853551127716,0.201621165220415,6.58926611114854,4.42005935394783e-11,2.15170312055068e-10,129.22989259527,115.201188777722,302.29765507117,319.551522793967
"422","fabB","fabB",704,7335.16303686097,0.38963215009959,0.0810329244219939,4.80831899970078,1.5220475027662e-06,5.1044803324304e-06,6483.49120722653,6212.9192844261,8095.51436171094,8548.7272940803
"423","fabD","fabD",1860,4312.03907082218,-0.0773870653690635,0.0909007037416957,-0.851336262356861,0.394582586742021,0.500865315751566,4539.54367393173,4314.08589698641,3971.9722534003,4422.55445897028
"424","fabF","fabF",636,6492.93254577579,-0.45025732393631,0.0839944349829735,-5.36056137561473,8.29637336206334e-08,3.07983294148295e-07,7479.75286148936,7518.53275724028,5241.79081564912,5731.65374872442
"425","fabG","fabG",1437,7478.89064559577,0.152961062671172,0.0853220439094366,1.79274963025416,0.0730129668134498,0.119877339809844,7206.62869132347,6955.76832930313,7489.2349420696,8263.93061968688
"426","fabH","fabH",952,3572.2127298349,-0.290893178321318,0.0857986332971922,-3.39041738944387,0.000697862837092075,0.00173072915795629,3855.81672445604,4008.20687850763,3143.39037989047,3281.43693648548
"427","fabI","fabI",498,5212.04537592804,-0.574147962231924,0.0881273833319537,-6.51497798441664,7.27003202742948e-11,3.44669590698012e-10,6070.13885573386,6404.9212657223,3986.28718414183,4386.83419811416
"428","fabR","fabR",398,1164.00777375229,0.851718906178172,0.11110015195304,7.66622629407545,1.77130565311711e-14,1.05076699673605e-13,785.461120242174,875.264204391656,1518.22471335186,1477.08105702347
"429","fadA","fadA",28,984.026613101015,4.15679314049813,0.148633696359924,27.9666942443001,4.13117704637713e-172,3.48346750232014e-170,108.149839193205,96.6630664456746,1865.15127014663,1866.14227661854
"430","fadB","fadB",7,2933.93444220768,4.55489119609505,0.110636198185561,41.1699902093121,0,0,246.544972398069,226.429922770005,5678.81723064059,5583.94564302207
"431","fadD","fadD",15,2571.08101631632,3.53296351887043,0.102534704961539,34.4562703934794,3.62740163555992e-260,5.3526845384731e-258,393.188822151567,422.404358851646,4672.56180498586,4796.16907927622
"432","fadE","fadE",165,532.257127327708,2.17356324153476,0.151950514859888,14.3044151152695,2.05357035540932e-46,2.9384724903766e-45,181.471764069954,203.919345652519,915.313512708529,828.32388687983
"433","fadL","fadL",1833,924.731443813422,-0.107687562720855,0.119048511708236,-0.904568744082883,0.365693900158413,0.471032895948724,1013.67561142106,903.071387889727,863.106118239413,919.072657703494
"434","fadR","fadR",474,665.186614193474,0.88967642295858,0.133239174018815,6.6772886390976,2.43403275189169e-11,1.21239479477137e-10,455.512458296803,476.694574252642,919.523786456038,809.015637768412
"435","fbaA","fbaA",505,11215.070193098,-0.576250000294022,0.0893744815843323,-6.44758984979714,1.1364280226176e-10,5.3130822998023e-10,12782.7610782002,14077.0556079995,8531.69872195291,9468.76536423936
"436","fbaB","fbaB",222,752.507837562845,1.52299858921069,0.126205597971751,12.0675993275004,1.56637345633593e-33,1.66585933802213e-32,371.192244688542,405.190388114745,1122.45898108599,1111.1897363621
"437","fbp","fbp",1940,952.895432802607,0.0869462483495896,0.121175196109085,0.717525130071324,0.47305013608161,0.576405721200934,976.098124921722,869.967598011071,929.62844345006,1035.88756482757
"438","fcl","wcaG",1985,16.1532574874128,0.380598990337064,0.608457106107104,0.625514907323753,0.531633167512577,0.632335470275665,15.5809090363092,11.917364356316,16.8410949900373,20.2736615669888
"439","fdhD","fdhD",1928,235.227859931458,0.144400469668685,0.198039852578407,0.729148541511437,0.465910804426804,0.570547411437596,195.219624984344,252.912954672929,247.564096353549,245.214763715008
"440","fdhE","fdhE",1098,384.479910667392,0.443619456384835,0.15961256099764,2.77935178542367,0.0054467503362227,0.0117120014060308,352.861763469355,296.609957312755,446.289017235989,442.158904651471
"441","fdhF","fdhF",1159,110.732860858928,0.677821405361788,0.262506424206699,2.58211358982997,0.00981972586937265,0.0200037728883424,86.1532617301801,83.4215504942123,143.991362164819,129.3652690465
"442","fdnG","fdnG",794,155.976884632603,0.957278090015382,0.226776655593631,4.22123735580069,2.42964934108211e-05,7.22468777619002e-05,102.650694827449,108.580430801991,201.251085130946,211.425327770027
"443","fdnH","fdnH",1377,45.5262511132336,0.79088515713225,0.403314276041447,1.96096494499236,0.0498831123078552,0.0855294322141221,26.5791977678215,39.7245478543868,53.0494492186176,62.7518096121083
"444","fdnI","fdnI",1723,55.0072798907944,0.399027523689813,0.358111046134804,1.11425639615597,0.265169207419144,0.363357225024144,43.0766308650901,51.6419122107029,60.6279419641344,64.6826345232501
"445","fdoG","fdoG",174,2204.57408077518,1.31592626514382,0.0943118647193208,13.9529238347701,3.01967650989347e-44,4.09738864359683e-43,1256.55448757529,1267.21307655494,3057.50079544128,3237.02796352922
"446","fdoH","fdoH",407,292.506281615114,1.31317770671267,0.175583851071584,7.47892074754241,7.49354443648737e-14,4.34699223944636e-13,164.974330972685,169.491404178717,418.501210502428,417.058180806628
"447","fdoI","fdoI",569,169.993601669332,1.3004144424738,0.224635689365707,5.78899304089087,7.08096311156997e-09,2.93816413118044e-08,98.0680745226519,96.6630664456746,226.512727616002,258.730538093001
"448","feaB","feaB",453,222.543886255284,1.38065881109631,0.198961673733041,6.93932044896659,3.93990516350499e-12,2.05344726071419e-11,120.064651985677,125.794401538892,333.453680802739,310.862810693829
"449","feaR","feaR",50,1028.6887396023,3.72800830454583,0.158145701546416,23.57325092046,7.2513775615217e-123,3.42410048455055e-121,142.061229448701,143.008372275793,2155.66015872478,1674.02519795994
"450","feoB","feoB",2096,1056.25852222937,-0.0487220189725165,0.115774466561894,-0.420835616171632,0.673875122082148,0.759181806807349,1141.07245589441,1005.03106071599,1012.14980890124,1066.78076340584
"451","fepA","fepA",883,3686.55847213288,-1.7238780424831,0.464157544226196,-3.71399337127441,0.000204014139692705,0.000545501000922396,7687.80382332714,3795.01847168909,1605.79840730006,1657.61318621523
"452","fepB","fepB",1018,206.217424606257,-0.779083834681988,0.252309126350164,-3.08781472137772,0.0020163414020979,0.00467604993323635,334.531282250168,186.705374915618,148.201635912328,155.431405346914
"453","fepC","fepC",1179,153.174482757991,-0.694912884537873,0.275281589637565,-2.52437108290748,0.0115905507990199,0.0232105940937117,243.795400215191,135.063462704915,123.782048176774,110.057019935082
"454","fepD","fepD",1693,70.3071008627146,-0.383224205958331,0.326557530381383,-1.17352738891297,0.240584380116542,0.335312704518983,91.6524060959363,67.5317313524576,63.15410621264,58.8901597898248
"455","fepG","fepG",1696,96.1196407956793,-0.387220008017709,0.331497784090744,-1.16809229684537,0.24276953720467,0.337959243714756,144.810801631579,72.8283377330425,93.4680771947071,73.3713466233882
"456","ffh","ffh",842,1525.56207588659,-0.39276220738797,0.099459607796335,-3.94896195641788,7.84908234818379e-05,0.000220091252067244,1759.72619704198,1704.18310295319,1292.55404048536,1345.78496306583
"457","fhlA","fhlA",2249,69.836303738319,0.059656049783738,0.318705671891023,0.187182265787025,0.851517728943283,0.893923236120538,67.8227805109929,68.8558829476038,67.3643799601493,75.30217153453
"458","fhuA","fhuA",1124,6593.10667214236,-0.241374174616755,0.0899753330165069,-2.68267053340577,0.00730369039939247,0.0153346709727436,7574.15483976818,6712.12443579622,6206.78555857826,5879.36185442677
"459","fhuC","fhuC",899,560.859830912547,-0.518966567616104,0.142272571123751,-3.64769233814366,0.000264606217843698,0.000694922447529444,705.72352693871,615.730491742996,487.549699961581,434.435605006904
"460","fhuD","fhuD",556,283.359643641859,-1.08921963154468,0.185000784155554,-5.88764872817422,3.91728603200591e-09,1.66343746790754e-08,387.689677785811,385.328114187552,202.093139880448,158.327642713627
"461","fhuE","fhuE",2166,240.027254912934,0.0717634405377946,0.237683495441201,0.301928581135108,0.762706507322483,0.830728457176445,297.870319811793,168.167252583571,258.510808097073,235.560639159299
"462","fic","fic",2348,47.4180625487869,0.00855283501516152,0.38264038080353,0.0223521495488816,0.982167049932114,0.987604942457292,43.0766308650901,51.6419122107029,43.786846974097,51.1668601452576
"463","fieF","fieF",995,578.178301143398,-0.41967343822046,0.132184086775912,-3.17491650059148,0.00149879623486665,0.00355644011107553,648.899035159229,675.317313524576,481.655316715067,506.841539174721
"464","fimB","fimB",399,361.080868306599,-1.37679704064109,0.179772912287842,-7.65853444281219,1.88066806554659e-14,1.11284644179336e-13,450.013313931047,595.868217815802,199.566975631942,198.874965847605
"465","fimC","fimC",497,916.062541773267,-0.913572390875224,0.140028769126565,-6.52417640013311,6.83762001320676e-11,3.24821345094188e-10,1219.89352513691,1174.5224648947,544.809422927707,725.024754133744
"466","fimH","fimH",622,373.692389850401,-0.852078117433032,0.156668216362247,-5.43874269598412,5.36578807160338e-08,2.03675653328868e-07,488.507324491341,474.046271062349,255.142589099065,277.073374748848
"467","fimZ","sfmZ",1519,3.51272283552827,1.55820261188211,1.00274335700798,1.55393960078831,0.12019882448498,0.186826480980274,0.916524060959363,1.32415159514623,5.0523284970112,6.75788718899628
"468","fiu","fiu",884,156.992834764275,-1.9630379043249,0.529860117196356,-3.70482291573841,0.00021153846548325,0.00056497999661307,346.446095042639,162.870646202986,66.5223252106474,52.1322726008285
"469","fixA","fixA",1397,20.9471114152882,1.06245887788389,0.554876514373225,1.91476634956162,0.0555223077119373,0.0938354821101531,12.8313368534311,13.2415159514623,27.7878067335616,29.9277861226978
"470","fixB","fixB",1524,18.0498411176093,0.908726873066099,0.588873598486975,1.54316117312941,0.122791675275253,0.190199189016204,10.9982887315124,13.2415159514623,21.8934234870485,26.0661363004142
"471","fixC","fixC",2112,16.3795550079947,0.236368768217652,0.602717129314493,0.392171977070718,0.694931148125368,0.776861951100376,16.4974330972685,13.2415159514623,19.3672592385429,16.4120117447053
"472","fklB","fklB",1301,555.290877884178,-0.369278919518737,0.171066794235282,-2.15868264305484,0.0308747962612605,0.0560302797639017,740.551441255165,509.798364131297,463.972166975528,506.841539174721
"473","fkpA","fkpA",943,6458.09777360877,0.296990318346885,0.0858863143765813,3.4579469441975,0.000544308565214727,0.00136279164631174,5497.31131763426,6095.06979245808,7069.89167681767,7170.11830752506
"474","flgA","flgA",1557,23.6061257624318,0.772124813240762,0.526104227683664,1.46762708340186,0.142205547094454,0.215637313224153,19.2470052801466,14.5656675466085,27.7878067335616,32.8240234894105
"475","flgD","flgD",1965,9.6880217527537,0.493078791861639,0.743876282259668,0.662850535258117,0.507426284315354,0.6096862377957,10.081764670553,5.29660638058491,11.7887664930261,11.5849494668508
"476","flgF","flgF",1909,4.02369866387259,-0.732457864466558,0.953146631253787,-0.768462942058632,0.442212198739645,0.546587867979839,5.49914436575618,5.29660638058491,3.36821899800746,1.93082491114179
"477","flgG","flgG",2088,7.30785884393111,-0.353077256377306,0.808852854150769,-0.436516054268003,0.662462353796868,0.74909377528439,10.081764670553,6.62075797573114,6.73643799601493,5.79247473342538
"478","flgH","flgH",1953,6.1680306371733,0.591144381917907,0.863035163348107,0.684959787298339,0.493369296693091,0.596133525840526,2.74957218287809,6.62075797573114,7.5784927455168,7.72329964456718
"479","flgI","flgI",2225,9.34997924261456,0.159498893498568,0.742284479010715,0.214875695247112,0.829864234668023,0.88058852047245,8.24871654863427,9.26906116602359,9.26260224452053,10.6195370112799
"480","flgJ","flgJ",2012,7.82470256408781,0.459630159586496,0.795413959462052,0.57785025535301,0.563365222395397,0.661086128268157,7.3321924876749,5.29660638058491,10.9467117435243,7.72329964456718
"481","flgK","flgK",1934,46.2356223188745,0.283418044223449,0.3929721604726,0.7212165968261,0.470776261984802,0.574717039579171,39.4105346212526,43.6970026398255,42.9447922245952,58.8901597898248
"482","flgL","flgL",1319,52.2878054548984,0.777467583370004,0.368122315027436,2.11198167465631,0.0346880211271954,0.0620859286245728,36.6609624383745,39.7245478543868,69.048489459153,63.7172220676792
"483","flhA","flhA",1854,129.523267552418,0.208634086644061,0.242609165722773,0.859959622805286,0.389811300273316,0.496410183357767,114.56550761992,125.794401538892,133.886705170797,143.846455880064
"484","flhB","flhB",1863,8.24186351321465,0.660774873423683,0.782583058204088,0.844351109440145,0.398473233877451,0.50504339460151,5.49914436575618,6.62075797573114,9.26260224452053,11.5849494668508
"485","fliA","fliA",1850,5.08492746484925,0.784676694197068,0.906153119100533,0.865942717248443,0.386521575830963,0.493285102992921,2.74957218287809,3.97245478543868,5.89438324651306,7.72329964456718
"486","fliD","fliD",2301,17.6859623261172,-0.0556279950989839,0.5872661992905,-0.0947236451990432,0.924534336268146,0.948642141646716,20.163529341106,15.8898191417547,20.2093139880448,14.4811868335635
"487","fliF","fliF",2167,5.4943011007174,-0.268363648596208,0.88554563792565,-0.303048919336148,0.761852581132251,0.830728457176445,8.24871654863427,3.97245478543868,5.89438324651306,3.86164982228359
"488","fliG","fliG",1944,9.30361965159043,-0.534999608617222,0.753768764585504,-0.70976622241891,0.477849118497314,0.580350704100905,11.9148127924717,10.5932127611698,5.0523284970112,9.65412455570898
"489","fliH","fliH",2290,4.98658231585609,0.108271974810006,0.911890977131943,0.118733464334235,0.905486523366782,0.933368676612286,5.49914436575618,3.97245478543868,7.5784927455168,2.89623736671269
