"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_starvation1","IAI1_starvation2"
"297","fdnG",339.671347038348,2.13926229973668,0.16724394042446,12.7912694134525,1.8345265926838e-37,1.4583559883254e-36,118.678744350353,131.11457340302,525.20938473044,583.68268566958
"298","puuD",998.44816266132,-1.74855588883418,0.136732136372486,-12.7881852446945,1.90879169248698e-37,1.51230106911468e-36,1666.32186229988,1410.87649996973,406.089730461681,510.504557913991
"299","yafD",959.512936125951,1.42229051039246,0.111370538524338,12.7707967406627,2.38698516720755e-37,1.88484012701573e-36,513.270508560918,527.945383330244,1382.05871600459,1414.77713660806
"300","glyS",1976.24931285494,-1.35357874304322,0.10642506968441,-12.7186080033312,4.66089300829012e-37,3.66812279752433e-36,2742.26215371984,2938.91921446981,1023.34612076344,1200.46976246669
"301","uup",513.917105010406,-1.95691716119287,0.154007489018996,-12.7066363698164,5.43211368938621e-37,4.26087057164148e-36,824.726908708799,809.702232558009,189.508540882118,231.730737892699
"302","aroB",1410.05957277432,-1.34573265117449,0.106291778492811,-12.660740748312,9.75742878217087e-37,7.62824150818061e-36,1961.51264773985,2089.46415912472,812.179460923361,777.082023309351
"303","frdB",1289.03927280418,1.30639449809323,0.103338108797083,12.6419431640509,1.23952259429508e-36,9.65845823475472e-36,725.928360112566,756.698468841895,1805.74566811961,1867.78459414266
"304","yceA",326.63532098789,-2.50352756159194,0.198861525115521,-12.5893008219545,2.41805651173072e-36,1.87797086322245e-35,585.562129484991,525.155711555711,82.5715785272084,113.25186438365
"305","trpA",539.632995594049,-1.93916389489272,0.154239761767854,-12.5723994427024,2.99494180591167e-36,2.31837954221556e-35,825.329338883167,886.418206357648,197.630335491351,249.15410164403
"306","murQ",545.074847754442,1.7407170321236,0.138607624709615,12.5585950684201,3.56608632584648e-36,2.75148033180508e-35,242.176930095645,258.044639144241,793.22860683515,886.849214942735
"307","yicE",197.92886019169,-3.49459381081721,0.279706557174001,-12.4937857951013,8.07192504612908e-36,6.20775734003607e-35,364.470255492201,364.749584520102,31.1335460020622,31.3620547523953
"308","purD",315.866623945979,-2.3895302777736,0.191722748718837,-12.4634676570273,1.18120486595659e-35,9.05462561208932e-35,522.909391350795,540.498906315639,104.229697485165,95.8285006323191
"309","gltJ",1058.79775334986,-1.49281200399742,0.119797325505699,-12.4611463377486,1.21609867345008e-35,9.29193840781763e-35,1506.07543591819,1623.58897277782,591.537374039182,513.989230664257
"310","yfbE",522.449457250488,-1.86351510874662,0.149981165968649,-12.4249941431723,1.91240432538204e-35,1.45651181039581e-34,852.438696729694,788.082276305384,219.288454449308,229.988401517566
"311","topA",2907.66928018842,-1.14180696020389,0.0919931528169738,-12.4118689841578,2.25330668630434e-35,1.71062928822011e-34,3845.91423316068,4160.79545171497,1808.45293298935,1815.51450288866
"312","ybjL",499.440249494283,1.76886535796326,0.143073428104193,12.3633394502513,4.12650811439681e-35,3.12265565964451e-34,214.46514207475,237.122100835248,737.729677005387,808.444078061747
"313","gudD",291.297933384754,2.16275697012814,0.175284400706255,12.3385592865878,5.61516491782008e-35,4.23559245079017e-34,104.822850339906,106.704945375862,495.42947116325,458.234466659999
"314","uraA",200.272982772034,-3.39971647222675,0.275646878510193,-12.3335932211583,5.97228833789013e-35,4.49062826934987e-34,346.99978043555,386.369540772728,31.1335460020622,36.5890638777946
"315","artQ",336.633137282518,-2.26480863780765,0.183948368485668,-12.3121974739565,7.78735936451e-35,5.83681125701845e-34,544.596877628017,571.882713779128,115.058756964143,114.994200758783
"316","pflA",591.334365925117,1.92551620758323,0.157337857788657,12.2380985393209,1.94536778340628e-34,1.4534852331083e-33,215.067572249117,275.480087735068,831.130315011573,1043.65948870471
"317","rho",2584.35424913611,1.18500636577289,0.0970729331819307,12.2073818821565,2.83877686364537e-34,2.11430667983178e-33,1569.93303440112,1583.1387320471,3352.94754117861,3831.39768891763
"318","hisQ",1015.41674919306,-1.45263455065406,0.119434328314528,-12.1626216779866,4.91554159837709e-34,3.64955777162525e-33,1471.73691597925,1507.81759413473,582.061946995076,500.050539663192
"319","lsrK",644.26208872795,1.54779726784901,0.127319979073941,12.1567508815732,5.28179219532539e-34,3.90918851823299e-33,332.541456250736,322.207089958484,932.652747626993,989.647061075586
"320","tolB",4103.14182495404,-1.06960511233678,0.0880238074630232,-12.1513161400806,5.64494693873019e-34,4.16491241323187e-33,5455.60765907004,5667.21820996243,2754.64200496507,2535.09942581862
"321","yeeY",276.803680243608,2.19961159107939,0.181165336263036,12.1414594891693,6.36799297435747e-34,4.68374810356947e-33,105.425280514273,90.6643326723008,449.405968377593,461.719139410265
"322","ygjR",845.475894805982,1.42739370963739,0.117612831702479,12.1363773746067,6.77601305209805e-34,4.96837478757873e-33,455.43721182166,458.901006910568,1181.72111564349,1285.84424484821
"323","purB",335.041130482559,-2.26054152705006,0.186340360798183,-12.1312501347916,7.2139659331822e-34,5.27311875177807e-33,528.933693094467,582.343982933624,119.11965426876,109.767191633384
"324","cmk",859.154590470527,-1.50227542183311,0.123873296386761,-12.1275163061994,7.55048411298093e-34,5.50206573788518e-33,1251.8499023352,1288.1309418903,420.979687245276,475.657830411329
"325","gst",1868.90611904468,1.18366374734368,0.0979635277634954,12.0826982691078,1.30370114894035e-33,9.47088742353284e-33,1128.95414676427,1152.83186082549,2475.79372338138,2718.0447452076
"326","glmU",1155.04968703072,-1.33520706353229,0.11141321298889,-11.9842793122342,4.29563855895772e-33,3.11104375389545e-32,1607.88613538626,1703.79203629562,667.340790392029,641.179786048971
"327","fepA",962.936250220665,-1.44568827244881,0.120944752299616,-11.9532947478978,6.24013433632944e-33,4.50549148870759e-32,1359.68490354694,1461.78800985494,544.160238818652,486.111848662128
"328","tktB",387.16509354293,1.8814248579063,0.15751311865607,11.9445597545077,6.93164140019443e-33,4.98951382495703e-32,165.668297951001,163.893216753774,651.097201173561,568.001658293382
"329","iscS",8696.04997979533,1.22940148630883,0.103019438197798,11.933684630937,7.89977751172684e-33,5.66911085264045e-32,4614.61513565333,5775.31799122556,12420.9312223879,11973.3355699145
"330","argS",973.192233255209,-1.37565316128722,0.115512731610346,-11.9091042356062,1.06111041296465e-32,7.59176268184706e-32,1393.42099331151,1418.54809734969,544.160238818652,536.639603540987
"331","pstS",272.839866442846,-2.44040889750785,0.205025181238388,-11.90297154119,1.1420673429578e-32,8.14628699916427e-32,457.846932519129,465.177768403266,81.2179460923361,87.1168187566537
"332","exuR",648.800295524274,1.51024029666699,0.127344387134072,11.8594963677274,1.92127271616628e-32,1.36630267556283e-31,336.156037296939,336.155448831146,924.53095301776,998.358742951252
"333","nuoM",1059.72636232041,-1.32854890601289,0.112886312249721,-11.7689105041712,5.64488092909703e-32,4.00227143351294e-31,1490.41225138464,1542.68849131638,594.244638908926,611.560067671709
"334","osmY",134.46058846283,3.11198976440636,0.264555766582019,11.7630766647514,6.04891505489961e-32,4.2758947438976e-31,27.1093578465274,27.1992998016902,227.410249058541,256.123447144562
"335","glnA",1960.97173502216,-1.22165987348568,0.103869058330495,-11.7615379702254,6.16018317707454e-32,4.34154999435014e-31,2571.17198419953,2921.48376587898,1168.18479129477,1183.04639871536
"336","fkpA",3861.06113342005,-0.997495831268958,0.0849361582165283,-11.7440658044132,7.57549935141272e-32,5.32314106210876e-31,5092.34226392658,5199.94818772827,2536.70718295063,2615.24689907474
"337","era",419.776750143286,-1.90563366421644,0.162450204993541,-11.7305710035405,8.88572150887851e-32,6.22527848144278e-31,666.287772850206,661.849628507796,185.447643577501,165.521955637642
"338","smf",822.415224411708,1.3906963800981,0.118682283351496,11.7178094389989,1.0330884098872e-31,7.21633649628306e-31,456.039641996027,449.834573643338,1139.75851016245,1244.02817184502
"339","dppF",223.226242247995,-2.74700703964455,0.234873286760434,-11.695698040137,1.3408015917336e-31,9.338149138888e-31,375.91642880518,403.804989363555,60.9134595692521,52.2700912539922
"340","tdcA",275.830006392316,2.15194502372524,0.184339440265235,11.6738177170818,1.73460546839789e-31,1.20453044437865e-30,111.449582257946,89.2694967850346,454.820498117082,447.7804484092
"341","recQ",207.089896531295,-2.88133877884332,0.24692463552061,-11.6688995926566,1.83785034651298e-31,1.27248230736573e-30,364.470255492201,367.539256294635,52.7916649600185,43.5584093783269
"342","accA",1548.40410591117,-1.23298809083397,0.10593943259167,-11.6386133158402,2.62244582129784e-31,1.81040777312403e-30,2065.73306790539,2281.25409362381,910.994628669037,935.634633446461
"343","dcp",1014.12595521555,-1.54848656895877,0.133149763190746,-11.6296607057458,2.91252917109718e-31,2.00480506500305e-30,1470.53205563052,1559.42652196357,587.476476734565,439.068766533535
"344","yphD",124.3388524814,3.36691364846567,0.2903475910062,11.5961480403458,4.31046477917396e-31,2.95843236733422e-30,21.0850561028546,21.6199562526256,261.251059930348,193.399337639771
"345","cyoE",4313.39074553635,1.05406096974986,0.0909710008536071,11.5867799612987,4.80872544681916e-31,3.29084080577972e-30,2680.81427593437,2925.66827354078,6087.28505962059,5559.79537304964
"346","rna",299.954086130092,1.99351925953789,0.172092546409592,11.5839953625486,4.96756422599842e-31,3.3897165137521e-30,119.883604699088,119.258468361257,458.881395421699,501.792876038325
"347","ybgF",1484.47072611574,-1.18875904765381,0.102724697138238,-11.572280870822,5.69483055699991e-31,3.87478240492126e-30,2026.57510657151,2102.01768211011,889.336509711081,919.953606070263
"348","pepA",1704.97167137493,-1.15326242087343,0.10014875964219,-11.5154938013589,1.10226298153926e-30,7.47828419371895e-30,2283.81279102634,2422.82993618133,1050.41876946088,1062.82518883118
"349","cysZ",475.024672880395,1.70084873102626,0.147897577941123,11.5001797507689,1.31640993981236e-30,8.90556982205438e-30,233.140477480135,211.317636920824,676.816217436134,778.824359684484
"350","yecA",1678.44498564614,1.12027331716985,0.0976578655301058,11.4714089959758,1.8364448418122e-30,1.23881322043389e-29,1089.7961854304,1023.11212330973,2295.76060954337,2305.11102430106
"351","gltX",1007.61359757872,-1.33191225907675,0.116226421739838,-11.4596340413724,2.10401931197417e-30,1.41526769104587e-29,1391.61370278841,1494.5666532057,565.818357776608,578.455676544181
"352","hisP",464.93214332513,-1.82336443098825,0.15921155256273,-11.452463101067,2.28557325796244e-30,1.53302229035492e-29,686.770398778693,766.462320052758,216.581189579563,189.914664889505
"353","astA",172.865298153002,2.56324067469016,0.223938051955138,11.4462042172433,2.45669153698252e-30,1.64312994867301e-29,51.2065648212184,47.4244201670496,301.860032976516,290.970174647223
"354","rdgC",409.899992202324,-1.92692935825136,0.169352032491521,-11.3782476059025,5.36672772000832e-30,3.57933450478521e-29,610.26176663405,691.141182140385,181.386746272884,156.810273761977
"355","yfeU",356.613477263754,1.8135773393791,0.159529964797415,11.3682551217393,6.01785510796829e-30,4.00229743941215e-29,162.053716904797,152.037111712012,537.392076644291,574.971003793915
"356","yijP",371.661691208389,-1.96540689948466,0.173028535725006,-11.3588599201249,6.70134506963273e-30,4.44434710938283e-29,568.09165442834,616.517462171645,143.485038096461,158.55261013711
"357","agp",4569.23167358384,0.931474114241787,0.0820756922486522,11.3489644585615,7.50462116253053e-30,4.96314021421136e-29,3136.8539179304,3147.4471796161,6103.52864883906,5889.09694794979
"358","xdhD",227.248792918734,2.26272937079489,0.199432080785971,11.3458645262957,7.77539529752989e-30,5.12785147973969e-29,73.4964812728075,82.2953173487038,404.736098026808,348.467275026615
"359","galF",2049.43260276766,-1.10254665131856,0.0971914269726036,-11.3440730902053,7.93627187434175e-30,5.21936988727601e-29,2775.9982434844,2821.75299993945,1357.69333217689,1242.28583546988
"360","yliB",660.70704133491,-1.50954636443554,0.133350312535603,-11.3201561791054,1.04285964386457e-29,6.83942116434512e-29,949.429954802825,1008.46634649344,345.176270892429,339.75559315095
"361","mgtA",822.269061591564,-1.3758428992309,0.121640981693369,-11.3106855936028,1.16178153214875e-29,7.59824431413627e-29,1192.8117452472,1182.82083240171,453.46686568221,459.976803035132
"362","aas",412.756346853806,-1.85628974221993,0.164881934135635,-11.2582967439774,2.10793436560237e-29,1.37481575612906e-28,641.588135701148,655.572867015098,193.569438186734,160.294946512243
"363","ispE",443.986016001231,-1.81332469393514,0.161379858091523,-11.2363755637135,2.70251474585039e-29,1.75775132643327e-28,670.504784070777,712.063720449378,177.325848968267,216.049710516501
"364","nuoF",1823.64598396814,-1.11414638543944,0.0995084246449929,-11.1965031042776,4.24147118772695e-29,2.75113007533608e-28,2417.55228973587,2575.56446583697,1177.66021833887,1123.80696196083
"365","artM",292.81877231048,-2.15951111453369,0.192977649533926,-11.1904726777909,4.54006878131135e-29,2.93674038155509e-28,473.510117052678,486.100306712259,112.351492094398,99.3131733825852
"366","serB",252.561587822941,-2.34515601430724,0.209593868956853,-11.1890487349609,4.61356575048616e-29,2.97612807019066e-28,414.471959964685,431.701707108878,83.9252109620807,80.1474732561214
"367","yojI",251.836677232156,-2.34437297953574,0.209970960399904,-11.1652248247602,6.03383500711235e-29,3.88171238468454e-28,423.508412580194,420.543020010749,86.6324758318252,76.6628005058553
"368","sucC",22462.8755090492,-0.936156464094416,0.0839885537067524,-11.1462386572702,7.46976093817933e-29,4.79241999321777e-28,28284.0966865436,30747.0648809517,16090.6287533267,14729.711715375
"369","ybaE",430.4623654459,1.65098412632012,0.148415291699901,11.124083693872,9.57849856764799e-29,6.12868160385282e-28,204.826259284873,209.225383089925,621.317287606371,686.480531802431
"370","fbaA",5010.79475929799,-1.00442080381297,0.0905873610622843,-11.0878691247267,1.4366929100417e-28,9.16765394759042e-28,6311.66093684594,7067.63344077766,3254.13237343293,3409.75228613543
"371","tolA",824.82104178617,-1.35559083557319,0.122595382780719,-11.0574379297618,2.01779064999859e-28,1.28409803898832e-27,1165.70238740068,1209.32271425977,476.478617075039,447.7804484092
"372","prfB",1307.36156462366,-1.23498814325733,0.111731063850339,-11.0532210174922,2.11487977302423e-28,1.34226643658876e-27,1783.19331612713,1886.51553752749,726.900617526408,832.83678731361
"373","yebC",1061.93438979528,-1.38549223757512,0.12540117445581,-11.0484789603254,2.22960420842162e-28,1.41128566651031e-27,1448.24213917893,1629.16831632688,638.914509259711,531.412594415588
"374","yobB",276.100124059268,2.02285385646923,0.184015887172886,10.9928218022214,4.13783416776944e-28,2.61214611500097e-27,98.7985485962331,117.863632473991,415.565157505787,472.173157661063
"375","tktA",4654.46992316257,-0.937470853246717,0.0853379874589892,-10.985387412578,4.4930670150319e-28,2.82883499266409e-27,5968.27573745659,6264.90538765598,3103.87917316211,3280.81939437558
"376","nuoG",4374.93447786506,-0.98304173636219,0.0896993691454737,-10.9592937578847,5.99654928054589e-28,3.76538639664065e-27,5566.45481115362,6060.56193017149,3036.1975514185,2836.52361871665
"377","talA",441.559779729707,1.6134054284379,0.147411758877858,10.9448896120609,7.03033134752181e-28,4.40281493673714e-27,225.911315387728,207.830547202659,693.059806654602,639.437449673838
"378","yqhD",579.019949371106,1.59255793017873,0.145587096043849,10.9388673409563,7.51326670378675e-28,4.69281023482553e-27,278.322740557681,295.705208100427,771.570487877193,970.481360949123
"379","ppk",929.993593601525,1.25121412110926,0.114579002731003,10.9200995931754,9.23944382819995e-28,5.75575907081269e-27,551.223609546057,546.775667808337,1250.75636982198,1371.21872722973
"380","mviM",690.080889792575,1.33437071027042,0.122609908564486,10.8830577062914,1.38826473738852e-27,8.62550801309024e-27,390.374752989994,391.948884321793,981.383515282395,996.616406576119
"381","prmB",512.68621624788,-1.65588228340043,0.152161757146756,-10.8823814501785,1.3986048656888e-27,8.66694511257547e-27,769.30333266701,791.569366023549,272.080119409326,217.792046891634
"382","upp",721.288917349293,-4.61261317076451,0.423917725443039,-10.8809160219565,1.42127445974666e-27,8.7843691085389e-27,1289.80300332034,1494.5666532057,67.6816217436134,33.1043911275284
"383","yddV",416.530865224701,1.75857409212078,0.161655456707964,10.8785322062941,1.45893217943578e-27,8.99357408785344e-27,211.452991202914,166.682888528307,678.169849871007,609.817731296576
"384","usg",409.866407919106,-1.79705163856062,0.165856087133428,-10.8350056342215,2.3495094908917e-27,1.44458122604044e-26,600.622883844173,675.100569436824,189.508540882118,174.233637513307
"385","topB",729.120762494526,-1.41247864990909,0.130376169663824,-10.8338713551041,2.37880636897477e-27,1.45879528237648e-26,1069.31355950191,1054.49593077322,425.040584549892,367.632975153079
"386","ompR",1322.33527973762,1.10074487992078,0.101730057740846,10.8202521886392,2.76016835471159e-27,1.68827914131452e-26,836.173082021778,843.87571179603,1774.61212211754,1834.68020301513
"387","xerC",153.558686208662,-3.24936723127409,0.300387844801123,-10.8172394040291,2.85239826774693e-27,1.74018405947042e-26,272.298438814008,285.243938945931,27.0726486974454,29.6197183772623
"388","yaiO",139.043897537519,2.78379454818119,0.257497330234009,10.8109647026295,3.05440896358775e-27,1.85862359871925e-26,33.1336595902001,36.2657330689203,270.726486974454,216.049710516501
"389","sthA",3128.09047768223,0.985221329366185,0.0915768375798098,10.7584117928025,5.40943895842344e-27,3.28320960946986e-26,2125.37365516775,2069.23903875936,3944.48491521779,4373.26430158402
"390","ycbY",416.625758576533,-1.72552177423768,0.160420786122237,-10.7562231550397,5.53941742067096e-27,3.35347808466773e-26,651.227018491024,629.070985157041,184.094011142629,202.111019515437
"391","malM",691.812733646085,-3.54862131012163,0.330696564167521,-10.7307474423109,7.30032698276443e-27,4.40820255915776e-26,1285.58599209976,1272.09032918674,77.1570487877193,132.417564510114
"392","recR",217.023350588713,-2.43763459570341,0.227265448342814,-10.7259357437669,7.69046856498685e-27,4.63193782702397e-26,360.855674445998,374.513435730965,71.7425190482303,60.9817731296576
"393","hslU",1845.00645283835,1.16700658133966,0.108877758160607,10.7185030354702,8.33412459012134e-27,5.00683668124083e-26,1034.97503956298,1237.91684994872,2626.0469236522,2481.0869981895
"394","araF",1565.27880381317,1.04252665481046,0.0974107407490912,10.7023788834106,9.91982768829157e-27,5.94434344468437e-26,1032.56531886551,1011.9534362116,2117.08112814023,2099.51533203535
"395","ymcC",352.652684859542,-2.19975414186677,0.205654916071791,-10.6963362893736,1.05882270267032e-26,6.32881114178384e-26,677.733946163184,481.91579905046,115.058756964143,135.90223726038
"396","aspS",1979.11700571429,-1.08564710337201,0.102043533545864,-10.6390583082274,1.96101193728018e-26,1.16917908684811e-25,2583.82301786124,2797.34337191229,1200.6719697317,1334.62966335194
"397","hisS",1460.04960596759,-1.09699915438313,0.103425880465318,-10.6066213741442,2.77606549343051e-26,1.65095481863714e-25,1966.93451930915,2016.23527504324,959.725396324439,897.303233193533
"398","serS",4408.18478665998,0.874646318434575,0.0826112320514665,10.5874987784914,3.4057039394231e-26,2.02031834195426e-25,3054.92341421645,3164.88262820693,5652.7690480266,5760.16405618994
"399","cls",1014.24528071824,1.18657908097905,0.112246286184066,10.5712101604257,4.05231378083178e-26,2.39787289136437e-25,631.346822736904,606.056193017149,1472.75208914103,1346.82601797787
"400","yfiE",213.598367509534,2.1137948461408,0.200163130086337,10.5603606679664,4.54910567981984e-26,2.68510962751366e-25,75.3037717959094,83.6901532359699,332.993578978578,362.405966027679
"401","yfdZ",888.669113410689,1.20981901497824,0.114757768704323,10.5423713674268,5.50919185699202e-26,3.24369126542597e-25,521.70453100206,549.565339582869,1211.50102921068,1271.90555384714
"402","ydeN",1217.29779374309,-1.32058523213689,0.125682177784708,-10.5073388718569,7.99167907417145e-26,4.69362047117383e-25,1678.37046578723,1797.24604074245,607.780963257649,785.793705185017
"403","trpE",185.623011324661,-2.70029931648524,0.257346423773262,-10.4928573589364,9.31674590567114e-26,5.45827222910411e-25,307.841819101678,336.155448831146,39.2553406112958,59.2394367545245
"404","fucP",225.507212117646,2.09642170634954,0.200280342667779,10.4674361868206,1.21899811689226e-25,7.12389741084806e-25,92.1718166781931,76.7159737996391,341.115373587812,392.025684404942
"405","parE",670.355246609596,-1.41431230952731,0.13527895391447,-10.4547844923572,1.39315132939497e-25,8.12155626839885e-25,921.115736607563,1030.08630274606,357.358962806279,372.859984278478
"406","znuB",226.894815896379,-2.28223437442956,0.21876480061211,-10.4323655727238,1.76440053697399e-25,1.02604671620581e-24,366.87997618967,387.066958716361,71.7425190482303,81.8898096312545
"407","yliJ",529.933018319232,-1.49580214844128,0.143544467910211,-10.4204792439436,1.99943137769399e-25,1.15986670337482e-24,769.30333266701,797.846127516247,284.262811323176,268.319801770493
"408","yfbG",267.008291267798,-2.07808860723536,0.200024859962121,-10.3891516665923,2.77813030540324e-25,1.60763863996496e-24,431.942435021336,434.491378883411,110.997859659526,90.6014915069199
"409","radA",347.792929260323,-1.85794415065571,0.179679858329594,-10.3403028471205,4.63071793161671e-25,2.67313570575722e-24,523.511821525162,570.487877891862,166.496789489289,130.675228134981
"410","dnaX",375.897793270761,-1.71583909189743,0.166421260616323,-10.3102156872445,6.33589649196343e-25,3.64854917500626e-24,583.754838961889,571.185295835495,181.386746272884,167.264292012775
"411","rffD",154.837698112488,-2.93716390206126,0.285350274281974,-10.2931875900664,7.56303721767356e-25,4.34460605132051e-24,286.154332824456,264.321400636938,39.2553406112958,29.6197183772623
"412","cysB",557.027113492576,1.35864122680866,0.132137658066441,10.2820138232321,8.49341052932261e-25,4.86721899508026e-24,316.878271717187,306.863895198556,808.118563618745,796.247723435815
"413","trmU",317.550979672663,-1.85110398996823,0.180041203605385,-10.2815575151646,8.53372423474735e-25,4.86846439563943e-24,506.643776642878,489.587396430424,138.070508356971,135.90223726038
"414","yfgM",801.52780857688,-1.29200681983254,0.125662986031604,-10.2815225121867,8.5368244802826e-25,4.86846439563943e-24,1084.37431386109,1193.97951949984,464.295925161188,463.461475785398
"415","acrA",1463.78569252306,-1.10440053816186,0.10746652638516,-10.2766933603464,8.97542040085108e-25,5.10625724491793e-24,1907.29393204679,2092.95124884288,961.079028759311,893.818560443267
"416","artI",938.03892544206,-1.19836196119059,0.116719679052969,-10.2670087076469,9.92339240663681e-25,5.63200227693978e-24,1307.87590855135,1308.35606225566,588.830109169437,547.093621791785
"417","add",469.816425776381,1.44823335313139,0.141189149875091,10.2573983511667,1.09620330272669e-24,6.20656114565401e-24,257.840114629194,244.793698215212,697.120703959219,679.511186301899
"418","mtlA",1500.54032525281,1.06346703136084,0.103864834859022,10.2389517376532,1.32665936955237e-24,7.49340375960082e-24,1024.73372659873,915.012342046605,2016.91232795968,2045.50290440623
"419","livJ",7749.14936018901,-0.821878339096177,0.0804086035542024,-10.2212736295334,1.59234785712634e-24,8.97263315196967e-24,9704.54767888243,10099.3092417507,5721.80430220508,5470.93621791785
"420","pepT",654.613315975048,1.28441379823436,0.125743633570586,10.2145433670274,1.7068087414034e-24,9.59470342488914e-24,392.182043513096,368.236674238268,925.884585452632,932.149960696195
"421","ychM",502.541572832056,1.41804146671698,0.138973340434023,10.2036941926296,1.90871286258762e-24,1.0704206813704e-23,282.539751778252,262.926564749672,712.010660742814,752.689314057488
"422","ygbJ",126.117543989153,2.7899248300208,0.274423650461058,10.1664882940427,2.79815512809032e-24,1.56550811787234e-23,37.350670810771,24.4096280271579,205.752130100585,236.957747018098
"423","mglC",1403.79801274019,-1.07934316739959,0.106328990058803,-10.1509773280333,3.28061428264842e-24,1.83109463861298e-23,1883.79915524647,1931.84770386364,947.542704410588,852.002487440073
"424","bglX",908.045071220923,-1.26152582535446,0.124301701192423,-10.1489023340202,3.35111255215284e-24,1.86603224897001e-23,1213.89680135006,1352.99081064818,561.757460471992,503.535212413459
"425","msbA",710.9644933584,-1.34048274367702,0.132087569967463,-10.1484397359057,3.367032824629e-24,1.8704857644586e-23,1000.03408944968,1042.63982573146,431.808746724254,369.375311528212
"426","aceA",3484.64981549039,0.900814612896122,0.0890329282573291,10.1177691279852,4.60798589756253e-24,2.55386260660684e-23,2318.15131096527,2541.39098659895,4545.49771630108,4533.55924809626
"427","hflK",2234.58161585862,-1.02699440401817,0.101633665497571,-10.1048643575953,5.25682655219312e-24,2.90664344021732e-23,2848.28986440848,3153.02652316517,1543.14097575439,1393.86910010646
"428","rffE",147.500715902707,-2.91613294846444,0.288662352747488,-10.1022281593311,5.40010565244258e-24,2.9788900573404e-23,259.044974977928,263.623982693305,32.4871784369345,34.8467275026615
"429","ygjG",177.642190362957,2.18005861007467,0.216130839299806,10.0867540103826,6.32257396650453e-24,3.47962637177557e-23,64.4600286572984,62.7676149269775,304.567297846261,278.773820021292
"430","gltK",868.110418604307,-1.22953908091796,0.122342411664291,-10.0499823748108,9.18838534029859e-24,5.04506460196394e-23,1226.54783501177,1207.23046042887,484.600411684272,554.062967292318
"431","yliA",541.333784059602,-1.423966766695,0.141895049173809,-10.0353520083055,1.06578572800402e-23,5.83832970723314e-23,777.134924933785,802.728053121678,303.213665411388,282.258492771558
"432","dxs",459.813153395397,-1.5432196307691,0.153845075950716,-10.0309978803837,1.11385144238415e-23,6.08750753580783e-23,668.697493547675,703.694705125781,249.068368016498,217.792046891634
"433","yphC",148.160144417943,2.48284616724317,0.249644907484007,9.94551097503252,2.63816596790134e-23,1.43850112014205e-22,49.3992742981165,39.0554048434526,282.909178888304,221.2767196419
"434","ybeZ",1119.89666100757,1.05475100760938,0.106092022020999,9.94185036270314,2.73695220042455e-23,1.48892722239686e-22,715.687047148323,738.565602307435,1502.53200270822,1522.80199186631
"435","gidA",455.762842640792,-1.59124551045224,0.160194985989119,-9.93317924794675,2.98580688266762e-23,1.62057242528236e-22,659.058610757799,709.274048674845,200.337600361096,254.381110769429
"436","dacC",1012.0494145733,1.09043814916445,0.109817205323581,9.92957475061785,3.0957294749693e-23,1.67638011247764e-22,633.756543434373,659.059956733263,1405.07046739742,1350.31069072813
"437","ymcB",111.306528903263,-4.0719671907777,0.410584352368946,-9.91749239171853,3.49424474003536e-23,1.88785167762551e-22,215.067572249117,207.133129259026,10.8290594789782,12.1963546259315
"438","kbl",571.755813705431,1.29005359299094,0.130578295197925,9.87954078459614,5.10663869777067e-23,2.75268811996268e-22,333.143886425103,329.181269394815,804.057666314128,820.640432687678
"439","pck",25794.9584631286,0.793232539942192,0.080359912751278,9.87099802357086,5.56085368497953e-23,2.99070058091951e-22,18408.4588381408,19328.9383077909,31337.9444997279,34104.4922068548
"440","pyrH",785.788457212883,-1.32349222824412,0.134797693616551,-9.81835959307259,9.38583782071553e-23,5.03635524879758e-22,1024.73372659873,1222.57365518879,435.869644028871,459.976803035132
"441","feoB",1154.4231882567,1.0413576157486,0.106139473731035,9.81121894750929,1.00744149153692e-22,5.39358131863645e-22,732.555092030606,776.226171263621,1551.26277036362,1557.64871936897
"442","yncC",195.692291780527,2.04643063200574,0.208922889812969,9.79514802728286,1.1812426897494e-22,6.30976015949849e-22,80.1232131908476,71.1366302505744,337.054476283195,294.45484739749
"443","potE",216.985423484068,1.93565593007949,0.197711463801384,9.79030701034106,1.23919045689717e-22,6.60435365402759e-22,90.9669563294585,87.1772429541354,322.1645194996,367.632975153079
"444","serC",2616.33706417819,-0.971589890256415,0.099269578515492,-9.78738808793057,1.27548112733885e-22,6.78245707578158e-22,3236.254896701,3698.40735508624,1781.38028429191,1749.30572063361
"445","ulaR",311.345491641091,1.6687149737854,0.170968452194227,9.76036778931397,1.66550110724189e-22,8.83651261617553e-22,157.836705684226,138.08875283935,449.405968377593,500.050539663192
"446","tolQ",403.536670671582,-1.69061436689594,0.173247108622475,-9.75839874234198,1.69815175545127e-22,8.98954326148083e-22,615.683638203355,621.399387777077,221.995719319052,155.067937386844
"447","mreC",135.467075184994,-2.98529066051084,0.306126792472307,-9.75181112506151,1.81206151294247e-22,9.57109000460217e-22,247.59880166495,236.424682891615,35.194443306679,22.65037287673
"448","aqpZ",147.375435275825,2.35383900715254,0.241567349220678,9.74402796878917,1.95642180434474e-22,1.0310517589415e-21,53.6162855186875,41.1476586743519,249.068368016498,245.669428893764
