"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_chemostat1","K12_chemostat2"
"84","arcA","arcA",29,9534.06204363984,3.71241543199518,0.139126959677098,26.6836524036131,7.28607343772462e-157,5.93186875395443e-155,19099.1560000333,16349.3825404849,1366.73749318023,1320.97214086094
"85","arcB","arcB",598,702.759513761451,1.24659857872909,0.167066356697128,7.46169727630456,8.54149527648146e-14,3.37231945614929e-13,1076.85814163471,903.45594261526,436.307423597999,394.416547197832
"86","argA","argA",524,393.240600544361,-2.08880007962181,0.248605255665954,-8.40207530619744,4.38656371719442e-17,1.97646506417863e-16,142.145274695782,154.538516499979,709.22400132185,567.054609659834
"87","argB","argB",630,218.570718267591,-2.26204580391093,0.317878558230449,-7.11606915704908,1.11048590766714e-12,4.16167813968591e-12,73.2263536311605,75.2879952179383,414.761377988221,311.007146233045
"88","argC","argC",622,260.221302969687,-1.994242166941,0.277208527071263,-7.19401451322719,6.29135038833456e-13,2.38808332264597e-12,116.300679296549,91.1380994743464,460.367174528917,373.079258578933
"89","argD","argD",436,427.326556976532,-2.33272493104838,0.239459354053527,-9.7416321039893,2.00310941575573e-22,1.08471131435763e-21,137.837842129243,142.650938307673,770.271130549554,658.54631691966
"90","argE","argE",2026,303.695684255166,-0.148032300384874,0.196646016728706,-0.752785654382719,0.451578728675479,0.526247472064564,258.445953992331,317.002085128161,322.831583386503,316.50311451367
"91","argG","argG",384,1006.74378167019,-1.88721171791271,0.178750451648896,-10.5578011160475,4.67484222369008e-26,2.87429752347195e-25,413.51352638773,439.840393115324,1699.08524671106,1474.53596046665
"92","argH","argH",642,413.457981237282,-1.6362869974508,0.233331262276047,-7.01272080513138,2.33727573966553e-12,8.59549536035876e-12,202.449330627326,198.126303205101,698.810079277124,554.446211839576
"93","argI","argI",487,446.684068317219,-2.28634709030225,0.255130604451269,-8.96147718232273,3.20357499488968e-19,1.5531089451611e-18,142.145274695782,158.501042564081,840.475329161413,645.614626847599
"94","argK","argK",1908,8.04921590860302,0.802880245748046,0.79917613799058,1.00463490785245,0.315072681926872,0.389877674019573,12.9222976996166,7.92505212820404,5.20696102236295,6.14255278422854
"95","argO","argO",1640,30.6582726870834,-0.929356063789646,0.54208534304803,-1.7144091344807,0.0864536120958283,0.124461572047714,30.152027965772,11.8875781923061,44.7080446402888,35.8854399499667
"96","argP","argP",1665,165.125310907503,0.366463433114213,0.227261991697592,1.61251527532967,0.106849858627831,0.151515024756943,198.141898060787,174.351146820489,143.819854445266,144.18834430347
"97","argS","argS",1121,406.481610496172,-0.715735101199867,0.183020091025682,-3.91069142840407,9.20322866111772e-05,0.000193834280721668,297.212847091181,317.002085128161,500.586459667169,511.125050098175
"98","arnT","arnT",298,98.5554072318045,3.30233635566738,0.276753830276903,11.9323962106081,8.02302772843615e-33,6.35649948551602e-32,176.604735228093,182.276198948693,18.8527899085555,16.4879048418766
"99","aroA","aroA",331,520.020894978297,-2.81519864757752,0.246280862530462,-11.4308461431075,2.9323734322591e-30,2.09164159322167e-29,111.99324673001,142.650938307673,839.398026880924,986.041367994581
"100","aroB","aroB",588,637.341301607381,-1.40906331420148,0.185958081433282,-7.57731690572977,3.52774351007994e-14,1.41649701144536e-13,301.52027965772,392.2900803461,911.218178913516,944.336667512187
"101","aroC","aroC",508,284.775513806677,-2.22690157201549,0.258077189928714,-8.62881982181609,6.19882527440692e-18,2.88098946316432e-17,107.685814163471,91.1380994743464,455.339763886636,484.938377702253
"102","aroD","aroD",1320,61.0151357757126,-1.16534761204816,0.402303183252878,-2.89669001031903,0.00377122190344735,0.00674534463184787,38.7668930988497,35.6627345769182,81.6954229370739,87.9354924900085
"103","aroE","aroE",951,239.191157033178,0.929503404579202,0.193672599625985,4.79935420071932,1.59178065001662e-06,3.95183397969427e-06,323.057442490414,305.114506935855,165.006799294881,163.58587941156
"104","aroF","aroF",1531,535.511537157269,-0.358475087362255,0.174921553973726,-2.04934771741223,0.0404281257514636,0.0623289106977331,422.128391520808,515.128388333262,613.164547978258,591.624820796749
"105","aroG","aroG",515,560.817526172972,-2.10434015978775,0.245848068679819,-8.55951470795709,1.13343607478575e-17,5.1961991700372e-17,176.604735228093,241.714089910223,792.355827299576,1032.595452254
"106","aroH","aroH",1385,69.5037533650356,-1.02587610797412,0.393317461524626,-2.60826484539357,0.00910025142898965,0.0155131361905015,38.7668930988497,51.5128388333262,81.6954229370739,106.039858590893
"107","aroM","aroM",2341,71.4983752266348,0.0141094289854324,0.332010082764812,0.0424969894526583,0.96610251165282,0.974356270829692,60.3040559315439,83.2130473461424,75.2316092541406,67.2447883747124
"108","aroP","aroP",752,906.565124468579,-0.962551340193155,0.156310479257846,-6.15794503838323,7.36949206495815e-10,2.31374611241572e-09,650.422317547367,578.528805358895,1176.23453991378,1221.07483505427
"109","arsB","arsB",877,37.8974657546588,2.10413201707756,0.405338188255941,5.19105299732813,2.09108089938083e-07,5.62946636652012e-07,55.9966233650051,67.3629430897343,12.3889762256222,15.8413203382736
"110","artI","artI",679,640.615256653789,1.06384516563712,0.160610809724644,6.6237457333103,3.5020896734178e-11,1.21773692473335e-10,831.334485341999,903.45594261526,436.48697397808,391.183624679817
"111","artJ","artJ",313,400.856368109639,-3.80930435136116,0.328749420704294,-11.5872579887755,4.78196951042922e-31,3.60710224093399e-30,60.3040559315439,43.5877867051222,811.567717968294,687.965911833596
"112","artM","artM",1271,106.442876808738,-1.02661277555344,0.326348406478088,-3.14575697375856,0.0016565759489465,0.00307724297046631,47.3817582319274,91.1380994743464,150.822319268444,136.429330260234
"113","artP","artP",643,346.003372403052,1.28718372305986,0.183602930604109,7.01069268788164,2.37141097577937e-12,8.70746705103435e-12,439.358121786963,542.866070781976,200.378224170933,201.411072872336
"114","artQ","artQ",1780,111.316046101192,-0.377324961574376,0.282948195821453,-1.33354786192903,0.182352079813524,0.241872618224568,86.148651330777,106.988203730754,129.276273658666,122.851055684571
"115","ascF","ascF",768,54.9562946328409,2.01930858884627,0.335485527611335,6.01906318649212,1.75429385336805e-09,5.39308305703382e-09,81.8412187642382,95.1006255384484,21.5460456097777,21.3372886188991
"116","ascG","ascG",880,100.213293462392,-1.91690704537252,0.371334847048338,-5.16220618832195,2.44056251981722e-07,6.5479183060096e-07,38.7668930988497,43.5877867051222,165.904551195288,152.593942850309
"117","asd","asd",416,1528.11371988597,-1.44829006786782,0.144925211885575,-9.99336174171901,1.62959431103644e-23,9.24873117393518e-23,775.337861976993,859.868155910138,2252.99816926242,2224.25069239433
"118","asmA","asmA",1352,323.131399621467,-0.550815857359615,0.200200572502598,-2.75132009101756,0.00593556134274835,0.0103652813093409,258.445953992331,265.489246294835,403.270153663006,365.320244535697
"119","asnA","asnA",1878,86.796050348949,-0.33884743868474,0.310446237995163,-1.09148508570434,0.275059490965555,0.345801628418357,81.8412187642382,71.3254691538363,94.443499922859,99.5740135548626
"120","asnB","asnB",949,371.814012049796,-0.971511430493854,0.202144927577045,-4.80601438848163,1.53968823005725e-06,3.83056260396751e-06,284.290549391564,217.938933525611,485.863328500488,499.163236781519
"121","asnS","asnS",927,1061.23876543738,-0.792771177109816,0.160338906454411,-4.94434691267664,7.63995497997824e-07,1.94583966642164e-06,706.418940912372,844.01805165373,1305.33126319237,1389.18680599105
"122","aspA","aspA",78,11157.0912033851,3.86588493696379,0.193406980951387,19.9883422922334,6.95688254893326e-89,2.10579483308095e-87,21830.0682472189,19967.1688370101,1645.93833420694,1185.18939510431
"123","aspC","aspC",405,863.841647042879,-1.87179797338517,0.182310215721206,-10.2671041553018,9.91358208724795e-25,5.77925118715862e-24,357.516903022725,380.402502153794,1269.42118717607,1448.02599581893
"124","aspS","aspS",736,706.101957294662,-1.02948035153618,0.164439159763421,-6.26055468184886,3.8361052757233e-10,1.23057670597591e-09,435.050689220424,491.35323194865,942.998596187938,955.005311821637
"125","astA","astA",12,1847.71511953501,6.65300296428597,0.194081372782765,34.2794512883658,1.58850280716359e-257,3.12537927309436e-255,3588.09132792686,3732.6995523841,41.2965874187406,28.7730104103337
"126","astB","astB",24,1195.50891163885,6.57220541825189,0.227723714380469,28.8604348305658,3.74815130885629e-183,3.68724385008738e-181,2170.94601353558,2563.75436347401,28.9076111931184,18.4276583526856
"127","astC","astC",31,3909.79075502833,6.8160000253316,0.259502137716026,26.2656796792571,4.73258159095892e-152,3.60439520524323e-150,8097.97322509304,7409.92373987077,84.3886786382961,46.8773765112178
"128","astE","astE",22,730.529137745754,6.48052202610747,0.21383269049033,30.3065074439613,9.40980704100474e-202,1.00984338290055e-199,1369.76355615935,1521.61000861517,18.1345883882296,12.6083978202586
"129","atpA","atpA",105,4662.74784038865,-2.57608314374817,0.140171711619591,-18.3780529893175,1.96910368898688e-75,4.4276702949505e-74,1240.54057916319,1426.50938307673,8073.30328998371,7910.63810933095
"130","atpB","atpB",120,2360.12046489131,-2.70247616994633,0.156429639713479,-17.2759853880394,7.13444156218674e-67,1.40370137736024e-65,637.50001984775,614.191539935813,4301.8475563722,3886.94274340946
"131","atpD","atpD",195,2833.11851195416,-1.97732970481798,0.136028159916533,-14.5361791707781,7.14721052341725e-48,8.65362258758365e-47,1124.23989986664,1164.98266284599,4645.50698384816,4397.74450125583
"132","atpG","atpG",219,1936.48921887455,-2.58203064093361,0.183674810178467,-14.0576197597525,6.91739164613082e-45,7.45751674726706e-44,469.510149752735,630.041644192221,3482.02052092016,3164.3845606331
"133","avtA","avtA",649,190.298884452758,-2.02537073586914,0.290137347356556,-6.9807308653033,2.93648377784015e-12,1.06826474568268e-11,64.6114884980828,83.2130473461424,299.130933215747,314.24006875106
"134","azoR","azoR",1442,51.4110450003092,-1.0439210251278,0.436605646923197,-2.39099295321628,0.01680287537564,0.0275115039957601,38.7668930988497,27.7376824487141,62.8426330285184,76.2969714251545
"135","bacA","bacA",2250,149.947943793217,0.0528886387627242,0.241610591255321,0.218900332505847,0.826727687447289,0.867512920028021,155.067572395399,150.575990435877,151.899621548933,142.248590792661
"136","baeR","baeR",1587,54.8158922894879,0.705158011162472,0.376592817880331,1.87246802828446,0.061141881115294,0.0909615509219969,64.6114884980828,71.3254691538363,34.8327737358073,48.4938377702253
"137","baeS","baeS",2227,23.5514665960632,0.138781127867176,0.524131672216128,0.264782945248057,0.791176675832451,0.838782277341902,21.5371628326943,27.7376824487141,21.0073944695333,23.9236266333111
"138","barA","barA",1297,115.170005356081,-0.888008193534828,0.294288138845573,-3.01747870987355,0.00254886944682782,0.00463984638701656,77.5337861976993,83.2130473461424,146.69266052657,153.240527353912
"139","basR","basR",306,160.94670950271,3.023481311836,0.256814674469173,11.7730083691107,5.3772119862178e-32,4.14888807171903e-31,249.831088859253,324.927137256365,38.9624324776814,30.0661794175397
"140","basS","basS",665,84.9412089508175,1.89306053252193,0.279462078252323,6.77394423014598,1.25317996342064e-11,4.44925999043026e-11,133.530409562704,134.725886179469,34.6532233557258,36.8553167053712
"141","bax","bax",424,1642.37571557221,-1.65630758872783,0.16746853538641,-9.89026138495884,4.58828319688596e-23,2.55493788392636e-22,805.489889942765,772.692582499894,2707.26063086857,2284.05975897761
"142","bcr","bcr",1206,118.419653893359,0.8587237017636,0.250124277225482,3.43318813866867,0.000596528011100551,0.00116727884405631,159.375004961938,146.613464371775,84.9273297785405,82.7628164611845
