"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_chemostat1","K12_chemostat2"
"265","cysH","cysH",366,515.783439091136,-2.80075689005084,0.257254053835427,-10.8871244137616,1.32766339050647e-27,8.56451711744747e-27,116.300679296549,138.688412243571,1006.3798803567,801.764784467725
"266","cysI","cysI",292,948.348524614545,-2.92787450149488,0.242489509950834,-12.0742315908367,1.44507816079063e-33,1.16843477315982e-32,163.682437528476,269.451772358937,1841.10959735551,1519.15029121526
"267","cysJ","cysJ",248,629.552398317234,-3.48943086020804,0.264300626405998,-13.2025069620828,8.48630431652601e-40,8.07909858520883e-39,94.7635164638548,106.988203730754,1266.72793147485,1049.72994159948
"268","cysK","cysK",131,3575.6453084212,-2.79214507022076,0.166495943116418,-16.7700486748101,4.0417754627451e-63,7.28445180728335e-62,809.797322509304,982.7064638973,6641.02990807374,5869.04753920447
"269","cysM","cysM",401,388.826212219046,-2.89441590626145,0.280509861927555,-10.3184105056847,5.81782898005294e-25,3.42541003040025e-24,81.8412187642382,99.0631516025504,757.882154323932,616.518324185464
"270","cysN","cysN",368,850.663988181971,-2.35664228780049,0.217743052629378,-10.8230423857047,2.6773929441359e-27,1.71775128834371e-26,245.523656292715,305.114506935855,1583.09570117842,1268.9220883209
"271","cysP","cysP",408,391.795827359105,-2.87196970900791,0.280205921656114,-10.2494968415856,1.1896117495745e-24,6.88400328614068e-24,77.5337861976993,106.988203730754,761.29361154548,621.367707962487
"272","cysQ","cysQ",16,2848.34118658595,4.73649623501748,0.148653656721563,31.8626284712876,8.79973358151439e-223,1.29851068662222e-220,5858.10829049284,5127.50872694801,214.742254577451,193.005474325497
"273","cysS","cysS",866,234.468069726934,-1.27758338796425,0.242253509381353,-5.27374563624211,1.33667140024525e-07,3.64420459119982e-07,137.837842129243,134.725886179469,314.213165142592,351.095385456431
"274","cysU","cysU",717,163.270482027399,-2.52029073962724,0.395483427987468,-6.37268355959305,1.85748892196088e-10,6.11650117817245e-10,25.8445953992331,67.3629430897343,330.013598589762,229.860791030868
"275","cysW","cysW",564,183.263348567112,-3.0920918551252,0.390315158492752,-7.92203886486418,2.33647251019647e-15,9.78087162513099e-15,34.4594605323108,39.6252606410202,370.591984488177,288.37668860694
"276","cysZ","cysZ",1135,108.610298553449,0.990410438259823,0.259692337815364,3.81378382816972,0.000136855186898395,0.000284682904200098,150.76013982886,138.688412243571,69.6655474716146,75.32709466975
"277","cytR","cytR",1049,132.031062454889,-1.39322247198936,0.324542117464296,-4.29288649151256,1.7636518078789e-05,3.96947751992572e-05,73.2263536311605,71.3254691538363,215.460456097777,168.111970936781
"278","dacA","dacA",568,190.000234225618,-2.76110178857126,0.351774111749158,-7.8490761438981,4.1911311395098e-15,1.74212334865891e-14,55.9966233650051,39.6252606410202,300.028685116155,364.350367780293
"279","dacB","dacB",1412,22.9758894653491,-1.68361978156183,0.673515875616661,-2.49974773054953,0.0124281771502582,0.0207811092434558,8.61486513307771,11.8875781923061,33.575921075237,37.8251934607757
"280","dacC","dacC",173,1462.88689052079,2.24300391241353,0.146102483438483,15.3522641068449,3.42037527714069e-53,4.66792256030588e-52,2584.45953992331,2250.71480440995,526.262164018821,490.111053731077
"281","dacD","dacD",1804,70.7527609700057,0.400316178917021,0.316303798730017,1.26560661150552,0.205653957864767,0.269151327338534,86.148651330777,75.2879952179383,61.7653307480295,59.8090665832779
"282","dadA","dadA",55,3522.15767241504,4.31606188488876,0.186724731950808,23.1145699865072,3.30438590449655e-118,1.41848274918479e-116,6573.14209653829,6851.20756483239,383.340061473962,280.940966815505
"283","dadX","dadX",115,1023.62050939351,3.2406840150419,0.186259191008738,17.3987871282544,8.42683406210138e-68,1.73006567135838e-66,1757.43248714785,1949.56282353819,219.051463699407,168.435263188583
"284","dam","dam",955,103.818686420008,-1.73220818994655,0.362408083116651,-4.77971731493912,1.75541837897663e-06,4.339835385093e-06,34.4594605323108,59.4378909615303,149.385916227792,171.991477958399
"285","dapA","dapA",567,947.861366752697,-1.21022016722115,0.153905986322902,-7.86337293392896,3.73925634012089e-15,1.55703425379637e-14,551.351368516973,590.416383551201,1338.72763388752,1310.95008105509
"286","dapB","dapB",745,268.946082690658,-1.46912054284931,0.236244078077987,-6.21865553118474,5.01432760931921e-10,1.58910436048358e-09,124.915544429627,158.501042564081,411.529471146755,380.838272622169
"287","dapD","dapD",315,955.459519581731,-1.90152252511903,0.164186436165526,-11.5814836446172,5.11529939654435e-31,3.83403869055276e-30,387.668930988497,416.065236730712,1514.14835522713,1503.95555538059
"288","dapE","dapE",275,486.347240112902,2.29813497471741,0.185547586879267,12.3856904493874,3.12384753531474e-35,2.6819651021375e-34,706.418940912372,911.380994743464,158.183884851785,169.405139943987
"289","dapF","dapF",1103,163.405345194993,-1.06487180881795,0.26466289732202,-4.02350242362195,5.73389938119831e-05,0.000122735597815133,107.685814163471,103.025677666652,230.183587264459,212.726301685388
"290","dbpA","dbpA",1530,32.7183332932043,-1.07172171982685,0.521464059775772,-2.05521684521785,0.0398580647969437,0.0615064646964602,25.8445953992331,15.8501042564081,44.8875950203703,44.2910384968058
"291","dcm","dcm",782,108.799301440056,-2.32829930922296,0.391621429203932,-5.9452806603454,2.75983575470527e-09,8.33244529010121e-09,47.3817582319274,23.7751563846121,186.552844904659,177.487446239025
"292","dcp","dcp",461,469.801221552477,-1.97496308805125,0.208411828158503,-9.47625240612173,2.6357957594473e-21,1.34991622300544e-20,167.989870095015,210.013881397407,763.448216106457,737.752918611028
"293","dctA","dctA",615,848.307408546727,1.32987440973976,0.183414556504829,7.25064812238471,4.14781988318842e-13,1.5923581697899e-12,1158.69936039895,1271.97086657675,537.753388344036,424.806018867174
"294","dcuA","dcuA",172,1276.55063495467,2.16906108213544,0.141120458250598,15.3702808864444,2.59043672321193e-53,3.55582622296708e-52,2114.94939017058,2064.47607939715,438.282477778895,488.494592472069
"295","dcuB","dcuB",666,30.0164564748514,3.07068374529046,0.454328942186712,6.75872360345586,1.39212676015668e-11,4.93515207316806e-11,60.3040559315439,47.5503127692242,5.74561216260739,6.46584503603004
"296","dcuC","dcuC",1165,23.8959527616666,1.75474605411476,0.484422586242407,3.62234566254655,0.000291943648443722,0.000591655754485517,38.7668930988497,35.6627345769182,11.1321235650518,10.0220598058466
"297","dcuD","dcuD",1927,11.0878950091663,0.733114905370356,0.773745179326193,0.94748881797077,0.343389751558551,0.420945220818052,4.30743256653885,23.7751563846121,10.7730228048889,5.49596828062553
"298","dcuR","dcuR",1212,91.1400627133358,-1.17405552117659,0.344553418941935,-3.40747024012102,0.00065568058175969,0.00127727875704177,47.3817582319274,63.4004170256323,134.483234681029,119.294840914754
"299","dcuS","dcuS",1172,166.625727124086,-0.950778799139715,0.266252276899827,-3.57096964657106,0.000355662114446561,0.000716483150348404,103.378381596932,122.838307987163,234.672346766496,205.613872145755
"300","ddlA","ddlA",1623,278.826759856606,0.351506307637179,0.198325382369805,1.77237176319543,0.0763328658356887,0.11104244993103,348.902037889647,277.376824487141,245.265819191303,243.762357858333
"301","ddlB","ddlB",1420,420.292942841085,0.415140256218265,0.169197340425405,2.45358618034123,0.0141439643352838,0.0235168308419754,473.817582319274,487.390705884548,369.514682207688,350.448800952828
"302","ddpA","ddpA",1414,50.4492110132347,0.997536777267846,0.399932593376276,2.49426226766498,0.0126219244997652,0.0210752218839785,55.9966233650051,79.2505212820404,40.0397347581703,26.5099646477232
"303","ddpB","ddpB",1916,6.59281942546998,-0.977624315303564,0.990709840033148,-0.986791768688654,0.323744730809602,0.398935965261728,4.30743256653885,3.96252606410202,9.69572052439998,8.40559854683905
"304","ddpC","ddpC",2302,14.7980239781778,-0.0826163952051564,0.671020716317673,-0.123120483758722,0.902011690991395,0.925130148753555,12.9222976996166,15.8501042564081,18.1345883882296,12.2851055684571
"305","ddpD","ddpD",2225,13.4356640508989,-0.199913037177004,0.719699789539128,-0.277772815947357,0.781186760008509,0.828935703541613,17.2297302661554,7.92505212820404,17.5959372479851,10.9919365612511
"306","deaD","deaD",2123,315.068394540963,-0.10508584562757,0.207092627524948,-0.507434025457576,0.611850316683754,0.680442109133463,301.52027965772,305.114506935855,299.310483595829,354.328307974446
"307","dedD","dedD",468,306.985092506902,1.72223088186186,0.183863565458654,9.36689592397329,7.46969809961331e-21,3.76836692589466e-20,452.280419486579,491.35323194865,148.847265087548,135.459453504829
"308","degP","degP",1492,944.490516251766,-0.316626726348565,0.145455576248884,-2.17679331734107,0.0294959918869738,0.0466756279122957,870.101378440848,812.317843140914,1033.85108850917,1061.69175491613
"309","degQ","degQ",1645,300.304114597583,-0.347055189286933,0.205832987577198,-1.68610091789475,0.0917763632462643,0.131722792476857,258.445953992331,269.451772358937,315.110917042999,358.207814996064
"310","degS","degS",1498,82.4458243613636,-0.729410214999928,0.337947069725995,-2.15835638282447,0.0309001341469895,0.0487290048086146,51.6891907984662,71.3254691538363,97.4958563842442,109.272781108908
"311","deoA","deoA",287,379.275753599442,2.35108253348356,0.193085157950276,12.1764021556179,4.15196898841742e-34,3.41560933158659e-33,572.888531349667,697.404587281955,132.687730880215,114.12216488593
"312","deoB","deoB",273,856.393194912571,1.70811183540962,0.137409741264685,12.4307914394466,1.77864610904211e-35,1.53823570089686e-34,1300.84463509473,1323.48370541007,398.422293400806,402.822145744672
"313","deoC","deoC",118,313.618296686954,3.24612580371732,0.187051171586738,17.3542126263136,1.83296226472769e-67,3.66747788730684e-66,525.50677311774,610.229013871711,59.2516254268888,59.4857743314764
"314","deoD","deoD",2038,605.743661158511,0.128142721569358,0.179866851651986,0.712431003225064,0.47619792280472,0.551669919402328,547.043935950434,717.217217602465,577.434022342043,581.279468739101
"315","deoR","deoR",1557,91.9438515150264,-0.6140045204146,0.313002838797379,-1.96165799254004,0.0498023156199211,0.0754855601565573,81.8412187642382,63.4004170256323,111.321235650518,111.212534619717
"316","der","der",1518,455.689647423072,-0.363668276933432,0.173001616189895,-2.1021091302075,0.0355437172766601,0.0552824219302995,396.283796121574,400.215132474304,500.586459667169,525.673201429242
"317","dfp","dfp",998,88.8618380346758,-1.86975979449219,0.410181641880112,-4.5583702525592,5.15520966966435e-06,1.21958417135045e-05,47.3817582319274,27.7376824487141,121.914708075326,158.413203382736
"318","dgoA","dgoA",1316,18.767788874102,1.63328472888661,0.557185495256271,2.93131235969342,0.00337533206092853,0.00605559194213697,25.8445953992331,31.7002085128161,10.4139220447259,7.11242953963304
"319","dgoD","dgoD",897,54.1172001753897,1.77992660543751,0.348471695844166,5.10780825721202,3.25917126620571e-07,8.57958917426577e-07,68.9189210646216,99.0631516025504,22.6233478902666,25.8633801441202
"320","dgoR","dgoR",727,146.827814764145,1.7038573819238,0.26957634980637,6.32050023359854,2.6071793695918e-10,8.46705707236072e-10,241.216223726176,210.013881397407,79.1817176159332,56.8994363170643
"321","dgoT","dgoT",1501,15.2715644030758,1.35448829161248,0.629635530287881,2.15122594970647,0.0314583697704169,0.0494824856948396,8.61486513307771,35.6627345769182,8.07976710366665,8.72889079864055
"322","dgt","dgt",936,130.780028887593,-1.55460557685658,0.318122881471074,-4.88680842342345,1.02483728099843e-06,2.58508634662103e-06,47.3817582319274,83.2130473461424,188.527899085555,203.997410886748
"323","dhaK","dhaK",2313,177.962334432084,-0.0236932088890153,0.253983033550951,-0.0932865812245771,0.925675892225839,0.944885768069695,215.371628326943,138.688412243571,188.707449465637,169.081847692186
"324","dhaL","dhaL",1610,80.6740235602131,-0.594945848883003,0.329064316416591,-1.80799259962849,0.0706076523667744,0.103571061538247,68.9189210646216,59.4378909615303,99.291360185059,95.0479220296416
"325","dhaR","dhaR",1666,67.6619168971885,-0.582830301976518,0.362511559364616,-1.60775646160928,0.107888527342789,0.152804326968402,64.6114884980828,43.5877867051222,76.129361154548,86.319031231001
"326","dinB","dinB",394,124.029606376531,2.56855180096285,0.245789237192966,10.4502208082704,1.46184480996415e-25,8.75993806173947e-25,211.064195760404,213.976407461509,33.575921075237,37.5019012089742
"327","dinF","dinF",2051,31.3921668259493,0.310021554710038,0.457014943045259,0.678361964806336,0.497542218946311,0.572743626978177,25.8445953992331,43.5877867051222,28.009859292711,28.1264259067307
"328","dinG","dinG",767,116.960405991069,1.49741848795224,0.24851830567519,6.0253850672447,1.68707469869882e-09,5.1931986487978e-09,167.989870095015,178.313672884591,63.0221834085999,58.5158975760719
"329","djlA","djlA",1296,79.1620153459545,-1.12126152337675,0.370554432297624,-3.02590233889354,0.00247892356070971,0.00451600194971884,47.3817582319274,51.5128388333262,120.119204274511,97.6342600440536
"330","dkgA","dkgA",85,697.446365278677,3.73311908127228,0.192626453550982,19.3800955811307,1.13635692232921e-83,3.15639846308149e-82,1391.30071899205,1204.60792348701,84.9273297785405,108.949488857106
"331","dkgB","dkgB",1283,73.4442748018951,-1.14757935776527,0.371094140334369,-3.09242112185136,0.00198530987026355,0.00365340343234001,38.7668930988497,51.5128388333262,105.216522727748,98.2808445476566
"332","dld","dld",729,639.393549839096,-1.11323106604148,0.176269877144861,-6.31549238062163,2.69302655916835e-10,8.72185967928185e-10,366.131768155802,439.840393115324,899.726954588302,851.875083496958
"333","dmsA","dmsA",1413,38.4969029842878,1.01072772097806,0.405098407655208,2.49501775834755,0.0125950826608653,0.0210452867390679,51.6891907984662,51.5128388333262,22.9824486504296,27.8031336549292
"334","dmsB","dmsB",1788,12.7380270714769,0.882059601828585,0.673106255783594,1.31043144265795,0.190049922576955,0.251027846285884,21.5371628326943,11.8875781923061,7.18201520325924,10.3453520576481
"335","dmsC","dmsC",1156,36.2872528049338,1.48047313270828,0.402365177550602,3.67942658885309,0.000233758966159618,0.000477426400608008,55.9966233650051,51.5128388333262,19.2118906687185,18.4276583526856
"336","dmsD","dmsD",1460,34.8049963614592,-1.20432072167522,0.515887214521845,-2.3344651462073,0.0195713790349262,0.0316493328092197,21.5371628326943,19.8126303205101,49.3763545224073,48.4938377702253
"337","dnaA","dnaA",1079,328.802666887708,-0.866960284586976,0.20800513548983,-4.16797538457586,3.07317111937694e-05,6.72451993776549e-05,202.449330627326,261.526720230733,437.743826638651,413.490790054121
"338","dnaB","dnaB",657,156.116183573968,-2.23702987223873,0.326528942133717,-6.85093902433508,7.33667857690246e-12,2.63651417352614e-11,60.3040559315439,47.5503127692242,262.502655679125,254.107709915981
"339","dnaC","dnaC",1594,70.2293977675749,0.599875121347631,0.32507441414777,1.84534708128381,0.0649870657925877,0.0962575046024465,86.148651330777,83.2130473461424,50.4536568028962,61.1022355904839
"340","dnaE","dnaE",690,404.866265384465,-1.41633472390931,0.216163463451694,-6.55214670089621,5.67157830315793e-11,1.94066614112404e-10,262.75338655887,178.313672884591,578.690875002613,599.707127091786
"341","dnaG","dnaG",552,704.722350576384,1.20487739440214,0.149782425553333,8.04418402193071,8.68219714063795e-16,3.71352671178373e-15,1012.24665313663,954.968781448586,411.349920766673,440.324046953646
"342","dnaJ","dnaJ",660,1294.01944494254,0.981384993580993,0.143596013219487,6.83434707954558,8.23793575781468e-12,2.94693429154553e-11,1649.74667298438,1787.09925491001,827.547701795546,911.684150080236
"343","dnaK","dnaK",662,8352.14205169782,0.913831988444327,0.133818618646478,6.82888523052601,8.55770009142837e-12,3.05207400541728e-11,11095.9462914041,10738.4456337165,5402.85048703185,6171.32579463887
"344","dnaN","dnaN",1548,214.063242816869,-0.440088978796471,0.219496322380242,-2.00499477177612,0.0449636059685796,0.0685782129792096,176.604735228093,186.238725012795,248.677276412851,244.732234613737
"345","dnaQ","dnaQ",961,281.118090763492,0.899310476408889,0.18924641400455,4.7520608574769,2.0135374387275e-06,4.94689062730033e-06,396.283796121574,336.814715448672,194.812162388407,196.561689095313
"346","dnaX","dnaX",973,224.034206210714,-1.12548603716161,0.240102108031564,-4.68753084422587,2.76521035373124e-06,6.7098269734424e-06,142.145274695782,138.688412243571,323.370234526747,291.932903376756
"347","dppA","dppA",289,5657.94646833219,-1.76801642669045,0.145563508912655,-12.1460140655949,6.02311540516106e-34,4.9206143500295e-33,2364.78047902983,2757.918140615,9112.54088989533,8396.54636378861
"348","dppB","dppB",534,267.443554644273,-2.31212663474287,0.27909580221025,-8.28434758399227,1.18758296746067e-16,5.25071795163792e-16,77.5337861976993,99.0631516025504,480.656367478125,412.520913298717
"349","dppC","dppC",711,229.132648940622,-1.69609629020252,0.265266157288581,-6.39394149460741,1.61663305949933e-10,5.36831315538385e-10,107.685814163471,106.988203730754,377.594449311355,324.262128556906
"350","dppD","dppD",506,259.522222010425,-2.4242547661432,0.280568775824011,-8.64050092182684,5.59670888444574e-18,2.61142878975818e-17,77.5337861976993,83.2130473461424,461.264926429325,416.077128068533
"351","dppF","dppF",453,261.994399433248,-2.97421527717911,0.309539913786637,-9.60850328086997,7.36111796029183e-22,3.83655618195343e-21,68.9189210646216,47.5503127692242,471.140197333806,460.368166565339
"352","dsbA","dsbA",869,406.419016376881,-1.15421071702117,0.219613474495527,-5.25564617413619,1.47505640294602e-07,4.00760433527681e-07,305.827712224259,198.126303205101,553.374271411125,568.347778667041
"353","dsbC","dsbC",1465,199.029549328481,-0.525127479338125,0.227299092405223,-2.31029289990275,0.0208719437520597,0.0336232164399264,159.375004961938,166.426094692285,232.697292585599,237.619805074104
"354","dsbG","dsbG",1304,86.3989190341657,0.851788774746695,0.283612040768426,3.0033589985772,0.00267017248311094,0.00483456842992709,111.99324673001,110.950729794856,62.8426330285184,59.8090665832779
"355","dsdA","dsdA",1432,54.3336774586574,0.849493808422548,0.351674529402464,2.41556819558681,0.0157106802064243,0.0259028742788881,64.6114884980828,75.2879952179383,35.7305256362147,41.7047004823938
"356","dusB","dusB",271,833.863047782737,-2.20784301107108,0.177096605031945,-12.4668850126903,1.13163820019469e-35,9.85903243785852e-35,305.827712224259,285.301876615345,1363.86468709893,1380.45791519241
"357","dusC","dusC",1969,24.6624249364645,-0.465464690652829,0.542352222438256,-0.858233213390803,0.390763699530588,0.468493318568634,17.2297302661554,23.7751563846121,28.5485104329555,29.0963026621352
"358","dxr","dxr",1354,171.918702524399,0.666132019397356,0.242260365786487,2.74965332127188,0.00596583456583275,0.0104027587961087,172.297302661554,249.639142038427,139.331094943229,126.407270454387
"359","dxs","dxs",724,319.690466316399,-1.42402501877447,0.224547284721996,-6.34176013545436,2.27154796687659e-10,7.40763086988346e-10,150.76013982886,194.163777140999,488.017933061465,445.820015234271
"360","eamA","eamA",1765,196.076491542466,-0.346179845709078,0.251149854598479,-1.3783796381747,0.168086106680508,0.224844927973189,215.371628326943,130.763360115367,221.565169020548,216.605808707006
"361","ebgR","ebgR",1877,16.806670958838,-0.729324491695468,0.663265283228227,-1.09959696389613,0.271507765405306,0.341518292020206,12.9222976996166,11.8875781923061,20.1096425691259,22.3071653743036
"362","ecpD","yagW",2107,0.888926732885585,-0.765943904412087,1.40364016118833,-0.545683947774501,0.58528320798348,0.655217474655759,0,0,1.61595342073333,1.93975351080901
"363","eda","eda",1621,185.886440920821,-0.437693600567762,0.244993899198102,-1.78654897938435,0.0740104142016495,0.107796784657677,189.52703292771,126.800834051265,212.228549256311,214.989347447999
"364","edd","edd",1157,138.660349427855,-1.03368419458707,0.28097293014684,-3.6789458473699,0.000234199985222906,0.000477913712282871,81.8412187642382,99.0631516025504,193.016658587592,180.72036875704
"365","efeB","efeB",1129,65.7694036209126,-1.67152616914847,0.436058964932117,-3.83325720504033,0.000126457610103061,0.000264452096947144,21.5371628326943,39.6252606410202,110.423483750111,91.4917072598251
"366","efeO","efeO",744,95.7157330682993,-3.12375407280396,0.501993365916629,-6.22269990978875,4.88671521045573e-10,1.55074389944704e-09,8.61486513307771,27.7376824487141,187.450596805066,159.059787886339
"367","elbB","elbB",1422,269.666926588908,0.478164835299228,0.195246555817474,2.44903083333382,0.014324118556539,0.0237828719493591,331.672307623492,297.189454807651,232.876842965681,216.929100958808
"368","emrA","emrA",1229,60.5708236272173,-1.39171767746558,0.418606733836411,-3.32464235515488,0.000885320235181298,0.00170076572438002,25.8445953992331,39.6252606410202,87.2614847195998,89.5519537490161
"369","emrB","emrB",585,132.195322823921,1.84646281297783,0.24230483030258,7.6204127283474,2.52865880431603e-14,1.02054075845986e-13,228.293926026559,186.238725012795,54.7628659248517,59.4857743314764
"370","emrD","emrD",1101,10.2177122914119,3.08699888993943,0.765176550645649,4.03436159581034,5.47509500566047e-05,0.000117408713064163,21.5371628326943,15.8501042564081,2.51370532114073,0.969876755404506
"371","emrK","emrK",325,69.2330922009297,4.40591354393368,0.382990009658439,11.5039907904204,1.2595403849818e-30,9.15007645828318e-30,94.7635164638548,170.388620756387,6.28426330285184,5.49596828062553
"372","emrY","emrY",1547,6.52633232320487,1.70814451732806,0.851005445251371,2.00720750596784,0.044727572739731,0.0682623136641919,8.61486513307771,11.8875781923061,2.69325570122222,2.90963026621352
"373","emtA","emtA",712,322.757539837649,1.16834046060866,0.18283992932445,6.38996342278952,1.65925439558112e-10,5.50157005193477e-10,486.73988001889,408.140184602508,198.941821130281,197.208273598916
"374","endA","endA",989,22.341839213006,2.71086810841348,0.586970552537789,4.61840563669325,3.86699760248341e-06,9.23152814910347e-06,43.0743256653885,35.6627345769182,7.72066634350369,2.90963026621352
"375","eno","eno",1244,6266.39856963846,0.409222960337254,0.125565159891154,3.25904861421741,0.0011178651076087,0.00212160733043741,6978.04075779294,7322.74816646053,5145.01614123484,5619.78921306551
"376","entA","entA",2059,62.9399808754256,-0.250227427831266,0.382062925719267,-0.654937736657362,0.512507842554407,0.587462536627703,47.3817582319274,67.3629430897343,78.8226168557702,58.1926053242704
"377","entB","entB",1838,95.4177435090907,-0.394641499622077,0.333061851606822,-1.18488952642931,0.236061128986011,0.303231950781269,77.5337861976993,87.1755734102444,125.146614916792,91.8149995116266
"378","entC","entC",1837,78.7507437151478,-0.40096161625407,0.337748062104479,-1.1871618559577,0.235163783385249,0.302243708531612,55.9966233650051,79.2505212820404,97.3163060041627,82.439524209383
"379","entE","entE",2133,124.384154692494,0.13100225691464,0.275048362311927,0.47628808189766,0.633869154967782,0.701624507678825,137.837842129243,122.838307987163,130.174025559074,106.686443094496
"380","envC","envC",742,117.947277872705,-2.37266077286247,0.380178985107175,-6.24090458917293,4.35047564845304e-10,1.38429555336895e-09,43.0743256653885,31.7002085128161,191.400705166859,205.613872145755
"381","envY","envY",2243,9.106017347608,-0.194240216118204,0.866274841651881,-0.224224699574343,0.822582465246752,0.865471123194109,12.9222976996166,3.96252606410202,6.28426330285184,13.2549823238616
"382","envZ","envZ",1570,211.442412840922,0.410035688975892,0.213024666082539,1.92482728181824,0.0542509697015217,0.0815837830989125,245.523656292715,237.751563846121,190.502953266451,171.991477958399
"383","epd","epd",1159,760.529637952729,0.544011744707388,0.148250743106884,3.6695380630583,0.000242989157273705,0.000494993442901827,861.48651330777,943.08120325628,609.393989996547,628.156845250318
"384","eptA","eptA",253,126.500288858596,3.45283848870509,0.265225777249828,13.0184875863431,9.60545844639257e-39,8.96382900866911e-38,262.75338655887,202.088829269203,22.0846967500222,19.0742428562886
"385","eptB","eptB",1184,69.661200946,-1.55639696032387,0.443067308875832,-3.51277769572488,0.000443448333975523,0.000884274929490042,12.9222976996166,55.4753648974282,116.169095912718,94.0780452742371
"386","era","era",716,546.023000751854,0.984367454914247,0.154308555025673,6.3792150393118,1.77997955093946e-10,5.86945770917329e-10,706.418940912372,744.954900051179,361.25536472394,371.462797319926
"387","eutA","eutA",2198,3.47175971395068,0.371817235459571,1.11934919183914,0.332172692999098,0.739758862035583,0.794256786387454,0,7.92505212820404,3.05235646138518,2.90963026621352
"388","eutB","eutB",2064,186.212846183385,0.151685528224684,0.234609659460652,0.646544258123882,0.517926944296022,0.592454222617688,189.52703292771,202.088829269203,162.49309397374,190.742428562886
"389","eutC","eutC",2350,35.1329546598005,-0.0102804476699224,0.44526111646668,-0.0230885817102148,0.98157961373504,0.986174241714225,30.152027965772,39.6252606410202,33.575921075237,37.1786089571727
"390","eutE","eutE",1993,6.46043604842641,0.723832113392141,0.885993731160356,0.816972048373483,0.413944401864018,0.490456687766249,8.61486513307771,7.92505212820404,5.74561216260739,3.55621476981652
"391","eutG","eutG",2047,3.33057089844923,-0.848589534673437,1.21631989808135,-0.697669696937476,0.485383783312965,0.559565972852495,4.30743256653885,0,4.48875950203703,4.52609152522103
"392","eutH","eutH",837,20.7694894874884,2.89207768032426,0.531224715066664,5.4441700438605,5.2047482963635e-08,1.46814942983444e-07,30.152027965772,43.5877867051222,4.48875950203703,4.84938377702253
"393","eutJ","eutJ",1973,4.79294204266382,0.872515837984612,1.01926462040844,0.856024844298999,0.391984037424942,0.469069595722397,12.9222976996166,0,2.69325570122222,3.55621476981652
"394","eutL","eutL",1866,24.0719792920538,-0.642138559305113,0.572004616442819,-1.1226107986653,0.261602827091445,0.330999075435638,21.5371628326943,15.8501042564081,33.0372699349925,25.8633801441202
"395","eutQ","eutQ",1705,14.5985676570558,1.05966238867849,0.704571927651686,1.50398042710885,0.132586406509923,0.183599123618727,4.30743256653885,35.6627345769182,11.3116739451333,7.11242953963304
"396","eutT","eutT",2088,8.77109295292902,0.46525911365049,0.78043450015587,0.596153954697757,0.55107238273124,0.623123513232021,8.61486513307771,11.8875781923061,6.82291444309628,7.75901404323605
"397","evgA","evgA",1553,52.2482499870785,-0.854113657379287,0.431945455911505,-1.97736460863307,0.0480004314307763,0.072974255381882,21.5371628326943,51.5128388333262,61.585780367948,74.3572179143455
"398","exbB","exbB",640,444.612709179635,-1.3640001037787,0.193629603796372,-7.04437791037949,1.86291907587132e-12,6.87242490333155e-12,262.75338655887,233.789037782019,626.271725724206,655.636686653446
"399","exoX","exoX",2092,69.9015174727728,0.199340870595523,0.340296181991196,0.585786385933298,0.558019073568037,0.629772004155897,94.7635164638548,55.4753648974282,68.5882451911258,60.7789433386824
"400","exuR","exuR",272,496.991899269661,2.00645694497261,0.161218229065258,12.4455959887789,1.47777159254553e-35,1.28272747426471e-34,801.182457376227,792.505212820404,206.12383633354,188.156090548474
"401","exuT","exuT",1430,149.472513244737,0.676388884287341,0.279058619069692,2.42382366307926,0.0153580608288307,0.025356910221587,206.756763193865,162.463568628183,132.328630120052,96.3410910368476
"402","fabB","fabB",1830,904.64596807218,0.207944384207058,0.173783263409918,1.19657313441376,0.231472977090908,0.298638086836959,1016.55408570317,923.26857293577,760.934510785317,917.826702864464
"403","fabD","fabD",591,985.324839588597,-1.26397077163495,0.166921085494957,-7.5722654683619,3.66770984879158e-14,1.4652221578675e-13,516.891907984662,637.966696320425,1419.88440568435,1366.55634836495
"404","fabF","fabF",2265,1385.72759975261,-0.0315675263926732,0.164955850617911,-0.191369546908605,0.848236077170428,0.884053436599971,1206.08111863088,1533.49758680748,1394.74735247294,1408.58434109914
"405","fabG","fabG",1452,3094.07667538607,0.299827240786743,0.126947474640825,2.36182123067078,0.0181854091980225,0.0295700765265365,3295.18591340222,3534.573249179,2851.26003569392,2695.28750326912
"406","fabH","fabH",1367,821.812963085636,-0.418971459148929,0.155602303144274,-2.69257877732349,0.00709017832866245,0.0122457286276313,745.185834011221,661.741852705037,963.467339517227,916.85682610906
"407","fabI","fabI",1273,1338.63177664167,-0.443366396695289,0.141119178386305,-3.14178697583967,0.00167920159888515,0.00311437154357253,1098.39530446741,1168.9451889101,1495.29556531857,1591.8910478706
"408","fabR","fabR",813,445.906221743834,-1.22480280707585,0.216246518079365,-5.66391920644168,1.47954090820235e-08,4.29667415038836e-08,275.675684258487,257.564194166631,691.089412933621,559.295595616598
"409","fadA","fadA",477,637.188371432277,2.03990633601296,0.221421239840306,9.21278526614783,3.1777027575005e-20,1.57286293720308e-19,1063.9358439351,990.631516025504,292.12846839257,202.057657375939
