"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"402","tolA",816.068312289484,-1.28457957206637,0.122538795324747,-10.4830439099881,1.03362360511973e-25,6.06803907483227e-25,1138.84652902436,1178.24492668883,489.667683771454,457.514109673294
"403","yddV",397.55952805667,1.71700970825391,0.163865732876305,10.478149873775,1.08852322104014e-25,6.37447841601673e-25,206.581463404419,162.399387242578,642.688834950033,578.568426629652
"404","zipA",2962.33439006428,0.931760481758873,0.0889627401622897,10.4736036688968,1.14210587229496e-25,6.67170757083192e-25,1958.69831968634,2114.58951087407,3875.60842894111,3900.44130075559
"405","ygbJ",128.45713822023,2.85853394088665,0.272981758442638,10.4715199916456,1.16753039653531e-25,6.8033870020329e-25,36.4901730230028,23.7823370438921,211.44740890131,242.108633912716
"406","feoB",1158.81099844261,1.10184345992497,0.105581341029477,10.4359676547141,1.69874054189068e-25,9.87445241099016e-25,715.678232193087,756.27831799577,1578.90005988807,1584.38738369351
"407","exuR",593.113674477051,1.38105840712933,0.132741841443554,10.4040925763155,2.37508090494522e-25,1.37719679009109e-24,328.411557207025,327.5167558616,806.838797123418,909.68758771616
"408","serS",4261.49545408756,0.854230238208741,0.0821604063815234,10.3971033716898,2.55584661118292e-25,1.47838186333129e-24,2984.54302257496,3083.54987157664,5450.33518470612,5527.55373749252
"409","ltaE",348.579955496229,-1.80269088595317,0.173662311483827,-10.3804381650249,3.04374983876646e-25,1.75629575048627e-24,540.878532389348,543.596275288963,146.065644306826,163.779369999778
"410","sucC",22266.1760491464,-0.870186639741342,0.0838670750260511,-10.3757838158901,3.19578936073963e-25,1.83952753447452e-24,27632.4777972578,29956.9112358306,16485.9423874304,14989.3727760667
"411","ymcC",346.14452322072,-2.15380123667241,0.207591233877459,-10.3752032127898,3.21527576002234e-25,1.84624106901526e-24,662.120075014164,469.531282780842,114.070312696759,138.856422391116
"412","ygjG",178.904607335743,2.2347749874322,0.216041705497091,10.3441832320764,4.44691920717452e-25,2.54726440022618e-24,62.9749760235694,61.1545809700083,310.215606480211,281.273265869184
"413","mraW",1129.54721813085,1.11910003805353,0.108307766474944,10.3325927075823,5.01854443360043e-25,2.8677396763431e-24,720.38664161541,701.239195122762,1480.13186230917,1616.43117347607
"414","livJ",7554.97126320703,-0.824564882336956,0.0798837771820924,-10.3220567607537,5.6010271026508e-25,3.19285602953041e-24,9480.97092302504,9839.77207807434,5572.75210564899,5326.38994607975
"415","rfaE",612.022776841518,-1.46886090462478,0.142693007353122,-10.2938534401324,7.5109007398541e-25,4.27125921591703e-24,876.352703729858,921.395686614792,290.740187239301,359.602529782122
"416","gltK",839.77782791698,-1.2710657587628,0.12399861754058,-10.2506445956692,1.17556924480884e-24,6.66909475420397e-24,1198.29019798119,1176.20644065649,457.672352161387,526.942320868852
"417","dacC",1003.63089794053,1.12489856764509,0.109900092482726,10.2356471430804,1.37274319310346e-24,7.76900224394286e-24,619.155839035467,642.123100185088,1409.18569221728,1344.05896032427
"418","znuB",221.748084243369,-2.26785789071492,0.22175362487795,-10.2269259046526,1.50211994637128e-24,8.48086859673734e-24,358.427667274334,377.119915981718,69.555068717536,81.8896849998891
"419","pepT",642.015384853432,1.29427339523618,0.126637022912788,10.2203397195109,1.60776430401399e-24,9.05566529229837e-24,383.14681674153,358.773541690716,898.651487830566,927.489693150918
"420","aceA",3403.65428196546,0.903520125731696,0.0885519631092236,10.2032760653455,1.91695061759563e-24,1.07714368036326e-23,2264.74493213734,2476.08103394123,4457.08880341971,4416.70235836359
"421","cysB",542.828206856598,1.35624699560942,0.133153942867185,10.1855564049066,2.3004011599918e-24,1.28953604218068e-23,309.577919517734,298.97795140893,790.145580631209,772.611375868519
"422","yfbG",261.946187672856,-2.03777493348116,0.20082761592476,-10.1468860450179,3.42105331279274e-24,1.91319569151442e-23,421.991194475694,423.32559938128,109.897008573707,92.5709482607442
"423","yncC",198.261361315684,2.11263829227321,0.208718985806228,10.1219267816611,4.41634687712568e-24,2.46396657920015e-23,78.2773066461189,69.3085250993428,346.384242213329,299.075371303943
"424","gnd",1928.65082698678,-1.09965000295425,0.1086813290391,-10.1181133197095,4.59181314903064e-24,2.55582052634724e-23,2498.9883008979,2767.58453656493,1322.93740700754,1125.09306347674
"425","fucP",213.271095338044,2.04121370696626,0.20248271473164,10.0809281901993,6.70893311948682e-24,3.72543109693856e-23,90.0483302019263,74.7444878522324,326.908822972419,361.382740325598
"426","dxs",445.72406461089,-1.57852877479886,0.156764129468081,-10.0694513480539,7.53974988516242e-24,4.17695064060641e-23,653.291807347308,685.610802208205,239.269436388324,204.724212499723
"427","rffD",151.03391071922,-2.92984647161092,0.291168066071953,-10.0623894341727,8.10079357308814e-24,4.47725359074661e-23,279.561809450425,257.528735418146,40.3419398561709,26.7031581521378
"428","dnaX",367.219224472397,-1.70437247527,0.169489788030069,-10.0559006833357,8.6526550201981e-24,4.77109015132419e-23,570.306091278867,556.506686827076,183.625381414295,158.438738369351
"429","fumA",22370.1811237006,0.846259355172405,0.0841986779234169,10.0507439789271,9.11764436914793e-24,5.01576706554525e-23,15308.8046855053,16656.4693701979,27378.2661485965,30137.1842905027
"430","ydcJ",244.627469947524,1.99769390366561,0.198860948506524,10.0456822652642,9.59811649502149e-24,5.25558118984936e-23,102.996456113314,91.7318714550125,443.76133841788,340.020213803887
"431","ydeN",1203.42003549936,-1.25486171319636,0.1249138466971,-10.0458175484679,9.58495467169234e-24,5.25558118984936e-23,1639.70358132396,1751.05950177457,621.822314334772,801.094744564133
"432","aroC",527.745765629291,-1.43043171036184,0.14264897741776,-10.0276338201338,1.15245224945558e-23,6.2958039553592e-23,781.007412927818,760.355290060437,286.566883116248,283.05347641266
"433","pdxJ",580.173384403591,-1.4080239963956,0.140547764551827,-10.0181173345976,1.26897065566726e-23,6.91632967061141e-23,828.680058328838,860.241105644784,338.037633967225,293.734739673515
"434","ulaR",310.174621731667,1.70778310557971,0.170778297099,10.0000007880961,1.52395847671333e-23,8.28696314526145e-23,154.200408581076,134.540078134018,453.499048038335,498.458952173238
"435","yeiH",308.875462533831,1.67460535696581,0.167596031774337,9.991915317068,1.65355361606701e-23,8.97100352624861e-23,153.023306225496,139.976040886908,461.845656284439,480.65684673848
"436","ybeZ",1094.7064092594,1.05882559828522,0.10627773717154,9.96281654525827,2.21691458361924e-23,1.19998128838106e-22,699.198799214957,719.585569413765,1471.78525406306,1488.25601434581
"437","nadR",380.314023539436,-1.64468518883576,0.165452134050352,-9.94054986522707,2.77292235994023e-23,1.49750498156955e-22,575.60305187898,579.609528526857,193.36309103475,172.680422717158
"438","yliJ",523.801560002612,-1.42478725813783,0.143623374397166,-9.92030206864391,3.39726460242205e-23,1.83048960313151e-22,751.5798540383,777.342673663217,292.131288613651,274.152423695281
"439","kbl",560.692890141083,1.30022932070133,0.13121585621847,9.90908689066129,3.80104065402397e-23,2.04338404179876e-22,325.468801318073,320.721802420488,790.145580631209,806.43537619456
"440","msbA",696.908495166296,-1.3161115830149,0.132985841680633,-9.89662934326161,4.30541592443778e-23,2.30926854128936e-22,976.994955132011,1015.84553944625,429.850324674373,364.943161412549
"441","yfeU",316.939213126189,1.63849975514708,0.165677698898717,9.88968199123007,4.61491547990733e-23,2.46965998471231e-22,158.320266825609,148.129985016242,464.627859033141,496.678741629762
"442","rlpA",387.59047609045,-1.61534342391566,0.163474828999255,-9.88129752943812,5.01789082789546e-23,2.67923582665912e-22,570.306091278867,599.994388850193,187.798685537347,192.262738695392
"443","trmU",313.181508665664,-1.780115577826,0.180429742077548,-9.86597640349623,5.84628451445699e-23,3.11449919957528e-22,494.971540521699,477.005731566065,141.892340183774,138.856422391116
"444","lepB",624.319066848838,-1.32966948231667,0.135259217295875,-9.83052770006842,8.31817541890883e-23,4.42137251996055e-22,876.941254907648,909.844265764902,336.646532592874,373.844214129929
"445","rffE",144.729222594457,-2.84453182837298,0.289407896660928,-9.82879825046948,8.46225183215837e-23,4.48784591548174e-22,253.077006449858,256.849240074035,33.3864329844173,35.604210869517
"446","bglX",892.642253225196,-1.2239125023635,0.124986140721796,-9.79238574209424,1.21397079766938e-22,6.42370197869894e-22,1185.93062324759,1318.22096757574,566.178259360743,500.239162716714
"447","pyrH",766.044468894004,-1.32704927883674,0.135679881784354,-9.78073728679923,1.36214622670409e-22,7.19164450787844e-22,1001.12555342142,1191.15533822694,421.503716428268,450.39326749939
"448","yfgM",793.342981276979,-1.22104894036747,0.125358530826228,-9.74045350020959,2.02647955698227e-22,1.0675204809103e-21,1059.39212002266,1163.29602911838,477.147771402297,473.536004564576
"449","treA",141.676792020091,2.43447136896778,0.250078627154741,9.7348237898851,2.14188590780974e-22,1.12580194708931e-21,48.2611965788102,38.7312346143386,264.309261126637,215.405475760578
"450","ymcB",108.878293117831,-3.99870859973929,0.411079951464311,-9.72732575620744,2.30574925854442e-22,1.20923738892552e-21,210.112770471161,201.810117201028,11.1288109948058,12.461473804331
"451","artI",927.65989159074,-1.13486595603368,0.116703325279655,-9.72436692197253,2.37377367313471e-22,1.24215207729444e-21,1277.74460698289,1274.73326555262,600.955793719511,557.205900107941
"452","fhuA",5796.47519825886,0.778268985431698,0.0803308815374455,9.68829135864661,3.38138011580792e-22,1.76276418179865e-21,4371.16959744906,4164.62696405757,7322.75763458219,7327.3465969466
"453","metC",567.408805686447,-1.43167187181769,0.147774439721423,-9.6882239886452,3.38361090828301e-22,1.76276418179865e-21,811.023522995127,849.369180139005,342.210938090277,267.031581521378
"454","tolQ",392.576960859424,-1.70699486719211,0.176208467567824,-9.68736003867165,3.4123479263049e-22,1.77381962688977e-21,601.499303701756,605.430351603083,215.620713024362,147.757475108496
"455","hisS",1455.17193087297,-1.00213413711253,0.103522096024482,-9.68038878265694,3.65324076083459e-22,1.89486773529003e-21,1921.61959548555,1964.42103982549,1007.15739502992,927.489693150918
"456","acrA",1450.86213528854,-1.0333564263234,0.107181829665443,-9.64115307183051,5.35826651573183e-22,2.77313793358051e-21,1863.3530288843,2039.16552767772,987.681975789012,913.248008803111
"457","aqpZ",143.768779124786,2.35305472692515,0.244181489013096,9.63649921390622,5.60674977153292e-22,2.89401334703022e-21,52.3810548233427,40.090225302561,247.616044634428,234.987791738812
"458","yeaZ",159.725797820563,-2.57982323480575,0.267718618626963,-9.63632357001088,5.61634793618576e-22,2.89401334703022e-21,277.207604739263,271.11864230037,38.9508384818202,51.6261057607997
"459","insF",107.798583727523,2.69469723651284,0.279750817960473,9.63249100095064,5.82987644824704e-22,2.99749638733399e-21,25.8962518227762,30.5772904850042,187.798685537347,186.922107064964
"460","mglC",1386.27136992201,-1.02538522492331,0.106529685567239,-9.6253473335948,6.24954272607885e-22,3.20628713772741e-21,1840.39953295048,1882.20210318803,962.642151050699,859.841692498836
"461","pyrE",107.140709424138,-3.80308869677979,0.396946786620427,-9.58085271116306,9.62469835909618e-22,4.92717746799717e-21,198.341746915354,203.848603233361,13.9110137435072,12.461473804331
"462","ydhS",91.588763709359,2.93742306824555,0.306666584814522,9.57855604001382,9.84111240001008e-22,5.02706174545969e-21,20.5992912226629,20.3848603233361,166.932164922086,158.438738369351
"463","yceH",568.158210853123,1.35764031537244,0.141817365514335,9.57315989088233,1.03687176748598e-21,5.28513471115964e-21,297.218344784136,340.427167399713,881.958271338357,753.029059890285
"464","gidA",449.733821417915,-1.52591456461961,0.159624539932209,-9.55939835609021,1.18443236935209e-21,6.02426808549768e-21,643.874988502663,691.046764961094,205.883003403907,258.130528803998
"465","yliA",534.887691443936,-1.35696806812339,0.142198953218893,-9.54274301889229,1.39103417055468e-21,7.0598723494818e-21,759.231019349575,782.099141071996,311.606707854561,286.613897499612
"466","serC",2571.31671691517,-0.940355288804422,0.098638938513287,-9.53330705883208,1.52350950561276e-21,7.71562753915473e-21,3161.69692708986,3603.36380982171,1766.69874542542,1753.50738532371
"467","uxuR",388.506245621511,1.43225577584119,0.150920200802359,9.49015286374306,2.30695713573709e-21,1.16582844546885e-20,210.701321648952,207.925575298028,555.049448365938,580.348637173127
"468","ugpB",819.043416930195,1.10573190096743,0.116728612044112,9.47267239457601,2.7277407197034e-21,1.37552737147436e-20,526.753304122379,511.659994115736,1151.8319379624,1085.92843152027
"469","hflK",2215.82532987144,-0.956588039622776,0.101316752079581,-9.44155847861572,3.67275412410054e-21,1.84812361042159e-20,2782.66996859286,3071.99845072675,1584.46446538547,1424.16843478068
"470","araG",776.336493351705,1.13863661911606,0.120839858105802,9.42269079891769,4.39673342352193e-21,2.2077214637259e-20,467.309635165552,502.14705929818,1108.70779535752,1027.18148358557
"471","tyrA",653.721002445326,-1.32311695543007,0.14043122081524,-9.42181480549004,4.43357687081521e-21,2.22149499259531e-20,865.170231351841,1006.33260462869,390.899486192553,352.481687608218
"472","menB",265.040255297848,-1.8687817270301,0.198388000774559,-9.41983244820194,4.51808415640571e-21,2.25904207820286e-20,391.975084408385,442.351469016394,115.46141407111,110.373053695503
"473","potE",205.76049348478,1.88390532959919,0.200291996107725,9.40579437126359,5.16386491995633e-21,2.57647382898455e-20,88.8712278463456,84.9369180139005,307.433403731509,341.800424347363
"474","guaA",902.422497627535,-1.12603250552911,0.11989851446951,-9.3915467636211,5.9125503897328e-21,2.94380145986696e-20,1198.29019798119,1277.45124692906,541.13843462243,592.810110977458
"475","metG",976.52551169001,-1.19104478675071,0.1269720387333,-9.38037065981477,6.57412070854769e-21,3.26629997308896e-20,1258.32241811581,1458.19700846264,552.267245617236,637.315374564355
"476","yjeP",297.121305983163,-1.72815133343219,0.184664153683956,-9.35834756749726,8.09934268083546e-21,4.01564048881758e-20,444.356139231728,470.890273469064,143.283441558124,129.955369673737
"477","mreC",133.584257818136,-2.84572654223659,0.304316705594029,-9.35120054182273,8.66584274432725e-21,4.28750290914304e-20,241.894534071841,230.348921653698,38.9508384818202,23.1427370651861
"478","focA",1800.83340636111,0.977886505592678,0.104627803777415,9.34633501122735,9.07374481638678e-21,4.47992421896921e-20,1240.07733160431,1185.03988012994,2570.75533980013,2207.46107391005
"479","yphB",130.954838765377,2.35034500139681,0.252221867833731,9.31856155686786,1.17928177248269e-20,5.81024004814018e-20,40.6100312675354,44.1671973672282,237.878335013973,201.163791412771
"480","ompN",177.080620427152,1.98971007356592,0.213669567485732,9.31208920848673,1.2534218123448e-20,6.1626572440286e-20,72.9803460460056,67.9495344111204,275.438072121443,291.95452913004
"481","truB",426.61928889561,-1.53249988956864,0.16461252133234,-9.30974069994738,1.2814480749487e-20,6.28735438020566e-20,585.608421901416,685.610802208205,232.31392951657,202.944001956247
"482","mukF",630.07298551142,-1.25532685103312,0.134910773225056,-9.30486736547728,1.34159675258448e-20,6.56881397530988e-20,857.519066040566,921.395686614792,385.33508069515,356.04210869517
"483","amyA",305.419794629298,1.59369057189691,0.171292434620042,9.30391686843614,1.35364943407356e-20,6.61410489526627e-20,151.257652692125,150.847966392687,422.894817802619,496.678741629762
"484","purN",183.583284698453,-2.21893947903543,0.238592123142136,-9.30013719570087,1.40264576381314e-20,6.83934711280788e-20,293.687037717394,312.567858291154,63.9906632201332,64.0875795651306
"485","frsA",382.929628169811,1.41780063392165,0.152750457112384,9.28180943431492,1.66624469218322e-20,8.10791231660289e-20,216.586833426855,199.092135824583,560.61385386334,555.425689564465
"486","yfiE",187.913907516291,1.92879359349508,0.208048374690551,9.2708899858696,1.84599100749829e-20,8.96407155904521e-20,73.568897223796,81.5394412933445,292.131288613651,304.41600293437
"487","yjaH",265.148622825584,-1.87955066225565,0.202754916247638,-9.27006208796452,1.86037598628505e-20,9.01537438938957e-20,448.47599747626,385.953355455164,101.550400327603,124.61473804331
"488","yphC",137.751942512549,2.39984062173188,0.259018427511256,9.26513470408429,1.94831245087096e-20,9.42216677060548e-20,48.2611965788102,38.0517392702274,267.091463875338,197.603370325819
"489","oppC",258.541120558661,-1.83018449843139,0.197983632500589,-9.2441202099166,2.37183860070511e-20,1.14469102201719e-19,387.266674986062,421.287113348946,109.897008573707,115.71368532593
"490","bcsE",355.926506742557,1.49118685790067,0.161379272831498,9.24026259219589,2.45893031279885e-20,1.18430113024598e-19,198.930298093144,173.271312748357,549.485042868535,502.01937326019
"491","ydiP",205.482469378963,1.87807982140942,0.203961622417719,9.20800589418268,3.32239457326898e-20,1.5969147032413e-19,81.2200625350708,93.0908621432349,300.477896859756,347.141055977791
"492","pflB",15275.578157731,0.696548757021117,0.075648501637593,9.20770064102594,3.3318540409322e-20,1.59820640987805e-19,11583.2757300922,11726.7306486712,19327.9624952289,18464.3437569315
"493","degP",2823.43520523702,-0.849912879799555,0.0925045442910564,-9.18779597600512,4.00972524891552e-20,1.9194627966411e-19,3506.58791727501,3761.68622499962,2079.69655465433,1945.7701240191
"494","cysS",402.228446603059,-1.48725757724509,0.161956500854267,-9.18306810409149,4.18980187547957e-20,2.00160575427769e-19,562.654925967592,625.135716582308,212.83851027566,208.284633586675
"495","uxaA",391.333268625468,1.39861087065344,0.152641187131793,9.16273580502128,5.05979714458298e-20,2.41234772953855e-19,203.050156337677,226.271949589031,559.22275248899,576.788216086176
"496","fliY",2358.94468159526,-0.940345990274873,0.102637649813641,-9.16180360698298,5.10370575458285e-20,2.42837612516442e-19,2910.38557417337,3298.27040031578,1694.36147395918,1532.76127793271
"497","fliR",94.9078124732408,2.88059594596324,0.31486591861355,9.14864320231095,5.76530696251858e-20,2.7376507910551e-19,26.4848030005666,16.9873836027801,147.456745681176,188.70231760844
"498","uidA",317.495257312217,1.56737392321239,0.171477702627774,9.14039492711587,6.22246738252144e-20,2.94879980376518e-19,160.67447153677,159.001910522022,523.054116755871,427.250530434204
"499","serA",2878.2907751919,-0.911420786088585,0.0999601073601128,-9.11784521004097,7.66327678772965e-20,3.62431527435711e-19,3483.63442134119,4035.52284867644,1950.32412683971,2043.68170391028
"500","srlE",87.4091264603464,2.85074462958388,0.313001308718736,9.10777223665084,8.40908751922415e-20,3.9690893090738e-19,18.2450865115014,23.1028416997809,151.630049804229,156.658527825875
"501","ispH",358.401829855647,-1.59301903823707,0.174953239861935,-9.10539890255365,8.59499983205795e-20,4.04127462276405e-19,539.701430033767,540.878293912518,201.709699280854,151.317896195447
"502","codB",140.774893229348,-2.7047138886587,0.297045597272033,-9.10538285535245,8.59627059587947e-20,4.04127462276405e-19,216.586833426855,274.516119020926,41.7330412305216,30.2635792390895
"503","ispD",169.929797640313,-2.25668100843394,0.247972730899434,-9.10052085263014,8.9899651424892e-20,4.21795581238062e-19,275.441951205892,288.10602590315,55.6440549740288,60.5271584781789
"504","asnA",306.571574635923,-1.66281071505879,0.182998792821163,-9.08645728982369,1.02318668755424e-19,4.79111226711905e-19,462.601225743229,469.531282780842,132.154630563318,161.999159456302
"505","lsrF",298.077076938749,-1.68817302857051,0.185897427259019,-9.0812070584404,1.07377333724572e-19,5.01802985326712e-19,442.001934520566,470.890273469064,153.021151178579,126.394948586785
"506","sbp",170.287534730823,-2.37448226367924,0.261687313889794,-9.07373853315341,1.15001865243385e-19,5.36372335917764e-19,251.311352916487,321.401297764599,51.4707508509767,56.9667373912272
"507","htrG",329.328247585606,-1.59069177741931,0.175318591821108,-9.07314940700881,1.15625577469784e-19,5.38217678163098e-19,479.66920989915,511.659994115736,171.105469045139,154.878317282399
"508","oppD",340.749932957129,-1.61322684786359,0.177931172958846,-9.06657794155451,1.22813555125674e-19,5.70551161607461e-19,479.66920989915,550.391228730075,178.060975916892,154.878317282399
"509","ydcI",2433.86219112303,0.802054719138879,0.0886046679465304,9.05205941997196,1.40296921759505e-19,6.50492603835821e-19,1781.54441517144,1764.6494086568,3063.20522632029,3126.04971434359
"510","yfdZ",808.700593787563,1.0637011013735,0.117644645385294,9.04164484401144,1.54331796274997e-19,7.14162821978419e-19,509.685319966459,535.442331159629,1062.80145000395,1126.87327402021
"511","tyrS",2042.04314234677,-0.872879917732828,0.09657188346258,-9.03865479719109,1.58611591008313e-19,7.32531026965985e-19,2547.24949747671,2739.04573211226,1464.82974719131,1417.04759260678
"512","macB",502.840424293265,1.22974287505363,0.136316885416957,9.02120725024029,1.86027777348023e-19,8.57471786213544e-19,297.218344784136,303.054923473597,715.02610641627,696.062322499058
"513","tbpA",136.239116096822,-2.57594645982664,0.285654114726905,-9.01771172555776,1.92058941123037e-19,8.83546005946137e-19,238.951778182889,229.669426309587,38.9508384818202,37.3844214129929
"514","gpp",407.029950425164,-1.43439659505154,0.159073345539389,-9.01720266326053,1.92953243960738e-19,8.85933182387824e-19,589.728280145949,601.353379538415,232.31392951657,204.724212499723
"515","feaB",415.675754382478,1.36886818884923,0.15236479694996,8.9841499890476,2.60741904816122e-19,1.19485610750689e-18,238.951778182889,222.874472868475,556.440549740288,644.436216738258
"516","yjcC",117.741569332311,2.35177519516717,0.261872208941724,8.98062152021071,2.69241501844812e-19,1.23141462084061e-18,35.9016218452124,40.090225302561,204.491902029556,190.482528151916
"517","tnaA",475.857575038253,-1.35485830773643,0.150976969982226,-8.97394024993306,2.86092509235893e-19,1.30595420076733e-18,696.844594503796,674.738876702425,287.957984490599,243.888844456192
"518","otsA",206.651649397813,1.7835132865687,0.199372592637248,8.9456292009692,3.69836749848561e-19,1.68497052054557e-18,97.1109443354107,87.6548993903453,333.864329844173,307.976424021322
"519","nuoL",2074.86592582249,-0.834434482551523,0.093319672524833,-8.94167821184193,3.8330435046934e-19,1.74296390579507e-18,2621.4069458783,2697.59651612148,1481.52296368352,1498.93727760667
"520","yigA",154.671165481578,-2.35490171105709,0.263782139995016,-8.92744941375331,4.35943381073007e-19,1.97851226794673e-18,271.91064413915,248.015800600589,54.2529535996781,44.5052635868963
"521","ybiT",815.256773993619,-1.07672393627754,0.120874179237751,-8.90780763160098,5.20516126562408e-19,2.35780817406388e-18,1080.57996242312,1133.39823397749,527.227420878923,519.821478694948
"522","yfgB",432.403039159114,-1.37627365267241,0.154809404413409,-8.89011657842928,6.10448279194516e-19,2.75988110900203e-18,606.796264301869,644.161586217421,249.007146008779,229.647160108385
"523","deoC",344.758447502742,1.43438774660045,0.161379443762115,8.88829279096315,6.20549805530029e-19,2.80018650296533e-18,175.38825098153,196.374154448138,523.054116755871,484.217267825431
"524","envC",204.3078692495,-2.04515239840341,0.230381322393987,-8.87724915002391,6.85341725178123e-19,3.08665357141292e-18,353.130706674221,307.811390882375,90.4215893327968,65.8677901086065
"525","pncB",399.238676908183,-1.42368996316784,0.160384880301502,-8.87670932878145,6.88674628627438e-19,3.09575642583001e-18,560.30072125643,604.07136091486,210.056307526959,222.526317934481
"526","glyQ",837.737126551757,-1.08806205571753,0.122611952033046,-8.87402930690047,7.05459841138598e-19,3.16518103628725e-18,1112.95027720159,1169.41148721538,564.787157986393,503.799583803666
"527","acs",10914.0980541535,-0.778467643823553,0.0878766239127868,-8.85864305160544,8.09942565170861e-19,3.62706727476894e-18,13183.5463825042,14406.6602858457,8471.80736979589,7594.37817846798
"528","cobB",447.686211265406,-1.33795605768711,0.151609220644678,-8.825030905098,1.09429586830922e-18,4.89117092653364e-18,631.515413769065,652.315530346756,243.442740511376,263.471160434426
"529","potC",172.924403518456,-2.24035517847134,0.254473566180017,-8.80388172375627,1.32163670539305e-18,5.89614862897466e-18,275.441951205892,295.580474688374,45.9063453535738,74.7688428259857
"530","yeeN",607.408559138796,-1.18680291840622,0.134851260843317,-8.80082923203187,1.35808873906445e-18,6.04733853621149e-18,842.805286595807,848.010189450782,388.117283443851,350.701477064743
"531","rob",1154.23527885703,1.07854153444251,0.122623221113705,8.79557333959125,1.42319398644608e-18,6.32530660642704e-18,755.111161105042,724.342036822543,1391.10137435072,1746.38654314981
"532","rluC",382.497304063666,-1.41557068132304,0.161238808410072,-8.77934223951147,1.64433460692909e-18,7.29441667735462e-18,565.009130678753,549.032238041853,205.883003403907,210.06484413015
"533","rihA",1080.37675677722,-0.989999094169466,0.11342607229674,-8.72814401594965,2.58885862812984e-18,1.14628637192991e-17,1426.05950378606,1452.08155036564,765.105755892896,678.260217064299
"534","potG",276.299063809039,-1.65176889637665,0.189316886399208,-8.72488940523566,2.66440896984444e-18,1.17752905783387e-17,427.876706253597,411.094683187278,123.808022317214,142.416843478068
"535","map",1087.53517145868,0.926127428236937,0.106433936267688,8.70142983256456,3.27728399071798e-18,1.44568041459709e-17,756.876814638413,741.329420425323,1406.40348946858,1445.53096130239
"536","ubiG",174.883068595957,-2.10112082104931,0.241556547998908,-8.6982565302217,3.37021977488851e-18,1.48390273670464e-17,285.447321228328,282.670063150261,58.4262577227303,72.9886322825099
"537","frmA",150.391895543304,-2.3181364406127,0.266784507443465,-8.68917188193149,3.65090936950755e-18,1.60449648268861e-17,234.243368760566,268.400660923925,47.2974467279245,51.6261057607997
"538","mrdA",219.221508253151,-1.85614993023088,0.214503050679746,-8.65325655905065,5.00503375960143e-18,2.19551666778055e-17,326.645903673654,362.850513755383,100.159298953252,87.2303166303167
"539","groL",24312.9371328542,0.71352126363209,0.0826471684067749,8.6333419206846,5.95849823082902e-18,2.60891573743163e-17,17793.0792069584,19036.0620652754,31673.9871925916,28748.6200665915
"540","miaB",261.882565787794,-1.6722633777485,0.193887989304541,-8.62489411410556,6.41519822424635e-18,2.80367922392989e-17,409.631619742096,390.030327519831,132.154630563318,115.71368532593
"541","rnc",266.131455196883,-1.64365320424601,0.190585586900153,-8.62422615990952,6.45274874440064e-18,2.81487745596775e-17,406.688863853144,400.90225302561,125.199123691565,131.735580217213
"542","nadA",375.462364564101,-1.51168683339036,0.175309012853873,-8.62298411691139,6.52315061603105e-18,2.84033864461869e-17,546.175492989461,570.0965937093,225.358422644817,160.218948912827
"543","gpsA",1095.04248495053,-0.974084390716529,0.11326761566059,-8.59984899510378,7.98210542671965e-18,3.46920235857429e-17,1387.2151260519,1517.99259874443,753.976944898091,720.98527010772
"544","lsrB",250.833378507931,-1.76292646967489,0.205314740757435,-8.58645834766274,8.969131029878e-18,3.88388059275451e-17,391.975084408385,386.632850799275,132.154630563318,92.5709482607442
"545","yghB",313.569208148383,1.44257030457006,0.168005216761426,8.5864613752951,8.96889478361219e-18,3.88388059275451e-17,168.325636848045,167.155854651356,425.677020551321,493.118320542811
"546","astB",141.062365725764,2.08109699611833,0.242619659459621,8.57761073753665,9.68641097880155e-18,4.18680034981166e-17,60.0322201346175,46.2056833995619,233.705030890921,224.306528477957
"547","cadC",107.611210091645,2.34155460446647,0.273797198907864,8.55214959760938,1.20817047766839e-17,5.21258195118353e-17,34.1359683118413,35.3337578937826,166.932164922086,194.042949238868
"548","nuoH",1282.0379006897,-0.908665472410025,0.106532125133945,-8.52949728795459,1.46985043316487e-17,6.33001281435967e-17,1627.34400659037,1719.12322060135,866.656156220499,915.028219346587
"549","glnH",11031.9042949776,0.666696154361754,0.0781775000054821,8.52797997269038,1.48925315384374e-17,6.40188969594031e-17,8361.54658286776,8686.66847911763,13184.8588260961,13894.543291829
"550","gltS",339.888852694735,1.36382456216295,0.160242644799105,8.51099633229827,1.72445092342632e-17,7.39946214415657e-17,197.164644559773,182.104752221803,504.969798889312,475.316215108052
"551","gsk",182.02091927045,-1.98687444859818,0.23346457268253,-8.51038950265044,1.73350035714373e-17,7.42479281825625e-17,302.515305384249,280.631577117927,73.7283728405882,71.208421739034
"552","argP",493.168931992856,1.16752420459314,0.137936001168936,8.46424569872246,2.57815800527846e-17,1.10225595877847e-16,302.515305384249,304.413914161819,705.288396795815,660.458111629541
"553","ydcT",53.2840145889273,3.76082117758095,0.444584437553767,8.45918313802005,2.69256904725979e-17,1.14908914132606e-16,7.06261413348442,6.11545809700083,80.6838797123418,119.274106412882
