"","Gene","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_batch1","K12_IAI1ref_batch2","K12_batch1","K12_batch2"
"415","fbaA","fbaA",1331,23411.0057202558,-0.0305593165701345,0.0568664497645694,-0.53738745247245,0.591000008713837,0.999915178638161,23233.2670910496,24221.0108126796,22602.7236544554,23587.0213228386
"416","fbaB","fbaB",978,2063.40131752151,-0.00609636405774886,0.0635586363380878,-0.0959171626231947,0.923586363625645,0.999915178638161,2103.15289084466,2036.54213363755,2073.30280291551,2040.60744268832
"417","fbp","fbp",1899,968.591611367552,-0.0359318853212751,0.0676792339098891,-0.530914480638423,0.595478042667048,0.999915178638161,1010.19496493117,967.121106096345,968.006695861786,929.043678580905
"418","fdhD","fdhD",1753,417.63025405253,-0.0203619149764349,0.0682652227847976,-0.298276547644542,0.765492102336923,0.999915178638161,391.906962298599,457.340825282894,378.12761557101,443.145613057618
"419","fdhE","fdhE",1749,387.395156448743,0.0482091929444737,0.068614502352414,0.702609379819799,0.482299215428377,0.999915178638161,362.696505481312,382.550126411443,393.252720193851,411.081273708365
"420","fdhF","fdhF",1842,303.129688396635,-0.0153222970459714,0.0669506484569919,-0.228859576405959,0.818978060085955,0.999915178638161,287.236158703321,327.531681264629,280.396170315734,317.354743302858
"421","fdnG","fdnG",716,147.181441780746,-0.0198095597231043,0.0602854352218656,-0.328596113641713,0.742460985959982,0.999915178638161,150.920693555982,151.300724153739,144.27022871017,142.234120703094
"422","fdnH","fdnH",2075,38.210885237454,-0.00560480418046706,0.0388808666410089,-0.144153272925133,0.88537943826691,NA,37.7301733889956,40.4041706546918,36.0675571775425,38.6416397285863
"423","fdnI","fdnI",2076,49.7752837515538,-0.00386577226280187,0.0429876652560586,-0.0899274766325449,0.928344846412442,NA,47.4669923280912,53.2991187359764,46.5387834548936,51.796240487254
"424","fdoG","fdoG",1752,1892.11628061317,-0.0305064396507212,0.0641011055368408,-0.47591128725835,0.634137580493453,0.999915178638161,1948.58089018651,1893.838041538,1891.80154744142,1834.24464328673
"425","fdoH","fdoH",1751,165.201981183194,0.00220057623781067,0.0613645172076224,0.035860727631331,0.97139341052169,0.999915178638161,155.78910302553,173.651967494633,157.068394160266,174.298460052347
"426","fdoI","fdoI",1750,145.094594923551,-0.0150439694394689,0.0584549905779866,-0.257359881350049,0.79690097005948,0.999915178638161,164.308819597239,132.388133634522,157.068394160266,126.613032302176
"427","feaB","feaB",686,242.329501115523,-0.0135482679014305,0.0658932997930326,-0.205609188551567,0.837096199456938,0.999915178638161,247.071780579552,244.144350338988,239.674734792702,238.427138750852
"428","feaR","feaR",685,191.069861521119,-0.0163919135264821,0.0633403845427071,-0.258790874807997,0.795796598944513,0.999915178638161,202.038992986234,187.406578781336,193.135951337808,181.697922979097
"429","feoB","feoB",1516,1458.44219360363,-0.0299057381646566,0.0688662083436933,-0.434258526553471,0.66410071702495,0.999915178638161,1340.02970649304,1632.50042709063,1286.79736252781,1574.44127830304
"430","fepA","fepA",52,2209.86383745949,0.14934673866842,0.0631421352329454,2.36524688494373,0.0180180550808162,0.675330564471362,2024.0412369645,2070.92866185431,2347.88162529938,2396.60382571977
"431","fepB","fepB",302,268.285570520256,0.0140730393684399,0.0665693590172606,0.211404159153627,0.832571911549593,0.999915178638161,271.413827927291,257.898961625692,281.559639902106,262.269852625937
"432","fepC","fepC",298,203.323194906368,0.082696565613973,0.0631260754395548,1.3100222853733,0.190188296703105,0.999915178638161,200.821890618847,166.774661851281,238.511265206329,207.184961949016
"433","fepD","fepD",300,71.678433809241,0.00369981104364218,0.0490613265217132,0.0754119651046277,0.939886939542199,0.999915178638161,68.1577325736694,73.9310356660317,69.8081751823403,74.8167918149225
"434","fepG","fepG",299,114.087598207887,0.0165358416438693,0.0564739858102295,0.292804579075311,0.769671527986991,0.999915178638161,109.539213064826,112.615879909886,111.693080291745,122.502219565093
"435","ffh","ffh",46,2938.18887621264,0.157945408954069,0.0630957982189783,2.5032635042655,0.012305388931025,0.521373978838427,2620.42139698411,2799.9230600496,3055.27113381376,3277.13991400309
"436","fhlA","fhlA",1241,109.873900293921,0.00117822285143149,0.0549858200464189,0.0214277581099424,0.982904430876527,0.999915178638161,120.493134371308,98.861268623182,119.837367396351,100.303830784841
"437","fhuA","fhuA",139,6723.76986612949,-0.0403683235239023,0.0602083050997674,-0.670477660133607,0.502553342872983,0.999915178638161,6630.77369752413,7069.01053816022,6388.61149877051,6806.68373006311
"438","fhuC","fhuC",140,540.538660557782,0.00426812217064238,0.0686378954717492,0.0621831736143353,0.950416962066489,0.999915178638161,486.840946954782,590.588622122835,488.657226276382,596.06784687713
"439","fhuD","fhuD",141,355.827176495689,0.0491823523116933,0.0665251271086874,0.739304898002526,0.45972187578335,0.999915178638161,301.841387111965,376.53248397351,328.098423357,416.836411540282
"440","fhuE","fhuE",560,395.129012027096,-0.0119636427799657,0.0685821179398087,-0.174442597273907,0.861517639700969,0.999915178638161,383.387245726891,414.357665011945,375.800676398265,406.970460971282
"441","fic","fic",1494,197.346938059075,0.00157006158885767,0.0623641037117171,0.0251757260252692,0.979914798644128,0.999915178638161,217.861323762265,176.23095711089,215.241873478883,180.053597884264
"442","fieF","fieF",1759,1521.76773879327,-0.0417505731164853,0.0659534296089292,-0.633031115501428,0.526713323903506,0.999915178638161,1607.79222731817,1503.55094627778,1536.94332359786,1438.78445797928
"443","fimB","fimB",1914,764.329653483206,-0.0349704463419955,0.0688926462490633,-0.507607825305027,0.611728401664726,0.999915178638161,822.761200353581,740.170019865736,786.505440387701,707.881953325805
"444","fimC","fimC",1915,412.858348652533,-0.0183448720042295,0.0686715855667258,-0.267139193784953,0.789361991486696,0.999915178638161,436.939749891917,400.603053725242,425.829868612276,388.060722380697
"445","fimH","fimH",1916,146.467405875633,0.0216606155560555,0.0600688841957302,0.360596269534089,0.718401278440206,0.999915178638161,144.835181719048,139.265439277874,157.068394160266,144.700608345345
"446","fiu","fiu",406,998.242014065102,0.00462072243634225,0.0689238227474243,0.0670410063190368,0.946549058291746,0.999915178638161,1075.91849277007,914.681650565788,1083.19018491265,919.177728011905
"447","fixA","fixA",1953,15.3359288241017,-0.000875663540559721,0.0261821869824438,-0.0334450113409887,0.973319715863345,NA,14.6052284086434,16.3336009029605,13.9616350364681,16.4432509483346
"448","fixB","fixB",1954,20.3505519959855,-0.0029492680182911,0.0287548844579274,-0.10256581008372,0.91830757928908,NA,15.8223307760304,25.7898961625692,15.1251046228404,24.6648764225019
"449","fixC","fixC",1955,35.5129908470762,0.00989916410781097,0.037669111973202,0.262792606177,0.792710434717671,NA,35.2959686542217,32.667201805921,39.5579659366595,34.5308269915027
"450","fklB","fklB",1889,663.980790843881,-0.0273078959373585,0.0689836476435204,-0.395860423016113,0.692207998933031,0.999915178638161,743.649546473429,611.22053905289,713.206856446244,587.846221402962
"451","fkpA","fkpA",1487,7305.88684078792,-0.0302520323669776,0.0596441175991444,-0.507208985306735,0.61200819110667,0.999915178638161,7619.06081984233,7196.24069256223,7412.46473477817,6995.78111596896
"452","flgA","flgA",541,4668.76171201665,-0.0422607916531991,0.0623325458402979,-0.67798918018647,0.497778553503627,0.999915178638161,4964.56055657139,4563.95195756933,4764.40795619473,4382.12637773117
"453","flgD","flgD",542,10310.6985334914,-0.0477774305909553,0.0585750305904189,-0.815662068109449,0.414693439480232,0.999915178638161,10809.0861247635,10258.3610302646,10345.5715620228,9829.77541691443
"454","flgF","flgF",22,5870.22968419914,0.217553908607852,0.0586066461434185,3.71210302796491,0.000205544282121268,0.0182093548115614,5235.97438449868,5350.54379052769,6436.31375181178,6458.08680995842
"455","flgG","flgG",543,7633.49189964865,-0.0427717530382214,0.0580895634387887,-0.736307014654908,0.461543878246972,0.999915178638161,7888.04044303485,7672.49410836434,7584.65823356128,7388.77481363416
"456","flgH","flgH",544,2637.11830836477,-0.0459365581568739,0.0627161560273686,-0.732451748746012,0.463892883181157,0.999915178638161,2756.73686213145,2635.72738781457,2635.25861313335,2520.7503703797
"457","flgI","flgI",545,2843.77756408083,0.00615727420983819,0.0617109405789688,0.0997760551382133,0.920522118402001,0.999915178638161,2839.49982311376,2830.87093544468,2883.07763503066,2821.66186273422
"458","flgJ","flgJ",546,2178.41481498996,-0.0266274438817542,0.0644102143555895,-0.413404056300016,0.679310603243014,0.999915178638161,2282.06693885054,2133.68407584989,2226.88078831666,2071.02745694274
"459","flgK","flgK",547,14864.5104606561,0.00494166200432362,0.0604885288151238,0.0816958537614172,0.934888575558783,0.999915178638161,15459.6342705491,14200.776490316,15560.2422481437,14237.3888336155
"460","flgL","flgL",37,14478.25651644,0.164375512106653,0.0586895760942922,2.80076161808637,0.00509821640678099,0.256554674595812,13793.4211295964,13008.4236243999,16058.207231111,15052.9740806529
"461","flhA","flhA",898,1830.37126467913,-0.0421698066739193,0.0647154411985462,-0.651618931941495,0.514647031556048,0.999915178638161,1822.00224397827,1917.90861128973,1744.04090997214,1837.53329347639
"462","flhB","flhB",899,1099.77158287146,-0.0402502753072452,0.0670241429598403,-0.60053397969389,0.54815042217633,0.999915178638161,1106.34605195474,1142.49240000182,1057.59385401246,1092.65402551683
"463","fliA","fliA",922,10936.3156773583,0.0190677460564835,0.059536501273106,0.320269845367901,0.748763780123937,0.999915178638161,11191.256268123,10489.6104325223,11426.4348077627,10637.9612010251
"464","fliD","fliD",923,5340.321221,0.0078961904271719,0.05767922066776,0.136898355001275,0.891111139113925,0.999915178638161,5950.41347415482,4600.05781219693,6076.80164962273,4734.01194802553
"465","fliF","fliF",926,4110.3396093371,0.0255928257045543,0.0614996676430613,0.416145756316812,0.677303349584618,0.999915178638161,4180.74663197419,3939.83647043516,4289.71236495481,4031.06296998423
"466","fliG","fliG",927,3173.72796653051,0.0301656319458765,0.0611499353717023,0.493306031519306,0.62179636725677,0.999915178638161,3113.34785577583,3143.78834221719,3190.23360583295,3247.54206229609
"467","fliH","fliH",928,1746.3772012031,0.0399491434434793,0.0661885657737814,0.603565630656162,0.54613246891168,0.999915178638161,1626.04876282897,1791.53812009314,1697.50212651724,1870.41979537306
"468","fliI","fliI",929,1355.79785436688,0.00660753347755701,0.0658065772513704,0.100408405261944,0.920020097057566,0.999915178638161,1361.937549106,1340.21493724818,1369.40370316024,1351.6352279531
"469","fliM","fliM",930,2462.87549374165,0.0116442973185505,0.0633929162136536,0.183684518934349,0.854260954362642,0.999915178638161,2516.96769575622,2380.40741580514,2546.83492456905,2407.29193883619
"470","fliP","fliP",931,400.003627237386,0.0343754205090364,0.0687583932101001,0.499945081671671,0.617113747661294,0.999915178638161,393.124064665986,385.988779233119,404.887416057574,416.014248992866
"471","fliR","fliR",932,223.576187336408,0.0408333242051042,0.0640416332595549,0.637605915508283,0.523730243966627,0.999915178638161,233.683654538295,193.424221219269,250.145961070053,217.050912518017
"472","fliY","fliY",921,16594.0789807004,0.0512467777434812,0.0559763213996271,0.915508137407231,0.359924932498717,0.999915178638161,16144.8629033879,16300.0740379492,16966.8769780678,16964.5020033968
"473","flk","flk",1089,507.437018526104,0.00249577915779782,0.0691222107704843,0.0361067611984357,0.971197231188105,0.999915178638161,507.53168720036,505.481964786356,511.926618003829,504.807804113872
"474","fmt","fmt",1474,2285.31868510619,-0.0219562453216749,0.063900032138766,-0.343603040355199,0.73114483791323,0.999915178638161,2384.30353771104,2236.84366050017,2325.77570315831,2194.35183905525
"475","fnr","fnr",677,3718.80796245988,-0.0481112914202199,0.0603450108384975,-0.797270408136657,0.425294002585205,0.999915178638161,3783.97126020604,3820.34328488192,3617.2269440316,3653.69036071995
"476","focA","focA",473,1911.96879177495,-0.000664172461137645,0.0638066644281703,-0.0104091393444541,0.991694858403352,0.999915178638161,1907.19940969536,1917.90861128973,1910.41706082338,1912.35008529131
"477","folC","folC",1084,1756.1143621716,-0.0150218270250835,0.0648800254400512,-0.231532384939701,0.816901229290844,0.999915178638161,1720.98274748515,1818.18767946113,1704.48294403548,1780.80407770464
"478","folD","folD",290,911.654266510738,0.00978287360119077,0.0689289871751865,0.141926843873784,0.887137790598984,0.999915178638161,977.333201011724,834.732972461823,981.968330898254,852.582561671149
"479","folE","folE",1006,2219.43915444654,-0.0300851432274229,0.0687371869031723,-0.437683655425161,0.661615619378458,0.999915178638161,2502.36246734758,2020.20853273459,2416.52633089535,1938.65928680865
"480","folM","folM",760,267.983894472947,-0.00947309095260258,0.0663456008123346,-0.142784010343025,0.886460765578728,0.999915178638161,284.801953968547,256.179635214854,276.905761556617,254.04822715177
"481","folP","folP",1428,1028.98710106727,-0.0382164746792368,0.0676684647827098,-0.564760480409208,0.572236690653269,0.999915178638161,1017.49757913549,1085.75462844416,972.660574207275,1040.03562248216
"482","fpr","fpr",1764,1106.70883556242,0.0641809024073643,0.0671036862409914,0.956443766395628,0.338848081950747,0.999915178638161,1083.22110697439,1050.50843702199,1177.43122140881,1115.6745768445
"483","frc","frc",2160,43.0431124827198,-0.00622500874983546,0.0407887364966835,-0.152615875962267,0.87870120446281,NA,45.0327875933173,42.9831602709487,43.0483746957765,41.1081273708365
"484","frdA","frdA",1866,594.661606596622,-0.0215286848053763,0.0682622342635919,-0.315382070886284,0.752471578112406,0.999915178638161,529.439529813325,680.853258691827,513.090087590201,655.263550291134
"485","frdB","frdB",1865,208.738407090395,-0.019213950355789,0.0640157676932159,-0.300144027763104,0.764067297128021,0.999915178638161,202.038992986234,224.372096614352,193.135951337808,215.406587423183
"486","fre","fre",1728,1629.93367231178,-0.010851083882642,0.065523892929651,-0.165604993804202,0.868467817075677,0.999915178638161,1588.31858943998,1690.0978618537,1570.68394160266,1670.6342963508
"487","frlA","frlA",2256,21.5733578476018,-0.00327327354487928,0.0303498490966967,-0.107851394399043,0.914113573782341,NA,24.3420473477391,19.7722537246364,23.2693917274468,18.9097385905848
"488","frlB","frlB",2257,17.2326703782921,-0.00262619391986258,0.0272259041864443,-0.0964593830154649,0.923155731111978,NA,14.6052284086434,20.6319169300554,13.9616350364681,19.7319011380015
"489","frlC","frlC",2258,41.8528265058401,-0.00608658289776159,0.0403671937683822,-0.150780431572356,0.880148923111675,NA,42.5985828585434,42.9831602709487,40.7214355230319,41.1081273708365
"490","frlD","frlD",2259,49.2463558433699,-0.00643117881412415,0.0412933603541632,-0.155743653676172,0.876235086334718,NA,41.3814804911564,59.3167611739092,39.5579659366595,56.7292157717544
"491","frlR","frlR",1499,172.21101339389,-0.0182468331689216,0.062210331078419,-0.293308729476469,0.769286181777779,0.999915178638161,171.611433801561,180.529273137984,164.0492116785,172.654134957513
"492","frmA","frmA",207,647.839532875108,0.0296723063062428,0.0689977391147928,0.430047515859562,0.66716107721532,0.999915178638161,614.636695530412,655.923025734677,637.581333332042,683.217076903303
"493","frsA","frsA",185,481.80721522258,0.0444320689665104,0.0690942661163591,0.64306448948577,0.520182255163955,0.999915178638161,460.064694872269,472.814762980435,494.474574208244,499.874828829372
"494","fruA","fruA",1012,1165.52195671311,0.0223717365432713,0.0690911506539421,0.323800317863065,0.746089215530516,0.999915178638161,1029.66860280936,1266.28390158215,1056.43038442608,1309.70493803485
"495","fruB","fruB",1014,571.878166219206,-0.0236148342093978,0.0690538331361626,-0.341977166753847,0.732368075734097,0.999915178638161,539.176348752421,624.115487134175,522.39784428118,601.822984709047
"496","fruK","fruK",1013,569.270229937062,-0.0281384569927755,0.0691191642609936,-0.407100654263191,0.683934062891165,0.999915178638161,558.649986630612,601.764243793281,538.686418490393,577.980270833961
"497","frvB","frvB",2315,20.3862743401,0.00173904065377651,0.0293758008993902,0.0591997698967454,0.95279299291861,NA,17.0394331434174,23.2109065463123,17.4520437955851,23.8427138750852
"498","frwC","frwC",2323,14.2894753108296,-0.00226435549431859,0.025413276447897,-0.0891012813306871,0.929001419092246,NA,14.6052284086434,14.6142744921226,13.9616350364681,13.9767633060844
"499","fsaA","fsaA",419,117.714237914636,0.0143425173103077,0.0570550283957194,0.251380425417224,0.8015200001652,0.999915178638161,115.624724901761,114.335206320723,123.327776155468,117.569244280592
"500","fsaB","fsaB",2321,34.611789287539,0.0177715313771522,0.0365177797201742,0.48665421373727,0.626503397342369,NA,38.9472757563825,24.9302329571502,38.3944963502872,36.1751520863361
"501","fsr","fsr",268,198.102636701529,-0.00875379466219456,0.063596896445533,-0.137644997656319,0.890520990988611,0.999915178638161,209.341607190556,190.845231603012,204.770647201532,187.453060811015
"502","ftsA","ftsA",109,5534.9947006145,-0.0295019586140563,0.0593235742558976,-0.497305817865879,0.618973409709171,0.999915178638161,5711.86141014697,5507.86215711936,5547.42298782331,5372.83224736833
"503","ftsE","ftsE",1545,824.976407968132,0.0101473105817316,0.0682527495868989,0.148672553752756,0.881812019441277,0.999915178638161,806.93886957755,833.013646050985,815.592180047009,844.360936196982
"504","ftsH","ftsH",1429,15013.351781858,-0.0293284995146828,0.0603235681444949,-0.486186417959086,0.626835000222188,0.999915178638161,14569.9324399892,15866.803782418,14183.8577274652,15432.8131775594
"505","ftsI","ftsI",100,1738.59833002625,-0.0176578377562509,0.0644893233880809,-0.27381024995394,0.784230446223602,0.999915178638161,1774.53525165018,1733.94068533007,1744.04090997214,1701.87647315263
"506","ftsN","ftsN",1770,888.130595030105,-0.00329397207427507,0.0679257122062721,-0.048493743639701,0.961322750429779,0.999915178638161,903.08995660112,876.856469527353,891.217703161211,881.358250830735
"507","ftsQ","ftsQ",108,2033.61771311776,-0.0118449340385276,0.0636546986504284,-0.186081063765241,0.852381191486418,0.999915178638161,2080.0279458643,2011.6119006804,2038.39871532434,2004.43229060199
"508","ftsW","ftsW",104,1640.10167186447,-0.0126151067363029,0.0648271089345103,-0.1945961642227,0.845709106161713,0.999915178638161,1628.48296756374,1672.90459774532,1611.40537712569,1647.61374502313
"509","ftsX","ftsX",1544,1167.16600532668,0.0664298772124981,0.0682111777168094,0.973885504342019,0.330113391900854,0.999915178638161,1046.70803595278,1194.93185553237,1137.87325547215,1289.15087434943
"510","ftsY","ftsY",1546,3934.02973661046,0.0266144554129764,0.0609632710650116,0.436565409762783,0.662426552867801,0.999915178638161,3965.3195129467,3804.00968397896,4077.96090023505,3888.82884928113
"511","ftsZ","ftsZ",110,12604.3500921314,-0.0499812124744106,0.0579288411687455,-0.862803596032871,0.388245461684273,0.999915178638161,12587.2726835159,13186.3739079216,12032.6024622627,12611.1513148252
"512","fucA","fucA",2203,39.3601114018346,0.00117620947067684,0.0391124657141673,0.0300724960495341,0.976009235779766,NA,35.2959686542217,42.9831602709487,37.2310267639148,41.9302899182533
"513","fucI","fucI",1272,60.4751508027433,9.34664007469762e-05,0.0455941996632411,0.00204996252675383,0.998364367695261,0.999915178638161,54.7696065324129,66.194066817261,53.5196009731276,67.4173288881719
"514","fucK","fucK",1273,161.80320565115,-0.0171018494490454,0.060996933507891,-0.280372282105509,0.779191900264572,0.999915178638161,175.262740903721,155.599040180834,167.539620437617,148.811421082428
"515","fucO","fucO",1271,129.336543873127,-0.0144921626121779,0.0576819430081303,-0.251242622151879,0.801626533395724,0.999915178638161,142.400976984274,122.072175169494,136.125941605564,116.747081733176
"516","fucP","fucP",2204,27.4788596620097,-0.000302123686825147,0.033749884767282,-0.00895184350727127,0.992857557668819,NA,29.2104568172869,25.7898961625692,30.2502092456808,24.6648764225019
"517","fucR","fucR",1274,426.919263057758,-0.0275504949959262,0.0683712094801184,-0.402954623816295,0.686981605951789,0.999915178638161,469.801513811364,403.182043341499,449.099260339723,385.594234738447
"518","fumA","fumA",765,2767.12221200916,-0.000225224118368122,0.0618333735385371,-0.00364243620361023,0.997093762815772,0.999915178638161,2784.73021658135,2750.0625941353,2787.67312894812,2746.02290837188
"519","fumB","fumB",1851,93.8616472781677,-0.0118861672668846,0.0535549370795108,-0.221943445647928,0.824357909098688,0.999915178638161,97.3681893909563,94.5629525960871,93.0775669097871,90.4378802158403
"520","fumC","fumC",764,2124.87241963171,0.0508841662350779,0.0658508254838411,0.772718729965871,0.439688859449371,0.999915178638161,2181.04744235742,1954.01446591733,2296.688963499,2067.73880675308
"521","fusA","fusA",1485,164899.445984512,-0.0793604011446478,0.0551953610216372,-1.43780925925165,0.150488181458572,0.999915178638161,168380.027016148,172739.005170478,156833.373303819,161645.378447603
"522","gabP","gabP",2185,52.9762492695678,0.035113458049041,0.0440221223092645,0.797632104203468,0.425084014948298,NA,43.8156852259303,50.7201291197194,58.1734793186169,59.1957034140046
"523","gabT","gabT",1219,150.058309183914,0.0362843366478042,0.059479837542508,0.61002750086318,0.541843590339609,0.999915178638161,129.012850943017,155.599040180834,145.433698296542,170.187647315263
"524","gadA","gadA",1565,397.992205945757,-0.0444950584970436,0.0684531716274374,-0.650007259549813,0.515687532354926,0.999915178638161,389.472757563825,434.989581942001,363.00251094817,404.503973329031
"525","gadB","gadB",723,483.324975069897,-0.0297432393664437,0.0687455964724997,-0.432656648463904,0.665264228501229,0.999915178638161,457.630490137495,531.271860948926,436.301094889627,508.096454303539
"526","gadC","gadC",722,321.993043430874,-0.0178671631287106,0.0677188453260784,-0.263843292700532,0.791900673432366,0.999915178638161,315.229513153221,338.707302935076,305.992501215925,328.042856419275
"527","gadW","gadW",1563,328.146358794666,0.0244216298179015,0.0679777815672738,0.359258999850307,0.7194013430596,0.999915178638161,323.74922972493,318.935049210439,338.569649634351,331.331506608942
"528","gadX","gadX",1564,597.37654381698,0.0506639771463252,0.0691046102360021,0.733149018181283,0.463467545950887,0.999915178638161,534.307939282873,617.238181490823,579.407854013425,658.552200480801
"529","galE","galE",377,648.919449466796,-0.0193765131154537,0.0690440632638278,-0.280639814626974,0.778986675055385,0.999915178638161,688.879939941016,625.834813545013,664.341133818605,616.621910562548
"530","galK","galK",375,1620.55576890183,0.0250798708735431,0.0647623245035745,0.387260202066386,0.69856358545653,0.999915178638161,1606.57512495078,1592.95591964136,1641.65558637137,1641.03644464379
"531","galM","galM",374,2340.10612151391,0.0502755995402469,0.0648801316462996,0.774899776935245,0.438398883969732,0.999915178638161,2174.96193052049,2383.84606862681,2293.19855473988,2508.41793216844
"532","galP","galP",1338,678.148257324369,-0.00810533100289092,0.0688513801942551,-0.117722128155206,0.90628783296296,0.999915178638161,696.182554145338,667.098647405124,689.937464718797,659.374363028218
"533","galR","galR",1293,375.087500743664,-0.0217149960533279,0.0681032920613531,-0.318853837987233,0.749837350500901,0.999915178638161,405.295088339856,358.479556659712,392.089250607478,344.48610736761
"534","galS","galS",1004,92.2059152148756,-0.0329958628749538,0.0523192014542371,-0.63066449712186,0.528259917409287,0.999915178638161,90.0655751866346,106.598237471953,76.7889927005744,95.3708555003407
"535","galT","galT",376,399.632784603792,0.012520096566636,0.0685095322367361,0.182749701506829,0.85499441622558,0.999915178638161,417.466112013725,373.953494357253,422.339459853159,384.77207219103
"536","galU","galU",624,4568.66856727416,-0.0422732740381093,0.0624889412851485,-0.676492082738425,0.498728271066548,0.999915178638161,4464.33148357535,4860.53576343888,4281.56807785021,4668.2389442322
"537","gapA","gapA",843,84979.1341699169,-0.048748722668493,0.0556303845333599,-0.876296705072385,0.380868755823107,0.999915178638161,88246.0071473911,85315.5554953952,84562.133007128,81792.8410297534
"538","garD","garD",1413,86.2891567270307,0.00931296699421588,0.0522007428598032,0.178406790478594,0.858403516825258,0.999915178638161,85.1971657170868,84.2469941310594,86.0967493915531,89.6157176684236
"539","garK","garK",1411,161.448258173308,-0.0256249531248942,0.0592018075054382,-0.43284072234687,0.665130486825176,0.999915178638161,188.650866944978,146.142744921225,174.520437955851,136.478982871177
"540","garL","garL",2239,17.6677315889747,0.00709133566925675,0.0264651928112282,0.267949518442509,0.788738176636525,NA,21.9078426129652,11.1756216704467,24.4328613138191,13.1546007586677
"541","garP","garP",2240,6.68873954833232,-0.00105525260752645,0.0175812756079357,-0.0600213904302903,0.95213859830178,NA,8.51971657170868,5.15797923251384,8.14428710460637,4.93297528450038
"542","garR","garR",1412,106.978876097602,0.012900491609766,0.05502445215428,0.234450159968791,0.814635521512922,0.999915178638161,97.3681893909563,111.756216704467,101.221854014393,117.569244280592
"543","gatD","gatD",975,1142.83206429212,0.00503767908634421,0.0667189715618659,0.0755059463360129,0.939812166552745,0.999915178638161,1150.16173718067,1129.59745192053,1141.36366423126,1150.20540383601
"544","gatY","gatY",977,27661.1723722337,-0.0413004337470568,0.0557815364502852,-0.740396130606145,0.459059666000364,0.999915178638161,28492.3664205286,27825.5786330013,27482.315099701,26844.4293357037
"545","gatZ","gatZ",976,28737.01182766,-0.0455076801617566,0.0576319732666403,-0.789625577302562,0.429746466350931,0.999915178638161,30156.1453567466,28485.7999747631,28935.4886130801,27370.6133660504
"546","gcd","gcd",129,1109.34354591699,0.0119678953369867,0.0670988561850335,0.178362136367627,0.858438583264036,0.999915178638161,1125.81968983293,1078.01765959539,1142.52713381764,1091.009700422
"547","gcl","gcl",1992,51.3926845954684,0.0375148734944989,0.0434376876953002,0.863648032041952,0.387781269713668,NA,48.6840946954782,42.1234970655297,60.5004184913616,54.2627281295042
"548","gcvA","gcvA",1276,449.526022850233,-0.000917293501476305,0.0689383784347588,-0.0133059918481315,0.989383667808373,0.999915178638161,467.36730907659,432.410592325744,464.224364962563,434.101825036034
"549","gcvP","gcvP",1320,3573.53438027462,0.00504341542692206,0.066488063941597,0.0758544485721857,0.939534897167664,0.999915178638161,3289.82769904694,3837.5365489903,3304.25362529744,3862.5196477638
"550","gcvT","gcvT",1321,2277.63003405663,-0.0367230947844885,0.0634249429203413,-0.579000833009986,0.562588611100501,0.999915178638161,2269.89591517667,2368.37213092927,2184.99588320725,2287.25620691334
"551","gdhA","gdhA",834,27998.5373496483,0.0612474355891267,0.0586077674495047,1.04503956138401,0.296004685475062,0.999915178638161,26296.7137497625,28147.092671828,27765.0382091895,29785.3047678133
"552","ggt","ggt",1536,229.797200169663,-0.00216563667270864,0.0646629827543133,-0.0334911348110397,0.973282935263667,0.999915178638161,216.644221394878,244.144350338988,211.751464719766,246.648764225019
"553","glcC","glcC",1353,242.522102768017,-0.019846303730317,0.0658999160967016,-0.30115825490877,0.763293820678758,0.999915178638161,247.071780579552,247.583003160664,236.184326033585,239.249301298269
"554","glcD","glcD",2222,58.2060205447039,-0.00776703292362144,0.0449951837192255,-0.172619206804189,0.862950753687281,NA,65.7235278388955,53.2991187359764,62.8273576641063,50.9740779398373
"555","glcF","glcF",1352,185.334776258929,0.00446047881430271,0.0631303301311235,0.0706550845693056,0.943672268770049,0.999915178638161,181.348252740656,187.406578781336,182.664725060457,189.919548453265
"556","gldA","gldA",1777,136.163881553466,0.010249389742708,0.0567802961494515,0.180509621079302,0.85675250192902,0.999915178638161,115.624724901761,152.160387359158,119.837367396351,157.033046556596
"557","glgA","glgA",1527,3124.36566030719,-0.0432201863152959,0.0643241352736589,-0.671912434289571,0.501639443986617,0.999915178638161,3033.01909952829,3352.686501134,2902.85661799899,3208.9004225675
"558","glgB","glgB",1530,7130.6395724618,-0.0386842078398676,0.0612905975584257,-0.631160559382565,0.527935547429739,0.999915178638161,6965.47684855554,7557.2992388382,6703.91175667742,7295.87044577607
"559","glgC","glgC",1528,4517.62893308155,-0.0416711265226312,0.0595774346998787,-0.699444793696631,0.484274102518646,0.999915178638161,4571.4364919054,4637.02333002994,4394.42462772832,4467.63128266251
"560","glgP","glgP",1526,5898.3732929627,-0.0139998352132713,0.0631702961835057,-0.221620540967588,0.824609290720299,0.999915178638161,5620.57873259295,6257.48847224471,5545.09604865057,6170.32991836256
"561","glgX","glgX",1529,3720.3238359581,-0.0428994768996074,0.0618940192266992,-0.693111829472239,0.488239374511797,0.999915178638161,3680.51755897815,3913.18691106717,3531.13019464005,3756.46067914704
