"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"485","fliA","fliA",1074,7.81089089072493,-0.000618384500147124,0.0158675817306059,-0.0389715654625784,0.968913058858713,0.999807467026667,6.43086134434,9.39838767977787,6.70696260203674,8.70735193674511
"486","fliD","fliD",1075,20.2714306337161,-0.00350834649997679,0.02457208725585,-0.142777716172302,0.886465736669976,0.999807467026667,22.9673619440714,18.7967753595557,22.9953003498403,16.3262848813971
"487","fliF","fliF",1078,5.41714027644042,0.000710701511907164,0.0133125755296205,0.0533857261749127,0.957424577856965,0.999807467026667,6.43086134434,4.17706119101239,6.70696260203674,4.35367596837255
"488","fliG","fliG",1079,8.37663233256561,-0.000396719231702631,0.0161475692602706,-0.0245683560979495,0.980399259852895,0.999807467026667,6.43086134434,10.442652977531,5.74882508746007,10.8841899209314
"489","fliH","fliH",1080,5.82238520014863,0.000711772616970113,0.0132953929200341,0.0535352825787933,0.957305419511969,0.999807467026667,8.26825029986572,3.13279589325929,8.6232376311901,3.26525697627942
"490","fliI","fliI",1081,4.94793227835554,0.000657685728774675,0.0128205990351611,0.0512991418709018,0.959087151893792,0.999807467026667,5.51216686657715,4.17706119101239,5.74882508746007,4.35367596837255
"491","fliM","fliM",1082,13.5321613831918,-0.00758460082396753,0.0205799915623779,-0.368542465188998,0.712468787189814,0.999807467026667,12.86172268868,16.7082447640495,11.4976501749201,13.0610279051177
"492","fliP","fliP",1083,8.27488486187824,0.00089008775353855,0.0149758362570698,0.0594349282577363,0.95260569349448,0.999807467026667,3.67477791105143,12.5311835730372,3.83255005830671,13.0610279051177
"493","fliR","fliR",1084,33.6273224812889,-0.000396895722765896,0.0290745903019454,-0.0136509480836722,0.989108457554989,0.999807467026667,41.3412514993286,26.1066324438274,43.1161881559505,23.945217826049
"494","fliY","fliY",1073,4750.34692334378,-0.0222698702468783,0.0584949843175457,-0.380714184415952,0.703415342495105,0.999807467026667,4542.94419253733,5068.86375529353,4460.13013035443,4929.44961518982
"495","flk","flk",1276,236.757908911146,0.00545063045124795,0.0560117707464698,0.097312232386288,0.922478442066812,0.999807467026667,256.315759295837,214.074386039385,256.78085390655,219.860636402814
"496","fmt","fmt",1771,953.894426709461,0.0236362177148743,0.0612434905594831,0.385938448297905,0.699542254776856,0.999807467026667,921.450561196146,958.635543337343,950.472414460064,985.01918784429
"497","fnr","fnr",771,2860.74955253246,0.041236469390191,0.0573592397611879,0.718915898499994,0.472192740025336,0.999807467026667,2745.05909955542,2857.10985465247,2862.91489355511,2977.91436236683
"498","focA","focA",535,1857.42163940789,-0.020882105889837,0.0593182658249491,-0.352035003037024,0.724812011967788,0.999807467026667,1935.68926464634,1821.1986792814,1885.6146286869,1787.18398501693
"499","folC","folC",1271,893.248398798683,0.0122551117906635,0.0614140588238179,0.199548963630957,0.841833345974235,0.999807467026667,866.328892530375,906.422278449688,880.528375895967,919.714048318702
"500","folD","folD",324,517.495975615803,-0.00748554097349304,0.0615111562096886,-0.121694037874612,0.903141335229836,0.999807467026667,506.200657247335,534.663832449586,500.147782609026,528.971630157265
"501","folE","folE",1178,818.278153087995,0.0244986838433357,0.0616280349416167,0.397524987881644,0.6909803636976,0.999807467026667,734.955582210286,871.961523623836,761.719324088459,904.476182429398
"502","folM","folM",884,341.306582915642,0.0172272290328816,0.0598575415963119,0.287803818423826,0.773496914305347,0.999807467026667,326.136539605815,345.651813556275,335.348130101837,358.089848398643
"503","folP","folP",1718,401.804614662922,0.0227831659538126,0.0599057807825976,0.380316651518063,0.703710376418038,0.999807467026667,362.884318716329,423.971710887757,378.464318257788,441.898110789814
"504","fpr","fpr",2130,565.071894782875,-0.0326762529354971,0.0613319858315358,-0.532776698691135,0.594188165548589,0.999807467026667,619.200078012166,539.885158938351,586.380158920927,514.822183260055
"505","frc","frc",1295,53.2325504102667,0.00507766935538026,0.0343812716240611,0.147687072511499,0.882589734392883,0.999807467026667,39.5038625438029,64.744448460692,41.1999131267971,67.4819775097746
"506","frdA","frdA",2261,3045.95885138859,0.0336305565224652,0.0580785342307536,0.579053121224559,0.562553330137381,0.999807467026667,2886.5380491309,3099.37940373119,2990.34718299381,3207.57076969848
"507","frdB","frdB",2260,1140.84898692245,0.0312267935783264,0.06066970554131,0.514701584583497,0.606761565976321,0.999807467026667,1107.02684570424,1133.02784806211,1147.84874246286,1175.49251146059
"508","fre","fre",2081,1354.5575893545,0.0169905714757118,0.0600706544416108,0.28284312254708,0.777297096428376,0.999807467026667,1355.99304917798,1327.26119344419,1386.42498359245,1348.5511312034
"509","frlA","frlA",1797,14.9077599094433,0.00190077987515144,0.0215805905212688,0.0880782142304272,0.929814511599255,0.999807467026667,15.6178061219686,13.5754488707903,16.2883377478035,14.1494468972108
"510","frlB","frlB",1798,11.0261697760109,0.00142345837868543,0.0187739484347958,0.0758209379145404,0.939561558025639,0.999807467026667,10.1056392553914,11.4869182752841,10.5395126603435,11.9726089130245
"511","frlC","frlC",1799,29.4265928140409,0.00212954483332845,0.028910226874864,0.0736606060736236,0.941280445393629,0.999807467026667,25.72344537736,32.372224230346,25.8697128935703,33.7409887548873
"512","frlD","frlD",1800,36.2135726884253,0.00420940648627461,0.0315225968425204,0.133536158435926,0.893769370028326,0.999807467026667,31.2356122439372,39.6820813146177,32.576675495607,41.3599216995393
"513","frlR","frlR",1801,139.480083432157,0.0131918476204531,0.0510901146605522,0.258207438133601,0.796246817726063,0.999807467026667,133.210699275614,139.931549898915,138.929939613618,145.848144940481
"514","frmA","frmA",223,381.649395780304,-0.0213358296987633,0.0598974411340887,-0.356206029753426,0.721686276629478,0.999807467026667,365.640402149617,412.484792612473,346.845780276757,401.626608082368
"515","frmC","yeiG",36,616.550476078014,0.15369939612998,0.061729388892796,2.48989012991698,0.012778259049841,0.837330919404856,562.241020390869,536.752363045092,703.272935699281,663.935585176814
"516","frsA","frsA",179,320.352654220023,-0.00548639243957547,0.059275845079393,-0.0925569670449591,0.926255532254525,0.999807467026667,338.079567816732,305.969732241657,331.51558004353,305.845736778172
"517","fruA","fruA",1188,1075.77860066388,-0.0288037625964893,0.0608843333495957,-0.473089890482977,0.636149049006217,0.999807467026667,1110.70162361529,1077.6817872812,1073.11401632588,1041.61697543313
"518","fruB","fruB",1190,480.262155976876,0.0294742563783526,0.0612211833475871,0.481438854440475,0.630204627497894,0.999807467026667,449.241599626037,488.716159348449,470.445519657149,512.645345275868
"519","fruK","fruK",1189,507.390747238912,0.0251728815197802,0.0614567614038914,0.409603124940883,0.682097104212614,0.999807467026667,511.712824113912,483.494832859684,533.682595619209,500.672736362844
"520","fruR","cra",89,3225.30265982185,0.0095195672924975,0.0572177977210683,0.166374234445453,0.867862449282796,0.999807467026667,3128.15469678253,3291.52421851776,3161.85379810304,3319.67792588407
"521","frvB","frvB",2115,13.9856618321361,0.000283804617039919,0.0201390772626414,0.0140922353759665,0.988756395114188,0.999807467026667,10.1056392553914,17.7525100618026,9.58137514576677,18.5031228655834
"522","frwC","frwC",2147,86.5033853193971,0.00903924915598193,0.0440949055247795,0.204995317450045,0.837575783474703,0.999807467026667,90.0320588207601,79.3641626292354,93.8974764285144,82.7198433990785
"523","fsaA","fsaA",475,45.1663745166947,0.00114446172062228,0.0350356579921476,0.0326656265704723,0.973941235277301,0.999807467026667,45.01602941038,44.9034078033832,45.0324631851038,45.7135976679118
"524","fsaB","fsaB",2145,52.2954223333919,-0.023075118842091,0.0359323092647676,-0.642183018966629,0.520754357303406,0.999807467026667,47.7721128436686,65.7887137584451,41.1999131267971,54.4209496046569
"525","fsr","fsr",291,134.906505198826,0.0100497227320992,0.0494464814351204,0.203244446124759,0.838943974743862,0.999807467026667,146.072421964294,119.046243943853,150.427589788538,124.079765098618
"526","ftsA","ftsA",100,2807.8569128847,0.0158085019862464,0.0569563380281307,0.277554746908739,0.78135417433911,0.999807467026667,2771.70123941054,2799.67526327605,2823.63125545747,2836.41989339472
"527","ftsE","ftsE",1855,527.674831557238,0.00414203806084006,0.0615343465116858,0.0673126196286728,0.946332830664804,0.999807467026667,508.03804620286,544.062220129363,515.477982842252,543.121077054476
"528","ftsH","ftsH",1719,10102.0542040755,0.0235617935400128,0.053345159809719,0.441685686650058,0.65871666868259,0.999807467026667,9889.74605311716,10094.9126333792,10106.4345037548,10317.1236260509
"529","ftsI","ftsI",91,965.688305637706,0.0180213039631967,0.0616726359967681,0.292209075742134,0.770126772878774,0.999807467026667,1012.40131449467,895.979625472157,1035.74665325739,918.625629326609
"530","ftsN","ftsN",2136,594.587648226017,-0.000242090018061804,0.0617218407603611,-0.00392227475848839,0.996870485551177,0.999807467026667,603.582271890197,585.832832039487,605.54290921246,583.392579761922
"531","ftsQ","ftsQ",99,1234.58672462717,0.0114562147101358,0.0604864744819791,0.189401263807316,0.849778334021049,0.999807467026667,1245.74971184644,1207.17068420258,1268.57406929952,1216.85243316013
"532","ftsW","ftsW",95,1206.46454486255,0.0169136312928384,0.0612438386532969,0.276168699819536,0.78241849662103,0.999807467026667,1255.85535110183,1131.98358276436,1281.02985698902,1156.98938859501
"533","ftsX","ftsX",1854,854.938467132263,-0.0788705373219796,0.0614841409514439,-1.2827785523468,0.199569670257836,0.999807467026667,914.101005374043,881.359911303614,829.747087623403,794.545864227991
"534","ftsY","ftsY",1856,2065.70296086249,-0.0305852243137956,0.0583984555252113,-0.523733445323594,0.600463949913626,0.999807467026667,2118.50946572115,2079.13220782642,2065.74448142732,1999.4256884751
"535","ftsZ","ftsZ",101,6510.79989041799,0.0444539594605747,0.0542685837036055,0.819147219749927,0.412702423882747,0.999807467026667,6314.18714566412,6435.80703005234,6585.2791376855,6707.92624827001
"536","fucA","fucA",1511,831.032524995582,0.0544946306303233,0.0615091037217041,0.885960408021591,0.3756388623287,0.999807467026667,814.882001775655,789.464565101341,871.905138264776,847.878394840555
"537","fucI","fucI",1513,404.139157646924,0.009333246875472,0.0605460926748244,0.154151101469061,0.877490596618227,0.999807467026667,384.014291704874,417.706119101239,387.087555888978,427.748663892603
"538","fucK","fucK",1514,273.393633961672,0.0198310161669367,0.0580515009151207,0.34161073967635,0.732643853851714,0.999807467026667,254.478370340312,280.907365095583,265.40409153774,292.784708873054
"539","fucO","fucO",1510,4137.49780339084,0.042016203195659,0.0560387300661314,0.749770795056841,0.453392760994418,0.999807467026667,4127.69428858852,3977.60651914155,4301.07930293471,4143.61110289858
"540","fucP","fucP",1512,125.560784789728,-0.0092291775966964,0.0482800186612688,-0.191159362664046,0.84840074035811,0.999807467026667,140.560255097717,114.869182752841,137.971802099042,108.841899209314
"541","fucR","fucR",1515,1907.87083488905,0.0396269041028493,0.0585724318827722,0.676545310294769,0.498694488458592,0.999807467026667,1865.86848433636,1870.2791482758,1945.97729210523,1949.35841483881
"542","fumA","fumA",889,24720.2914722549,-0.00229421790572457,0.0546658634134569,-0.0419680173780958,0.96652419407848,0.999807467026667,23896.1620610897,25598.0752438217,23862.4148005322,25524.5137835762
"543","fumB","fumB",2244,485.727574171836,0.026583876233958,0.0613265192875823,0.433480923795733,0.664665421734921,0.999807467026667,459.347238881429,491.848955241709,479.068757288339,512.645345275868
"544","fumC","fumC",888,4150.02608940555,-0.038094219942082,0.0575954541337199,-0.661410184450292,0.508349296348613,0.999807467026667,4388.60352027317,4072.63466123708,4236.88408945807,3901.9820866539
"545","fusA","fusA",1782,57233.1872108492,0.0296315756458864,0.0559495133276862,0.529612750558518,0.596380452100986,0.999807467026667,53821.715979737,58992.635200668,55388.9715801631,60729.4260828288
"546","gabP","gabP",1441,227.905045533266,-0.0463008116449126,0.0568454657531728,-0.814503162766827,0.415356761094517,0.999807467026667,240.697953173869,239.136753185459,218.455353323482,213.330122450255
"547","gabT","gabT",1440,862.970871224112,-0.0799288424295967,0.0617258557113963,-1.29490051629758,0.195354550379119,0.999807467026667,962.791812695475,856.29754415754,863.281900633586,769.512227409849
"548","gadA","gadA",1883,148.768953082826,0.0117405777758785,0.0520076532597758,0.225747116818267,0.821398109930099,0.999807467026667,146.072421964294,146.197141685434,150.427589788538,152.378658893039
"549","gadB","gadB",839,162.81212082968,0.0147630362528848,0.0531313565874606,0.277859200312024,0.781120444454189,0.999807467026667,158.015450175212,160.816855853977,164.799652507189,167.616524782343
"550","gadC","gadC",838,109.18488448626,0.00365786949105942,0.0477932851399279,0.0765352178731803,0.938993296320628,0.999807467026667,109.32464285378,107.559325668569,112.102089205471,107.753480217221
"551","gadW","gadW",1881,31.0039637159096,-0.000778767887904929,0.029734624560557,-0.026190607731364,0.979105307258956,0.999807467026667,33.0730011994629,29.2394283370867,34.4929505247604,27.2104748023285
"552","gadX","gadX",1882,73.0511118149526,-0.0120977152281473,0.0416814100299956,-0.290242465872468,0.771630750667191,0.999807467026667,81.7638085208943,68.9215096517044,71.8603135932508,69.6588154939609
"553","galE","galE",430,378.262319911503,0.0023957264215831,0.0593885187766717,0.040339891799493,0.967822150591226,0.999807467026667,345.429123638834,409.351996719214,346.845780276757,411.422379011206
"554","galF","wcaN",4,3159.14616937473,-0.706909380840244,0.0568034112380681,-12.4448402909735,1.49182478482186e-35,8.79803666848692e-33,4233.34415353125,4225.09739470903,2051.37241870867,2126.77071054999
"555","galK","galK",428,1116.76682508865,-0.0132249321529017,0.0616003791552791,-0.214689135590626,0.830009693625095,0.999807467026667,1009.64523106138,1245.80850021944,984.965364984824,1226.64820408897
"556","galM","galM",427,3231.61479153211,-0.0773397175227156,0.057793058195698,-1.3382181171453,0.18082534491797,0.999807467026667,3242.99150650289,3476.35917622006,3002.80297068331,3204.3055127222
"557","galP","galP",1597,63.2719831965258,0.00286240649982224,0.0397748711928879,0.0719651984777279,0.942629603604328,0.999807467026667,59.7151410545858,65.7887137584451,62.278938447484,65.3051395255883
"558","galR","galR",1534,260.62427419532,0.0170790278091318,0.0580643253196519,0.294139778859214,0.76865109549307,0.999807467026667,258.153148251363,253.756467354003,268.27850408147,262.308977094446
"559","galS","galS",1176,845.266666511395,0.0223912849946026,0.0617457684043633,0.362636753468927,0.71687625123627,0.999807467026667,889.296254474446,774.844850932798,916.93760144988,799.987959188457
"560","galT","galT",429,467.06689315963,-0.033703734860396,0.0611132028208775,-0.551496784732122,0.581293170167108,0.999807467026667,459.347238881429,500.203077623733,433.078156588658,475.639099544702
"561","galU","galU",708,2159.56464550383,0.0351236703202694,0.0602416494720679,0.583046291528839,0.559862137904932,0.999807467026667,1998.16048913422,2234.72773719163,2077.24213160224,2328.12822408722
"562","gapA","gapA",989,18413.2193323419,0.0416660731083698,0.0547862248561496,0.760520974346582,0.446943236818384,0.999807467026667,17446.0081327167,18652.6667484658,18150.9570761406,19403.2453720444
"563","garD","garD",1693,422.791572511584,-0.0274600217251381,0.0609638788519967,-0.450431013285808,0.652399686901277,0.999807467026667,442.810738281697,421.883180292251,421.580506413738,404.891865058648
"564","garK","garK",1689,109.231503764277,-0.0124765427130624,0.0472876655064454,-0.263843490251423,0.791900521201503,0.999807467026667,120.348976586934,103.382264477557,113.060226720048,100.134547272569
"565","garL","garL",1691,37.5950180046139,0.00313148409311253,0.0324691707317883,0.0964448436019559,0.923167278049788,0.999807467026667,38.58516806604,35.5050201236053,39.2836380976438,37.0062457311667
"566","garP","garP",1692,67.6140327648753,0.0035285097646572,0.0398760982217264,0.0884868360248621,0.929489746626949,0.999807467026667,75.3329471765543,58.4788566741734,75.6928636515575,60.9514635572158
"567","garR","garR",1690,157.800247870232,0.00324154024352693,0.0525381610799182,0.0616987762208898,0.950802714548742,0.999807467026667,161.690228086263,152.462733471952,165.757790021765,151.290239900946
"568","gatD","gatD",1139,30.1306884584981,-0.00064449902055388,0.0295982809838706,-0.021774880132569,0.982627532185702,0.999807467026667,31.2356122439372,29.2394283370867,30.6604004664537,29.3873127865147
"569","gatY","gatY",1141,30.6423275851655,0.00234532941511715,0.0298135681550995,0.07866651193564,0.93729788250777,0.999807467026667,31.2356122439372,29.2394283370867,31.6185379810304,30.4757317786079
"570","gatZ","gatZ",1140,46.0931847946198,0.00368700233072743,0.0343537171982377,0.107324698211015,0.914531391364551,0.999807467026667,38.58516806604,52.2132648876548,40.2417756122205,53.3325306125638
"571","gcd","gcd",120,115.805062469737,-0.00804482031022895,0.0477089915705701,-0.16862272803082,0.866093402171577,0.999807467026667,128.6172268868,106.515060370816,123.599739380391,104.488223240941
"572","gcl","gcl",308,34.7106807764261,-0.0127310251514929,0.0307175268283339,-0.414454758113853,0.678541093629676,0.999807467026667,31.2356122439372,42.814877207877,27.7859879227236,37.0062457311667
"573","gcp","tsaD",1657,369.726522223576,-0.030292231165862,0.0604250009425063,-0.501319498442123,0.616146284839944,0.999807467026667,383.095597227112,375.935507191115,365.050393053714,354.824591422363
"574","gcvA","gcvA",1517,256.915506922901,-0.00148108374462696,0.0579085480968736,-0.0255762541680252,0.979595326302201,0.999807467026667,260.909231684652,253.756467354003,261.571541479433,251.424787173515
"575","gcvP","gcvP",1573,1026.87389741493,-0.00845471961651484,0.06095547475151,-0.138703203460907,0.889684686576311,0.999807467026667,1034.44998196098,1029.64558358455,1021.37459053874,1022.02543357546
"576","gcvT","gcvT",1574,842.891197404922,0.0288096972777314,0.0614573848062803,0.468775190622614,0.639230335121301,0.999807467026667,833.255891330912,821.836789331687,864.240038148163,852.232070808927
"577","gdhA","gdhA",976,9909.53790316631,-0.0278142634714198,0.054189205458905,-0.513280518433014,0.607755109494574,0.999807467026667,9247.57861316093,11305.216113475,8549.46104256769,10535.8958434616
"578","ggt","ggt",1843,54.4650394582216,0.00438121878585043,0.035628192605957,0.122970559699902,0.902130410950813,0.999807467026667,64.3086134434,42.814877207877,66.1114885057907,44.6251786758187
"579","gidA","mnmG",2019,1052.23916145962,0.0293567888831848,0.0610968728422248,0.480495768727724,0.630874911169781,0.999807467026667,1005.05175867257,1062.0178078149,1041.49547834485,1100.39160100616
"580","gidB","rsmG",2018,229.99298503374,0.018458237555349,0.0569388501162858,0.324176507211717,0.745804407037572,0.999807467026667,226.917536007426,223.472773719163,236.659966100439,232.921664307932
"581","glcC","glcC",1614,2024.5735621899,0.032952533944876,0.0603100282386987,0.546385649405675,0.584800872488702,0.999807467026667,2096.46079825484,1876.54474006232,2175.93029560363,1949.35841483881
"582","glcD","glcD",1613,1189.03881656965,0.0302196521731433,0.0605672911470899,0.498943433011619,0.617819235063347,0.999807467026667,1151.12418063686,1185.24111294977,1190.96493061881,1228.82504207315
"583","glcF","glcF",1612,1382.10303249717,0.00372750465492895,0.0599239434611148,0.0622039278397585,0.950400434585842,0.999807467026667,1378.04171664429,1380.51872362959,1394.09008370907,1375.76160600573
"584","gldA","gldA",2144,331.716964119205,-0.01456687280534,0.0592106958073573,-0.246017592036639,0.805668614469332,0.999807467026667,319.705678261474,352.961670640547,303.729592120807,350.470915453991
"585","glgA","glgA",1833,3706.27868166258,0.0416860388729412,0.0562313498891125,0.741330929368502,0.458492812709148,0.999807467026667,3573.72151849752,3687.30076636619,3725.23865667412,3838.8537851125
"586","glgB","glgB",1836,6619.02046559936,0.0343279654810498,0.0549957210680376,0.624193388401641,0.532500588392145,0.999807467026667,6367.47142537437,6654.05847728273,6583.36286265635,6871.18909708398
"587","glgC","glgC",1834,4296.69217106825,0.034721583469704,0.0589127037900442,0.589373449798644,0.555610782924161,0.999807467026667,3982.54056110199,4451.70296432145,4134.36337539836,4618.16178345119
"588","glgP","glgP",1832,7145.19849218829,0.0231078229563564,0.0538854273480914,0.428832508037534,0.668045119618508,0.999807467026667,7033.52492175244,7103.09255531657,7189.86390938339,7254.31258230077
"589","glgX","glgX",1835,3590.90855463315,0.0393275555360127,0.0577894045196625,0.680532285509738,0.496167486276895,0.999807467026667,3386.30784503389,3650.75148094483,3526.90419115675,3799.67070139715
"590","glk","glk",1306,878.400676024394,-0.0106237374636325,0.0614599200642991,-0.172856350163131,0.862764342610861,0.999807467026667,903.995366118652,864.651666539564,894.900438614617,850.055232824741
"591","glmM","glmM",1717,1785.49341329869,0.0361472200388402,0.0604804104082101,0.597668233314986,0.550061325725351,0.999807467026667,1655.48744892867,1841.03971993871,1726.56380126717,1918.8826830602
"592","glmS","glmS",30,2484.51685391738,-0.163979029903214,0.0582210225957309,-2.81649175147325,0.00485512896717821,0.384118550185299,2627.46620640177,2764.17024315245,2208.50697109924,2337.92399501606
"593","glmU","glmU",2013,2403.78719805814,-0.0787257431406218,0.0580618780746969,-1.35589384551669,0.175132945994965,0.999807467026667,2451.99556114907,2551.14012241082,2254.49757179892,2357.51553687374
"594","glnA","glnA",2094,4191.87902841086,0.0196944583034244,0.0589752932940084,0.333944219747107,0.738421650760082,0.999807467026667,3920.98803109188,4374.42733228772,3995.43343578475,4476.66731447908
"595","glnD","glnD",144,433.303397792734,-0.0372038330996972,0.0611017070393374,-0.60888369412896,0.542601533024726,0.999807467026667,444.648127237223,447.989812736079,413.915406297125,426.66024490051
"596","glnG","glnG",2092,290.882256039566,0.0211431421579219,0.0589478235069173,0.358675535415498,0.719837832150942,0.999807467026667,286.632677062012,282.995895691089,298.938904547923,294.961546857241
"597","glnH","glnH",466,13476.7085231258,0.0447495386424483,0.0529165692494973,0.845662129596079,0.397741255194797,0.999807467026667,13051.8924455769,13349.8875664756,13602.6782944451,13902.3757860057
"598","glnL","glnL",2093,189.961785286259,0.0163328626040416,0.0549042655862608,0.297478937740836,0.766100885824853,0.999807467026667,189.251062419149,182.746427106792,197.376328002796,190.473323616299
"599","glnP","glnP",465,2129.6478369655,0.0342113484397725,0.0596688988330618,0.57335310536712,0.566405635197355,0.999807467026667,1995.40440570093,2183.55873760173,2072.45144402935,2267.17676053001
"600","glnQ","glnQ",464,2363.1617154573,0.011561492891269,0.0586855400547374,0.197007523156221,0.843821650531323,0.999807467026667,2274.68752694084,2422.69549078719,2297.61375995487,2457.65008414631
"601","glnS","glnS",393,2513.72316973117,-0.0718822204356327,0.0580118173180586,-1.23909616624364,0.215309886625187,0.999807467026667,2544.78370340312,2669.14210105692,2363.72524846066,2477.24162600398
"602","gloB","gloB",169,339.326258661988,-0.00195704275987763,0.059486230415691,-0.0328990885151365,0.973755059663304,0.999807467026667,358.290846327514,321.633711707954,357.385292937101,319.995183675383
"603","glpA","glpA",1231,21.5831315539369,0.00267227721744012,0.025452913976244,0.10498904840264,0.916384498799724,0.999807467026667,19.29258403302,22.9738365505681,20.1208878061102,23.945217826049
"604","glpB","glpB",1232,14.6042624564224,0.000405089705044239,0.0212670150260149,0.0190477932398464,0.984802978822005,0.999807467026667,16.5365005997314,12.5311835730372,16.2883377478035,13.0610279051177
"605","glpC","glpC",1233,36.8490585262339,-0.00257560517046632,0.0316347441014152,-0.0814169750262373,0.93511034980736,0.999807467026667,42.2599459770915,32.372224230346,41.1999131267971,31.564150770701
"606","glpD","glpD",1831,75.2379223563474,-0.0272134097584863,0.0421369835463469,-0.645831938315043,0.518388201625726,0.999807467026667,74.4142526987915,86.674019713507,68.0277635349441,71.8356534781471
"607","glpF","glpF",2133,419.187649785446,0.0221681804081251,0.0595494784859613,0.37226489587732,0.709695632438098,0.999807467026667,450.1602941038,370.714180702349,469.487382142572,386.388742193064
"608","glpG","glpG",1830,363.752060015228,-0.00106270628347696,0.0603028603976125,-0.0176228171677083,0.985939754034767,0.999807467026667,372.071263493957,356.094466533806,369.841080626597,357.001429406549
"609","glpK","glpK",2132,1492.04340820019,-0.00911921015722614,0.060185558584546,-0.151518244105284,0.879566920266732,0.999807467026667,1548.00019503042,1451.5287638768,1533.02002332268,1435.62465057085
"610","glpQ","glpQ",1229,2826.0175458043,-0.040569256033854,0.0577473715109824,-0.702529915602108,0.482348752109141,0.999807467026667,2949.00927361877,2820.56056923111,2850.45910586562,2684.04123450168
"611","glpT","glpT",1230,1370.86204371485,-3.8590801899293e-05,0.0611381871602341,-0.000631206185393627,0.999496370363434,0.999807467026667,1446.9438024765,1294.88896921384,1449.66205955451,1291.95334361456
"612","glpX","glpX",2131,176.26976014794,0.0153965774666573,0.0538676133674072,0.285822528680527,0.775014052232358,0.999807467026667,179.145423163757,166.038182342742,186.836815342452,173.058619742809
"613","gltA","gltA",407,13297.9424925048,-0.000423783871150457,0.0582822824659614,-0.0072712298355501,0.994198449098301,0.999807467026667,12506.1879257858,14095.4929890713,12471.11788973,14118.9711654322
"614","gltB","gltB",1739,2277.99307957116,-0.0706099358509182,0.0615790838585371,-1.14665453635405,0.251524427294439,0.999807467026667,2158.01332826495,2605.44191789398,1967.05631742592,2381.46075469979
"615","gltD","gltD",1740,1251.0935447671,-0.045161699218479,0.0612931274572389,-0.736815057283314,0.461234825204446,0.999807467026667,1206.24584930263,1365.89900946105,1155.51384257947,1276.71547772525
"616","gltI","gltI",383,28748.6149755233,0.0533740011830871,0.0517822971399303,1.03073838224781,0.302663520428541,0.999807467026667,28020.1815717672,28100.1348972381,29285.4731330361,29588.670300052
"617","gltJ","gltJ",382,2309.09566798086,-0.0453456407162526,0.058385376986176,-0.77666092191182,0.437358848130847,0.999807467026667,2296.73619440714,2431.04961316921,2206.59069607009,2302.00616827699
"618","gltK","gltK",381,1791.21333361934,-0.0498886578106753,0.0590194115196968,-0.845292362734348,0.39794762411925,0.999807467026667,1870.46195672518,1807.62323041061,1764.88930185024,1721.87884549135
"619","gltL","gltL",380,2520.66200754343,-0.0992879312728181,0.0579944141652237,-1.71202576492886,0.0868919204351954,0.999807467026667,2592.55581624678,2706.73565177603,2331.14857296506,2452.20798918584
"620","gltP","gltP",2220,73.9534020553148,0.000331205747426768,0.0421157136623299,0.00786418461485107,0.993725353188914,0.999807467026667,72.5768637432658,75.187101438223,71.8603135932508,76.1893294465197
"621","gltS","gltS",1964,292.530221355639,-0.00440367220000928,0.0586646098699312,-0.0750652260327465,0.940162815341554,0.999807467026667,307.762650050557,279.86309979783,302.77145460623,279.723680967937
"622","gltX","gltX",1311,2206.68809335405,0.0230519115861829,0.0584988801116786,0.394057314296874,0.693538724750152,0.999807467026667,2122.1842436322,2237.86053308489,2186.46980826398,2280.23778843512
"623","glxK","glxK",314,89.8356173981973,0.00556609541922458,0.044822491367303,0.124180857632669,0.901172078308905,0.999807467026667,84.5198919541829,92.9396115000256,87.1905138264777,94.692452312103
"624","glxR","glxR",310,16.5712362012046,0.00208444724761762,0.0225960546311627,0.0922482832353803,0.926500777081137,0.999807467026667,14.6991116442057,17.7525100618026,15.3302002332268,18.5031228655834
"625","glyA","glyA",1402,15615.406216779,-0.00593613118702593,0.0533090444334717,-0.111353171870002,0.911336292479021,0.999807467026667,15366.0838350616,15950.1081578808,15278.4608074397,15866.9720667338
"626","glyQ","glyQ",1914,1797.90375632078,0.0318583818454748,0.0590335561187398,0.539665640019975,0.589427639925218,0.999807467026667,1737.25125744956,1797.18057743308,1800.34038988958,1856.84280051089
"627","glyS","glyS",1913,4216.66274917186,-0.0360318362456132,0.0562195856970314,-0.640912518277697,0.521579522152188,0.999807467026667,4181.89726277653,4400.53396473155,4064.41933683427,4219.8004323451
"628","gmd","gmd",1121,25.4286822500998,-0.00103466098263572,0.0269386994839618,-0.0384079782044311,0.969362399989805,0.999807467026667,30.3169177661743,20.8853059550619,28.7441254373003,21.7683798418628
"629","gmk","gmk",1961,684.497851750403,0.0308903169542477,0.0617258328084521,0.50044390733628,0.616762543384762,0.999807467026667,675.2404411557,665.196994668723,704.231073213858,693.322897963329
"630","gmr","gmr",738,448.890012820439,0.0238617245770916,0.06118377439418,0.390000859106225,0.696535911657432,0.999807467026667,448.322905148275,432.325833269782,467.571107113419,447.34020575028
