"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"60","caiD",34.4123973503369,-0.0162607241723203,0.0313109633965999,-0.519330049553379,0.60353060183345,0.999807467026667,35.8290846327515,38.6378160168646,31.6185379810304,31.564150770701
"61","caiB",24.0198805914636,-0.0015088811991067,0.0265710323685909,-0.0567866983177635,0.954715110044053,0.999807467026667,26.6421398551229,21.929571252815,26.827850408147,20.6799608497696
"62","caiA",66.2214180884097,0.00564017242854745,0.0359170738205458,0.157033183068524,0.875218696215824,0.999807467026667,82.6825029986572,46.9919383988894,86.232376311901,48.9788546441912
"63","caiT",7.42189841753331,0.000969719409814396,0.0155269834885402,0.062453818575263,0.950201437542927,0.999807467026667,8.26825029986572,6.26559178651858,8.6232376311901,6.53051395255883
"64","fixA",32.2418408025502,0.00252461468793396,0.0304662670503611,0.0828659016137665,0.933958167329845,0.999807467026667,31.2356122439372,32.372224230346,31.6185379810304,33.7409887548873
"65","fixB",26.5950269066691,0.00324317686510604,0.0278993725069282,0.116245512844444,0.907457967191104,0.999807467026667,23.8860564218343,28.1951630393336,24.9115753789936,29.3873127865147
"66","fixC",20.5761057511185,-0.00183379256313919,0.0249030882211099,-0.0736371548322554,0.941299106099054,0.999807467026667,22.9673619440714,18.7967753595557,22.0371628352636,18.5031228655834
"67","yaaU",12.4977568446422,0.0016107073709011,0.0199316755028399,0.0808114385903786,0.935591911144581,0.999807467026667,11.9430282109172,12.5311835730372,12.4557876894968,13.0610279051177
"68","kefC",224.383955534169,0.0181455820726698,0.056663610068468,0.32023342760449,0.748791384788196,0.999807467026667,223.242758096374,216.162916634891,232.827416042133,225.30273136328
"69","apaH",234.46734701682,-0.0264468482663724,0.0556803029047312,-0.474976731208214,0.634803558548803,0.999807467026667,262.746620640177,221.384243123657,249.115753789936,204.62277051351
"70","ksgA",640.770886911449,0.00877496068123071,0.0617464363275376,0.142112827932019,0.886990885794175,0.999807467026667,635.736578611897,638.046096927142,643.868409795527,645.432462311231
"71","surA",4413.68966982065,0.0320353745078381,0.0556843620510113,0.575302891653695,0.56508646620618,0.999807467026667,4277.44148846387,4413.06514830459,4410.30697959645,4553.94506291769
"72","imp",4815.15352575116,0.0423792030358077,0.0549858350223138,0.770729461844307,0.440867305110173,0.999807467026667,4699.12225375702,4736.78739060805,4894.16642445767,4930.53803418192
"73","djlA",231.13445978173,-0.00968476837199931,0.0550986554529024,-0.175771410252973,0.860473531221674,0.999807467026667,259.071842729126,208.853059550619,251.990166333666,204.62277051351
"74","rluA",71.6486155290914,0.00243016685681736,0.0413803812232222,0.0587275125308313,0.953169145320841,0.999807467026667,66.1460023989258,76.2313667359761,68.0277635349441,76.1893294465197
"75","hepA",282.206903922944,0.0191989101947737,0.0582464029246329,0.329615379332795,0.741690600452302,0.999807467026667,261.827926162414,291.350018073114,273.069191654353,302.580479801892
"76","polB",84.9755578620594,-0.00995701393160258,0.0441903681323547,-0.225320909338892,0.821729634562627,0.999807467026667,88.1946698652343,85.629754415754,83.3579637681709,82.7198433990785
"77","araD",28.8294586672027,0.00210680401249508,0.0289206792841667,0.0728476669511875,0.941927338950052,0.999807467026667,26.6421398551229,30.2836936348398,26.827850408147,31.564150770701
"78","araA",150.13549933614,-0.0173695332305899,0.0521190064749061,-0.333266775508332,0.738932916534411,0.999807467026667,152.503283308634,155.595529365211,146.595039730232,145.848144940481
"79","araC",1220.00602210357,0.0137205805486278,0.0611761765020129,0.224279798659473,0.822539594177423,0.999807467026667,1267.79837931274,1151.82462342167,1292.52750716394,1167.87357851594
"80","yabI",405.563451174973,-0.047217405219334,0.0606535117895298,-0.778477681278873,0.436287459138821,0.999807467026667,434.542487981832,409.351996719214,407.208443695088,371.15087630376
"81","thiQ",85.4503728655654,-0.0632201332028353,0.0441791168971403,-1.43099585602915,0.152431402794616,0.999807467026667,96.4629201651001,99.2052032865442,69.9440385640975,76.1893294465197
"82","setA",593.735446467564,0.0233626426144013,0.0616672582544455,0.378850029589521,0.704799233462418,0.999807467026667,605.419660845723,561.814730191166,627.580072047724,580.127322785643
"83","leuD",2140.93638213986,0.0360642743239654,0.0582265633553879,0.619378377251046,0.535667122263918,0.999807467026667,2074.41213078853,2127.16841152306,2154.85127028295,2207.31371596488
"84","leuC",2961.91259637193,-0.0239793993247984,0.0569138953126896,-0.421327677416096,0.673515822348868,0.999807467026667,2959.11491287416,3035.67922056825,2894.53343153614,2958.32282050915
"85","leuB",2656.9270776587,-0.0836097292035681,0.0573069230680645,-1.45898130151331,0.144570254228972,0.999807467026667,2731.27868238898,2806.98512036032,2529.48303848243,2559.96146940306
"86","leuA",3870.56688907399,-0.00410873745611525,0.0446041316399509,-0.092115624832278,0.926606174412516,0.999807467026667,3366.09656652311,4446.48163783269,3276.83029985224,4392.85905208791
"87","leuO",363.217688885101,0.00672149369428473,0.0603550737393248,0.111365843463551,0.911326244505875,0.999807467026667,362.884318716329,359.227262427065,365.050393053714,365.708781343295
"88","ilvI",4038.86050410385,-0.0112476589953147,0.0562772196689895,-0.199861668033194,0.841588770027966,0.999807467026667,3980.70317214646,4141.55617088878,3925.48939722065,4107.6932761595
"89","fruR",3225.30265982185,0.0095195672924975,0.0572177977210683,0.166374234445453,0.867862449282796,0.999807467026667,3128.15469678253,3291.52421851776,3161.85379810304,3319.67792588407
"90","mraW",1119.93838429622,0.028445219114421,0.0608435578154912,0.467514066167555,0.640132130756327,0.999807467026667,1124.48204078174,1077.6817872812,1164.13708021066,1113.45262891128
"91","ftsI",965.688305637706,0.0180213039631967,0.0616726359967681,0.292209075742134,0.770126772878774,0.999807467026667,1012.40131449467,895.979625472157,1035.74665325739,918.625629326609
"92","murE",1234.14742641684,-0.000165236802441507,0.0604932015475417,-0.00273149375821425,0.997820586012514,0.999807467026667,1253.09926766854,1215.5248065846,1260.90896918291,1207.05666223129
"93","murF",925.17904061715,0.026931040062221,0.0616522735532199,0.436821523523757,0.662240788361233,0.999807467026667,958.198340306661,859.430340050799,991.672327586861,891.41515452428
"94","mraY",867.912606912695,0.00983803896412992,0.0614090968436889,0.160204912134952,0.872719660050618,0.999807467026667,870.922364919189,854.209013562033,883.402788439697,863.116260729859
"95","ftsW",1206.46454486255,0.0169136312928384,0.0612438386532969,0.276168699819536,0.78241849662103,0.999807467026667,1255.85535110183,1131.98358276436,1281.02985698902,1156.98938859501
"96","murG",907.377278820937,0.00532577541721388,0.0614538232531346,0.0866630444663543,0.93093935210127,0.999807467026667,879.190615219055,929.396115000256,880.528375895967,940.394009168472
"97","murC",1376.5210316939,-0.00336731718413061,0.0599343901907142,-0.0561833894265986,0.95519571357731,0.999807467026667,1372.52954977771,1385.74005011836,1372.0529208738,1375.76160600573
"98","ddlB",1338.1910912274,0.0154969856701474,0.0600993973386561,0.257855924624716,0.796518101825962,0.999807467026667,1340.37524305601,1312.64147927564,1365.34595827177,1334.40168430619
"99","ftsQ",1234.58672462717,0.0114562147101358,0.0604864744819791,0.189401263807316,0.849778334021049,0.999807467026667,1245.74971184644,1207.17068420258,1268.57406929952,1216.85243316013
"100","ftsA",2807.8569128847,0.0158085019862464,0.0569563380281307,0.277554746908739,0.78135417433911,0.999807467026667,2771.70123941054,2799.67526327605,2823.63125545747,2836.41989339472
"101","ftsZ",6510.79989041799,0.0444539594605747,0.0542685837036055,0.819147219749927,0.412702423882747,0.999807467026667,6314.18714566412,6435.80703005234,6585.2791376855,6707.92624827001
"102","lpxC",8970.6405311166,0.0408732624352816,0.0564094222342032,0.724582185323262,0.468708391156118,0.999807467026667,9146.52222060701,8433.48654465401,9527.71944495048,8774.83391425488
"103","secA",5157.27705945473,0.0129484775427275,0.0558951027258143,0.231656744710614,0.816804630196237,0.999807467026667,4995.86057007442,5253.69871299583,5056.09166442113,5323.45729032754
"104","yacF",266.366138617714,-0.0132363442286527,0.0582303765313285,-0.227309954307636,0.820182733272995,0.999807467026667,273.770954373332,266.28765092704,266.362229052316,259.043720118167
"105","coaE",356.222524093594,0.0196040875063147,0.0594432777146799,0.329794860916179,0.741554970733571,0.999807467026667,324.299150650289,374.891241893362,338.222542645567,387.477161185157
"106","guaC",860.622932879848,0.00523990340907305,0.0615073105791601,0.0851915546255151,0.932109104606119,0.999807467026667,834.174585808675,881.359911303614,843.161012827476,883.796221579628
"107","hofC",44.0034989280158,0.000885020379342395,0.0345359099327373,0.0256260912501242,0.979555575092847,0.999807467026667,45.9347238881429,41.7706119101239,46.9487382142572,41.3599216995393
"108","hofB",53.8726175120012,0.00620093518902384,0.037533840211016,0.165209186008201,0.868779335230387,0.999807467026667,53.2842797102457,52.2132648876548,55.5719758454473,54.4209496046569
"109","nadC",160.636503584938,0.0137091566987909,0.0518123004849659,0.264592704251161,0.791323241049475,0.999807467026667,143.316338531006,171.259508831508,149.469452273962,178.500714703275
"110","ampE",537.467943751959,0.0281207584138736,0.0616123147972567,0.456414574041059,0.648091887551,0.999807467026667,535.598880535746,516.911322387783,558.594170998203,538.767401086104
"111","aroP",4868.89660261923,0.0409101930558345,0.0560721447360311,0.729599219869795,0.465635199221763,0.999807467026667,4647.6753630023,4895.51571586652,4838.59444861222,5093.80088299589
"112","pdhR",489.64852132796,0.0603022972355043,0.0612704030771127,0.984199453684189,0.325017454370104,0.999807467026667,479.558517392212,453.211139224844,540.389558221246,485.43487047354
"113","aceE",18818.6757386019,0.0733569353287589,0.0535588029190374,1.36965225753177,0.170795478580257,0.999807467026667,17757.4455606783,18602.5420141737,19007.5320141721,19907.1833653835
"114","aceF",9885.97250117079,-0.00524680682200578,0.0541735092912596,-0.0968518910930569,0.922844014462078,0.999807467026667,9692.22674039815,10128.3291229073,9660.90055947664,10062.4335819011
"115","lpd",38717.268499509,0.031011981574136,0.0531318567153811,0.583679613160561,0.559435885841563,0.999807467026667,37265.9227959726,39065.9647889434,38333.1656831837,40204.0207299363
"116","acnB",47911.1140604965,0.00155420526344179,0.0520363121529846,0.0298677058218978,0.976172561373749,0.999807467026667,47183.2296834226,48571.9117943898,47302.290957136,48587.0238070377
"117","speD",954.306390497798,0.0258574750189699,0.0616086966234242,0.419704951348357,0.674701007566966,0.999807467026667,843.361530586303,1028.6013182868,878.612100866813,1066.65061225128
"118","speE",1321.19957805459,0.0332896572646592,0.0613946448045819,0.542224120208197,0.587664121041932,0.999807467026667,1209.92062721368,1377.38592773633,1261.86710669748,1435.62465057085
"119","cueO",314.747662626094,-0.0069080307672646,0.059363637658402,-0.116368050202983,0.907360855578329,0.999807467026667,321.543067217,312.235324028176,324.808617441494,300.403641817706
"120","gcd",115.805062469737,-0.00804482031022895,0.0477089915705701,-0.16862272803082,0.866093402171577,0.999807467026667,128.6172268868,106.515060370816,123.599739380391,104.488223240941
"121","can",2245.53586387622,0.038881166507754,0.0578737697558982,0.671827093202122,0.501693778529726,0.999807467026667,2202.11066319757,2199.22271706802,2291.86493486741,2288.94514037187
"122","yadG",425.004035968355,-0.0263458564781146,0.0609124321765293,-0.432520185727639,0.665363384450945,0.999807467026667,422.599459770915,445.901282140572,400.501481093051,431.013920868883
"123","yadH",314.204194436461,-0.00845164594977007,0.0591197384303365,-0.142958107971486,0.886323266282147,0.999807467026667,299.494399750692,334.164895280991,299.8970420625,323.260440651662
"124","yadD",446.716511288357,-0.0188892582438948,0.0606067715403373,-0.311669105016143,0.75529200983235,0.999807467026667,485.989378736552,421.883180292251,467.571107113419,411.422379011206
"125","panC",1251.37965380561,-0.0549066332804341,0.0606626373352962,-0.905114510220725,0.365404725741438,0.999807467026667,1248.50579527972,1334.57105052846,1179.46728044389,1242.97448897036
"126","yadL",36.0941122432614,-0.0575747348285275,0.0317835624984547,-1.81146260213363,0.0700692730352055,0.999807467026667,42.2599459770915,50.1247342921487,25.8697128935703,26.1220558102353
"127","ecpD",4.33454568100072,-0.00106620134435349,0.0118170820386403,-0.0902254330525207,0.928108074094889,0.999807467026667,2.75608343328857,6.26559178651858,2.87441254373003,5.44209496046569
"128","pcnB",1321.01955675991,0.0142100138711415,0.0602687433967701,0.235777503731777,0.813605325492132,0.999807467026667,1287.09096334576,1333.5267852307,1304.02515733886,1359.43532112433
"129","yadB",244.009908634182,0.0212244310359598,0.0569976638944997,0.372373700705443,0.709614632083974,0.999807467026667,250.80359242926,225.561304314669,263.487816508586,236.186921284211
"130","sfsA",1520.55248276135,0.0374823456597144,0.059697553517106,0.627870715823792,0.530088636137,0.999807467026667,1513.08980487543,1465.1042127476,1578.05248650779,1525.96342691458
"131","mrcB",1686.9470625503,-0.057108022064078,0.0591862045243123,-0.964887384198109,0.334601220997426,0.999807467026667,1724.38953476088,1753.32143492745,1613.50357454712,1656.57370596576
"132","fhuA",6728.58729451634,0.0357119788042621,0.0558909608998078,0.638958039534885,0.522850229234094,0.999807467026667,6823.14388634474,6400.30200992873,7062.43161994469,6628.47166184721
"133","fhuC",523.709948570836,-0.00343408151862784,0.0611923980371204,-0.0561194139923176,0.955246678180035,0.999807467026667,559.48493695758,490.804689943956,554.761620939896,489.788546441912
"134","fhuD",209.613632661667,-0.0181345371091022,0.0530149996649503,-0.342064269050471,0.732302526415662,0.999807467026667,246.210120040446,183.790692404545,229.953003498403,178.500714703275
"135","hemL",1695.41907771721,-0.0844817150728471,0.0591397045714576,-1.42851094176112,0.153144847519356,0.999807467026667,1751.03167461601,1794.04778153982,1611.58729951797,1625.00955519506
"136","clcA",598.073831801661,0.00706597783513792,0.0617326091179871,0.114461026936882,0.908872339302071,0.999807467026667,598.07010502362,592.098423826006,604.584771697884,597.542026659133
"137","yadS",184.107615809712,-0.00508567007682021,0.054265862814968,-0.0937176672959383,0.925333435573301,0.999807467026667,175.470645252706,195.277610679829,176.297302682109,189.384904624206
"138","btuF",201.468768778599,0.0146897065629482,0.0551386954490385,0.266413748880313,0.789920577666467,0.999807467026667,208.543646452169,186.923488297804,215.580940779752,194.826999584672
"139","pfs",1049.87553802432,0.034551149867304,0.0610656212875723,0.565803624671147,0.571527282186844,0.999807467026667,1002.29567523928,1053.66368543287,1045.32802840316,1098.21476302198
"140","dgt",604.525659476229,0.028931336442696,0.0617365586495624,0.468625674568613,0.639337222139355,0.999807467026667,587.045771290466,597.319750314771,612.249871814497,621.487244485182
"141","degP",5464.99104619514,-0.0612996996278972,0.0557373533830139,-1.09979566497641,0.271421161557892,0.999807467026667,5473.58169851111,5781.05268836114,5180.6495413161,5424.6802565922
"142","cdaR",529.269020661191,0.000945651562246778,0.0615634864175356,0.0153605914361832,0.987744503193019,0.999807467026667,542.948436357849,514.822791792277,542.305833250399,516.999021244241
"143","dapD",4027.05275289207,-0.00708419683067284,0.0604888082537559,-0.11711582745942,0.906768267550381,0.999807467026667,3734.49305210602,4352.49776103491,3701.2852188097,4319.93497961767
"144","glnD",433.303397792734,-0.0372038330996972,0.0611017070393374,-0.60888369412896,0.542601533024726,0.999807467026667,444.648127237223,447.989812736079,413.915406297125,426.66024490051
"145","map",1132.8157103479,-0.0414346931862904,0.0607398837055421,-0.682166159342017,0.495133890275168,0.999807467026667,1181.44109840304,1139.29343984863,1121.02089205471,1089.50741108523
"146","rpsB",20141.4709622805,0.0434562528676571,0.0543797829089561,0.799125162754191,0.424217840433869,0.999807467026667,19122.6255546339,20337.0666737416,19924.469615622,21181.7220051246
"147","tsf",12681.8265655771,0.0371674160293746,0.0595648112929803,0.623982771414484,0.532638899691581,0.999807467026667,11495.6240002466,13350.9318317733,11980.5514822668,13900.1989480215
"148","pyrH",1706.27571308192,0.00899221258752571,0.0614095932179738,0.146430095304618,0.883581870740338,0.999807467026667,1562.69930667462,1830.59706696118,1584.75944910982,1847.04702958206
"149","dxr",564.489682059784,0.0283863100088369,0.0616455076978065,0.460476538663449,0.645174207801705,0.999807467026667,568.671881735209,536.752363045092,593.087121522963,559.447361935873
"150","ispU",2738.75983661007,0.0410216436864381,0.0575443381684124,0.712870197001518,0.475926082732284,0.999807467026667,2735.87215477779,2627.37148914679,2853.33351840935,2738.46218410634
"151","yaeL",4295.96892090703,0.0427520735568532,0.0553379257160748,0.772563716540506,0.439780624649798,0.999807467026667,4203.02723576507,4212.56621113599,4378.68844161542,4389.59379511163
"152","yaeT",12557.9184601031,0.0404610132471585,0.0541352188022197,0.74740647848826,0.454818235969809,0.999807467026667,12019.2798525715,12620.9903886439,12483.5736774195,13107.8299217777
"153","lpxD",4221.77312684516,0.0419782430070627,0.0563961045757935,0.744346499156623,0.456666876956863,0.999807467026667,4030.31267394566,4238.67284357982,4202.39113893331,4415.71585092186
"154","lpxA",2492.79013137415,0.0395138097187207,0.0586409947569018,0.673825706445235,0.500422129590396,0.999807467026667,2355.53264098397,2526.07775526474,2456.6645873746,2632.8855418733
"155","lpxB",1242.06791545043,0.01402352078121,0.0605819611514855,0.231480138883983,0.816941813354629,0.999807467026667,1265.04229587945,1198.81656182056,1281.02985698902,1223.38294711269
