"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"501","artM",729.23834574549,0.00894784108980239,0.0616731771447259,0.145084808405522,0.884643912511243,0.999807467026667,722.093859521606,727.852912533909,737.765886224042,729.240724702403
"502","artQ",861.364309687213,0.0330783377138325,0.0614430352842132,0.538357806720063,0.590330049828597,0.999807467026667,830.499807897623,856.29754415754,866.156313177316,892.503573516374
"503","artI",1999.96987666986,0.0221372246248389,0.0584254205550243,0.378897137830447,0.704764249700685,0.999807467026667,1994.48571122316,1959.04169858481,2036.04221847544,2010.30987839603
"504","artP",955.033741126637,0.0342370510428603,0.0611609357374545,0.559786252941415,0.575625241491332,0.999807467026667,932.4748949293,937.750237382281,972.509577295328,977.400254899638
"505","ybjR",274.433688885121,0.0137387257568386,0.0581306348724237,0.236342262337067,0.813167095051059,0.999807467026667,282.039204673197,258.977793842768,292.231941945887,264.485815078633
"506","ybjS",273.095285067237,0.0204184294992261,0.0584655205719049,0.349238821436886,0.726910023510568,0.999807467026667,266.421398551229,268.376181522546,277.859879227236,279.723680967937
"507","ybjT",575.15751186386,-0.0265981570320707,0.0616340635202863,-0.431549625529982,0.666068777358848,0.999807467026667,564.078409346395,608.806668590055,543.263970764976,584.480998754015
"508","ltaE",784.476901987672,-0.108599398142038,0.0616081664474092,-1.76274355177802,0.0779437517652725,0.999807467026667,844.280225064066,835.412238202478,746.389123855232,711.826020828913
"509","poxB",45.9304847346083,-0.016972329550788,0.035220044710104,-0.481894037627924,0.629881221884052,0.999807467026667,47.7721128436686,50.1247342921487,41.1999131267971,44.6251786758187
"510","hcr",25.1874029124144,0.00301160694062067,0.0269533622917083,0.111733998453585,0.911034321243565,0.999807467026667,21.1299729885457,28.1951630393336,22.0371628352636,29.3873127865147
"511","hcp",18.1120003711442,0.000706401115701128,0.0235363262686472,0.0300132275376436,0.976056503874058,0.999807467026667,19.29258403302,16.7082447640495,20.1208878061102,16.3262848813971
"512","ybjE",67.0100051004102,0.00684453476556514,0.0392425505155362,0.174416154802562,0.861538419209291,0.999807467026667,56.0403631435343,75.187101438223,58.4463883891773,78.366167430706
"513","aqpZ",70.4840158315634,-0.0059876757338085,0.0402072168589308,-0.148920422789187,0.881616425853416,0.999807467026667,81.7638085208943,61.6116525674327,77.6091386807109,60.9514635572158
"514","ybjD",556.352104400828,-0.0509839534177284,0.0616747308619029,-0.826658709413545,0.408430530913683,0.999807467026667,580.614909946126,573.30164846645,532.724458104633,538.767401086104
"515","ybjX",1328.56026248224,0.0348003232469863,0.0605107870983013,0.575109412978753,0.56521730223972,0.999807467026667,1342.21263201154,1261.47247968574,1397.92263376737,1312.63330446432
"516","macA",428.579139149909,0.0208261199091492,0.0610493942371747,0.341135570129336,0.733001524471,0.999807467026667,429.030321115255,413.529057910226,440.743256705272,431.013920868883
"517","macB",453.015959652044,-0.0328889317638393,0.0612589338478539,-0.536883842045375,0.591347852780513,0.999807467026667,463.940711270243,465.742322797881,442.659531734425,439.721272805628
"518","clpA",12368.8622645793,0.0276242892322854,0.0527591349301755,0.523592535564599,0.600561974356175,0.999807467026667,12257.221722312,12168.8235147168,12579.3874288772,12470.0163924111
"519","aat",58.2448821209667,0.00596994549568101,0.036862528374332,0.161951601231943,0.871343967231712,0.999807467026667,67.0646968766886,46.9919383988894,69.9440385640975,48.9788546441912
"520","cydC",365.951697014311,-0.00516610832789508,0.0603177570022066,-0.0856482167880693,0.931746067798553,0.999807467026667,358.290846327514,376.979772488868,357.385292937101,371.15087630376
"521","cydD",380.091179406599,0.00972695306806459,0.0605397521141296,0.160670513644115,0.872352914367455,0.999807467026667,383.095597227112,370.714180702349,389.961968432708,376.592971264226
"522","trxB",3957.6513130225,-0.0199361191737106,0.058298533446489,-0.341966049489212,0.732376442234034,0.999807467026667,3807.98861032705,4189.59237458542,3740.56885690735,4092.4554102702
"523","lolA",839.471790815256,0.0320159613555517,0.0614584108190584,0.520937019504309,0.602410645709254,0.999807467026667,823.15025207552,821.836789331687,858.491213060703,854.408908793114
"524","ycaJ",552.38861938781,-0.0127779182148609,0.0616264126433311,-0.207344832625815,0.835740563455319,0.999807467026667,542.948436357849,572.257383168697,532.724458104633,561.624199920059
"525","serS",4624.1273863652,-0.0336300216859096,0.055392630925954,-0.607120859286581,0.543770708058356,0.999807467026667,4658.69969673545,4738.87592120355,4476.41846810224,4622.51545941956
"526","dmsA",86.6890137879059,0.00427554921842985,0.0410987818731523,0.104031044803857,0.917144712036882,0.999807467026667,67.9833913544515,103.382264477557,70.9021760786741,104.488223240941
"527","dmsB",33.2657518188907,-0.000268845739765355,0.0308380735834849,-0.00871798100609415,0.993044145665166,0.999807467026667,32.1543067217,34.4607548258522,31.6185379810304,34.8294077469804
"528","dmsC",110.428761692814,-0.0187596818677281,0.0474031016355381,-0.395747983158637,0.692290953796131,0.999807467026667,105.649864942729,123.223305134865,99.6463015159745,113.195575177686
"529","ycaC",83.5712496057194,0.0114786478849507,0.0436766313512456,0.262809825983142,0.792697161654593,0.999807467026667,86.3572809097086,76.2313667359761,90.0649263702077,81.6314244069854
"530","ycaD",154.765819784491,-0.000455573377515726,0.0524530078944117,-0.00868536230434675,0.99307017063837,0.999807467026667,155.259366741923,154.551264067458,159.050827419728,150.201820908853
"531","ycaM",47.4321335138799,0.00257212573973467,0.0345738069628239,0.074395213188423,0.940695917572527,0.999807467026667,54.2029741880086,39.6820813146177,55.5719758454473,40.2715027074461
"532","ycaN",102.579234844451,0.00907833784530093,0.0463294919284553,0.19595159513772,0.844648052906358,0.999807467026667,108.405948376017,92.9396115000256,112.102089205471,96.8692902962893
"533","pflA",377.837724190596,0.0196184390578714,0.0584018560435449,0.335921499536655,0.736930063916493,0.999807467026667,327.97392856134,412.484792612473,342.055092703874,428.837082884697
"534","pflB",18383.0201012082,0.039951744440588,0.0521728703544256,0.765757072002826,0.443820861335837,0.999807467026667,18080.8260168508,18021.9305086229,18741.1697851198,18688.1540942392
"535","focA",1857.42163940789,-0.020882105889837,0.0593182658249491,-0.352035003037024,0.724812011967788,0.999807467026667,1935.68926464634,1821.1986792814,1885.6146286869,1787.18398501693
"536","ycaO",417.967945358793,0.00106723768106822,0.0600636750629352,0.0177684379110994,0.985823583681924,0.999807467026667,384.014291704874,451.122608629338,386.129418374401,450.605462726559
"537","ycaP",546.066527186709,0.0158745339700718,0.0605687443878881,0.262091184661345,0.793251142920249,0.999807467026667,591.63924367928,485.58336345519,607.459184241614,499.584317370751
"538","serC",5261.02445323517,0.00881543358674389,0.0587103594854659,0.150151245265773,0.880645290351034,0.999807467026667,4935.22673454207,5537.73887398467,4991.89645094449,5579.23575346943
"539","aroA",1768.21666400413,0.0275346495433294,0.0607456611794915,0.453277633475252,0.650348836358574,0.999807467026667,1637.11355937341,1842.08398523646,1691.11271322784,1902.55639817881
"540","ycaL",65.7898856388112,-0.0457532420937882,0.0403602850584069,-1.13362039013295,0.256953816264304,0.999807467026667,73.4955582210286,75.187101438223,54.6138383308706,59.8630445651226
"541","cmk",1951.56239446083,0.0318916796213302,0.0584927907748234,0.545224107088716,0.585599393363557,0.999807467026667,1909.04712479122,1928.75800494997,1976.63769257169,1991.80675553044
"542","rpsA",54612.7298148085,0.041246371003528,0.0554779879256595,0.743472727576172,0.457195527105646,0.999807467026667,51251.2088309565,55804.4932466277,53335.6828864253,58059.5342952243
"543","msbA",1546.23582006547,0.00372781590267393,0.0595254541704791,0.0626255768162235,0.95006466203528,0.999807467026667,1525.03283308634,1561.17662014088,1536.85257338099,1561.88125365365
"544","lpxK",330.614670534644,0.0223185231248046,0.059652382840316,0.374143027690096,0.708297908034088,0.999807467026667,313.274816917134,334.164895280991,326.724892470647,348.294077469804
"545","kdsB",899.977653824026,-0.00846269225366274,0.061345032106122,-0.137952364896035,0.890278064797122,0.999807467026667,896.645810296549,912.687870236207,879.57023838139,911.006696381957
"546","ycbJ",262.815205706298,0.0186963369367298,0.0571593982428447,0.327091213544577,0.743598897209581,0.999807467026667,237.94186974058,276.730303904571,248.157616275359,288.431032904682
"547","smtA",685.347218915476,-0.0111224991680901,0.061746914766374,-0.180130443928629,0.857050162703192,0.999807467026667,711.988220266215,669.374055859735,708.063623272165,651.96297626379
"548","mukF",1383.78768898379,0.0081917414138782,0.0603419286734762,0.135755379285365,0.892014666575498,0.999807467026667,1338.53785410048,1416.0237437532,1347.14134549481,1433.44781258666
"549","mukE",805.875381774349,0.0148379278980288,0.0616319163119116,0.240750714661149,0.809748330132174,0.999807467026667,821.312863119995,774.844850932798,839.32846276917,788.015350275432
"550","mukB",5358.45091253558,-0.0188114529706176,0.0558542463688737,-0.336795395042708,0.736271144710003,0.999807467026667,5260.44457967012,5554.44711874872,5176.81699125779,5442.09496046569
"551","ycbB",471.033606320939,0.0265650741148895,0.0613176178545021,0.433237217041349,0.66484244378112,0.999807467026667,471.290267092346,451.122608629338,491.524544977836,470.197004584236
"552","ycbL",2181.90357601614,0.0360623318556734,0.0591355567384532,0.609824847260188,0.541977840081352,0.999807467026667,2217.72846931954,2061.37969776461,2304.32072255691,2144.18541442348
"553","aspC",7115.55618736684,0.0279295820857304,0.0560212501694218,0.498553352545054,0.618094074402399,0.999807467026667,6775.37177350108,7261.82088057504,6970.45041854533,7454.58167684591
"554","ompF",79216.2459912044,0.0461483465770903,0.0516805560303879,0.892953755179323,0.371881938233506,0.999807467026667,78481.3131518476,76676.2237528189,81807.6972695859,79899.7497905652
"555","asnS",2879.56451663692,0.0102021487523726,0.0582990793023381,0.174996738790066,0.861082196113763,0.999807467026667,2760.67690567739,2967.8019762143,2790.09644244728,2999.68274220869
"556","pncB",904.879425407202,0.00594027840359349,0.0614567031693085,0.0966579412375649,0.92299804140447,0.999807467026667,874.597142830241,928.351849702503,880.528375895967,936.040333200099
"557","pepN",6342.65920314223,-0.101995633222574,0.0555108232360514,-1.83740083963182,0.0661507429732025,0.999807467026667,6484.14562405025,6824.27372081649,5864.75972672384,6197.45774097833
"558","ssuC",12.9884967885212,-0.00141722072354351,0.0202913819836834,-0.0698434795955799,0.944318239940794,0.999807467026667,12.86172268868,13.5754488707903,12.4557876894968,13.0610279051177
"559","ssuA",25.1339333602468,-0.00291299462370365,0.0270378227558664,-0.107737766091821,0.914203710848542,0.999807467026667,22.0486674663086,29.2394283370867,22.0371628352636,27.2104748023285
"560","ycbR",17.9148971210826,0.00226709680398306,0.0234991116059817,0.0964758515979801,0.923142652082785,0.999807467026667,18.3738895552572,16.7082447640495,19.1627502915335,17.4147038734902
"561","ycbT",61.7725812026091,-0.020894657047237,0.0372895846708098,-0.560334936194484,0.575251001969008,0.999807467026667,78.0890306098429,54.301795483161,68.9859010495208,45.7135976679118
"562","ycbF",39.1207073884185,0.000571968124894013,0.0330295073608468,0.0173168833142218,0.986183816685865,0.999807467026667,40.4225570215657,37.5935507191115,39.2836380976438,39.183083715353
"563","pyrD",302.697449185545,0.0215785082443399,0.0592219553635323,0.364366696639462,0.715584200924443,0.999807467026667,293.063538406352,299.704140455139,305.64586714996,312.376250730731
"564","ycbX",499.02050659766,0.0246469449509873,0.0613233086700236,0.401918055067947,0.687744334625339,0.999807467026667,509.875435158386,468.875118691141,530.808183075479,486.523289465633
"565","ycbY",970.052390216839,0.00424646068509801,0.061284013833193,0.069291490871605,0.944757598760291,0.999807467026667,993.108730461649,941.927298573293,999.337427703475,945.836104128937
"566","uup",1258.22238900731,0.0320442775700426,0.0604401309000344,0.530182133838238,0.595985657039851,0.999807467026667,1257.69274005735,1212.39201069135,1307.85770739716,1254.94709788339
"567","pqiA",241.851111134615,0.018570787388039,0.0570265314556587,0.32565170831894,0.74468788525487,0.999807467026667,248.047508995972,225.561304314669,258.697128935703,235.098502292118
"568","pqiB",590.641048290518,-0.00295992102547616,0.0617224268220288,-0.0479553571995935,0.961751821437396,0.999807467026667,583.370993379415,600.452546208031,584.463883891773,594.276769682854
"569","ycbZ",885.892819088706,0.0267263680432967,0.0614665572375449,0.434811534018562,0.663699232178056,0.999807467026667,893.889726863261,847.943421775515,925.56083908107,876.177288634976
"570","yccR",394.788397527065,0.0245945399404306,0.0607069579390984,0.405135437112563,0.685377959341927,0.999807467026667,379.42081931606,393.688017252918,395.710793520168,410.333960019113
"571","yccS",347.35689677619,0.0194693173674246,0.0598031953269864,0.325556473378589,0.744759948672372,0.999807467026667,326.136539605815,356.094466533806,338.222542645567,368.974038319574
"572","helD",730.559709308371,0.0299743523334455,0.0616797108888487,0.485967782622417,0.626990008478914,0.999807467026667,707.3947478774,724.720116640649,735.849611194888,754.274361520545
"573","yccT",14.97172298382,0.00191576849034057,0.021675568264464,0.0883837723175811,0.929571658631819,0.999807467026667,14.6991116442057,14.6197141685434,15.3302002332268,15.2378658893039
"574","yccW",442.93862782488,0.133551845361458,0.0611086189527002,2.18548295887411,0.0288534540874365,0.999807467026667,391.363847526977,398.909343741683,474.278069715455,507.203250315402
"575","yccA",3190.79704403224,0.00557281891510456,0.0578100975721168,0.0963987114561187,0.923203915468281,0.999807467026667,3288.00753591327,3075.36130188287,3306.53256280411,3093.2867755287
"576","hyaA",4.23918990162649,-0.000968348600080471,0.0119434209267057,-0.0810779931497874,0.935379926981531,0.999807467026667,4.59347238881429,4.17706119101239,3.83255005830671,4.35367596837255
"577","hyaB",12.6896460677722,0.00153185430961887,0.0194914773454924,0.0785909801738617,0.937357962126468,0.999807467026667,9.18694477762858,15.6639794662965,9.58137514576677,16.3262848813971
"578","hyaC",13.5001359151886,0.00173358885485413,0.0206568393489193,0.083923238476695,0.933117463102723,0.999807467026667,12.86172268868,13.5754488707903,13.4139252040735,14.1494468972108
"579","hyaF",13.8414177645202,0.00174311304359777,0.0206792529867065,0.0842928438816585,0.93282360190952,0.999807467026667,15.6178061219686,11.4869182752841,16.2883377478035,11.9726089130245
"580","appC",181.132262874471,0.0158709786232847,0.0544095983717965,0.291694463811949,0.770520242475957,0.999807467026667,178.226728685994,176.480835320273,185.878677827875,183.94280966374
"581","appB",36.5595236633125,-0.00597247274076395,0.0320331912597038,-0.186446385948347,0.852094719368412,0.999807467026667,37.6664735882772,37.5935507191115,38.3255005830671,32.6525697627942
"582","appA",70.7851355625374,0.00780911805184026,0.0414859140067326,0.188235410471442,0.850692115065749,0.999807467026667,70.73947478774,67.8772443539513,73.7765886224042,70.747234486054
"583","yccC",2834.03425764002,0.0383687991984879,0.058835454882103,0.652137376610293,0.514312554132256,0.999807467026667,2894.80629943076,2657.65518278163,3019.09130843111,2764.58423991657
"584","yccZ",1512.08093100738,0.0367855551447174,0.060210290287708,0.610951300333245,0.541231821195845,0.999807467026667,1531.46369443068,1429.59919262399,1597.21523679932,1490.04560017551
"585","ymcA",1274.70313687207,-0.0193032049712472,0.0617227703180869,-0.312740417705955,0.754477885834322,0.999807467026667,1396.41560619954,1186.28537824752,1371.09478335923,1145.01677968198
"586","ymcB",324.868355953431,0.0190283196523031,0.0595940515210365,0.319298976435361,0.749499808781306,0.999807467026667,327.97392856134,310.14679343267,339.180680160144,322.172021659569
"587","ymcC",891.468492767159,0.00466973227218397,0.0376493002938143,0.124032378709338,0.901289638496566,0.999807467026667,1033.53128748321,721.58732074739,1067.36519123842,743.390171599614
"588","yccM",47.1333482614769,0.00265439618188406,0.0353685106243435,0.0750497019814311,0.940175166901357,0.999807467026667,43.1786404548543,50.1247342921487,44.0743256705272,51.1556926283775
"589","torR",149.319642131816,-0.00045264232442424,0.0520382659967513,-0.00869825917052076,0.99305988081666,0.999807467026667,151.584588830872,147.241406983187,150.427589788538,148.024982924667
"590","torC",37.8560843290522,0.00166419614477053,0.0325804574556397,0.0510795818946506,0.959262106037824,0.999807467026667,38.58516806604,36.5492854213584,39.2836380976438,37.0062457311667
"591","torA",75.4924212662131,0.00399817441196881,0.0419367503875453,0.0953382027701465,0.924046199413766,0.999807467026667,67.9833913544515,81.4526932247416,70.9021760786741,81.6314244069854
"592","cbpA",307.993884172589,0.0102367972594531,0.0585643147443963,0.174795817284494,0.86124007506436,0.999807467026667,284.795288106486,324.766507601213,289.357529402157,333.0562115805
"593","agp",4799.58473569676,0.0224298422391524,0.0550662897131531,0.407324378598815,0.683769759892128,0.999807467026667,4783.6421457112,4712.76928875973,4884.5850493119,4817.34245900423
"594","rutG",32.4331851243043,-0.00625704241144937,0.0300220328530472,-0.208415014468758,0.834904933874221,0.999807467026667,28.4795288106486,38.6378160168646,27.7859879227236,34.8294077469804
"595","rutD",4.07347935656245,0.00052731924750796,0.011540024109517,0.0456948133299898,0.963553497856105,0.999807467026667,2.75608343328857,5.22132648876548,2.87441254373003,5.44209496046569
"596","rutA",5.83870311901116,-0.000730151823471925,0.0136743848034176,-0.0533955884647507,0.957416720095673,0.999807467026667,4.59347238881429,7.30985708427168,3.83255005830671,7.61893294465197
"597","rutR",134.406602727095,0.00160314918518392,0.0505009479553496,0.0317449325228775,0.974675461955809,0.999807467026667,139.641560619954,128.444631623631,138.929939613618,130.610279051177
"598","putP",6303.97522664877,-0.0576926970304636,0.0544304545769708,-1.05993413942336,0.289174562936023,0.999807467026667,6560.39726570457,6389.8593569512,6185.73579410703,6079.90848983227
"599","efeO",2299.49221203866,0.00948535707234525,0.0577825952155844,0.164155954521527,0.869608373859496,0.999807467026667,2279.28099932965,2297.38365505681,2306.23699758606,2315.06719618211
"600","efeB",1260.38938848958,0.00964764776290187,0.0604319145464935,0.159644913375687,0.873160796931111,0.999807467026667,1279.74140752366,1227.01172485989,1289.65309462021,1245.15132695455
"601","phoH",1205.94448465045,0.0351607741403936,0.0607510476561201,0.578768194079883,0.562745594898292,0.999807467026667,1215.43279408026,1146.6032969329,1266.65779427037,1195.08405331827
"602","ycdW",725.92085939959,0.0302428234783261,0.0617318570849621,0.489906264065612,0.624200230224286,0.999807467026667,734.955582210286,687.126565921538,766.510011661342,715.091277805192
"603","ycdX",922.051961647398,0.0307151868662662,0.0614015738869019,0.500234520418674,0.616909954119208,0.999807467026667,879.190615219055,929.396115000256,913.105051391574,966.516064978707
"604","csgG",80.5783370259771,-0.0354156817569738,0.042247657004923,-0.838287475985873,0.401869268025964,0.999807467026667,96.4629201651001,79.3641626292354,83.3579637681709,63.128301541402
"605","csgD",42.7238010825145,0.000729698001678281,0.0342383358217363,0.0213123092628536,0.982996524698103,0.999807467026667,41.3412514993286,43.8591425056301,42.1580506413738,43.5367596837255
"606","ymdC",175.561017771211,0.0143915793061466,0.0538643930482498,0.267181685185891,0.789329276835653,0.999807467026667,178.226728685994,166.038182342742,184.920540313299,173.058619742809
"607","mdoC",71.5177876071074,-0.00604254645966337,0.0405825382504515,-0.148895232288634,0.881636303361351,0.999807467026667,81.7638085208943,63.7001831629389,78.5672761952875,62.0398825493089
"608","mdoG",2360.33301183952,-0.00599808078845312,0.0578164252906214,-0.103743542744177,0.917372870952243,0.999807467026667,2386.7682532279,2348.55265464671,2387.67868632508,2318.33245315838
"609","mdoH",1646.2892523472,0.0347115901049667,0.0594289611480098,0.58408542627081,0.559162839377577,0.999807467026667,1586.58536309646,1643.67357866337,1646.08025004273,1708.81781758623
"610","mdtG",22.8628293994382,0.0028404899083047,0.0261688852705152,0.108544551246327,0.913563742467252,0.999807467026667,23.8860564218343,20.8853059550619,24.9115753789936,21.7683798418628
"611","lpxL",120.137164960345,0.00458658016439519,0.0483454151610209,0.0948710472155213,0.924417253741979,0.999807467026667,128.6172268868,109.647856264075,131.264839497005,111.0187371935
"612","yceA",831.301031178524,-0.0146451332340112,0.0617443944875952,-0.23718968103175,0.812509641277234,0.999807467026667,892.971032385498,786.331769208082,870.9470007502,774.954322370315
"613","solA",1031.21446544072,-0.00950838029141215,0.0613085995800128,-0.155090482518736,0.876749985250729,0.999807467026667,995.864813894938,1078.72605257895,986.881640013978,1063.385355275
"614","pyrC",459.594839352341,0.0315084352623451,0.0602482653470865,0.522976638096167,0.60099051078912,0.999807467026667,407.900348126709,485.58336345519,431.161881559505,513.733764267961
"615","grxB",450.819507117356,0.0219780644274531,0.0598203539672912,0.367401109653586,0.713319844000083,0.999807467026667,397.794708871317,485.58336345519,414.873543811701,505.026412331216
"616","mdtH",96.2621611995029,-0.00234936421288655,0.0460141543643742,-0.0510574245107828,0.959279762033954,0.999807467026667,97.3816146428629,96.0724073932849,95.8137514576677,95.7808713041962
"617","yceH",495.882520309428,0.00577552402441722,0.0610994755990725,0.0945265727371462,0.924690874954741,0.999807467026667,463.940711270243,523.176914174302,468.529244627995,527.883211165172
"618","mviM",592.498005434475,0.00332594974328547,0.0617271653460007,0.0538814592350459,0.957029608591609,0.999807467026667,595.314021590332,586.87709733724,597.877809095847,589.923093714481
"619","mviN",149.695763360751,0.0136853392483378,0.0517692595896176,0.264352616916359,0.791508219346197,0.999807467026667,139.641560619954,153.506998769705,145.636902215655,159.997591837691
"620","flgA",33.6116804004942,0.00401535838645555,0.0308308576813769,0.130238296577815,0.896377896308839,0.999807467026667,30.3169177661743,35.5050201236053,31.6185379810304,37.0062457311667
"621","flgD",12.9669648427271,0.00167032062296894,0.0202801561518628,0.0823623156775111,0.934358601933631,0.999807467026667,12.86172268868,12.5311835730372,13.4139252040735,13.0610279051177
"622","flgF",3.89326132002307,-0.00556361796830039,0.0112956542064114,-0.492544997096539,0.622334120305846,0.999807467026667,6.43086134434,3.13279589325929,3.83255005830671,2.17683798418628
"623","flgG",7.18236403888914,-0.00055450513288675,0.015314207590352,-0.0362085422713018,0.971116074709869,0.999807467026667,8.26825029986572,6.26559178651858,7.66510011661342,6.53051395255883
"624","flgH",8.48824056245643,0.00111202978959356,0.0166287874786758,0.0668737748329272,0.946682190941412,0.999807467026667,8.26825029986572,8.35412238202477,8.6232376311901,8.70735193674511
"625","flgI",11.2558433954516,-2.82751931833697e-05,0.0189699257838302,-0.00149052734868743,0.998810731681389,0.999807467026667,11.0243337331543,11.4869182752841,10.5395126603435,11.9726089130245
"626","flgJ",10.365072554796,0.00132160109583762,0.0180667634118713,0.07315096045201,0.941685989669808,0.999807467026667,11.9430282109172,8.35412238202477,12.4557876894968,8.70735193674511
"627","flgK",57.4973086202373,0.000717392039978532,0.0368275383600173,0.0194797717122844,0.984458373817166,0.999807467026667,46.8534183659057,67.8772443539513,48.8650132434106,66.3935585176814
"628","flgL",77.2664144420219,-0.0106798904067034,0.0425446330496373,-0.251027912128024,0.801792529210505,0.999807467026667,84.5198919541829,74.1428361404699,78.5672761952875,71.8356534781471
"629","rluC",881.241904710428,0.0330997276292155,0.061441303728275,0.538721114636491,0.590079302193013,0.999807467026667,881.946698652343,843.766360584502,919.81201399361,879.442545611256
"630","plsX",2479.18929535721,0.0365848155993997,0.0579823811530397,0.630964352823612,0.528063832732471,0.999807467026667,2485.98725682629,2378.83634828155,2581.22246426957,2470.71111205142
"631","fabH",3570.56818856256,0.0383494829194096,0.0564759177064495,0.679041341457124,0.497111667699181,0.999807467026667,3437.75473578861,3568.25452242233,3576.72734191474,3699.53615412458
"632","fabD",4667.61413938588,0.035028276842538,0.0582819981464246,0.601013656987786,0.54783089011276,0.999807467026667,4351.85574116266,4813.01875734402,4519.53465625819,4986.04740277867
"633","fabG",8740.81787855895,0.0409692678299801,0.0568360490925998,0.720832437934437,0.471012615047258,0.999807467026667,8183.73040791154,8940.99947936202,8521.67505464497,9316.86657231727
"634","fabF",6247.8255329544,-0.0110640326470331,0.0570287484703919,-0.194007986213783,0.846169628619883,0.999807467026667,6010.09927352461,6554.85327399619,5964.40602823982,6461.94355605696
"635","pabC",327.364159459678,0.0162945076560481,0.0560511414317231,0.290707864993199,0.771274755879361,0.999807467026667,368.396485582906,273.597508011311,382.296868316094,285.165775928402
"636","yceG",263.235046151525,-0.0121770614714436,0.0573723236327922,-0.212246266150594,0.831914913703733,0.999807467026667,282.95789915096,250.623671460743,278.818016741813,240.540597252584
"637","tmk",231.674589671751,0.0119656379363422,0.0569154735388406,0.21023523467966,0.83348408072539,0.999807467026667,224.161452574137,232.871161398941,228.036728469249,241.629016244677
"638","holB",261.658961457446,-0.00511906976323674,0.0577480403367298,-0.0886449086997126,0.929364116563492,0.999807467026667,253.559675862549,272.553242713558,246.241341246206,274.281586007471
"639","ycfH",405.063154317664,0.0194833457784938,0.0599847780627275,0.324804832287945,0.74532878704279,0.999807467026667,427.192932159729,368.625650106843,444.575806763578,379.858228240505
"640","ptsG",30188.1946360363,0.0459668244881307,0.0517318677207032,0.888559151513771,0.37424005259462,0.999807467026667,29469.8814576769,29662.3557826767,30715.9724422991,30904.5688614926
"641","fhuE",277.899628434266,0.00690529460142408,0.0582478688248971,0.118550167426427,0.905631747455788,0.999807467026667,286.632677062012,265.243385629287,294.14821697504,265.574234070726
"642","ycfM",993.291557932029,0.0152932519604968,0.061232782039003,0.249755955082288,0.802776083167177,0.999807467026667,959.117034784423,1008.76027762949,973.467714809904,1031.8212045043
"643","ycfN",371.098825829694,0.0225909167390569,0.0601960795118191,0.375288838114803,0.70744566644213,0.999807467026667,348.185207072123,379.068303084374,363.134118024561,394.007675137716
"644","nagZ",903.421211240727,0.0110733657900014,0.0616545101144536,0.179603499718758,0.857463856985165,0.999807467026667,850.711086408406,942.971563871046,863.281900633586,956.720294049869
"645","ndh",258.72730671989,0.00394190953342127,0.0573673016135235,0.068713525345456,0.945217651982845,0.999807467026667,241.616647651632,273.597508011311,244.325066217053,275.370004999564
"646","ycfQ",229.220279582634,0.017498224339992,0.0569024462736959,0.307512690330166,0.758453165198243,0.999807467026667,226.917536007426,222.42850842141,235.701828585863,231.833245315838
"647","ycfS",242.374552384565,0.0134159391266698,0.0573674809691604,0.233859651844954,0.815093937832867,0.999807467026667,234.267091829529,243.313814376472,240.492516158746,251.424787173515
"648","mfd",1317.80862230422,-0.0158988548235249,0.060852496498668,-0.26126873568569,0.793885274749478,0.999807467026667,1270.55446274603,1389.91711130937,1251.32759403714,1359.43532112433
"649","lolC",394.341157832742,0.0226971942491355,0.0605297716056478,0.374975712728737,0.707678529427876,0.999807467026667,401.469486782369,371.758446000102,417.747956355431,386.388742193064
"650","lolD",233.877847694022,-0.0294638831770063,0.0560064974024084,-0.526079732594371,0.598832809824252,0.999807467026667,261.827926162414,222.42850842141,243.366928702476,207.888027489789
"651","lolE",1070.25048348105,0.0277088651602459,0.0608401831351279,0.455436912454778,0.648794944613138,0.999807467026667,1045.47431569413,1059.92927721939,1081.73725395707,1093.8610870536
"652","ycfX",965.016014919014,0.0753360633283049,0.0611408380179043,1.23217256698778,0.217884628570408,0.999807467026667,927.881422540486,913.73213553396,1012.75135290755,1005.69914869406
"653","potC",450.974550128457,0.0245189905382491,0.0611649352157507,0.400866778518801,0.6885182102263,0.999807467026667,429.949015593017,454.255404522597,448.408356821885,471.285423576329
"654","potB",187.851331173558,0.00584975838164541,0.0547729255112949,0.106800181422464,0.914947503545235,0.999807467026667,182.820201074809,190.056284191064,185.878677827875,192.650161600486
"655","potA",321.161378258206,0.00611472767194768,0.0595102403634352,0.102750848166709,0.91816071617774,0.999807467026667,308.68134452832,329.987834089979,316.185379810304,329.790954604221
"656","pepT",570.126698985714,-0.0111900965115373,0.0616499532985799,-0.181510218788683,0.855967112940949,0.999807467026667,598.07010502362,551.372077213635,574.882508746006,556.182104959594
"657","ycfD",987.431802468667,0.00797404057338537,0.0612184685047496,0.130255473032075,0.896364307235627,0.999807467026667,1009.64523106138,955.502747444084,1013.70949042212,970.86974094708
"658","phoQ",1418.05968064852,0.0345639994539162,0.0600798968146888,0.575300579502089,0.565088029665886,0.999807467026667,1359.66782708903,1421.24507024196,1413.2528340006,1478.07299126248
