"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"728","katG","katG",748,6142.59765190884,0.352547771251738,0.104833571477962,3.36292817540658,0.000771204260792496,0.00238681532584843,7032.21321085847,6756.33260103824,5094.49821113631,5687.34658460232
"729","kbaY","kbaY",1934,15.3265816928504,0.281516888264827,0.551030282078309,0.510891864605038,0.609426778101725,0.729747289935276,21.9308556413962,12.0891659155236,14.6724902192776,12.6138149952041
"730","kbaZ","kbaZ",386,70.5304794489258,1.80151931092997,0.33820127075809,5.32676682997614,9.99763704373157e-08,5.98049864502289e-07,132.428628296123,90.6687443664268,29.3449804385552,29.6795646945979
"731","kbl","kbl",848,517.742958169399,0.466655709566981,0.15915503522438,2.93208260052269,0.0033669718219813,0.00919167425458338,614.063957959094,590.857984121214,386.724920779531,479.324969817756
"732","kch","kch",757,328.74442116125,-0.5889348612282,0.175650625129036,-3.35287654567444,0.000799763709544731,0.00244577673394459,247.987367637326,276.539670317602,379.388675669892,411.061971020181
"733","kdgK","kdgK",814,870.085468456256,0.4306244538176,0.138323443402486,3.11317043029788,0.00185089100465578,0.00526389763609106,1083.04687090587,915.75431810091,715.807915697614,765.732769120626
"734","kdgR","kdgR",1392,2352.28647060671,0.173182768947175,0.115333829763709,1.50157823859647,0.133206066899533,0.221531641431336,2668.81643266837,2316.5864185622,2202.96960292296,2220.77342827329
"735","kdgT","kdgT",1643,104.278735348381,0.26965410111286,0.271530325223639,0.993090185749111,0.320666006313222,0.451546109863205,126.524167161901,101.24676454251,99.5633264879551,89.7806832011587
"736","kdpB","kdpB",1353,68.0326043053136,0.51269463840927,0.322796535218618,1.5882904011409,0.112220687043677,0.191891734287146,86.0364336700928,75.5572869720223,48.2096107204835,62.3270858586556
"737","kdpD","kdpD",1742,309.119517831586,0.14868583263854,0.181977837743808,0.817054617649998,0.41389721616261,0.550041363614491,355.954656948816,293.162273451447,286.113559275913,301.247581650169
"738","kdpE","kdpE",2132,58.0398085710729,0.0826921213884856,0.33974923894142,0.243391630975054,0.807702026431195,0.876330306218504,64.9490724764426,54.4012466198561,53.449785798797,59.3591293891958
"739","kdsA","kdsA",911,3451.85808456659,-0.280093973689804,0.102730783043947,-2.72648533760307,0.00640127965763394,0.0162488622888406,3076.22425092969,3156.78344969109,3738.3409008688,3836.08373677678
"740","kdsB","kdsB",342,1329.48653575877,-0.695689669254982,0.121095507958291,-5.74496677031651,9.19390397193844e-09,6.22335897515716e-08,986.045009415084,1041.17941447447,1580.43680361933,1710.2849155262
"741","kdsD","kdsD",1959,1724.95677067917,-0.0531678874553594,0.114876612136705,-0.462826039752016,0.643489064656511,0.76042735307801,1711.45023447665,1672.83833356057,1831.96520737837,1683.57330730107
"742","kduD","kduD",692,140.38448193671,0.86639604667665,0.241327635472945,3.59012362997184,0.000330521159258405,0.00110571746196995,184.725284056376,179.826342993413,107.947606613257,89.0386940837937
"743","kduI","kduI",579,112.900644226754,1.084227556637,0.265368484396319,4.0857434864712,4.39358977984323e-05,0.000175667708814112,170.385878444694,139.025408028521,70.2183460493999,71.9729443843999
"744","kefB","kefB",2119,510.817055220555,-0.0378775859726199,0.148160783709773,-0.255651900754096,0.798219638713718,0.871599036427891,503.566185304367,504.722676973109,510.393052627728,524.586305977018
"745","kefC","kefC",1590,284.85548525468,0.20232701476224,0.187627484592722,1.07834422660105,0.28088016697166,0.407453117869641,323.058373486721,287.117690493685,242.09608861808,287.149788420235
"746","kgtP","kgtP",318,14216.1691481869,0.632537176927734,0.105203570529769,6.01250674043183,1.82676234333102e-09,1.3298600078023e-08,18243.0979158507,16356.6414837034,11642.6209889968,10622.3162041966
"747","lacI","lacI",455,451.376695862986,0.928613344067394,0.192723892160756,4.81836130256653,1.44742089577321e-06,7.36435027190104e-06,719.500763927345,466.944033487098,313.362469683143,305.699516354358
"748","lacY","lacY",1691,40.2823364814223,0.35393102691043,0.391002082450036,0.905189621223198,0.365364939324597,0.500189139288257,48.9226779692685,42.3120807043325,33.5371205012059,36.3574667508824
"749","ldcC","ldcC",998,495.899369299888,0.391267515607488,0.159059490176433,2.4598816151962,0.0138982852226918,0.0322390083071459,510.314140886335,619.569753170583,418.165971249411,435.547611893224
"750","ldhA","ldhA",2003,896.081116222678,-0.0551802271197704,0.139610920224256,-0.395242915318763,0.692663623706799,0.800557308477903,798.78924201547,962.599836023564,876.157273094005,946.778113757673
"751","lepA","lepA",1726,4422.57955996683,-0.0875092213125054,0.103311451494037,-0.847042801615811,0.396971264825592,0.532422609586071,4284.95179454972,4291.65390001087,4372.40208534472,4741.31045996202
"752","lepB","lepB",1534,1994.5678491143,-0.130545337703462,0.109124818736438,-1.19629374156176,0.23158195018691,0.349486450249476,1891.9580462943,1916.13279761049,2074.06129599645,2096.11925655598
"753","leuA","leuA",988,7675.97363095719,0.249769545303283,0.100815138198681,2.47750040089268,0.0132306260169618,0.030960468023504,8106.82513728689,8578.77436280341,7251.35427337012,6766.94075036832
"754","leuB","leuB",1661,4916.20459899762,0.100227759268772,0.104043202654555,0.963328278172565,0.335382806506574,0.467436000639806,4841.65813006209,5337.36675170366,4714.06150045076,4771.73201377398
"755","leuC","leuC",1246,6542.44932011861,0.176765348154499,0.0982958936601971,1.79829839856348,0.0721297333947311,0.13401310819326,6785.91283211664,7105.40726684898,6141.48519178334,6136.99198972548
"756","leuD","leuD",858,4587.41859773838,0.297934682056888,0.102436478017765,2.90848228894807,0.00363187748032193,0.00979929646497118,4913.3551581205,5211.9416553301,4205.76451785436,4018.61305964856
"757","leuO","leuO",1342,94.7576603135452,0.449522203005297,0.281128691213805,1.59899084317731,0.109822637230977,0.188885145014644,104.593311520505,116.358221936914,71.2663810650626,86.8127267316989
"758","leuS","leuS",734,9345.49701870767,-0.326155527400119,0.0953805347205281,-3.41951875564316,0.000627320077841124,0.00197853675776867,8286.48945465679,8290.14552657029,10404.8916354991,10400.4614581045
"759","lexA","lexA",1488,1334.90987358211,0.151142553327979,0.117238338245781,1.28919051216096,0.197331862681258,0.306798698527274,1408.63572773583,1402.34324620073,1239.82542352896,1288.83509686291
"760","lgt","lgt",1065,773.336905193528,-0.297762368291995,0.132340066828387,-2.24997897785649,0.0244502798126816,0.0531477913299134,690.821952703981,695.127040142605,866.724957953041,840.673669974486
"761","ligA","ligA",854,1067.69981624221,-0.361628252836822,0.123964928549513,-2.91718195676919,0.00353209657013496,0.00958250767284366,942.183298132291,924.821192537553,1165.41493741691,1238.3798368821
"762","ligB","ligB",704,122.576987643435,0.925082420675574,0.260410568940537,3.55239967578585,0.000381734554281416,0.00125527768914983,178.820822922154,145.069990986283,74.4104861120507,92.0066505532535
"763","lipA","lipA",563,2043.87590369443,0.465893256705476,0.111584232939098,4.17526064779922,2.97645060543851e-05,0.000122388688305331,2398.89820938965,2348.32047909045,1647.51104462174,1780.77388167587
"764","lipB","lipB",531,505.910736322264,-0.73757678782943,0.16855966523982,-4.37576087244854,1.21009619472084e-05,5.27565478489406e-05,366.076590321768,388.364455036195,717.903985728939,551.297914202156
"765","livF","livF",229,2998.8075096578,-0.777067604786671,0.107436964249497,-7.23277700756806,4.73216080895144e-13,4.78382195315397e-12,2299.36586455562,2108.04830651942,3809.60728193386,3778.20858562231
"766","livG","livG",378,2546.50362531538,-0.60202014101449,0.11193601956981,-5.37825217770081,7.52124196759526e-08,4.60626326851403e-07,2136.57143614064,1897.9990487372,3083.31901607962,3068.12500030406
"767","livH","livH",724,2964.64564399036,-0.399313755738907,0.115582086004926,-3.45480661875135,0.000550687649999144,0.00176083136705527,2660.38148819091,2446.54495215408,3144.10504698806,3607.55108862838
"768","livJ","livJ",568,36262.720289314,0.386556030193117,0.0931297381696594,4.15072604938401,3.31422261662363e-05,0.000135077911223305,41539.5710681477,40689.1101801735,31850.8321610047,30971.3677479303
"769","livK","livK",963,9989.9864090956,-0.272342110564938,0.107394123781692,-2.53591258976654,0.0112154724705947,0.0269613902070891,9730.55194919795,8352.10250188735,10983.4069641449,10893.8842211522
"770","livM","livM",535,3448.04589396306,-0.497611692248356,0.114331538235165,-4.35235718796012,1.3468160185969e-05,5.82781137019032e-05,2953.07406155878,2756.32982873937,3748.82125102543,4333.95843452866
"771","lldD","lldD",447,273.106680413682,0.930905350465685,0.190391164678201,4.88943566283183,1.01125466315414e-06,5.2372584903844e-06,372.824545903736,347.563520071303,168.733637521692,203.305018157996
"772","lldP","lldP",107,357.588876733259,1.92929406103149,0.180136340785309,10.7101879199982,9.11765467834237e-27,1.97265145610865e-25,609.846485720364,527.389863064716,155.109182318077,138.00997582988
"773","lldR","lldR",581,180.566718789977,0.896874897676071,0.219879919457162,4.07893044480947,4.52433695873928e-05,0.000180272634414482,257.265806562533,214.582695000543,125.764201879522,124.654171717311
"774","lolA","lolA",1249,1159.02692399974,-0.224988279480414,0.12544339239819,-1.79354428463034,0.0728859362171319,0.134984753874128,1049.30709299603,1086.51378665768,1320.52411973498,1179.76269661027
"775","lolB","lolB",2264,734.805672769597,-0.00976814313642278,0.138795413446468,-0.0703779966057039,0.943892803980523,0.963929208339056,690.821952703981,775.217764332949,760.87342137111,712.30955267035
"776","lolC","lolC",1440,641.68038412129,-0.197807477329594,0.142554463792095,-1.38759230730286,0.165261225255359,0.265601041591697,603.942024586142,589.346838381774,724.192195822916,649.240477694329
"777","lolD","lolD",1153,351.872892491099,-0.345000223185657,0.172085830125189,-2.00481482371138,0.0449828471973283,0.0903168180935083,287.631606681389,332.452062676898,404.541516045797,382.866384560313
"778","lolE","lolE",1482,1178.30660208299,0.162722381415621,0.12484860380238,1.30335763844976,0.192452691682215,0.300626168181057,1316.69483293152,1171.13794806635,1128.73371186871,1096.65991546539
"779","lon","lon",688,8884.625963367,-0.400511297371021,0.111287767525863,-3.59887978953252,0.00031959086593134,0.00107536752126606,7154.51990578164,8152.63126428121,9514.06187218586,10717.2908112193
"780","lpd","lpd",547,29784.418552653,0.399293147346017,0.0929196115295489,4.29718915924481,1.72977577250922e-05,7.32071464965053e-05,34264.4314563384,33533.8351039229,25555.2858219189,25784.1218284319
"781","lptB","lptB",1095,1800.59605650567,0.24290886448943,0.111925208043712,2.17027842730981,0.0299857598575939,0.0633945516624018,1907.98444080147,1999.24581327971,1628.64641433981,1666.50755760167
"782","lpxA","lpxA",1144,3120.29565001261,-0.227791842926444,0.112119746269685,-2.03168353929851,0.042185703384543,0.085367048369945,2829.92387218786,2918.0224228595,3142.00897695673,3591.22732804635
"783","lpxB","lpxB",1780,1454.68220469237,-0.0877878113611096,0.116978925102293,-0.750458352086436,0.452978698266011,0.588750022256788,1431.41007782498,1388.74293454577,1451.52849669282,1547.04730970592
"784","lpxC","lpxC",1808,12350.5020732235,0.0695391726431421,0.0989817549057101,0.702545360095757,0.482339124050382,0.617596831956103,12886.9081726635,12412.5511037638,11575.5467479944,12527.0022684724
"785","lpxD","lpxD",859,6926.87114961382,-0.289409634200465,0.099553238342148,-2.90708407903128,0.00364815126967941,0.00983174643691249,6046.16820144339,6417.83595540358,7488.21018690989,7755.27025469843
"786","lpxH","lpxH",416,625.7471755512,-0.747992478528191,0.148180409695453,-5.04784998277099,4.46809764955216e-07,2.48645337949838e-06,431.869157245956,501.700385494228,752.489141245808,816.930018218807
"787","lpxK","lpxK",1512,339.285024014642,-0.215520439191876,0.173996601033552,-1.23864740984404,0.215476102467539,0.329476338977775,320.527890143483,306.762585106411,339.56334507471,390.286275733962
"788","lpxL","lpxL",1838,161.361213395198,0.156489168677338,0.237093188344989,0.660032326401692,0.509233084819555,0.641389875602432,144.237550564567,197.960091866698,159.301322380728,143.9458887688
"789","lpxM","lpxM",857,654.791338692887,-0.410064147886132,0.140957876926219,-2.9091254552647,0.0036244138484576,0.0097905694972921,538.992952109699,584.813401163453,768.209666480748,727.149335017649
"790","lrhA","lrhA",296,1736.03406373427,0.832220877951038,0.131678855783096,6.32007981085353,2.61428247694311e-10,2.04461619396058e-09,2444.44690956793,2009.82383345579,1165.41493741691,1324.45057449643
"791","lsrB","lsrB",170,156.07842521359,2.28480848611176,0.266933045386204,8.55948158387828,1.1337617535308e-17,1.54391674083753e-16,306.188484531801,216.093840739984,59.7379958927731,42.293379689802
"792","lsrC","lsrC",567,38.422427381654,1.89909908849032,0.456027910290133,4.16443609182183,3.12123036067029e-05,0.000127436477688743,76.7579947448868,49.8678094015347,6.28821009397611,20.7756952862185
"793","lsrD","lsrD",605,46.8740147258357,1.62041831478842,0.409434661317254,3.95769696091467,7.56758805532454e-05,0.000289569691703741,84.3494447746008,60.4458295776179,29.3449804385552,13.3558041125691
"794","lsrF","lsrF",221,194.336170935289,1.70868882445825,0.230532989175632,7.41190590799343,1.24497078961558e-13,1.30412098550229e-12,345.832723575863,253.872484225995,84.8908362686775,92.7486396706185
"795","lsrK","lsrK",346,193.453041161932,1.36118898789667,0.24161742526959,5.63365405610914,1.76430765441471e-08,1.18045439883528e-07,326.432351277705,235.73873535271,86.9869063000029,124.654171717311
"796","lsrR","lsrR",333,374.247355064356,1.10182531121045,0.188188169501184,5.85491274042877,4.77260531201875e-09,3.3178922814785e-08,596.350574556428,427.654244261646,240.000018586755,232.984582852594
"797","ltaE","ltaE",2122,887.575688756981,-0.0327872149915709,0.129803874658101,-0.252590418259327,0.800584735094888,0.872988064882084,874.703742312611,880.99796609378,860.436747859065,934.164298762469
"798","lysA","lysA",821,1373.73664385882,-0.370717081662855,0.120930375837759,-3.06554146627488,0.00217276246659385,0.00612660792955514,1255.11973824606,1136.38159605922,1513.36256261692,1590.08267851308
"799","lysC","lysC",65,4064.71872519954,-1.32428851967572,0.102791682197064,-12.8832264573401,5.59468625697079e-38,1.99256902844421e-36,2362.62794813657,2257.65173472403,5739.03974576887,5899.5554721687
"800","lysP","lysP",191,3731.4190071575,-0.880686614853528,0.108435404330103,-8.12176263181081,4.59461283772999e-16,5.56886320384551e-15,2470.59523744806,2772.95243187322,4916.33225847366,4765.79610083506
"801","lysR","lysR",1385,88.3485273884436,0.434481267318368,0.286269475097578,1.51773522891419,0.129081159274515,0.215756594744044,96.1583670430449,108.802493239712,71.2663810650626,77.1668682059546
"802","lysS","lysS",400,5801.30590977671,-0.517748732241095,0.0987020092463063,-5.24557439301035,1.55796178518911e-07,9.01670383178196e-07,4829.84920779364,4701.17439539923,6751.44157089902,6922.75846501496
"803","lysU","lysU",1018,822.945014011042,-0.313986644258016,0.13109334294646,-2.39513797726747,0.0166141119073601,0.0377816002608435,712.752808345377,754.061723980783,921.2227787675,903.742744950506
"804","macA","macA",1531,538.960505523501,0.181209351597485,0.150768104081237,1.20190774236867,0.229399274400012,0.346725753036933,612.376969063602,531.923300283037,511.44108764339,500.100665103975
"805","macB","macB",1382,516.332398483901,0.235082897604379,0.15404055556236,1.52611042427207,0.126982366410095,0.212709246193467,576.95020225827,540.99017471968,439.126671562665,508.262545394989
"806","maeB","maeB",88,10360.9178606067,1.32325428186324,0.113430403738973,11.6657812918336,1.90644900816724e-31,5.01526074307631e-30,16253.2945136178,13409.9072917945,5874.23626278935,5906.23337422498
"807","mak","mak",703,465.122710591982,0.551424467112766,0.155099700444276,3.55529034249089,0.00037756191828205,0.00124332267542382,578.637191153762,528.901008804156,367.860290497603,385.092351912408
