"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_starvation1","IAI1_starvation2"
"1073","ompN","ompN",877,120.985166878774,1.97599140287632,0.280974995527914,7.03262366519018,2.02685521886228e-12,5.45656233949127e-12,50.0429720008099,47.1898231427588,193.284895075039,193.422977296489
"1074","ompR","ompR",357,931.558953627752,2.04372755862614,0.136065680265054,15.0201546388846,5.41811685908946e-51,3.58324199000286e-50,386.695692733531,337.731087198176,1481.85086224197,1519.95817233733
"1075","ompW","ompW",1446,1599.50262185118,2.04856186688737,0.618451852237465,3.31240315551807,0.000924981446549664,0.00151029128305931,341.202081823704,857.744432418381,2882.31861076813,2316.74536239451
"1076","oppA","oppA",2166,1031.23347393216,-0.0643418441583041,0.129030421773277,-0.498656388734132,0.618021472907297,0.673909924669836,1077.54866983562,1031.69907459169,1065.89272547229,949.793425829028
"1077","oppB","oppB",1187,148.059482936775,-1.22729809381115,0.261507832881007,-4.69315997264835,2.69016958672933e-06,5.35087649053744e-06,208.620701457922,206.339814918338,79.1224716681448,98.1549437026958
"1078","oppC","oppC",910,186.647567373947,-1.60066310999306,0.237512192790853,-6.73928816531353,1.59164459127241e-11,4.12953063735622e-11,274.26148291353,287.765392105843,89.2953608826205,95.268033593793
"1079","oppD","oppD",1003,252.825470467764,-1.27982842815569,0.209154218597745,-6.11906581055922,9.41255281168572e-10,2.21565674859322e-09,363.298978551334,354.38631889562,159.37526436012,134.241320063981
"1080","oppF","oppF",1738,338.316566116744,-0.358212918951956,0.178503505309484,-2.00675565631553,0.0447756866166279,0.0608258895868,396.44432364278,363.6392253942,297.274429267458,295.908286162539
"1081","osmY","osmY",957,129.967326053154,1.76537449119148,0.275072285599726,6.41785662754981,1.38206319267632e-10,3.40966687346792e-10,53.9424243645094,63.8450548402031,189.893932003547,212.187893004357
"1082","otsA","otsA",832,167.946086026455,1.78499347887385,0.243051162670885,7.34410590452884,2.07139066294976e-13,5.87806893656776e-13,72.1398687284403,78.6497052379314,271.277045719354,249.717724420094
"1083","otsB","otsB",1022,57.7102313563061,2.49727903916082,0.417124705040081,5.98688835493659,2.13893493772008e-09,4.94131642657252e-09,15.5978094547979,18.5058129971603,87.0347188349592,109.702584138307
"1084","oxc","oxc",1741,38.3625994804384,0.924745654126145,0.462343131727834,2.00012845582945,0.0454863947692704,0.0616848811316757,29.2458927277461,23.1322662464504,51.9947670962094,49.0774718513479
"1085","oxyR","oxyR",1816,749.59102013891,-0.225826854457327,0.135544899389571,-1.66606678284718,0.0957001136734662,0.124420687435602,832.533079649838,783.72118042974,700.799034774996,681.310785701065
"1086","paaA","paaA",2220,16.4711402758313,0.247636776736614,0.677664322976914,0.365426905829674,0.714792759962955,0.760191759582224,16.8976269093644,12.9540690980122,15.824494333629,20.2083707623197
"1087","paaC","paaC",2335,18.3424253943774,0.0415937434403642,0.651385975903892,0.0638542200461821,0.949086304954372,0.959654289506327,16.8976269093644,19.4311036470183,22.6064204766128,14.4345505445141
"1088","paaE","paaJ",108,751.827386769406,4.63488997236448,0.176975424290472,26.1894553492194,3.50420050905581e-151,7.66057166840811e-150,56.5420592736424,59.218601590913,1494.28439350411,1397.26449270896
"1089","paaF","paaF",1684,7.46758247356922,-2.41972247699815,1.08648205237293,-2.22711684165731,0.0259394659091092,0.0363676241160374,11.0484483638152,14.8046503977283,1.13032102383064,2.88691010890282
"1090","paaG","paaG",1905,9.78778953051116,-1.19967268389877,0.890496549313161,-1.34719520791414,0.177917370930687,0.220505466019607,17.5475356366476,10.1781971484382,5.6516051191532,5.77382021780564
"1091","paaH","paaH",1775,24.9657584884876,-1.02590570384867,0.580303986573837,-1.7678763675323,0.0770815743986381,0.102529350509963,32.4954363641623,35.1610446946046,19.2154574051209,12.9910954900627
"1092","paaJ","paaE",2174,20.2975436736224,0.293494797807286,0.616272121657422,0.476242211018652,0.63390183044531,0.688427884858039,18.8473530912141,17.5805223473023,25.9973835481047,18.7649157078683
"1093","paaK","paaK",184,471.577038147238,4.05495660925994,0.193394163378762,20.9673163782008,1.30415835926917e-97,1.6734336338231e-96,52.6426069099429,53.6668576917649,911.038745207495,868.959942779749
"1094","paaX","paaX",1261,189.848140927907,0.937184693513127,0.222788530842176,4.20661104039072,2.59228739971994e-05,4.8536007539562e-05,133.231289093065,126.764819030548,255.452551385725,243.943904202288
"1095","pabC","pabC",1629,188.340082659341,-0.564329946803354,0.226880596321937,-2.48734336894367,0.0128701112726928,0.0186533656935713,215.119788730754,235.023825063936,155.984301288628,147.232415554044
"1096","panC","panC",1338,892.876603313298,-0.542017285327064,0.141423517976752,-3.83258239563921,0.000126805107568222,0.000223756994744822,1065.85031274452,1050.20488758885,660.107477917093,795.343735002727
"1097","panE","panE",2306,179.608860999576,0.0295900634780049,0.227364204193213,0.130143896586551,0.896452580972609,0.917766125441366,171.575904002777,184.132839321745,180.851363812902,181.875336860878
"1098","panF","panF",853,98.589966959595,-2.51705042463282,0.348712910586122,-7.21811653145312,5.27125378461164e-13,1.45901877907012e-12,165.726725457228,170.253479573875,23.7367415004434,34.6429213068338
"1099","parC","parC",489,753.611854672121,-1.67708610474457,0.139784612205917,-11.9976446497133,3.65551629016365e-33,1.76496400022012e-32,1137.34027274568,1160.31447492195,361.702727625805,355.089943395047
"1100","parE","parE",365,808.318077877004,-2.10949847820433,0.141718364495122,-14.8851455188572,4.1158998978048e-50,2.66236702978552e-49,1279.67028402071,1346.29789554341,298.404750291289,308.899381652602
"1101","pbpC","pbpC",1825,65.9672318697752,-0.609004384862408,0.371964822916223,-1.63726338444529,0.101575448106109,0.131408018070424,85.1380432741052,74.0232519886413,44.0825199293949,60.6251122869592
"1102","pbpG","pbpG",1666,252.671417186939,-0.463805032696586,0.19840005978627,-2.33772627486216,0.019401452250284,0.0274950952958706,294.40865345931,291.466554705275,206.848747361007,217.961713222163
"1103","pck","pck",21,14302.0214203809,4.28540449648565,0.0975535340032897,43.9287468185534,0,0,1354.40978765828,1431.42463533035,26168.0620227031,28254.1892358319
"1104","pcm","pcm",1358,328.972625296156,-0.718329466918442,0.192724630307883,-3.72723229911449,0.000193594011403804,0.000336579868132828,435.438847279775,383.995619691077,271.277045719354,225.17898849442
"1105","pcnB","pcnB",214,731.835523776804,-3.28832161137127,0.166972306481341,-19.6938143855534,2.43634165845889e-86,2.68794516617824e-85,1344.01124802175,1311.13685084881,122.074670573709,150.119325662947
"1106","pdhR","pdhR",1896,469.81887252151,0.214000846244982,0.156509401255875,1.36733540942448,0.171520197674055,0.213586068939052,432.839212370642,436.737186732984,487.168361271006,522.53072971141
"1107","pdxB","pdxB",547,599.812243684139,-1.67731555756212,0.151133970829555,-11.0982034572079,1.27990737469817e-28,5.52442652954731e-28,896.224134923596,932.69297505688,285.971219029152,284.360645726928
"1108","pdxH","pdxH",1524,368.824362540406,-0.515609676114862,0.176580776965348,-2.91996493036184,0.00350070777854644,0.00542334059392923,430.889486188792,436.737186732984,281.449934933829,326.220842306019
"1109","pdxJ","pdxJ",713,546.224073217199,-1.33841169589313,0.153410540706774,-8.72437897504932,2.67645359908804e-18,8.86270259108956e-18,780.540381467178,786.497052379314,317.62020769641,300.238651325893
"1110","pdxK","pdxK",882,316.631679790802,-1.30286628451684,0.18696672216469,-6.96843946041479,3.20475830093108e-12,8.57872375113185e-12,446.48729564359,455.242999730144,178.590721765241,186.205702024232
"1111","pdxY","pdxY",1102,224.26520496944,-1.16315099270661,0.21545690171885,-5.39853206570476,6.71883607684279e-08,1.43948929014753e-07,318.45527636879,302.570042503571,144.681091050322,131.354409955078
"1112","pepA","pepA",371,1827.08319540555,-1.65774577761679,0.112632514567265,-14.7181813705026,4.92733879425516e-49,3.13569997122276e-48,2854.39913022802,2696.29695368626,877.129114492576,880.50758321536
"1113","pepB","pepB",2268,730.932036145777,0.0370212873602846,0.163930594470666,0.225835131506885,0.82132965185279,0.855008513238288,810.436182922208,631.973513853025,785.573111562294,695.745336245579
"1114","pepD","pepD",1086,1384.10872163094,-0.630382585034518,0.114818384427471,-5.49025827334057,4.01346426041504e-08,8.72540434515645e-08,1711.20967893679,1652.56910064642,1082.84754082975,1089.80856611081
"1115","pepE","pepE",760,238.295358685793,1.94967890427103,0.238144752488252,8.1869488363688,2.67932006035774e-16,8.32351929276923e-16,92.2870392742209,102.70726213424,316.489886672579,441.697246662131
"1116","pepN","pepN",268,3361.02064867211,1.83268441115848,0.10472084913161,17.5006641595812,1.41608256078746e-68,1.24752646493253e-67,1533.78459638846,1409.21765973376,5382.58871548151,5118.4916230847
"1117","pepQ","pepQ",1844,1457.92050813142,0.182891975471298,0.114639701093814,1.59536333160561,0.110631010847418,0.141648490569823,1391.45458511343,1339.82086099441,1594.88296462503,1505.52362179282
"1118","pepT","pepT",627,516.342282985473,1.57321804488399,0.163432006203178,9.6261318785267,6.20202987953176e-22,2.335405509661e-21,235.916868003818,284.064229506411,773.139580300157,772.248454131504
"1119","perM","yfgO",1289,243.492033467683,0.818842688834818,0.200522345796632,4.08354832266564,4.4353200950896e-05,8.12396489100585e-05,170.925995275494,181.356967372171,314.229244624918,307.45592659815
"1120","pfkA","pfkA",779,1560.81539335323,-0.904760770124407,0.113606039287611,-7.964020009833,1.66538308553719e-15,5.04745759300809e-15,2063.46020912431,2006.03012889218,1057.98047830548,1115.79075709094
"1121","pfkB","pfkB",1656,160.987171838852,0.737528646935609,0.308621591562441,2.38975064318009,0.0168598153790409,0.0240374541726543,156.628003275262,83.2761584872214,219.282278623144,184.76224696978
"1122","pflA","pflA",534,487.907875875749,1.98087229557941,0.175747999599111,11.2710944084591,1.82289856530153e-29,8.05966949939497e-29,194.972618184974,198.012199069615,694.017108632013,864.629577616394
"1123","pflB","pflB",961,12030.8596097926,0.838182433652706,0.131009070387612,6.39789620041423,1.57532313207479e-10,3.87027878754274e-10,7453.80319321155,9802.52914459582,15807.5395182715,15059.5665830916
"1124","pflC","pflC",2051,16.4507581538499,0.584907253558934,0.706384917297242,0.828029080514482,0.407654031007989,0.469627386530714,17.5475356366476,8.32761584872214,22.6064204766128,17.3214606534169
"1125","pflD","pflD",1435,60.4130444784524,1.27241831143324,0.376842014824847,3.37652984905266,0.000734064066529031,0.00120775279517425,37.6947061824283,32.3851727450306,89.2953608826205,82.2769381037303
"1126","pfs","mtn",637,1252.11834760721,1.1081165035657,0.116487895732155,9.5127180090336,1.85744729596095e-21,6.8845103073215e-21,791.588829830993,794.824668228036,1726.00020338939,1696.05968898041
"1127","pgi","pgi",749,2921.57939916544,-0.851014368810751,0.102303937015623,-8.318490897186,8.90903408961929e-17,2.80830834253553e-16,3662.88558696837,3856.61142860821,2049.27201620495,2117.54856488022
"1128","pgk","pgk",367,5232.23940405864,-1.52903762357683,0.102833038266104,-14.8691281455684,5.22898548330855e-50,3.36393316787234e-49,7479.79954230288,8065.75859481233,2581.65321842918,2801.74626069019
"1129","pgl","pgl",1052,301.502875586091,-1.15944680476003,0.200252674028535,-5.78991921273826,7.042028677909e-09,1.58044008636342e-08,418.54122037041,416.380792436107,207.979068384838,163.110421153009
"1130","pgm","pgm",1530,3520.81537197919,0.298456282345982,0.103296177587189,2.88932552314499,0.00386069187254159,0.00595757745821614,3183.25294623334,3133.03414041924,4070.28600681413,3696.68839445006
"1131","pgpB","pgpB",1399,196.025862043036,0.776058392210215,0.219023087122854,3.5432720924754,0.000395194730021398,0.000666944072609379,146.22946363873,142.494760078134,254.322230361894,241.056994093385
"1132","pheA","pheA",667,909.989735656222,-1.1993876149213,0.129576065580684,-9.25624350103813,2.11751063606535e-20,7.49541620952066e-20,1288.11909747539,1248.21708665846,549.336017581691,554.286740909341
"1133","pheP","pheP",620,384.179858531478,-1.83442372260761,0.187853254190169,-9.76519534098983,1.58805674526702e-22,6.0474225412507e-22,555.022053099892,646.778164250753,171.808795622257,163.110421153009
"1134","pheS","pheS",83,1885.98695706912,-3.72728836136166,0.129147184366319,-28.8607791153185,3.71104892745384e-183,1.0556369298456e-181,3552.40110333022,3465.21348371827,278.058971862337,248.274269365642
"1135","pheT","pheT",351,6829.98949521113,-1.37630221574115,0.0913428957134243,-15.0674248390275,2.65252060056228e-51,1.78421684841241e-50,9940.35398379725,9785.87391289838,3804.66056621393,3789.06951793495
"1136","phnC","phnC",2308,1.43104370814114,-0.203602325287224,1.59248875458723,-0.127851656534929,0.898266369463702,0.918893803424523,1.29981745456649,1.85058129971603,1.13032102383064,1.44345505445141
"1137","phnD","phnD",2274,3.53846751652526,-0.265134227991601,1.25418331865289,-0.211399899877779,0.832575234863319,0.864428377094238,3.24954363641623,4.62645324929008,3.39096307149192,2.88691010890282
"1138","phnF","phnF",1978,1.04370857156856,-1.83349148913307,1.73267280925848,-1.05818679633908,0.289970289648755,0.346117216309763,3.24954363641623,0.925290649858016,0,0
"1139","phnI","phnI",2233,1.73121185124934,-0.525475889247388,1.56433986975775,-0.335909030643554,0.736939466891276,0.779182302431842,0.649908727283246,3.70116259943206,1.13032102383064,1.44345505445141
"1140","phnJ","phnJ",2309,1.7136239640988,0.190395572933974,1.53168494675087,0.124304657650293,0.901074059634279,0.921366762579702,1.29981745456649,1.85058129971603,2.26064204766128,1.44345505445141
"1141","phnK","phnK",1709,8.96045006890798,1.98787735258787,0.935150277107813,2.12573037858245,0.0335257159440931,0.0463161002598033,4.54936109098272,1.85058129971603,13.5638522859677,15.8780055989655
"1142","phnL","phnL",2119,1.40457233518141,-1.05058178766502,1.65907769506379,-0.633232422321621,0.52658187595548,0.586720060939541,3.24954363641623,0.925290649858016,0,1.44345505445141
"1143","phoA","phoA",1708,110.109781532105,0.604598056252898,0.281520757612712,2.14761448278227,0.0317443939355181,0.043880863045526,90.9872218196544,83.2761584872214,133.377880812015,132.79786500953
"1144","phoB","phoB",2172,98.1234618584644,-0.143204395377687,0.299296819233696,-0.478469486392607,0.632316087206718,0.687021758810428,96.1864916379204,110.109587333104,93.8166449779431,92.3811234848902
"1145","phoE","phoE",1009,97.7176308490191,1.89814375712044,0.312191371415644,6.0800647644848,1.20134014342787e-09,2.81106449814985e-09,37.044797455145,45.3392418430428,152.593338217136,155.893145880752
"1146","phoH","phoH",6,5265.89597787895,5.47831583829506,0.116344890283747,47.0868623876331,0,0,234.617050549252,224.845627915498,9867.70253804148,10736.4186950096
"1147","phoP","phoP",1901,1011.63130304407,0.178492217886147,0.131125605124533,1.36123084211226,0.173440750340583,0.215409579986385,891.02486510533,1008.56680834524,1097.54171413955,1049.39182458617
"1148","phoQ","phoQ",678,821.503379083529,-1.2918579342018,0.140499412903441,-9.1947568143195,3.75843765761136e-20,1.30880107811511e-19,1107.44447129065,1227.86069236159,491.689645366328,459.018707315548
"1149","phoR","phoR",2334,86.85555037451,0.0205305170916175,0.314856576314349,0.065205933863424,0.948010036646189,0.959009274071454,87.0877694559549,85.1267397869375,81.383113715806,93.8245785393416
"1150","phoU","phoU",2015,323.87412110741,0.173865293830079,0.18678901154999,0.930811145620026,0.351951263262599,0.412385574472951,284.010113822778,324.777018100164,324.402133839394,362.307218667304
"1151","php","php",2159,10.9346258311748,0.415953665695604,0.805026421059763,0.516695669625388,0.605368619447743,0.662008017839797,8.4488134546822,10.1781971484382,13.5638522859677,11.5476404356113
"1152","phpB","cobC",1580,32.3722483559983,-1.37779665223973,0.518413637244162,-2.65771683701062,0.00786719627697596,0.0117559812721141,48.7431545462434,45.3392418430428,18.0851363812902,17.3214606534169
"1153","pitA","pitA",602,889.653362091779,-1.35786004778054,0.131948174079639,-10.2908589470968,7.74820713582046e-25,3.0387902072545e-24,1299.16754583921,1262.09644640633,510.905102771449,486.444353350125
"1154","pitB","pitB",2289,26.1329380945146,0.0953346579613237,0.545520590551969,0.17475904596903,0.861268969618583,0.888359998807109,24.6965316367633,25.9081381960244,29.3883466195966,24.538735925674
"1155","pldA","pldA",647,384.387148176054,-1.67268816379435,0.177097901367282,-9.44499144755744,3.5543334461701e-21,1.29702956204136e-20,576.469041100239,594.961887858704,184.242326884394,181.875336860878
"1156","pldB","pldB",1744,222.07728890207,-0.436608780379702,0.220227170620901,-1.98253820883564,0.0474190353756702,0.0641951505286452,250.21486000405,261.857253909819,210.239710432499,165.997331261912
"1157","plsB","plsB",1437,1246.13003720747,0.401965117016295,0.119884859993608,3.3529264415684,0.000799619548876615,0.00131377992685991,1102.24520147238,1044.6531436897,1464.89604688451,1372.72575678329
"1158","plsC","plsC",1238,195.591434394305,-0.983110970664953,0.225414229645339,-4.36135275138466,1.29260774040342e-05,2.46514287164174e-05,256.064038549599,263.707835209535,125.465633645201,137.128230172884
"1159","plsX","plsX",194,1126.52382119056,-2.81231555846496,0.137103714073436,-20.5123222041864,1.67121796946278e-93,2.03388949788744e-92,1913.33129312188,2033.78884838792,290.492503124474,268.482640127962
"1160","plsY","plsY",1633,101.398448155889,-0.752755928240515,0.305509214292237,-2.46393854268651,0.0137419671764154,0.0198682085140947,137.780650184048,116.58662188211,68.949582453669,82.2769381037303
"1161","pmbA","pmbA",1592,506.264662142379,-0.403230539673256,0.154071312209224,-2.61716820536766,0.00886626383903905,0.0131527068380855,595.316394191453,557.950261864384,443.085841341611,428.706151172069
"1162","pncA","pncA",2141,298.082364545327,0.107009449851747,0.191254083161232,0.559514589612893,0.575810577026344,0.634978408388229,302.857466913993,270.184869758541,291.622824148305,327.66429736047
"1163","pncB","pncB",483,496.945007923714,-2.14219373804391,0.175626455639245,-12.1974433193835,3.20737102637951e-34,1.56782670668365e-33,869.577877104983,751.336007684709,176.33007971758,190.536067187586
"1164","pnp","pnp",148,4352.83206990482,-2.32496463805355,0.100314481376813,-23.1767597872558,7.81257412366485e-119,1.24631672337654e-117,7159.39453975224,7356.98595702109,1403.85871159765,1491.08907124831
"1165","pntA","pntA",58,12450.4003475024,-3.36262848075894,0.102797795907808,-32.7110951267343,1.08610890769372e-234,4.42121229493944e-233,23348.6209363779,22051.5267674162,2332.98259318644,2068.47109302887
"1166","pntB","pntB",98,9768.32729706398,-2.74051199252621,0.0994482090260756,-27.5571779458355,3.63030054186264e-167,8.74606079524255e-166,17171.8883922779,16825.4851770182,2675.46986340712,2400.46575555269
"1167","pnuC","pnuC",864,333.576106435221,-1.35257021854781,0.189763346881042,-7.12766843955228,1.02083313444508e-12,2.78956832225096e-12,508.228624735498,451.541837130712,195.545537122701,178.988426751975
"1168","polA","polA",894,1353.35185764162,0.788109453931822,0.114941270072082,6.8566273318329,7.05052387771008e-12,1.86200076904625e-11,997.609896379782,986.359832748645,1678.5267203885,1750.91098104956
"1169","polB","polB",1224,111.19283806361,1.32624783517279,0.299178034207507,4.4329719549294,9.29429596990512e-06,1.79279679615572e-05,70.8400512738738,54.5921483416229,144.681091050322,174.658061588621
"1170","potA","potA",571,252.288958689801,-2.53965224268249,0.236887008566722,-10.7209435335799,8.11710167646741e-27,3.35630071070745e-26,473.133553462203,388.622072940367,72.3405455251609,75.0596628314733
"1171","potB","potB",677,132.384065508377,-2.88692769009958,0.313909789451329,-9.19667938723903,3.69181984267313e-20,1.28750172061319e-19,242.415955276651,224.845627915498,30.5186676434273,31.756011197931
"1172","potC","potC",569,210.933425776011,-2.91157982174778,0.270536255309399,-10.7622537260965,5.18854739744555e-27,2.15292801500333e-26,372.3977007333,371.966841242922,37.3005937864111,62.0685673414106
"1173","potD","potD",85,1702.32767670693,-3.83515238430903,0.133488688602267,-28.7301675105669,1.60270420390549e-181,4.45174661814218e-180,3109.81326005033,3256.09779685036,228.324846813789,215.07480311326
"1174","potE","potE",629,169.948934970128,2.42300738168077,0.252983578791348,9.57772592694318,9.9205123383037e-22,3.72374079979889e-21,50.6928807280932,55.517438991481,269.016403671692,304.569016489247
"1175","potF","potF",820,719.832661123764,-1.02577943996336,0.137724405190116,-7.448058596059,9.47237517672736e-14,2.72735095027479e-13,957.315555288221,974.331054300491,471.343866937377,476.340167968965
"1176","potG","potG",829,271.980534247929,-1.48069073315043,0.201385174233085,-7.35253098342116,1.94488431867233e-13,5.53904930806437e-13,395.144506188213,406.202595287669,137.899164907338,148.675870608495
"1177","potH","potH",1109,132.824776400468,-1.52643197423952,0.285595892217325,-5.34472664290977,9.05536070865702e-08,1.92783648630651e-07,203.421431639656,192.460455170467,79.1224716681448,56.294747123605
"1178","potI","potI",1911,153.648637166749,-0.321056058118778,0.245134024357735,-1.30971642537164,0.190291784869562,0.235101467334922,177.425082548326,163.776445024869,133.377880812015,140.015140281787
"1179","poxA","epmA",1650,135.880281987978,-0.643706493521014,0.266218055249092,-2.41796707935049,0.0156074887863289,0.0223328975906197,154.678277093413,177.655804772739,113.032102383064,98.1549437026958
"1180","poxB","poxB",968,78.1661674655149,2.28746401685119,0.360026617383151,6.35359694646356,2.10337520798772e-10,5.13023643187913e-10,30.5457101823126,21.2816849467344,126.595954669032,134.241320063981
"1181","ppc","ppc",266,2464.91211233072,-2.38852794161958,0.135814589682893,-17.5866815722554,3.11598821044407e-69,2.76573239280393e-68,4576.00734880133,3703.93847138164,748.272517775883,831.430111364012
"1182","pphA","pphA",1393,46.9457649818942,1.51440534148749,0.423577674157804,3.57527186601269,0.000349864143204285,0.000592985816299582,24.0466229094801,24.0575568963084,68.949582453669,70.7292976681191
"1183","ppiD","ppiD",1140,3619.30305037347,-0.501235422044525,0.100355775649436,-4.99458470427696,5.89625089419712e-07,1.22114459308767e-06,4167.86466806746,4318.33146288736,3092.55832120063,2898.45774933843
"1184","ppk","ppk",837,821.515708949122,0.977426652401084,0.133346365488748,7.32998345188164,2.30181152444218e-13,6.49292354744085e-13,550.472692008909,555.17438991481,1044.41662601951,1135.99912785326
"1185","pps","ppsA",273,9815.3409553981,1.54452675525194,0.0891915306030961,17.3169665864925,3.50345599178164e-67,3.02991194014522e-66,4953.6043193529,5065.04101732278,14735.99518768,14506.7232972367
"1186","ppx","ppx",1711,402.382968620973,-0.351123696609468,0.16615962832299,-2.11317093179178,0.0345861403103069,0.0477252351096637,463.384922552954,438.5877680327,348.138875339837,359.420308558401
"1187","pqiA","pqiA",1525,168.104628913389,-0.7063832054747,0.242186889567847,-2.91668639345076,0.00353771274815965,0.00547707527764258,206.021066548789,211.891558817486,139.029485931169,115.476404356113
"1188","pqiB","pqiB",1265,395.808024100216,-0.731614865550708,0.17427080365587,-4.19814937558569,2.69105109171639e-05,5.02258626683193e-05,464.034831280238,524.639798469495,287.101540052982,307.45592659815
"1189","prc","prc",264,2465.46563040994,-1.85064901236176,0.105158786958557,-17.5986150647696,2.52421620045563e-69,2.25745244290747e-68,3821.46331642549,3901.95067045125,1076.06561468677,1062.38292007624
"1190","prfA","prfA",633,317.606556948913,-1.98004212838267,0.207451372653914,-9.54460846921428,1.36622687485527e-21,5.09583199294359e-21,465.984557462087,549.622646015662,137.899164907338,116.919859410564
"1191","prfB","prfB",276,1687.1719065379,-2.0720444470469,0.121153890308408,-17.1025828536939,1.41970624281724e-65,1.21446610119257e-64,2758.2126385901,2693.52108173668,606.982389797053,689.971516027774
"1192","prfC","prfC",203,528.572558558753,-4.53236876013977,0.225662215340649,-20.0847481413666,1.00330893860452e-89,1.16690266209127e-88,1026.85578910753,1000.23919249652,39.5612358340724,47.6340167968965
"1193","prkB","prkB",995,289.312579609318,1.17317254836593,0.190941419124692,6.14414909946698,8.03933008331308e-10,1.90762395243238e-09,178.724900002893,175.805223473023,379.787864007095,422.932330954263
"1194","prlC","prlC",1719,859.279851499421,0.318824094406072,0.152082929465685,2.0963831741419,0.0360482137808797,0.0495112465018365,848.780797831919,678.238046345926,915.560029302818,994.540532517021
"1195","prmA","prmA",552,211.171713927505,-2.76279127551426,0.250262647627051,-11.0395670377125,2.46216683236911e-28,1.053111574497e-27,373.697518187866,363.6392253942,55.3857301677013,51.9643819602507
"1196","prmB","prmB",532,505.30098515213,-1.97343800311587,0.174878450474231,-11.2846265378287,1.56304003770728e-29,6.93672467862197e-29,834.482805831688,779.094727180449,227.194525789959,180.431881806426
"1197","prmC","prmC",928,115.024839666519,-2.21618001147422,0.335838150337173,-6.59895252891676,4.1407286054874e-11,1.05347631870213e-10,187.823622184858,190.609873870751,28.258025595766,53.4078370147022
"1198","proA","proA",827,846.364107217449,-0.964400825504773,0.130875560560695,-7.36883816484226,1.72121450733353e-13,4.91389051005376e-13,1126.94173310915,1112.19936112934,577.594043177457,568.721291453855
"1199","proB","proB",745,601.184051934167,-1.28708076181465,0.153480629858461,-8.38594917809229,5.03180723501439e-17,1.59464387676094e-16,902.073313469145,804.077574726616,349.269196363668,349.316123177241
"1200","proC","proC",1793,132.578566096086,-0.487999345938413,0.281006668055685,-1.73661126732306,0.082455809373704,0.108576779660522,176.775173821043,132.316562929696,102.859213168588,118.363314465016
"1201","proP","proP",523,636.468860762313,-1.68322723047017,0.147576732416224,-11.4057765266331,3.91270101741459e-30,1.76632640575829e-29,962.514825106487,979.882798199639,301.795713362781,301.682106380345
"1202","proS","proS",185,1801.3060201645,-2.42217710214102,0.115891849809311,-20.9003230695384,5.31838426441678e-97,6.78740824231785e-96,3051.97138332212,3021.07397178642,550.466338605521,581.712386943918
"1203","proV","proV",587,282.142431978066,-2.33333507279858,0.223578157986914,-10.4363283686018,1.69230025100952e-25,6.80667954452041e-25,515.377620735614,426.558989584545,87.0347188349592,99.5983987571473
"1204","proW","proW",917,102.546705822328,-2.28529699919998,0.342773849325065,-6.66706927526653,2.60961934803632e-11,6.71898721997137e-11,191.723074548558,148.971794627141,30.5186676434273,38.9732864701881
"1205","proX","proX",1011,144.590969444548,-1.84492473774789,0.30425046117886,-6.06383546831607,1.32913125593575e-09,3.10393560362444e-09,267.762395640697,185.983420621461,71.2102245013303,53.4078370147022
"1206","proY","proY",2087,259.061185671134,0.145252924599127,0.204296732479448,0.710989954838064,0.477090460613804,0.539727157407375,227.468054549136,264.633125859393,255.452551385725,288.691010890282
"1207","prpB","prpB",670,84.3664767520935,6.47195224255302,0.699726083860221,9.24926537945937,2.26040841974449e-20,7.96540937166678e-20,1.94972618184974,0.925290649858016,146.941733097983,187.649157078683
"1208","prpC","prpC",640,79.5594599970467,4.64376220091645,0.489437157320799,9.48796414709626,2.35590291205867e-21,8.69107308651645e-21,5.84917854554921,5.5517438991481,122.074670573709,184.76224696978
"1209","prpD","prpD",605,87.0585828646442,4.3203974517525,0.425833777956722,10.1457368470934,3.46156144507261e-24,1.35086720195313e-23,9.09872218196544,6.47703454900611,169.548153574596,163.110421153009
"1210","prpE","prpE",488,146.350781749801,3.94622053608621,0.328564846450262,12.0104770145688,3.13034178742392e-33,1.51449527871063e-32,19.4972618184974,14.8046503977283,240.758378075926,310.342836707053
"1211","prpR","prpR",855,63.1573068828032,3.00060876600318,0.416424817709333,7.20564346406852,5.77703827286247e-13,1.59527337569922e-12,14.2979920002314,12.9540690980122,124.33531262137,101.041853811599
"1212","prsA","prs",263,1308.34287773338,-2.62301374332922,0.148915587659092,-17.6140979232746,1.92025898805913e-69,1.72385227026905e-68,2456.65498913067,2045.81762683607,336.835665101531,394.063229865235
"1213","psd","psd",1572,342.848147637372,-0.48527379417614,0.179810303893297,-2.69880971039408,0.00695879536726233,0.0104514731947242,414.641768006711,385.846200990793,299.535071315119,271.369550236865
"1214","pspA","pspA",326,989.13737815108,2.13597915966893,0.135483947270307,15.7655515852914,5.37014319421022e-56,3.88923560783139e-55,340.552173096421,393.248526189657,1637.8351635306,1584.91364978765
"1215","pspF","pspF",1493,116.797160919243,0.865758381821833,0.280328917807518,3.08836629696651,0.00201260233497173,0.00318268862214886,89.0374956378047,75.8738332883573,159.37526436012,142.90205039069
"1216","pssA","pssA",524,2153.67856396531,1.18995993902055,0.104369934741397,11.4013670887979,4.11604279460586e-30,1.85457577062298e-29,1327.11362111239,1296.33220045108,2987.43846598438,3003.82996831338
