"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","YJ016_HS1","YJ016_HS2","YJ016_ASW1","YJ016_ASW2"
"54","VV1_RS00690",46135.8232758214,4.83839980585338,0.502816645123435,9.6225927537972,6.41923300145735e-22,1.49544353996914e-20,63794.1336143587,114861.559791333,2340.6392437752,3546.96045381879
"55","VV1_RS08245",10428.2545134836,-6.24228683761324,0.651189068824788,-9.58598222307203,9.1582041440869e-22,2.0947310569566e-20,152.79200256011,325.056693636144,11328.1259046522,29907.0434530859
"56","VV1_RS10650",22289.6610299042,-5.53720770465175,0.583662523527648,-9.48700230260621,2.37773602078096e-21,5.34141413239723e-20,509.769681268731,1207.35343350568,50653.7053761744,36787.8156286678
"57","VV1_RS13540",2896.30680728008,3.57060180756344,0.381738921866442,9.35351781816129,8.47800165526392e-21,1.87110983900386e-19,5286.60328857981,5416.70103765103,358.363395995561,523.559506893906
"58","VV1_RS07045",5370.37778932484,-4.41772054926653,0.475445163982858,-9.29175619804138,1.51763228820574e-20,3.29169210097038e-19,381.980006400275,535.387495400707,13134.9791110354,7429.16454446293
"59","VV1_RS08575",37089.6636234649,-4.41342010678891,0.475402028082584,-9.28355338446777,1.63918657695105e-20,3.4950791759397e-19,3494.76980401125,2856.3104984218,89401.2254769999,52606.3487144268
"60","VV1_RS08285",1938.46587684147,-4.76582427904614,0.516257264930175,-9.23149096931493,2.66890618638812e-20,5.59580663746043e-19,120.844583842996,138.399488606986,5158.26100296641,2336.35843194948
"61","VV1_RS07600",6709.84349231578,3.5963350014893,0.390668176247909,9.20560009783635,3.39767355541241e-20,7.00700546345708e-19,10417.6365381893,14420.8625036673,976.519370440119,1024.35555696634
"62","VV1_RS06715",33635.9559130601,-4.14672336313611,0.453733178335533,-9.13912308186911,6.29607787203382e-20,1.27749451016428e-18,3910.78075643627,3004.72573949377,75930.437309577,51697.8798467334
"63","VV1_RS11270",11400.6629216146,-6.35555308375727,0.697702713996832,-9.1092566450675,8.29483435864268e-20,1.65633359097976e-18,378.507460887546,92.8733410388982,19013.3082896386,26117.9625948932
"64","VV1_RS10705",1031.88493105799,4.51418549778416,0.498528936597468,9.05501198906151,1.36552785231729e-19,2.68411568471118e-18,1284.84183971002,2676.93747700354,68.4983647357483,97.2620427826623
"65","VV1_RS13600",241.898924493046,-3.56293285944636,0.398467314817323,-8.94159376931526,3.83597412529482e-19,7.42408530710905e-18,34.0309460247518,40.0630098599169,539.633458771871,353.868283315644
"66","VV1_RS08310",2067.74951216782,-4.12879825116848,0.463248577315619,-8.91270573369825,4.98020308857084e-19,9.49256891730624e-18,156.959057175386,273.156885408524,4548.45848763597,3292.4236184514
"67","VV1_RS10900",16485.644788976,-3.94341759168839,0.449572977727768,-8.77147379190631,1.76342755403161e-18,3.31103263130113e-17,2384.94425814281,1496.89973203871,29597.9763331345,32462.7588325877
"68","VV1_RS04900",415.90679899413,-2.69242471798592,0.309686823891906,-8.69402412459658,3.49823359889312e-18,6.47173215795227e-17,118.066547432812,101.978570552516,679.971571889013,763.610506102178
"69","VV1_RS09890",7121.88076811468,-5.6800657999373,0.654067908902778,-8.68421416587431,3.813696580083e-18,6.95308738803538e-17,104.870874484439,379.688070717849,15292.6776002115,12710.2865270449
"70","VV1_RS10895",6300.02932078237,-3.78877892817942,0.436527606160943,-8.67935698614795,3.98012594789755e-18,7.15285491779303e-17,1026.48445356292,619.155606925988,11179.434332421,12375.0428902196
"71","VV1_RS05440",582.642095842708,2.89716498686049,0.33501989210197,8.6477401944201,5.25292544810849e-18,9.30729607566264e-17,1123.02121881681,933.286025145791,121.125157154677,153.135982253553
"72","VV1_RS06725",5800.3206973834,-3.406128814057,0.398696719102797,-8.54315736964666,1.30603348463369e-17,2.2819307273183e-16,814.659177286405,1139.06421215355,11641.3806214316,9606.17877866209
"73","VV1_RS09340",12644.585564949,-5.37644712978911,0.630444573411854,-8.5280250739454,1.48867279199329e-17,2.56541146894186e-16,745.902776134356,325.967216587505,34064.5709214522,15441.9013456218
"74","VV1_RS03415",8567.65352108042,-3.54394846478528,0.416660566832222,-8.50560083410134,1.80657525769902e-17,3.07117793808834e-16,1197.33369278923,1436.80521724884,18671.6518118713,12964.8233624123
"75","VV1_RS10010",5439.60073663975,-3.39426273912921,0.400226897512213,-8.48084614059613,2.23562090274559e-17,3.74988146087193e-16,877.859505618087,967.885897297537,11854.3938288415,8058.26371480185
"76","VV1_RS09725",7191.20782612399,-5.05854982200059,0.602023769949153,-8.40257490568493,4.36793556803167e-17,7.23008282182084e-16,572.275500497867,194.851911591414,15397.095839138,12600.6080532687
"77","VV1_RS07215",19628.4395754892,-3.16937565386761,0.378913446652527,-8.36437894159508,6.04324000928342e-17,9.87324146971239e-16,3737.84798990233,3964.41693022905,37036.7316742545,33774.7617075709
"78","VV1_RS04400",17348.0363230415,-4.63251631792288,0.563246110205524,-8.2246752067804,1.95720496956332e-16,3.15662032270597e-15,1049.40325394694,1460.47881398424,46217.1832406676,20665.0799835674
"79","VV1_RS06795",10273.9655364691,-3.44682194450335,0.420101660479333,-8.20473297004004,2.31103965152958e-16,3.68011124256229e-15,1886.98123161736,1474.13665825467,21924.4887909079,15810.2554650966
"80","VV1_RS11160",906.500641485288,-2.90298459353208,0.3563598810694,-8.14621608027401,3.75488912784886e-16,5.90456315354234e-15,238.216622173263,182.104590272349,1386.6742129432,1819.00714055234
"81","VV1_RS08305",3065.54704105274,-4.28735391954374,0.531292238966234,-8.0696716516806,7.04874714961343e-16,1.09473134743379e-14,211.13076717397,354.19342807972,7905.71370559905,3791.15026335824
"82","VV1_RS05835",2860.22553118707,-4.34084061812799,0.538412520829173,-8.0622950808108,7.48751936940637e-16,1.14869504472112e-14,164.598657303391,343.267152663379,3961.21031191364,6971.82600286786
"83","VV1_RS12515",8182.93933232724,-3.54084704111887,0.441913447744962,-8.01253516766108,1.12367691027435e-15,1.70311512424715e-14,1294.56496714566,1217.36918597066,18815.3313086341,11404.4918675586
"84","VV1_RS13585",7559.26756763039,-3.47509996431936,0.438011442744749,-7.93381091266254,2.12521590549447e-15,3.18276382037149e-14,1315.40024022204,1107.19590885588,17097.0247688605,10717.4493525831
"85","VV1_RS13590",604.810842085357,-2.91854597923642,0.370399881523553,-7.8794463087614,3.28834956646315e-15,4.83392265057885e-14,111.121456407353,167.536223050561,1184.5205023816,956.065186501914
"86","VV1_RS14825",173.343695360939,4.24350962294582,0.538596372587754,7.87883067714946,3.30458941136551e-15,4.83392265057885e-14,436.846225501406,224.899168986352,19.212955962466,12.4164309935314
"87","VV1_RS13165",7135.75219413705,-3.07698524383719,0.393185501487436,-7.82578511210824,5.04498442853767e-15,7.29493150701194e-14,1676.54497354594,1286.56893027415,14129.8760915266,11450.0187812015
"88","VV1_RS05885",216.919379302884,-3.0443318584075,0.394388728968697,-7.71911475859933,1.1714040240509e-14,1.67457529801822e-13,41.6705461527573,50.0787623248961,308.242641310867,467.685567423014
"89","VV1_RS02225",9358.01000283596,-3.29776704513421,0.428567508949769,-7.69486014750765,1.41649019889864e-14,1.97993852246055e-13,1989.07406969162,1375.8001795076,19169.5179750726,14897.647787072
"90","VV1_RS07605",3831.59771759365,3.21208368573547,0.417371855663367,7.69597576393889,1.40418426819654e-14,1.97993852246055e-13,5278.9636884518,8590.78404609808,750.975974358996,705.667161465699
"91","VV1_RS12440",933.746802871285,-2.94899795509898,0.384044809705362,-7.67878612227944,1.60603110839774e-14,2.22020564215864e-13,260.440913454733,159.341516488306,1643.12540774655,1672.07937379556
"92","VV1_RS04175",9792.34383836634,-3.35561809047094,0.437362064514916,-7.67240317056921,1.68803382001292e-14,2.30820276693071e-13,1484.16595214071,1905.72453720014,21459.2011182517,14320.2837458728
"93","VV1_RS13105",107.861708566686,-3.28092186480372,0.431504862741297,-7.603441231138,2.8835823308784e-14,3.90058771209143e-13,19.4462548712867,20.0315049299584,230.555471549592,161.413602915908
"94","VV1_RS06790",11830.1834200566,-2.91730803268157,0.385037227629008,-7.57669083232768,3.54480151168373e-14,4.74400032095546e-13,3016.94754145963,2414.70686701135,22358.0333189305,19531.0459528248
"95","VV1_RS10980",220.515428813331,3.84405822140523,0.510226836308182,7.53401810304503,4.92023011450313e-14,6.51542050952099e-13,336.836914734788,487.129778978535,16.7069182282313,41.3881033117712
"96","VV1_RS13595",707.310739121015,-3.13067723654684,0.421905674688248,-7.42032502610954,1.16833263106455e-13,1.53100255195751e-12,148.624947944834,134.757396801539,1649.80817503784,896.052436699846
"97","VV1_RS08335",849.099341111495,-2.75163687442556,0.376378925921593,-7.31081547057386,2.65525970544586e-13,3.44362547366071e-12,247.24524050636,184.836159126435,1743.36691711593,1220.94904769725
"98","VV1_RS14735",717.446181687962,-3.15234749892998,0.431283151759207,-7.30922941476275,2.6867870928255e-13,3.44895730895356e-12,97.9257834589797,185.746682077796,1433.45358398224,1152.65867723283
"99","VV1_RS08315",1636.20140821517,-3.42636740266096,0.469550001534285,-7.29712999992564,2.93970734966687e-13,3.73550691503124e-12,260.440913454733,278.620023116695,3957.03358235658,2048.71111393267
"100","CYSJ",2023.8042890138,-2.93885499661677,0.40388061416437,-7.27654384377242,3.42480842147627e-13,4.30840899421715e-12,440.318771014136,475.292980610832,4332.10389658037,2847.50150784986
"101","VV1_RS09880",675.728384456188,-2.93320179819621,0.404053995350329,-7.25943025424862,3.88724164351516e-13,4.84173266093275e-12,166.682184611029,140.220534509709,1510.30540783211,885.705410871903
"102","VV1_RS01510",1627.41472687994,3.34798446161839,0.462451274303078,7.23964804003159,4.49850609899106e-13,5.54815752208897e-12,3869.80471938606,2075.99232910478,290.700377171224,273.16148185769
"103","VV1_RS06800",6186.82168379088,-3.0032965310512,0.416641559875574,-7.2083460227734,5.66355644289587e-13,6.91723689821651e-12,1332.06845868314,1352.12658277219,13439.8803687007,8623.21132500753
"104","VV1_RS05220",858.578979852547,-2.14285627104875,0.297603458357978,-7.20037422572952,6.00475247321901e-13,7.263440972413e-12,299.333423197307,330.519831344314,1459.349307236,1345.11335763256
"105","VV1_RS06935",2930.63644633364,-4.17458838436525,0.581609718392857,-7.17764551098072,7.09221592375301e-13,8.49715012579171e-12,430.595643578492,144.773149266518,5118.99974513007,6028.17724735947
"106","VV1_RS01715",13024.1672520851,5.69987177605215,0.794834333881794,7.17114439208387,7.43734089140743e-13,8.82658003904768e-12,44188.1416494864,7088.4211763512,387.600502894966,432.505679608009
"107","VV1_RS09895",773.469150179553,-2.4544609502667,0.343298159243723,-7.14964786200375,8.70007902235908e-13,1.02286910375025e-11,275.720113710744,195.762434542776,1372.4733324492,1249.92072001549
"108","VV1_RS06760",1904.30271785033,-3.30208966558338,0.463378908219891,-7.12611128173408,1.03244256212611e-12,1.20260439180986e-11,347.949060375524,331.430354295676,2409.97295442236,4527.85850230777
"109","VV1_RS06315",1273.04453402227,2.47010414381429,0.34837261304405,7.09040852043659,1.33716683044373e-12,1.54326226853047e-11,2446.06105916685,1876.58780275656,378.411697869439,391.117576296238
"110","VV1_RS14435",2598.87654604931,-3.7091964443471,0.523241722255704,-7.08887744722782,1.35204187116607e-12,1.54624424902447e-11,279.192659223474,426.124741237298,3099.1333313369,6591.05545239956
"111","VV1_RS13710",500.418368790303,-2.34460552095743,0.332804465141565,-7.04499418287583,1.85469255049166e-12,2.10198489055721e-11,188.9064758925,136.578442704262,862.912326488146,813.276230076304
"112","VV1_RS12820",268.727897372761,2.61719151546243,0.373037829471919,7.01588768937291,2.28493546817242e-12,2.56647215978652e-11,465.32109870579,457.993044534959,58.4742137988095,93.1232324514852
"113","VV1_RS05025",1131.91927872653,2.36763078753082,0.337860484419608,7.00771737659125,2.42237492948364e-12,2.69676784184993e-11,1956.43214187196,1846.54054536162,410.154842503078,314.549585169461
"114","VV1_RS04895",10061.3276054324,-3.9906631142416,0.576700936327473,-6.9198138287321,4.52237572194449e-12,4.99048127912822e-11,1625.15129995754,614.602992169179,18474.5101767782,19531.0459528248
"115","VV1_RS07915",1881.94386451005,-2.41401769996646,0.349255715941005,-6.91189174517113,4.78232761270103e-12,5.23145055371991e-11,532.688481652748,642.829203661393,3055.6953439435,3296.56242878257
"116","VV1_RS05330",216.453589602351,-2.23293249827191,0.323880855655513,-6.89430220799128,5.41298415674365e-12,5.87028799067545e-11,81.9520741004227,68.289221352131,361.704779641207,353.868283315644
"117","VV1_RS04785",547.572030422101,-2.24794147445506,0.326504191707804,-6.88487784091542,5.78371449359083e-12,6.2187289170404e-11,177.794330251765,200.315049299584,1025.8047792134,786.373962923653
"118","VV1_RS08980",2345.93530008286,2.84652303578702,0.415067391470413,6.85797799172553,6.98420154748496e-12,7.44586910740345e-11,3602.41871490587,4661.87751097214,672.453458686309,446.991515767129
"119","VV1_RS01525",989.060685434517,3.11207131746105,0.457075522793487,6.80865888079316,9.85127533605321e-12,1.04142053552563e-10,2343.27371199005,1212.81657121385,174.587295485017,225.565163049153
"120","VV1_RS02410",12370.511728286,3.53780128126431,0.521138266682016,6.7886039223118,1.13223808282093e-11,1.18696292349061e-10,22861.8506376078,22859.589216888,1194.54465331854,2566.06240532981
"121","VV1_RS03540",391.251468676763,-2.47689285954754,0.365649585577492,-6.77395232278368,1.25310982913523e-11,1.30281997111745e-10,105.565383586985,129.294259093368,539.633458771871,790.51277325483
"122","VV1_RS07340",634.713661780567,2.32333772405878,0.343285008646811,6.76795567979244,1.30614751050367e-11,1.34683079361772e-10,1227.1975841987,894.133538237236,218.86062878983,198.662895896502
"123","VV1_RS00160",605.578865236818,-3.40290152934828,0.503703587515724,-6.75576194748078,1.42086545859347e-11,1.45321036334193e-10,139.596329611737,61.0050377412371,866.253710133792,1355.46038346051
"124","VV1_RS13180",1264.51762223399,-3.68813993873741,0.546100239326544,-6.75359517015715,1.44225823134115e-11,1.46319423792513e-10,107.648910894623,239.467536208139,3026.4582370441,1684.49580478909
"125","VV1_RS05800",741.572044593971,-2.50117819921189,0.370564975674245,-6.74963464817739,1.48217903959058e-11,1.49166498544396e-10,177.099821149219,262.230609992183,1117.69282946867,1409.26491776581
"126","VV1_RS03360",40821.8546126947,-2.7304791653901,0.407277961449204,-6.70421536111192,2.02491440254135e-11,2.02170025269604e-10,12259.4746781412,8722.80987404554,72303.365362228,70001.7685363642
"127","VV1_RS08940",1000.70084861508,-3.40405033825968,0.508943344225123,-6.68846616599813,2.25521770905076e-11,2.23390856534319e-10,199.324112430689,132.936350898815,2534.43949522269,1136.10343590812
"128","VV1_RS05510",4418.56190348725,2.27420103162763,0.340157096125801,6.68573743581867,2.29764659280343e-11,2.25815579198962e-10,6881.89069712787,7796.80803251064,1582.1451562135,1413.40372809699
"129","VV1_RS03455",3122.7338010601,-2.70496200393385,0.404717230926768,-6.68358497546475,2.33166551567418e-11,2.27382575094428e-10,630.614265111727,1000.66472354656,5634.408172471,5225.24804311111
"130","VV1_RS00085",4262.07753060089,2.23752249204851,0.335489189867361,6.66943245752014,2.56794527860895e-11,2.48498089268466e-10,6872.16756969223,7224.0890961041,1577.96842665645,1374.0850299508
"131","VV1_RS11185",575.41879748416,3.34824381450785,0.504217464983862,6.64047568168828,3.12672421034623e-11,3.00260996688211e-10,1279.9802759922,826.754839836466,136.996729471497,57.9433446364797
"132","VV1_RS11145",1141.25888948516,2.65012212135,0.400404062408706,6.61861946506659,3.6256883735081e-11,3.45539088929787e-10,2387.72229455299,1562.45738453676,345.833207324388,269.022671526513
"133","VV1_RS00890",2055.090978482,2.20863818746921,0.338563743114868,6.52355201165134,6.86615870346493e-11,6.49445687891645e-10,3350.31191068169,3423.56629712017,771.859622144285,674.62608398187
"134","VV1_RS11105",1389.19788031284,3.04696176596865,0.468428152729822,6.50465124312471,7.78738332701322e-11,7.31084195924077e-10,2921.79979441083,2055.05030122346,375.070314223792,204.871111393267
"135","VV1_RS09045",4038.61093445973,2.14932150885237,0.331187993000099,6.48973258173561,8.5988865287978e-11,8.01288833572417e-10,6966.62080763848,6242.54535453614,1424.26477895672,1521.01279670759
"136","VV1_RS14950",2914.40658362044,-2.37761657970524,0.366430028776671,-6.48859643856954,8.66396919178819e-11,8.01417150240407e-10,911.890451642839,946.033346464855,5679.51685168723,4120.18568468682
"137","VV1_RS14565",1012.10586408056,4.54324533631207,0.703907208129946,6.45432421182617,1.0870287303359e-10,9.98162148001871e-10,818.826231901681,3082.12019035951,106.088930749269,41.3881033117712
"138","VV1_RS06810",3375.71703684903,-2.63654725567701,0.408587330202091,-6.4528365438374,1.09775743968235e-10,1.00070931820319e-09,1061.20990869022,775.765554560208,6864.87269998024,4801.01998416546
"139","VV1_RS02145",5194.85597835027,-2.85121682072877,0.443302256389881,-6.43176699335623,1.26128989721654e-10,1.14151272712115e-09,903.556342412288,1567.00999929357,9664.9521950318,8643.90537666341
"140","VV1_RS13035",2896.94115109017,-3.48745047602753,0.544907325016798,-6.4000800061185,1.5529555600407e-10,1.39544149609372e-09,652.838556393198,252.214857527204,5747.17987051156,4935.53131992871
"141","VV1_RS12645",312.070251675195,2.20183820277866,0.344892382171862,6.38413115683568,1.72373310174891e-10,1.53791222836888e-09,443.096807424319,583.64521182288,103.582893015034,117.956094438548
