"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","YJ016_HS1","YJ016_HS2","YJ016_ASW1","YJ016_ASW2"
"332","VV1_RS01660",1071.23780291517,1.67051610160716,0.42145653340812,3.96367352072701,7.380517227659e-05,0.00027965935760226,2097.41748968878,1173.66408430529,486.17132044153,527.698317225083
"333","VV1_RS07885",121.917745674194,-1.73957066399134,0.43952129729408,-3.95787570409225,7.56192879873231e-05,0.000285672865729887,41.6705461527573,69.1997443034928,155.374339522551,221.426352717976
"334","VV1_RS04990",3104.64438988691,-3.42752840452438,0.870798734691076,-3.93607416728772,8.28253852920046e-05,0.000311959085920185,552.82924562658,378.777547766487,1015.78062827646,10471.1901378781
"335","VV1_RS10555",399.724782483383,1.19592144443007,0.304519415537415,3.92724201942759,8.59255072976808e-05,0.000322669516956664,599.361355497159,514.445467519387,230.555471549592,254.536835367393
"336","VV1_RS06020",2540.19244861205,-1.71069422204155,0.436622668411972,-3.918015132525,8.92811026252419e-05,0.000332363777979164,1361.93235009262,987.917402227496,4804.07433652791,3006.84570560018
"337","VV1_RS10125",1094.18546056982,1.82872288224865,0.46663930063914,3.91892170193104,8.89460007329709e-05,0.000332363777979164,2190.48170942994,1241.04278270606,583.071446165272,362.145903977998
"338","VV1_RS10745",9835.62246869883,-1.9830363284405,0.506139360750562,-3.91796505511807,8.9299647819521e-05,0.000332363777979164,2591.9079707015,5196.35448342149,14307.8047706573,17246.4226500151
"339","VV1_RS11000",135.322089665622,2.06413887806389,0.526980505173246,3.9169169595473,8.96886257524146e-05,0.000332826817688901,133.345747688823,306.846234608909,57.6388678873979,43.4575084773597
"340","VV1_RS10180",5469.4140485794,1.8046845244001,0.461765169520727,3.90823007779734,9.29747446030249e-05,0.000344006555031192,10409.9969380613,6670.49114167616,2903.6623880666,1893.50572651353
"341","VV1_RS02440",5100.39678095959,3.40655155263674,0.872331083131141,3.90511311417367,9.41813217547347e-05,0.000347448981722745,16980.0530481461,1870.21414209703,1013.27459054223,538.045343053025
"342","VV1_RS09505",1751.67836702616,-1.47164603701353,0.377162081272996,-3.90189287334092,9.54433983002557e-05,0.000351075424157081,905.639869719926,936.928116951238,2159.36918099889,3004.77630043459
"343","VV1_RS05890",2586.43881422442,-2.51595972183592,0.64767123814566,-3.88462475042019,0.000102488058594847,0.000374796446838133,1158.44118304665,313.219895268441,3791.63509189709,5082.4590866855
"344","VV1_RS12215",1797.34509588691,-1.50466993295803,0.387320388159606,-3.88481985187411,0.000102405793247186,0.000374796446838133,808.408595363492,1049.83296292009,2318.08490416709,3013.05392109694
"345","VV1_RS12490",6947.57662878888,1.49727109933571,0.387579832595897,3.86312953722959,0.000111943607640298,0.00040818857510578,11025.332002917,9555.02785159017,4118.25534325901,3091.69131738931
"346","VV1_RS04790",263.940594696009,-1.29099478605786,0.334865440027586,-3.85526432931242,0.000115604651169704,0.000420319801073663,159.042584483024,146.594195169241,429.367798465544,320.757800666227
"347","VV1_RS11235",97.8579738167638,1.55033593115548,0.402359042140458,3.85311567228128,0.000116624260271861,0.000422804955106633,165.293166405937,128.383736142006,54.2974842417517,43.4575084773597
"348","VV1_RS02275",5879.69686226423,-1.82004778635914,0.473529167572223,-3.8435811582431,0.000121251875857454,0.000438318562726083,3149.59878004591,1962.17696018456,11222.036973903,7184.97473492348
"349","VV1_RS13220",352.421008540387,-2.72071315690562,0.708134139761794,-3.84208726021998,0.000121992447170127,0.000439732087507219,139.596329611737,34.5998721517464,324.949559539099,910.538272858966
"350","VV1_RS10955",601.6810067047,1.52071208690642,0.396286113338381,3.83740947694504,0.000124339046129119,0.000446910057229805,1050.79227215203,736.613067651653,244.756352043588,374.562334971529
"351","VV1_RS14385",164.009949786658,1.97053743551801,0.513910160804253,3.83440061281174,0.000125870852978753,0.000451126874778551,368.089824349356,156.609947634221,60.9802515330442,70.359775630011
"352","VV1_RS10830",141.458511068844,-1.88002458469551,0.490883082845987,-3.8298826144012,0.00012820440121805,0.000458185047534963,47.9211280756709,71.931313157578,299.05383628534,146.927766756788
"353","VV1_RS02840",213.461783238123,1.18982470323516,0.310999331054533,3.82581113342179,0.00013034219492968,0.000464505612525601,294.471859479485,299.562050998015,125.301886711735,134.511335763256
"354","VV1_RS04155",253.7512060544,1.42029055695341,0.371331419673526,3.82485963132915,0.000130846615776326,0.000464985996176889,329.891823709329,413.377419918233,162.057106813843,109.678473776194
"355","VV1_RS00135",171.328574684746,-2.51209053134481,0.657486700638637,-3.820747292538,0.000133047924989935,0.000471476872217855,38.1980006400275,60.0945147898753,471.135094036122,115.886689272959
"356","VV1_RS03145",1778.92124003943,1.54964541429988,0.406245562813727,3.81455345276085,0.000136429405568776,0.000482101663498654,2564.82211570221,2757.97401967473,1089.29106848068,703.59775630011
"357","VV1_RS05040",906.41318985424,1.18435607446769,0.310754949424114,3.81122191830741,0.00013828155520609,0.000487277861202414,1253.58893009545,1270.17951714964,607.296477596207,494.587834575666
"358","VV1_RS06770",7529.22543399463,-1.9471684230007,0.511164492562683,-3.80927950069209,0.000139372336483263,0.000489749718703757,3852.44199182241,2228.96018493356,15064.6281663962,8970.8713928264
"359","VV1_RS03335",2389.12429450515,-1.59984975814236,0.421862170025637,-3.79235179595538,0.000149227310225521,0.000521466545176961,1268.17362124891,1078.96969736367,4463.25320467199,2746.10065473602
"360","VV1_RS08900",262.869624816283,-1.19588771078182,0.315339279592733,-3.79238422922236,0.000149207815947065,0.000521466545176961,143.068875124467,175.730929612817,376.741006046616,355.937688481232
"361","VV1_RS08605",6975.39478523691,2.11703154505494,0.559664512333489,3.78267962038204,0.000155149057724287,0.000540657935227572,15427.1306948533,7385.25165849513,3249.49559539099,1839.70119220823
"362","VV1_RS05255",995.230944906653,3.24100327719257,0.858051788376771,3.77716510949038,0.000158623580650982,0.000551238852096506,3330.8656558104,310.488326414356,202.98905647301,136.580740928845
"363","VV1_RS08620",1625.15604718123,1.75087199113116,0.463991430115946,3.77350071033347,0.00016097276088828,0.000557861523959936,3301.00176440092,1730.90413053868,713.385408345476,755.332885439824
"364","VV1_RS05555",2799.02754439026,-1.81956580376814,0.482862089109502,-3.76829294493548,0.000164367742280415,0.000568062142276819,1204.27878381469,1227.38493843563,2837.67006106508,5926.77639424563
"365","VV1_RS15020",154.410659528727,1.52502445057835,0.404774661908689,3.76758872056664,0.000164831968581228,0.000568105798562149,273.636586403106,187.56772798052,90.217358432449,66.2209652988339
"366","VV1_RS10575",6391.06079609935,3.12147036041448,0.832396983231049,3.74997798321915,0.000176850097086294,0.000607861809110812,2610.65971647025,20571.445040116,1030.81685468187,1351.32157312933
"367","VV1_RS00945",3886.88241118217,2.90955055732944,0.77746982703749,3.74233244319736,0.000182320097566479,0.00062495553879736,11997.6447464814,1862.92995848613,726.750942928061,960.203996833092
"368","VV1_RS04495",4070.33009751664,-3.06446728563555,0.822530744675418,-3.7256568286026,0.000194807288060865,0.000665944479295021,197.240585123051,1382.17384016713,4834.98213525013,9866.92382952625
"369","VV1_RS02990",4694.76955334676,1.44145756340363,0.388234902110382,3.7128489879918,0.00020493918003386,0.000698681540603242,5614.4115849815,8149.18041468764,2470.117860044,2545.36835367393
"370","VV1_RS01005",21576.9312006245,-1.69714117007546,0.457561599983309,-3.70909877519742,0.000207998279005744,0.000707194148619531,7813.227403642,12265.6546777941,30910.3047599621,35318.5379610999
"371","VV1_RS15040",2318.53214619944,2.21259215483579,0.597002561531376,3.70616861200771,0.000210418243337194,0.000713493666086765,1915.45610482174,5765.43132802258,889.643395653316,703.59775630011
"372","VV1_RS02760",509.048384758036,1.4681183043049,0.396719698900331,3.70064382579031,0.000215053148971274,0.000725299896530463,628.530737804089,874.102033307277,326.620251361922,206.940516558856
"373","VV1_RS14845",1831.19414162352,-1.52783979699519,0.412834419994264,-3.7008537151927,0.000214875328588512,0.000725299896530463,1064.68245420295,803.081243101061,2232.87962120311,3224.13324798698
"374","VV1_RS14520",1840.6568162398,-1.28522248136959,0.34736816927014,-3.69988558269455,0.000215696691960853,0.000725525236595595,989.675471127986,1141.79578100763,2793.39672776027,2437.75928506332
"375","VV1_RS00255",424.391546792535,1.25054884345533,0.338212245856766,3.69752680092175,0.000217710240095814,0.000730345285441424,556.996300241856,638.276588904585,210.507169675714,291.786128347987
"376","VV1_RS13275",1953.3101438563,1.76604086166319,0.478612305404099,3.68991946450707,0.000224325057689671,0.000750534368546823,3994.81635784433,2070.52919139661,965.659873591768,782.235152592475
"377","VV1_RS10215",1195.04330458945,1.28845369238171,0.349246251306845,3.68924129481832,0.000224923817189121,0.000750541543830013,1545.28275316475,1852.00368306979,604.790439861973,778.096342261298
"378","VV1_RS08650",1788.46999828131,-1.4231205827302,0.38678224123846,-3.67938449855771,0.000233797547492302,0.000778088134246868,977.174307282159,952.407007124387,3086.60314266573,2137.69553605298
"379","VV1_RS02075",1193.36513388539,1.24654526004624,0.33886530897272,3.67858623187242,0.000234530396973191,0.00077846765011154,1584.86977200987,1778.25132400949,619.826666267381,790.51277325483
"380","VV1_RS14905",1921.99151134062,3.36849964693167,0.919010929550458,3.66535319506961,0.000246997466246416,0.000817691611942083,496.574008320358,6600.3808744213,272.32276712017,318.688395500638
"381","VV1_RS08330",480.141003508311,-1.89598830313239,0.517647677458528,-3.66270029924801,0.000249570468410071,0.000824041074172886,290.999313966755,107.441708260686,806.10880451216,716.014187293641
"382","VV1_RS06490",4880.52595521489,-2.81433171733061,0.769661700336362,-3.65658277669355,0.00025559989769934,0.000841739977240234,1934.20785059049,320.504078879335,10014.1267860018,7253.2651053879
"383","VV1_RS14215",54629.5720977503,2.00803804094378,0.549660076790821,3.65323611033871,0.000258955908161068,0.00085056535892069,99044.6376231812,76988.3576294412,30269.5944459094,12215.6986924693
"384","VV1_RS03205",2417.20130088999,-1.68968178068738,0.463275716401689,-3.64724875676911,0.000265063282379665,0.000868358357379215,876.470487412995,1382.17384016713,4562.65936812996,2847.50150784986
"385","VV1_RS05370",4340.78963937209,1.88892681695336,0.51831613558869,3.64435271691468,0.000268065589255515,0.000875913016320616,4171.91617899355,9570.50674176332,1698.25823789971,1922.47739883177
"386","VV1_RS08090",13555.6570464673,1.72408156321728,0.473448721299621,3.6415381131132,0.000271013992747278,0.000880970550067381,15045.8451975556,26756.6274487163,5880.83521633741,6539.32032325985
"387","VV1_RS14405",892.950154728983,-1.72416712271138,0.473448334462828,-3.64172180406465,0.000270820646173084,0.000880970550067381,279.192659223474,539.940110157516,1680.71597376007,1071.95187577487
"388","VV1_RS10165",849.777516480976,-1.73657770450347,0.48007371914725,-3.617314664898,0.000297675334783599,0.00096514322463342,398.648224861378,373.314410058316,801.932074955102,1825.21535604911
"389","VV1_RS02565",1679.02506735193,1.78374889958452,0.493810758728872,3.61221149611261,0.000303596792371625,0.00098181173471338,1707.10337405796,3522.8132988186,813.626917714864,672.556678816282
"390","VV1_RS00830",6032.72075714926,2.773017537374,0.771455443059812,3.59452715295575,0.000324981252973494,0.00104827286215553,3041.94986915128,18227.7589633108,1278.07924445969,1583.09495167525
"391","VV1_RS01085",30564.2807673438,-1.54942309286037,0.432612273284105,-3.5815513995897,0.000341559920692378,0.00109893191874939,14179.0978375782,16632.522752525,53308.4346826404,38137.0677966316
"392","VV1_RS10750",9851.45830626896,-2.38404487001032,0.666073109292322,-3.57925404396416,0.000344576379110293,0.00110580889010395,1329.9849313755,4731.07725527564,19287.3017485816,14057.4692898431
"393","VV1_RS02450",153.1207124767,1.21467070903435,0.339791092679612,3.57475735886832,0.000350552845267191,0.00112212590164409,229.188003840165,200.315049299584,96.0647798123299,86.9150169547195
"394","VV1_RS02555",16810.2401194997,1.40567469969101,0.393408179385199,3.57306932938645,0.000352821300056188,0.00112636750788114,22095.8070974996,26859.5165422202,9796.93684903483,8488.69998924427
"395","VV1_RS13605",399.445805526707,1.99353686266927,0.558032069689379,3.57244138993471,0.000353668653110532,0.00112636750788114,320.168696273685,964.24380549209,143.679496762789,169.691223578262
"396","VV1_RS11675",741.803872519198,1.05215523206955,0.294640423147184,3.57098058993743,0.000355647253068949,0.00112696283214292,937.587288437039,1067.13289899597,480.32389906165,482.171403582134
"397","VV1_RS12495",4390.33502176961,1.29672936505064,0.363074672935154,3.57152250408344,0.000354912045511195,0.00112696283214292,5785.95533331035,6726.03304170923,2826.81056421673,2222.54114784211
"398","VV1_RS00795",1695.30918561271,1.34107245965902,0.376213793083427,3.56465521550304,0.000364334798311459,0.00115159089516536,2160.61781802047,2712.44787210664,840.357986880034,1067.8130654437
"399","VV1_RS09980",1488.63978368439,-1.26566637874306,0.357290310205938,-3.54240331346671,0.000396498745460793,0.00125011383907187,855.635214336617,883.207262820895,1815.20666549733,2400.50999208273
"400","VV1_RS05110",6031.8562287078,2.16247593649578,0.610687635447747,3.54105079417611,0.00039853684655644,0.00125339838242,4942.82128281956,14919.8290810136,1839.43169692826,2425.34285406979
"401","VV1_RS12330",3048.51227830307,2.30840185402527,0.65228267251504,3.53895933663951,0.000401707727043099,0.00126022025092324,2300.90865673475,7927.92333750673,1242.99471618041,722.222402790407
"402","VV1_RS00245",358.735546505873,1.37887501611812,0.389849294578336,3.53694372490663,0.000404785905764079,0.00126671808321197,393.786661143557,646.47129546684,210.507169675714,184.177059737382
"403","VV1_RS06495",15978.3107389338,3.55931722874029,1.00702957927547,3.5344713819639,0.000408591678917296,0.00127229785167812,2998.89030479343,56752.8955583777,1765.08591081264,2396.37118175155
"404","VV1_RS09760",1497.97240670326,1.91641833447645,0.54211586326242,3.53507149365371,0.00040766484412916,0.00127229785167812,1350.12569534934,3413.55054465519,572.211949316922,656.001437491573
"405","VV1_RS02385",7486.25181306844,1.38212554100503,0.391371884973857,3.53148908766749,0.00041322691166965,0.00128355420958128,9127.93313476149,12574.3219583057,4000.47156974998,4242.28058945655
"406","VV1_RS02915",3160.95768434031,-1.78149916740225,0.505809916405721,-3.52207244188006,0.000428187119381099,0.00132674728123503,1505.00122521708,1294.7636368364,3044.00050118374,6800.06537412401
"407","VV1_RS09270",16807.7083508261,-1.45246264991417,0.413966132589323,-3.50865091506192,0.000450385630147627,0.00139210103863812,8466.76046913774,9369.28116951238,28601.4086608206,20793.3831038338
"408","VV1_RS08220",921.344340035907,-1.41321448739499,0.403419135442349,-3.50309235045431,0.000459889988056217,0.00141799412984,547.273172806213,451.619383875427,1684.89270331713,1001.59210014486
"409","VV1_RS13515",87.5870172805155,1.94201981152823,0.555107113743214,3.49845960076561,0.000467953977102774,0.00143933032566085,84.0356014080606,194.851911591414,30.0724528108163,41.3881033117712
"410","VV1_RS07620",14239.5790653848,-1.46327341655206,0.418661624719397,-3.4951219078959,0.000473845273994734,0.0014538959870375,6147.7945757368,8875.77772987431,21962.9147028329,19971.8292530952
"411","VV1_RS06675",2474.14621284058,-1.69935180976567,0.486494512731444,-3.49305442362462,0.000477529175594484,0.0014616343136201,991.758998435624,1304.77938930138,5054.67810995138,2545.36835367393
"412","VV1_RS01625",116.270926591037,1.78184742770976,0.512187304540638,3.47889807481236,0.000503480043174946,0.00153732498619923,112.510474612445,249.483288673119,49.2854087732823,53.8045343053025
"413","VV1_RS10435",403.13390411547,-1.13132773613069,0.32616925052701,-3.46852971058046,0.000523314658533279,0.00159401898410379,242.383676788538,262.230609992183,634.027546761377,473.89378291978
"414","VV1_RS11225",809.958483528614,-1.20319277473744,0.347379537330201,-3.46362593486255,0.00053294706115437,0.00161943817133381,443.791316526865,531.74540359526,952.294339009183,1312.00287498315
"415","VV1_RS02970",4931.17221863463,1.21015833631114,0.350558885478778,3.45208290658032,0.000556276774510473,0.00168625586104621,7221.50564827284,6578.52832358862,2683.96641336536,3240.68848931168
"416","VV1_RS14125",701.822278563576,1.63838615294484,0.474910929384419,3.44988091781447,0.000560833886046281,0.00169598324193803,1475.13733380761,658.308093834543,324.114213627687,349.729472984467
"417","VV1_RS02210",1765.03662307007,1.2146597916975,0.353037018988147,3.44060176799273,0.000580422116428928,0.00175100964620526,2642.60713518736,2300.89149809113,963.989181768945,1152.65867723283
"418","VV1_RS07950",6930.32214857255,-1.83337523430215,0.533715940457573,-3.43511425334296,0.000592304050461316,0.00178258013272808,2497.45473275525,3458.16616927192,14915.9365941649,6849.73109809813
"419","VV1_RS00705",691.16078400401,1.4816260852962,0.431506231438674,3.43361457459455,0.000595590429594869,0.00178819274565715,811.186631773676,1229.20598433836,268.981383474524,455.269136429483
"420","VV1_RS12800",1081.34298202445,-1.14341800099511,0.333529769799002,-3.42823371264335,0.000607522207539721,0.00181967365972612,751.458848954724,590.018872482412,1392.52163432308,1591.3725723376
"421","VV1_RS07880",387.417818896448,-1.14625633022005,0.335950572362643,-3.41197909608773,0.000644930587433365,0.00192391567991454,200.018621533235,280.441069019418,518.749810986581,550.461774046557
"422","VV1_RS14235",595.849590923682,1.02022276607236,0.299028792351136,3.41178773472207,0.000645383479271808,0.00192391567991454,757.014921775091,840.412684106892,365.881509198265,420.089248614478
"423","VV1_RS00230",354.811002687748,1.52972382247445,0.449230877153771,3.40520632100458,0.000661140825247657,0.00196622968832518,383.369024605367,672.876461056331,139.502767205731,223.495757883564
"424","NUDF",1515.11165780378,1.57522451421837,0.463667415593997,3.3973155353183,0.000680504504424465,0.00201737618609472,1606.39955418879,2951.00488536342,847.040754171326,656.001437491573
"425","VV1_RS12730",174.288823117683,-1.1307982790183,0.332891535940966,-3.39689705784179,0.000681546008815783,0.00201737618609472,120.844583842996,96.5154328443452,239.744276575119,240.050999208273
"426","VV1_RS10755",783.846428240423,-1.40814654463662,0.415471007516483,-3.38927751674888,0.000700770495835359,0.00206941146422742,429.901134475946,419.751080577765,806.10880451216,1479.62469339582
"427","VV1_RS12255",203.44372652223,1.66780720306342,0.493191010140927,3.38166586326635,0.000720477228253985,0.00212262377785366,193.073530507776,429.766833042745,106.088930749269,84.8456117891309
"428","VV1_RS11285",826.748214981372,-1.87350749735316,0.554184825727244,-3.3806546306904,0.000723133735041572,0.00212547252028574,520.881826909466,172.08883780737,1316.50515638463,1297.51703882403
"429","VV1_RS07835",359.418193710155,1.30893633032282,0.388256117635851,3.37132184366629,0.000748084065268986,0.00219368241050905,486.850880884715,537.208541303431,152.868301788316,260.745050864158
"430","VV1_RS07860",938.765912990845,1.59451091186766,0.473851620499689,3.36500044082619,0.000765435367528093,0.00223934347058219,1536.9486439342,1292.94259093368,289.865031259813,635.307385835688
"431","VV1_RS00240",462.235195649441,1.15944058336372,0.345352778495402,3.35726438459551,0.000787178024330756,0.00229761010349905,544.495136396029,733.881498797568,253.945157069116,316.61899033505
"432","VV1_RS12275",788.780981332649,1.8504328061955,0.55362614772371,3.34238694072478,0.00083061184586567,0.00241877245856253,1855.03381290025,630.081882342329,357.52805008415,312.480180003872
"433","VV1_RS02520",522.667009721063,1.06261574361158,0.318119708383306,3.34030151420616,0.000836874778483085,0.00243138215088157,797.990958825302,618.245083974626,343.327169590153,331.10482649417
"434","VV1_RS03045",1589.99130220356,-1.81932869857609,0.545845410773086,-3.33304753080063,0.000859002660928639,0.00248992015541066,970.229216256699,405.182713355977,2937.91157043447,2046.64170876709
"435","VV1_RS04770",1477.72590405358,1.14316968931171,0.344162074775006,3.3216027363243,0.000895020257520521,0.00258410632729265,1818.22483046531,2259.00744232849,931.410691223894,902.260652196612
"436","VV1_RS06060",17546.1922143013,2.24827949943382,0.676902967266366,3.32142065872951,0.000895604418680125,0.00258410632729265,12778.272977743,45712.8047731165,6553.28867502372,5140.40243132198
"437","VV1_RS02400",522.760849428606,-1.04466352003098,0.315107622008194,-3.31525944492644,0.000915581051179883,0.00263570014275582,384.063533707913,295.919959192568,699.184527851479,711.875376962464
"438","VV1_RS12975",209.429649719075,1.51741627573363,0.459560750548649,3.30188397055679,0.000960377884687377,0.00275834561401078,295.166368582031,325.056693636144,68.4983647357483,148.997171922376
"439","VV1_RS06000",4884.34976647415,2.01712979258501,0.611433168250787,3.29901925071501,0.000970232574362317,0.00278030200124782,11007.9692753534,4774.782356941,2589.57232537585,1165.07510822636
"440","VV1_RS13860",1431.6330028427,2.01745073947741,0.612273060096755,3.29501797638884,0.00098415383945135,0.00281378529552227,1123.02121881681,3501.87127093728,443.568678959541,658.070842657162
"441","VV1_RS10050",1335.1398613538,-1.20774624855358,0.366917065416421,-3.29160554901661,0.000996172270566814,0.00284168869925862,666.728738444117,938.749162853961,1938.83786038624,1796.24368373087
"442","VV1_RS05450",594.980037295099,1.15407203784267,0.351829168704811,3.28020568076024,0.00103731432908145,0.00295235616738566,925.780633693758,717.492085673057,312.419370867925,424.228058945655
"443","VV1_RS06190",8842.65506795565,-1.36504374177352,0.416564932941672,-3.27690507247919,0.00104951648257263,0.00298034251710242,4659.46156898081,5150.8283358534,10288.1202449448,15272.2101220436
"444","VV1_RS02535",1423.46572399698,-1.65429669620204,0.505144195506753,-3.2748999412781,0.00105699404181976,0.00299481645182266,420.872516142849,931.464979243067,2406.63157077672,1934.8938298253
"445","VV1_RS04330",1705.36568099753,-1.58686654195224,0.486006867209312,-3.26511135750847,0.00109421049432149,0.00309329618394705,1065.3769633055,615.513515120541,3164.29031242701,1976.28193313707
"446","VV1_RS04910",851.409777508857,1.64214896070428,0.504443052603242,3.25537035792199,0.00113244584546184,0.00319340921390884,754.931394467453,1836.52479289664,373.399622400969,440.783300270363
"447","VV1_RS12615",640.511598203022,-0.963313459882148,0.295966533967899,-3.25480535575225,0.00113470104818541,0.00319340921390884,403.5097885792,462.545659291767,810.285534069217,885.705410871903
"448","VV1_RS06215",2133.67797959556,-1.45721299928098,0.449208626077686,-3.24395595873747,0.00117881971521922,0.00331016786103968,1452.21853342359,802.170720149699,3018.94012384139,3261.38254096757
"449","VV1_RS08615",1153.54882002197,1.89811220506925,0.585641187075391,3.24108387005387,0.00119076144569083,0.003336253671891,2309.2427659653,1355.76867457764,700.855219674303,248.328619870627
"450","VV1_RS07855",16459.146726884,1.88037209675303,0.58068493651851,3.23819678882456,0.00120287807132082,0.00336271247493687,32256.4752677469,19855.7740003456,4244.39257588216,9479.94506356119
"451","VV1_RS06615",3727.31438010731,1.18308962592819,0.365920850352392,3.233184511866,0.00122418467680573,0.00341468807854014,5899.16031702534,4474.30978299163,2104.23635084573,2431.55106956656
"452","VV1_RS07185",817.107462511847,-1.34384258208583,0.416033714709178,-3.23012903659796,0.00123734359867514,0.00344375718392328,587.554700753878,328.698785441591,1286.43270357381,1065.74366027811
"453","VV1_RS09930",1054.60470793892,-2.59275660320677,0.803885942030693,-3.22527919403245,0.00125849872958105,0.00349490375676149,64.5893465367738,492.592916686705,1281.42062810534,2379.81594042684
"454","VV1_RS00140",1351.95166219873,-2.40310016554317,0.74627608188625,-3.22012218248938,0.00128135971392692,0.00355055180643185,671.590302161939,140.220534509709,3174.31446336394,1421.68134875934
"455","VV1_RS12210",444.777401468191,1.68756663696301,0.524211515278436,3.21924755137563,0.00128527475506776,0.00355357283928623,369.478842554448,995.20158583839,197.141635093129,217.287542386799
"456","VV1_RS14220",219.395420857063,1.24028527605342,0.385406251311806,3.21812443838642,0.00129031824826082,0.00355969376384235,240.3001494809,377.867024815125,126.972578534558,132.441930597668
"457","VV1_RS14290",756.603582274666,2.02685364889235,0.631695909065576,3.20859074723237,0.00133387208050948,0.00367179666801079,1962.68272379487,486.219256027173,289.865031259813,287.64731801681
"458","VV1_RS05285",6474.78713819552,-1.9310502198442,0.602392411003077,-3.20563503884237,0.00134764795862481,0.0037016181920306,1450.13500611595,3785.95443176214,12997.9823815639,7665.07673334002
"459","VV1_RS00130",301.026475877105,-1.85915377224096,0.581509192502757,-3.19711845695741,0.0013880791038643,0.00380436495133178,84.7301105106065,170.267791904647,692.501760560187,256.606240532981
"460","VV1_RS04920",2219.33908379378,1.57407954980881,0.493246609727191,3.19126278572783,0.00141652377521501,0.00386548136490342,2151.58919968737,4524.38854531652,1042.51169744163,1158.86689272959
"461","VV1_RS09265",6939.63723377306,-1.21402344570562,0.380410082594665,-3.19135454408864,0.00141607393293121,0.00386548136490342,3560.05365965057,4752.92980610832,9913.88527663245,9531.6801927009
"462","VV1_RS09915",7367.32195475923,-2.85794665866753,0.895772105779042,-3.19048409771814,0.00142034657347556,0.0038675237866499,266.691495377647,2943.72070175253,13561.0055258553,12697.8700960514
"463","VV1_RS07900",202.661842203146,-1.04547471469641,0.32843286926773,-3.18322193825296,0.00145645929494962,0.00395729112969033,133.345747688823,131.115304996092,304.065911753809,242.120404373861
"464","VV1_RS04590",1244.83904170473,1.41747343577959,0.446530097735035,3.17441857328215,0.00150137009265219,0.00407052494947512,1409.15896906574,2225.31809312811,521.255848720816,823.623255904247
"465","VV1_RS12535",441.896703198386,1.38302178225607,0.436142077261405,3.17103497773078,0.00151896852051108,0.00410277574858833,822.298777414411,457.993044534959,199.647672827364,287.64731801681
"466","VV1_RS13825",193.008778779921,1.11094393939777,0.350358432118941,3.17087827080075,0.00151978815488248,0.00410277574858833,228.493494737619,299.562050998015,113.607043951973,130.372525432079
"467","VV1_RS10365",329.196139468554,1.00095152975859,0.315862993263113,3.16894207649328,0.00152994882538645,0.00412136107566629,454.208953065055,427.035264188659,243.085660220765,192.454680399736
"468","VV1_RS12395",413.636908072154,2.5493719748146,0.804735691809604,3.16796185475736,0.00153511660895893,0.00412644592750072,156.26454807284,1274.73213190645,142.844150851378,80.7068014579538
"469","VV1_RS04090",518.00912836691,-2.1970738902977,0.694068778797762,-3.16549880561316,0.00154817297440255,0.00415266866055099,97.2312743564337,257.677995235374,357.52805008415,1359.59919379168
"470","VV1_RS12555",3578.25649871827,-1.44599089029808,0.457348420001305,-3.16168336231259,0.00156860026894945,0.00419850880497534,2337.02313006714,1464.12090578969,4117.4199973476,6394.46196166865
"471","VV1_RS13905",2379.80956768923,1.52103132772544,0.481561721376518,3.15853868820315,0.0015856226165593,0.00423505998223271,4740.71913397869,2350.05973746467,1300.63358406781,1127.82581524576
"472","VV1_RS08630",3808.09514580723,1.55384078038358,0.493217765524851,3.15041527088968,0.00163038539459554,0.00434539158135844,6351.28574278276,5066.14970137676,2575.37144488185,1239.57369418755
"473","VV1_RS00155",51.541760514785,-1.71066106467165,0.543812224328792,-3.14568335933061,0.00165699292436999,0.00440697061069228,15.279200256011,32.7788262490229,91.8880502552721,66.2209652988339
"474","VV1_RS05495",1357.23314789265,1.21713035943491,0.387011711230494,3.14494451748005,0.00166118331038537,0.00440879452418733,1593.89839034297,2210.74972590632,707.537986965595,916.746488355732
"475","VV1_RS12900",13993.061945464,-2.10772731973595,0.671500107756006,-3.13883392629596,0.00169621549896486,0.00449229283725851,2529.40215147237,7612.88239633557,30371.5066471017,15458.4565869465
"476","VV1_RS13955",2287.53664138087,2.58919926411574,0.825322694906554,3.13719625074517,0.00170571912540665,0.004507971974289,7061.07404558473,884.117785772256,700.019873762891,504.934860403608
"477","VV1_RS05505",1038.30148991556,1.03750469039289,0.330981267385729,3.13463265938787,0.00172069432930686,0.00453801565255352,1214.69642035288,1583.39941241808,690.831068737364,664.279058153928
"478","VV1_RS14795",1558.68391521432,-1.57624305054983,0.507224712919275,-3.1075833065742,0.0018862381520187,0.00496419999004086,1068.84950881822,473.471934708108,2306.39006140733,2386.02415592361
"479","VV1_RS03505",1875.11279886792,-2.00952313321226,0.647668330566531,-3.10270402052001,0.00191761319671541,0.00503623674627973,352.810624093345,1090.80649573137,3977.08188423046,2079.7521914165
"480","PHEA",542.334350250469,1.33307800188103,0.430292546956487,3.09807365084535,0.00194783014179036,0.00510493816327556,532.688481652748,1026.15936618469,320.772829982041,289.716723182398
"481","VV1_RS00995",20089.1926526954,1.48286123084928,0.479343835286671,3.09352310740047,0.00197795149095255,0.00517310389941437,22298.603755443,37140.2311860457,11622.1676654691,9295.76800382381
