"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_chemostat1","K12_chemostat2"
"88","aroP",4971.81151157744,-0.0357412159112631,0.0682726568716305,-0.523507031203802,0.6006214593358,0.99990598088106,4953.23547095538,5204.73869875671,4749.2545458225,4980.01733077518
"89","pdhR",515.98040942945,-0.00202003223834819,0.0682378737684357,-0.0296028015937769,0.976383830945466,0.99990598088106,520.635368504643,512.89080687086,516.176039784098,514.2194225582
"90","aceE",21170.2227376507,0.0174301825756997,0.0679974146265783,0.256335960292331,0.797691432300762,0.99990598088106,21596.8948058884,20307.4427268841,21937.4816908242,20839.071727006
"91","aceF",11734.8303921601,0.000722940235768762,0.0677537569796844,0.0106701128910908,0.991486643205284,0.99990598088106,11962.4880521773,11497.3022540218,11980.793867236,11498.7373952053
"92","lpd",30212.0036161831,-0.028338816187975,0.0670166485950436,-0.422862330213136,0.672395708159184,0.99990598088106,30784.9344096006,30595.5911163206,29835.26508606,29632.2238527512
"93","acnB",24277.7360851511,-0.004354128554673,0.0675066502863224,-0.0644992535728764,0.94857270143838,0.99990598088106,23870.4116989217,24806.2671968294,23784.6959455571,24649.5694992963
"94","speD",1944.45328549158,-0.0274647648619049,0.0686127338181617,-0.400286700930651,0.688945362106212,0.99990598088106,1840.79084439269,2131.530073716,1763.11815836366,2042.37406549398
"95","speE",2342.85168583793,-0.0338507099205241,0.068944999204539,-0.490981366467193,0.623439626694616,0.99990598088106,2306.86180746453,2483.1084493936,2206.79756334662,2374.63892314697
"96","cueO",400.979369208069,0.0269549936450269,0.0670961581816206,0.401736766687345,0.687877763029893,0.99990598088106,381.192999065262,401.212969890915,400.906390450289,420.605117425809
"97","gcd",610.846916656401,0.0111775526373995,0.0590108098881923,0.189415340317776,0.849767302261127,0.99990598088106,494.868843716931,707.292967539654,514.726107088075,726.499748280944
"98","can",4988.12944878851,-0.0326617540788057,0.0689730021370482,-0.473544039940546,0.635825088857167,0.99990598088106,4842.59098216109,5349.5062652122,4641.95952631682,5118.46102146393
"99","yadG",788.551066597767,0.0373252081526384,0.0689578160661721,0.541275960897906,0.588317387177561,0.99990598088106,763.143837094869,770.714949034438,798.912915508533,821.432564753227
"100","yadH",478.403187898547,0.0125715311281403,0.0678847420438658,0.185189348145668,0.853080523539862,0.99990598088106,465.313124107497,481.179816123468,472.678058903415,494.441752459807
"101","yadD",468.426097492712,0.0262041641853406,0.0672062600051571,0.389906597738511,0.696605614989556,0.99990598088106,478.954225465698,435.681438094602,500.226780127847,458.841946282701
"102","panC",2106.64161363307,0.032613538598207,0.068776758906246,0.474194177173493,0.635361445265394,0.99990598088106,2015.09380619191,2110.84899279378,2105.30227462503,2195.32138092154
"103","yadL",29.3658059341151,0.0543121662392406,0.0345175521370043,1.57346517573636,0.115611145785796,0.99990598088106,18.9459741086115,23.4385583785071,35.5233510525573,39.5553401967846
"104","ecpD",6.50335794970121,0.00510459708715977,0.017890999873514,0.28531647885799,0.775401689023061,0.99990598088106,6.06271171475566,5.5149549125899,6.52469713210236,7.91106803935692
"105","pcnB",1437.59889477754,-0.0159815167025528,0.0686706009456322,-0.232727200322678,0.815973246273854,0.99990598088106,1361.07877996265,1549.70233043776,1325.9634505128,1513.65101819696
"106","yadB",346.428993507035,-0.0155066869792508,0.0646107483446912,-0.240001661898796,0.810328968245493,0.99990598088106,326.628593632461,377.774411512408,316.085327732959,365.227641150311
"107","sfsA",2163.20596238058,-0.0304389473995153,0.0689546542927087,-0.441434268821124,0.658898637847744,0.99990598088106,2346.26943361044,2076.3805245901,2244.49581344321,1985.67807787859
"108","mrcB",1308.51707023915,0.0327587440564298,0.0690278423330196,0.474572910716052,0.635091418341209,0.99990598088106,1327.73386553149,1228.4562067794,1396.2851862699,1281.59302237582
"109","fhuA",4146.15956849707,-0.0278172166268286,0.0689749854452691,-0.403294273239118,0.686731754147529,0.99990598088106,4421.99035694991,4023.15960873433,4265.70199169892,3873.7863166051
"110","fhuC",301.92332461327,0.00480500247520074,0.0657025929150388,0.0731326156551261,0.941700587600314,0.99990598088106,301.619907809094,299.186304008002,302.310967120743,304.576119515241
"111","fhuD",192.352937034567,0.0307801533411268,0.0612296895427162,0.502699810680134,0.615175342821444,0.99990598088106,194.006774872181,175.099818474729,205.165476487219,195.139678304137
"112","hemL",1725.97828265948,0.0838636447652698,0.068786836615052,1.21918158898033,0.222775278216682,0.99990598088106,1506.58386111678,1726.18088764064,1721.070110179,1950.07827170148
"113","clcA",678.697100193136,-0.013545421803716,0.0686520908395516,-0.197305306190504,0.843588627227182,0.99990598088106,701.758880982968,670.067021879672,691.61789600285,651.344601907053
"114","yadS",173.438466780559,-0.000376222106599515,0.0574313016773504,-0.00655081977269356,0.994773239425664,0.99990598088106,192.491096943492,154.418737552517,189.94118317898,156.902849447246
"115","btuF",181.463285019565,-0.0161770238126652,0.0609648259671361,-0.265350118794494,0.790739758574122,0.99990598088106,180.365673513981,190.265944484351,173.266957174718,181.954564905209
"116","pfs",1377.21113020031,-0.0328017477306852,0.0690312769311486,-0.475172257980994,0.634664198888768,0.99990598088106,1369.41500857044,1446.2969258267,1310.01419085655,1383.11839554757
"117","dgt",813.625069080381,-0.0268019930676164,0.0686229940160196,-0.390568692781893,0.69611607065074,0.99990598088106,792.699556704303,868.605398732909,761.214665411942,831.980655472369
"118","degP",4158.6781683088,0.0376051082927536,0.0681594490807282,0.551722597525898,0.58113842520901,0.99990598088106,4005.17892656046,4125.18627461724,4174.35623184949,4329.99124020802
"119","cdaR",559.563997777955,0.0123704149041023,0.0630951721027606,0.196059611089658,0.844563508368732,0.99990598088106,622.943628691145,479.801077395321,635.795487205974,499.715797819379
"120","dapD",6074.33194268578,0.0140665061859942,0.0676246247621075,0.20800863938954,0.835222221637246,0.99990598088106,6033.15599514623,6016.81580963558,6113.64121277991,6133.7147531814
"121","glnD",706.958942361164,0.0177689588770658,0.0680047575859367,0.261289937760772,0.793868925626432,0.99990598088106,650.225831407545,743.140174471489,682.918299826713,751.551463738907
"122","map",2381.0541053408,-0.0109529856297423,0.0683039560100653,-0.160356533787417,0.872600227476281,0.99990598088106,2194.70164074155,2609.95241238317,2166.92441420599,2552.6379540325
"123","rpsB",26626.4823697766,-0.0375839088438915,0.0676445864211735,-0.55560852438189,0.57847850277376,0.99990598088106,27794.5018562973,26613.7936694307,26620.0393326296,25477.594620749
"124","tsf",15972.3691882052,-0.0379147234411249,0.0673161823360751,-0.563233417662282,0.573275950130975,0.99990598088106,16489.0601862067,16142.2730291506,15799.9165885599,15458.2269489034
"125","pyrH",2782.82953950629,0.00251945896485285,0.0685724423904037,0.0367415666851824,0.970691065580949,0.99990598088106,2843.41179422041,2713.35781699423,2842.59305055259,2731.95549625792
"126","dxr",550.786280324847,-0.0249728243355827,0.0678098679294281,-0.36827714163332,0.712666594979341,0.99990598088106,587.325197366955,537.708103977515,562.573886056826,515.537933898092
"127","ispU",3119.00674010358,-0.032630421495205,0.0690243512026278,-0.472737822618792,0.636400238808681,0.99990598088106,3343.58551068775,3031.8464631963,3198.55152742618,2902.0434591041
"128","cdsA",1202.03041303179,0.0860360979845661,0.0690386824493706,1.24620133137188,0.212690490412705,0.99990598088106,1082.95188004823,1176.0641351098,1241.14238779547,1307.96324917368
"129","yaeL",4934.60818844916,-0.033208875181713,0.0688558532732841,-0.482295601652183,0.629595971333738,0.99990598088106,5256.37105669316,4824.20680978801,5037.79115233103,4620.06373498444
"130","yaeT",13670.0055716607,-0.0329753541215907,0.0678410980511784,-0.486067517608788,0.626919296244784,0.99990598088106,14257.2244362123,13609.5299855437,13717.8132370712,13095.4546278155
"131","lpxD",5525.93572256338,-0.034041129488983,0.0686589578803184,-0.495800264669341,0.620035338127573,0.99990598088106,5432.18969642108,5855.50337844232,5211.05810950575,5604.99170588438
"132","lpxA",2545.80042608491,-0.035507434231801,0.0686577933129661,-0.51716538674562,0.60504071222962,0.99990598088106,2542.54972537566,2662.34448405277,2432.26209757816,2546.04539733303
"133","lpxB",1266.73538779364,-0.0116718544435671,0.0689831894976099,-0.169198532694281,0.865640483892123,0.99990598088106,1286.05272249255,1267.06089116753,1266.51620997587,1247.31172753861
"134","dnaE",2402.61466723348,-0.00762766217497149,0.0686615328723197,-0.111090764448204,0.911544372312816,0.99990598088106,2369.76244150512,2458.29115228695,2336.56653964066,2445.83853550118
"135","accA",2422.3422085419,0.0219345712366236,0.0684446965181931,0.320471451440993,0.748610968548419,0.99990598088106,2405.38087282931,2374.18808986995,2469.23538132674,2440.56449014161
"136","ldcC",510.827328106692,-0.00174348157102707,0.0647332642763994,-0.0269333176770249,0.978512919486635,0.99990598088106,458.492573428397,565.282878540464,461.803563683245,557.730296774663
"137","nlpE",359.909016765337,0.0953641548485778,0.0648519919357876,1.470489217093,0.141429303959177,0.99990598088106,341.785372919351,306.079997648739,429.180078022733,362.590618470525
"138","proS",4633.91764751122,-0.0221183788832664,0.0687946921949524,-0.321512869344436,0.74782176122347,0.99990598088106,4515.20454956428,4883.49257509835,4382.42157372875,4754.55189165351
"139","yaeB",84.3450869543202,-0.00625898460457244,0.047302113454888,-0.132319343628094,0.894731707896779,0.99990598088106,73.5103795414124,97.8904496984707,71.0467021051146,94.932816472283
"140","metQ",8116.36613204135,0.1172303639912,0.0682257766236631,1.71827086172795,0.0857472215980086,0.99990598088106,7727.68391942044,7363.84354703566,8967.10875855267,8406.82830315662
"141","metI",1738.73050479605,0.0571267500014068,0.0689086854396869,0.82902103903009,0.407092502224507,0.99990598088106,1718.02093216889,1629.66917667031,1837.78969220883,1769.44221813616
"142","metN",1769.5326138808,-0.0105565192334715,0.0688418437795439,-0.153344516269454,0.878126596870301,0.99990598088106,1751.36584660004,1811.66268878578,1723.24500922303,1791.85691091434
"143","dkgB",422.221983431192,-0.0248048762933097,0.067234223022518,-0.368932296354523,0.712178189805423,0.99990598088106,444.093633105852,419.136573356832,424.830279934665,400.827447327417
"144","yafC",337.998035130055,-0.0202883054662976,0.0654085345064671,-0.310178260671651,0.7564254012914,0.99990598088106,327.386432596806,362.608285502786,313.910428688925,348.086993731704
"145","yafD",827.671355200338,-0.0235081603348241,0.0688971392025031,-0.341206624932984,0.732948036261313,0.99990598088106,863.936419352682,820.349543247747,836.611165605125,789.788292595799
"146","mltD",12689.0146411612,-0.0183883485419145,0.0673320345562895,-0.273099553029871,0.784776690303208,0.99990598088106,12715.7799827357,12927.0543151107,12454.1968924874,12659.027374311
"147","gloB",700.508933368837,0.0058044892923958,0.0667259522600061,0.0869899805967231,0.930679476241871,0.99990598088106,756.323286415769,636.977292404133,762.664598107964,646.070556547481
"148","yafS",361.285639966865,-0.0157139557768823,0.0667863220403695,-0.235287036279433,0.813985956275789,0.99990598088106,369.067575635751,363.987024230933,357.408409569607,354.679550431168
"149","dnaQ",757.799312181463,0.0647301195938011,0.0689298625944409,0.939072227296467,0.347693662316832,0.99990598088106,726.009727841991,716.944138636686,786.58848759234,801.654894654834
"150","yafT",6.45132465759703,0.000460198488416068,0.0173531932727822,0.0265195276271065,0.978842958281842,0.99990598088106,4.54703378606675,8.27243236888484,5.07476443607961,7.91106803935692
"151","yafV",257.748276163644,0.0166295052852601,0.0633458832378636,0.262519116243377,0.792921249388279,0.99990598088106,239.477112732849,266.096574532463,247.213524671878,278.205892717385
"152","fadE",1681.36108854677,0.0254935033445916,0.0658632104736901,0.387067425976377,0.69870629195982,0.99990598088106,1835.48597164228,1442.16070964226,1926.23558666622,1521.56208623631
"153","yafJ",522.981947473312,0.0202184116800496,0.0682822191940834,0.296100682120207,0.767153193076639,0.99990598088106,513.056978861198,515.648284327155,529.225434048302,533.997092656592
"154","yafK",1249.54259126263,0.000892048275277445,0.0689897285813635,0.0129301606720398,0.989683511899196,0.99990598088106,1237.5510287745,1260.16719752679,1242.59232049149,1257.85981825775
