"","Gene","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_chemostat1","K12_chemostat2"
"405","fabG","fabG",614,11503.2075697347,-0.0371888629555565,0.067891981983645,-0.547765168566079,0.583853158153018,0.99990598088106,12029.9357200039,11477.9999118277,11512.4656064206,10992.4290406864
"406","fabH","fabH",612,3896.46839561645,-0.0347606826731949,0.0682833559170024,-0.509065235684171,0.610706498521476,0.99990598088106,4055.95413717154,3900.4518619292,3890.16942342903,3739.29815993604
"407","fabI","fabI",723,6381.06853894833,-0.029262000162832,0.0685939536039898,-0.426597369379944,0.669672614106352,0.99990598088106,6262.02336237826,6732.38120954412,6037.51974623872,6492.34983763224
"408","fabR","fabR",2158,2594.52682468834,-0.0257838971543754,0.0674754872602955,-0.382122429956091,0.702370555276575,0.99990598088106,2921.46920754789,2385.21799969513,2790.39547349578,2281.02461801458
"409","fadA","fadA",2081,1014.37745603283,-0.00904260126357881,0.0599519275526482,-0.150830867875563,0.880109135774797,0.99990598088106,1208.75314812941,845.166840354402,1179.5202482145,824.069587433012
"410","fadB","fadB",2082,3580.5890284974,-0.0019363380358432,0.0584913916162597,-0.0331046668977684,0.97359112114505,0.99990598088106,4338.62807087202,2842.95925744009,4309.92493892761,2830.84384674988
"411","fadD","fadD",993,2218.62141662761,0.00131765517749671,0.0588766634494456,0.0223799227112812,0.982144895696537,0.99990598088106,2656.98340899167,1771.6792656695,2667.15119433384,1778.67179751541
"412","fadE","fadE",152,1681.36108854677,0.0254935033445916,0.0658632104736901,0.387067425976377,0.69870629195982,0.99990598088106,1835.48597164228,1442.16070964226,1926.23558666622,1521.56208623631
"413","fadL","fadL",1277,2291.57139594946,0.00216932219302815,0.06491075486213,0.0334200734167362,0.973339602331079,0.99990598088106,2594.08277495108,1978.49007489163,2604.07912205685,1989.63361189826
"414","fadR","fadR",656,703.933411613426,-0.0231068301480623,0.0673104425709602,-0.343287449398399,0.731382221717874,0.99990598088106,772.237904667003,664.552066967083,739.465674971601,639.477999848017
"415","fbaA","fbaA",1581,13027.252987978,-0.0212216187847107,0.067527413488122,-0.314266720558511,0.75331847185089,0.99990598088106,12990.8755267927,13380.6593566712,12664.4371334107,13073.0399350373
"416","fbaB","fbaB",1133,3682.98306956706,-0.00714772789573224,0.0690018356046568,-0.103587503623597,0.917496704972763,0.99990598088106,3877.10414158625,3524.05618914494,3845.94647620033,3484.82547133672
"417","fbp","fbp",2301,673.333582740896,-0.0235495542377533,0.0687983100213842,-0.342298440622066,0.732126308979691,0.99990598088106,681.297228945668,689.369364073737,656.819511298304,665.848226645874
"418","fdhD","fdhD",2113,285.161511511564,-0.0153983417423158,0.0651979001805804,-0.236178491940179,0.813294168415357,0.99990598088106,294.04151816565,285.398916726527,285.636741116481,275.568870037599
"419","fdhE","fdhE",2109,434.557408765571,0.0371344037506931,0.0657935413516006,0.564408040482984,0.572476468087552,0.99990598088106,445.609311034541,391.561798793883,485.72745316762,415.331072066238
"420","fdhF","fdhF",2221,265.85835632446,-0.0109124117700374,0.0647758168784591,-0.16846428645605,0.866218037375426,0.99990598088106,269.032832342283,268.854051988757,263.162784328128,262.383756638671
"421","fdnG","fdnG",810,181.192200095289,-0.0271163342300322,0.0597370286148074,-0.453928406866068,0.649880356892792,0.99990598088106,177.334317656603,198.538376853236,161.667495606536,187.22861026478
"422","fdnH","fdnH",811,59.258766856392,-0.00793329920901715,0.045472351656886,-0.174464238596637,0.861500633190726,0.99990598088106,59.1114392188677,62.0432427666363,56.5473751448871,59.3330102951769
"423","fdnI","fdnI",812,41.5772056144277,0.00480090882568773,0.0387465555696056,0.123905435079596,0.901390149542312,0.99990598088106,34.8605923598451,46.8771167570141,38.4232164446028,46.1478968962487
"424","fdoG","fdoG",2112,3020.68501600258,-0.0234847859679285,0.0682806896151092,-0.343944768283825,0.7308878232125,0.99990598088106,3029.0823404848,3098.02592214737,2952.06296910231,3003.56883227584
"425","fdoH","fdoH",2111,326.438193933664,-0.00315395758110272,0.0658704784812566,-0.047881200407557,0.961810922105525,0.99990598088106,336.480500168939,318.488646202066,335.659419129266,315.124210234384
"426","fdoI","fdoI",2110,210.369589059418,-0.0184360695366525,0.0624670391617673,-0.295132757755808,0.767892466569428,0.99990598088106,220.531138624237,209.568286678416,210.96520727131,200.413723663709
"427","feaB","feaB",766,365.375346649263,-0.0117234497882737,0.0645155909168544,-0.181714987364566,0.855806403580311,0.99990598088106,399.381134209529,340.548465852426,389.306928882107,332.26485765299
"428","feaR","feaR",765,1355.59709300796,-0.0130347169711151,0.0565337599514976,-0.23056518763829,0.817652615176444,0.99990598088106,1687.70737359511,1080.93116286762,1617.39992241337,1036.34991315576
"429","feoB","feoB",1815,818.106686708169,-0.0256128565509942,0.068877096858485,-0.371863184123721,0.709994717379263,0.99990598088106,808.614174955537,858.954227635876,780.788756808249,824.069587433012
"430","fepA","fepA",316,1111.84842194477,0.0702334228942787,0.0654121710570474,1.07370573028415,0.282954592280679,0.99990598088106,1145.09467512448,919.618731674365,1339.73781112502,1042.94246985522
"431","fepB","fepB",321,181.312510259009,0.00220476818733646,0.0608556940231948,0.0362294477571175,0.971099405482563,0.99990598088106,186.428385228737,175.099818474729,187.041317786934,176.680519545638
"432","fepC","fepC",317,124.800933604946,0.0574749477458055,0.0560285103549672,1.0258160957997,0.304978277656454,0.99990598088106,106.097455008224,119.95026934883,133.393808034093,139.762202028639
"433","fepD","fepD",319,61.6359694273446,-0.00333176034368333,0.0457814389007563,-0.0727753522755331,0.941984884970339,0.99990598088106,58.3536002545233,66.1794589510788,58.7222741889212,63.2885443148553
"434","fepG","fepG",318,72.3008975077461,0.0108292007583011,0.0450423169338053,0.240422817818537,0.810002490821409,0.99990598088106,79.5730912561681,60.6645040384889,86.9959617613648,61.9700329749625
"435","ffh","ffh",1429,1921.08698935804,0.126490796524631,0.0687964170139496,1.83862477167935,0.0659703951741108,0.99990598088106,1733.17771145578,1799.25404023245,2035.70550521594,2116.21070052798
"436","fhlA","fhlA",1464,124.015232278343,0.00436899933877742,0.0553832632436452,0.0788866361947122,0.937122792885182,0.99990598088106,115.191522580358,130.98017917401,116.719582029831,133.169645329175
"437","fhuA","fhuA",109,4146.15956849707,-0.0278172166268286,0.0689749854452691,-0.403294273239118,0.686731754147529,0.99990598088106,4421.99035694991,4023.15960873433,4265.70199169892,3873.7863166051
"438","fhuC","fhuC",110,301.92332461327,0.00480500247520074,0.0657025929150388,0.0731326156551261,0.941700587600314,0.99990598088106,301.619907809094,299.186304008002,302.310967120743,304.576119515241
"439","fhuD","fhuD",111,192.352937034567,0.0307801533411268,0.0612296895427162,0.502699810680134,0.615175342821444,0.99990598088106,194.006774872181,175.099818474729,205.165476487219,195.139678304137
"440","fhuE","fhuE",622,320.699365963903,-0.0151262882455798,0.0645274622992308,-0.234416288919518,0.814661814173236,0.99990598088106,347.090245669762,304.701258920592,335.659419129266,295.346540135992
"441","fic","fic",1786,268.083256996369,-0.00103813673193364,0.0630273987595026,-0.0164711974850005,0.986858480047956,0.99990598088106,287.22096748655,249.551709794693,286.361707464492,249.198643239743
"442","fieF","fieF",2124,1017.24895627948,-0.0298417893886117,0.0689755665487099,-0.432642903593082,0.665274215473357,0.99990598088106,1001.86311086337,1076.79494668318,960.580411115069,1029.75735645629
"443","fimB","fimB",2319,327.11093964692,-0.0164104909852639,0.060290211371962,-0.272191631308422,0.785474676251466,0.99990598088106,291.010162308272,377.774411512408,278.387077636367,361.272107130633
"444","fimC","fimC",2320,336.822763438325,-0.0111932761583238,0.061923520097136,-0.18075968776913,0.856556206297438,0.99990598088106,303.893424702128,379.153150240555,295.061303640629,369.183175169989
"445","fimH","fimH",2321,121.402184918696,0.0131768069920759,0.0513934951154913,0.256390559981667,0.797649276353182,0.99990598088106,102.308260186502,133.737656630305,105.84508680966,143.717736048317
"446","fiu","fiu",441,385.774506202471,0.00216304707477047,0.0665372506174585,0.0325088135547777,0.974066287545514,0.99990598088106,401.654651102563,368.123240415376,400.181424102278,373.138709189668
"447","fixA","fixA",40,12.2543534442361,0.00316410375883113,0.0235167919489981,0.134546572750793,0.892970386124474,0.99990598088106,9.85190653647796,13.7873872814747,10.8744952201706,14.503624738821
"448","fixB","fixB",41,15.4386866267322,-0.00236316509988723,0.0260991728102143,-0.0905455938037381,0.92785366410737,0.99990598088106,13.6411013582002,17.9236034659172,13.0493942642047,17.1406474186067
"449","fixC","fixC",42,40.5654107373496,0.00381828254459021,0.0389896305507073,0.0979307187746856,0.92198730716485,0.99990598088106,43.9546599319786,35.8472069318343,44.2229472286938,38.2368288568918
"450","fklB","fklB",2288,483.889610968452,-0.0261726149744219,0.0680483515717453,-0.384617913144117,0.70052052046721,0.99990598088106,492.595326823898,496.345942133091,471.953092555404,474.664082361415
"451","fkpA","fkpA",1778,4860.77854189634,-0.0206739769017605,0.068965433952273,-0.299773027109026,0.764350290905209,0.99990598088106,4684.2026386131,5170.27023055303,4565.11309342762,5023.52820499164
"452","flgA","flgA",602,4677.366837144,-0.0344684967970901,0.0678159527571209,-0.508265318051892,0.611267288916536,0.99990598088106,4775.14331433443,4767.67852193397,4586.13711751995,4580.50839478765
"453","flgD","flgD",603,11481.3782622869,-0.0373808045741333,0.067275053656236,-0.555641393690191,0.578456028113953,0.99990598088106,11720.7374225514,11727.5516216224,11229.0037643482,11248.2202406256
"454","flgF","flgF",16,6280.57576691224,0.182980227755146,0.0676223983428068,2.70591153581305,0.00681171891204427,0.946027550078619,5609.52401407768,5630.76896575428,6903.12956576429,6978.88052205269
"455","flgG","flgG",604,7688.05744835999,-0.0325605137579946,0.0679006905845605,-0.479531407967717,0.631560629915512,0.99990598088106,7986.1070062619,7683.71093196587,7694.79281779271,7387.61903741947
"456","flgH","flgH",605,2963.5603490777,-0.0370330122743034,0.0682287437355711,-0.542777284861485,0.587283154774232,0.99990598088106,3038.17640805693,3020.81655337112,2906.39008917759,2888.85834570517
"457","flgI","flgI",606,2990.65913305678,0.00429846520802128,0.068220436642935,0.0630084681298568,0.949759761129538,0.99990598088106,2988.91687537454,2976.6969140704,2986.86135380686,3010.16138897531
"458","flgJ","flgJ",607,2097.06169911683,-0.0221051834224511,0.0685862093703775,-0.322297785886945,0.747227110329085,0.99990598088106,2110.58151569932,2141.18124481303,2054.55463026423,2081.92940569076
"459","flgK","flgK",608,21020.260495636,0.00524206155314515,0.0681043891033093,0.0769709797292701,0.938646631280021,0.99990598088106,21612.8094241396,20296.412817059,21709.8422575486,20461.9774837967
"460","flgL","flgL",609,18321.221441507,0.12423171396706,0.0680152306593766,1.8265278638724,0.067770788063971,0.99990598088106,17496.9860087848,16458.0041978964,20169.2887680244,19160.6067913225
"461","flhA","flhA",1037,1881.94764581779,-0.0334291874551915,0.068694868724534,-0.486632962197545,0.626518460125482,0.99990598088106,1905.96499532631,1937.1279130472,1826.91519698866,1857.78247790898
"462","flhB","flhB",1038,1253.04893080037,-0.0324443431427604,0.069044287577977,-0.46990626278993,0.638421989650986,0.99990598088106,1314.09276417329,1247.75854897346,1257.09164745172,1193.252762603
"463","fliA","fliA",1061,16112.6054815943,0.0141507386652833,0.0683824570307059,0.206935218179264,0.836060451632561,0.99990598088106,16542.8667526752,15404.6478095917,16833.7186008241,15669.1887632863
"464","fliD","fliD",1062,8005.08080409399,0.0241692354058219,0.0675340203420533,0.357882372223762,0.720431343128942,0.99990598088106,7831.50785753563,7956.70120013907,8050.7512946663,8181.36286403494
"465","fliF","fliF",1065,4394.33246925059,0.0187088997032629,0.0681113450989776,0.274681107473,0.78356124710482,0.99990598088106,4409.8649335204,4280.98375089791,4520.89014619892,4365.59104638513
"466","fliG","fliG",1066,3390.61928762777,0.0233787371918941,0.0681109406206107,0.343244961512389,0.731414182570666,0.99990598088106,3362.53148479636,3324.13907356356,3445.04008575004,3430.76650640112
"467","fliH","fliH",1067,1828.35728683154,0.0340349543526094,0.0687328511609763,0.495177397383058,0.62047490396946,0.99990598088106,1771.82749863734,1806.14773387319,1848.664187429,1886.78972738662
"468","fliI","fliI",1068,1439.72646177572,0.00117921312483964,0.068985661108172,0.0170935975084821,0.986361946615553,0.99990598088106,1469.4497518639,1407.69224143857,1470.95672011508,1410.80713368532
"469","fliM","fliM",1069,2095.73839077696,0.0106392667150568,0.0687158254418684,0.154829933958333,0.876955391879124,0.99990598088106,2052.22791544479,2110.84899279378,2065.4291254844,2154.44752938487
"470","fliP","fliP",1070,355.944504651669,0.0403394056753407,0.0662592655048187,0.608811543080069,0.542649361575544,0.99990598088106,331.175627418528,352.957114405753,355.958476873584,383.68679990881
"471","fliR","fliR",1071,193.664046543204,0.0461664458578714,0.060798400228016,0.759336523407368,0.447651274542363,0.99990598088106,190.217580050459,173.721079746582,218.214870751423,192.502655624352
"472","fliY","fliY",1060,16216.187169713,0.0300199367755047,0.0689549145741612,0.435356014301464,0.663304032392835,0.99990598088106,17043.7983081069,14676.6737611299,17792.8490792431,15351.4275303721
"473","flk","flk",1268,328.719548074491,-0.00607321405438473,0.0661376654224955,-0.0918268586529068,0.926835604093585,0.99990598088106,333.449144311562,328.139817299099,334.209486433243,319.079744254062
"474","fmt","fmt",1765,1411.14899997566,-0.0142539471830396,0.0677404750359094,-0.210419947239572,0.83333992549831,0.99990598088106,1300.45166281509,1556.5960240785,1275.21580615201,1512.33250685706
"475","fnr","fnr",754,3084.37031326565,-0.0264620813868808,0.0679748025087646,-0.38929250855078,0.69705977741648,0.99990598088106,2857.81073454295,3448.22555909683,2733.84809835089,3297.59686107194
"476","focA","focA",516,1669.81269021392,-0.00349797414845994,0.0688239848195667,-0.0508249290945657,0.95946502600026,0.99990598088106,1695.28576323855,1651.72899632067,1684.09682643042,1648.13917486602
"477","folC","folC",1263,1195.59454017587,-0.0176617113497188,0.0690466530178059,-0.255793881061319,0.798109998972125,0.99990598088106,1241.34022359622,1178.82161256609,1208.51890213496,1153.69742240622
"478","folD","folD",302,613.002534286265,0.00166757321886747,0.0644505618436701,0.0258736800916072,0.979358093260976,0.99990598088106,544.128376399321,679.718192976705,545.174693704553,682.98887406448
"479","folE","folE",1170,1165.11394646277,-0.0230076545235434,0.0675678709192333,-0.340511758185268,0.73347116952224,0.99990598088106,1085.22539694126,1291.87818827418,1043.95154113638,1239.40065949925
"480","folM","folM",869,224.802616302008,-0.00833309785856613,0.0633244068887354,-0.131593776680891,0.895305608206227,0.99990598088106,225.078172410304,228.870628872481,221.114736143469,224.146927781779
"481","folP","folP",1712,687.733962980442,-0.0272006131569469,0.0682327599375908,-0.398644480771788,0.690155181703713,0.99990598088106,737.377312307158,668.688283151525,705.392256615066,639.477999848017
"482","fpr","fpr",2129,868.496143830188,0.0367860640948968,0.0689241053092784,0.533718412880794,0.593536368027271,0.99990598088106,819.981759420704,869.984137461056,866.334785873591,917.683892565402
"483","frc","frc",1287,28.0106922748387,-0.0041388200577352,0.0338483238259161,-0.122275480435055,0.902680850045784,0.99990598088106,31.0713975381228,26.196035834802,29.7236202684663,25.0517154579636
"484","frdA","frdA",2260,1445.09275805234,-0.0149256714703692,0.0605058653030058,-0.246681398499522,0.805154803605455,0.99990598088106,1733.17771145578,1214.66881949792,1669.59749947019,1162.92700178547
"485","frdB","frdB",2259,487.08067483181,-0.0160180676895691,0.0610446349067263,-0.262399270862116,0.793013634760344,0.99990598088106,568.379223258344,426.030266997569,545.174693704553,408.738515366774
"486","fre","fre",2080,1516.19513011672,-0.0109335848851843,0.0690461624775159,-0.158351811206665,0.874179583676014,0.99990598088106,1589.94614719467,1465.59926802076,1568.1022107486,1441.13289450285
"487","frlA","frlA",1791,28.5508245135131,-0.00427772308559329,0.0344749783888587,-0.124081965689519,0.901250377096123,0.99990598088106,28.0400416807449,30.3322520192444,26.8237548764208,29.007249477642
"488","frlB","frlB",1792,28.2472133245919,-0.0042680927758852,0.0344080032366413,-0.12404360539411,0.901280749541973,0.99990598088106,28.7978806450894,28.953513291097,27.5487212244322,27.6887381377492
"489","frlC","frlC",1793,34.5797609026048,0.00136152504669123,0.0364670495746868,0.0373357609834252,0.970217292218693,0.99990598088106,37.1341092528784,31.7109907473919,39.1481827926142,30.3257608175348
"490","frlD","frlD",1794,66.5067736329174,-0.00833174504970942,0.0464795580244652,-0.179256116104286,0.857736602942036,0.99990598088106,62.90063404059,73.0731525918161,60.172206884944,69.8811010143194
"491","frlR","frlR",1795,156.946524931695,-0.0145212823468539,0.0578299530493599,-0.251103132220416,0.801734374313995,0.99990598088106,148.536437011514,172.342341018434,142.093404210229,164.813917486602
"492","frmA","frmA",201,667.463413001714,0.0250780586045747,0.0669624647375864,0.374509192617849,0.708025518683608,0.99990598088106,602.481976653844,701.778012627064,628.54582372586,737.047839000086
"493","frsA","frsA",157,366.912337656351,0.013617141697309,0.0657490328361581,0.207107863187005,0.835925621299625,0.99990598088106,339.511856026317,384.668105153145,354.508544177561,388.960845268382
"494","fruA","fruA",1180,1188.04813790027,0.0250067854757755,0.0690053886669048,0.362388879461074,0.717061448483495,0.99990598088106,1168.58768301915,1167.79170274091,1210.69380117899,1205.11936466204
"495","fruB","fruB",1182,541.003400581266,-0.0217062987118555,0.0678858040035328,-0.319747243631761,0.749159943058705,0.99990598088106,529.729436076776,572.176572181202,509.651342651995,552.456251415091
"496","fruK","fruK",1181,563.913640013377,-0.025809544105743,0.0682851519361955,-0.377967147673026,0.705454999156385,0.99990598088106,590.356553224333,561.146662356022,566.198717796882,537.95262667627
"497","frvB","frvB",2114,18.2030268339403,-0.00262257005148242,0.0274679475269543,-0.0954774669242721,0.923935587274854,0.99990598088106,15.1567792868892,22.0598196503596,14.4993269602275,21.0961814382851
"498","frwC","frwC",2146,49.3135100118263,-0.00650968099514955,0.0416038906872335,-0.156468082374495,0.87566407592115,0.99990598088106,55.3222443971454,45.4983780288666,52.9225434048302,43.510874216463
"499","fsaA","fsaA",455,87.7969125387581,0.00140070487992881,0.0493655060870434,0.0283741622634036,0.977363731428942,0.99990598088106,77.2995743631347,97.8904496984707,79.746298281251,96.2513278121758
"500","fsaB","fsaB",2144,49.5387384721677,0.032876492042396,0.0423867543096352,0.775631269198704,0.437966732147452,0.99990598088106,43.9546599319786,44.1196393007192,50.7476443607961,59.3330102951769
"501","fsr","fsr",269,236.900530298876,-0.0020838083571543,0.0625471173932675,-0.0333158176427583,0.973422740106964,0.99990598088106,222.804655517271,252.309187250988,223.289635187503,249.198643239743
"502","ftsA","ftsA",77,4045.68926777689,-0.0206323770050663,0.0687731737295543,-0.300006178080449,0.76417244313725,0.99990598088106,4252.9922679011,3944.57150122992,4141.73274618897,3843.46055578757
"503","ftsE","ftsE",1849,547.102833683838,0.00615168035615187,0.0683705669800064,0.0899755644552546,0.928306632792762,0.99990598088106,547.159732256699,541.844320161957,557.499121620746,541.908160695949
"504","ftsH","ftsH",1713,10408.3738027732,-0.0207208053331594,0.0689736308507443,-0.30041633414947,0.763859605919163,0.99990598088106,9983.01267730955,11119.5278425094,9721.79872683251,10809.1559644413
"505","ftsI","ftsI",68,1247.76357947367,-0.0134647531338688,0.0689932257484006,-0.195160510148795,0.845267292921621,0.99990598088106,1270.13810424131,1247.75854897346,1246.94211857956,1226.21554610032
"506","ftsN","ftsN",2135,636.083940103436,-0.00877552068637425,0.0687183047218259,-0.127702811090842,0.898384165381304,0.99990598088106,639.616085906723,641.113508588575,630.720722769895,632.885443148553
"507","ftsQ","ftsQ",76,1559.22708307154,-0.00625458814093631,0.0690096551047405,-0.0906335226779979,0.927783794297342,0.99990598088106,1613.43915508935,1517.99133969037,1597.10086466905,1508.37697283739
"508","ftsW","ftsW",72,1093.39231591438,-0.0121791310728415,0.0690439540498121,-0.176396778551454,0.859982235327947,0.99990598088106,1135.242768588,1069.90125304244,1107.02361341337,1061.40162861372
"509","ftsX","ftsX",1848,842.590334537256,0.044119402266199,0.0670622836341914,0.657886965300194,0.510610767010493,0.99990598088106,738.135151271502,879.635308558088,803.262713596601,949.32816472283
"510","ftsY","ftsY",1850,2633.83299012401,0.0250875029185441,0.068645181717876,0.36546633413618,0.714763332833223,0.99990598088106,2656.22557002733,2528.60682742247,2734.5730646989,2615.92649834735
"511","ftsZ","ftsZ",78,9909.81403589548,-0.0372599325451934,0.0681508681888479,-0.546727188301476,0.58456617245325,0.99990598088106,10414.9808869859,9845.57325770111,9963.2125207203,9415.48947817462
"512","fucA","fucA",1505,282.766193265553,0.00441363643064875,0.0521215319159206,0.0846797142833134,0.932516023688257,0.99990598088106,342.543211883695,217.840719047301,346.533914349436,224.146927781779
"513","fucI","fucI",1507,204.64733457854,-0.00443811205197232,0.0617034037163021,-0.0719265354043956,0.942660372537278,0.99990598088106,214.468426909482,197.159638125089,213.140106315344,193.821166964244
"514","fucK","fucK",1508,193.384418106494,-0.0169326090223922,0.0608905106850221,-0.278082887331692,0.780948731787736,0.99990598088106,187.186224193081,208.189547950269,179.066687958809,199.095212323816
"515","fucO","fucO",1504,792.367256022282,-0.0138944700017922,0.056846731451173,-0.244419857520331,0.806905664001105,0.99990598088106,976.096586075662,643.87098604487,933.756656238649,615.744795729947
"516","fucP","fucP",1506,65.41041919909,0.00358562907619158,0.0437085773808172,0.0820349069005674,0.934618955299992,0.99990598088106,74.2682185057569,55.149549125899,76.8464328892055,55.3774762754984
"517","fucR","fucR",1509,975.98608157079,-0.0219797461980965,0.0655130209405583,-0.335501948811662,0.73724647488324,0.99990598088106,1110.23408276463,885.150263470678,1062.07569983666,846.48428021119
"518","fumA","fumA",874,9441.29870960483,-0.000517684757414729,0.0661053308307448,-0.00783121044716049,0.993751661958075,0.99990598088106,10649.9109659327,8242.1001168656,10633.8063926308,8239.37736299023
"519","fumB","fumB",2243,192.735122845738,-0.0130269900409801,0.0554605120359448,-0.23488766264071,0.814295925503389,0.99990598088106,225.836011374649,168.206124833992,216.039971707389,160.858383466924
"520","fumC","fumC",873,4371.55553639165,0.0319658081171744,0.068489908218783,0.466722893175202,0.640698148504338,0.99990598088106,4628.88039421595,3892.17942956032,4857.99949802421,4107.16282376613
"521","fusA","fusA",1776,107711.129519578,-0.0569321215848957,0.0682105647429339,-0.834652546851893,0.403913366927311,0.99990598088106,115321.870882225,107456.138994358,107603.855169936,100462.653031793
"522","gabP","gabP",1435,183.317299250347,0.0375647410720487,0.0612718121965785,0.613083565270269,0.539821086505984,0.99990598088106,175.06080076357,173.721079746582,190.666149526991,193.821166964244
"523","gabT","gabT",1434,591.504815413259,0.0384845916940732,0.0679903866369095,0.566029899191385,0.571373455476913,0.99990598088106,598.692781832122,545.9805363464,637.245419901997,584.100523572519
"524","gadA","gadA",1877,251.513117531965,-0.0259893379644996,0.0642856017065818,-0.404279298545303,0.686007346660325,0.99990598088106,255.391730984082,261.96035834802,242.138760235799,246.561620559957
"525","gadB","gadB",823,299.1603503059,-0.0248496708166101,0.0656095138062532,-0.378751028242518,0.704872756381569,0.99990598088106,303.135585737783,310.216213833182,289.261572856538,294.028028796099
"526","gadC","gadC",822,231.426998112142,-0.0104913602669092,0.0593933674137787,-0.176641950502967,0.859789640449149,0.99990598088106,261.454442698838,208.189547950269,253.013255455969,203.050746343494
"527","gadW","gadW",1875,125.0795890312,0.0090094928255237,0.0514297576159922,0.175180542222158,0.860937772966576,0.99990598088106,106.097455008224,139.252611542895,107.295019505683,147.673270067996
"528","gadX","gadX",1876,231.373077952142,0.0276497847746347,0.0634034040347834,0.436093064647853,0.662769208834857,0.99990598088106,231.14088412506,216.461980319153,239.238894843753,238.6505525206
"529","galE","galE",409,650.801071507489,-0.0104802457922706,0.0685584712060037,-0.152865803567581,0.878504103704808,0.99990598088106,638.100407978034,674.203238064115,626.370924681826,664.529715305981
"530","galK","galK",407,2003.76820656249,0.0353023591235421,0.0690153279017248,0.511514763413299,0.608990653363039,0.99990598088106,2031.76626340749,1880.59962519315,2132.85099584946,1969.85594179987
"531","galM","galM",406,1944.41953348061,0.0312183876183516,0.0686858384078701,0.454509813696539,0.649461930131187,0.99990598088106,1882.47198743163,1930.23421940646,1966.10873580684,1998.86319127751
"532","galP","galP",1591,167.28422047034,-0.00431339117974665,0.0600192021165248,-0.0718668530676628,0.942707869235114,0.99990598088106,162.935377334058,173.721079746582,162.392461954548,170.087962846174
"533","galR","galR",1528,303.324860755809,-0.013476014942001,0.0621076338481743,-0.216978398741511,0.828225179232497,0.99990598088106,339.511856026317,277.126484357642,327.684789301141,268.976313338135
"534","galS","galS",1168,660.201680467186,-0.0133469766070967,0.0574963469759475,-0.232136080100535,0.816432322294274,0.99990598088106,801.793624276437,545.9805363464,773.539093328135,519.493467917771
"535","galT","galT",408,499.722763402473,0.00803330035015533,0.0669098163204783,0.120061611164469,0.904434342213138,0.99990598088106,522.151046433332,470.149906298289,537.200063876428,469.390037001844
"536","galU","galU",691,2359.30607333113,-0.0291060804908481,0.0689782090849388,-0.421960512993419,0.673053839669856,0.99990598088106,2262.14930856821,2556.18160198542,2169.09931325003,2449.79406952086
"537","gapA","gapA",975,36281.3018747952,-0.0235936117921886,0.0672680978477293,-0.350739987409723,0.725783423344667,0.99990598088106,32863.6866887974,41231.1816652502,31502.6876864862,39527.6514586468
"538","garD","garD",1687,249.227496837357,0.0134250432533767,0.0533656283142042,0.251567229272243,0.80137559135085,0.99990598088106,292.525840236961,193.023421940646,303.035933468754,208.324791703065
"539","garK","garK",1683,171.784522022127,-0.012002504575294,0.059088074648705,-0.203129051786714,0.839034165010131,0.99990598088106,187.944063157426,161.312431193254,178.341721610798,159.539872127031
"540","garL","garL",1685,46.3223940474359,0.00571327823053492,0.0416320398937017,0.137232723765699,0.890846845771781,0.99990598088106,43.9546599319786,46.8771167570141,45.6728799247165,48.7849195760343
"541","garP","garP",1686,13.6088013391222,0.000497111461191488,0.0231585958286201,0.0214655268769423,0.982874302690113,0.99990598088106,17.4302961799225,9.65117109703232,18.1241587002843,9.22957937924974
"542","garR","garR",1684,160.836999641451,0.0080283092442482,0.0597724189021534,0.134314611851169,0.893153799350772,0.99990598088106,156.872665619303,161.312431193254,161.667495606536,163.49540614671
"543","gatD","gatD",1130,6042.79969946,0.00535464511953407,0.0650068369513383,0.0823704916383235,0.934352100551593,0.99990598088106,6844.80152595914,5173.02770800932,6924.15358985662,5229.21597401492
"544","gatY","gatY",1132,74383.4017518134,-0.0168409842330298,0.0644400768992569,-0.261343329235288,0.793827755350594,0.99990598088106,87052.2039952835,64424.324550147,83938.0537054528,62119.0247563704
"545","gatZ","gatZ",1131,87352.3789404564,-0.0164397996226897,0.0620981964483399,-0.26473876155753,0.7912107151148,0.99990598088106,104730.313516547,73511.591507367,100581.10615675,70586.5045811621
"546","gcd","gcd",97,610.846916656401,0.0111775526373995,0.0590108098881923,0.189415340317776,0.849767302261127,0.99990598088106,494.868843716931,707.292967539654,514.726107088075,726.499748280944
"547","gcl","gcl",286,52.3846970819334,0.0251398027975253,0.0435098947292573,0.577795072912933,0.563402482155244,0.99990598088106,48.5016937180453,48.2558554851616,58.7222741889212,54.0589649356056
"548","gcvA","gcvA",1511,308.718153166104,0.000749753770934368,0.0647608386322437,0.0115772708749493,0.990762880659885,0.99990598088106,325.870754668117,290.913871639117,324.059957561084,294.028028796099
"549","gcvP","gcvP",1567,1924.70911405513,0.00657916250858884,0.0663845911712683,0.0991067715038719,0.921053495677757,0.99990598088106,2133.31668462965,1691.71241943695,2153.15005359378,1720.65729856013
"550","gcvT","gcvT",1568,1013.77084702783,-0.0206208774541226,0.0679764003442214,-0.303353477820271,0.761620495526194,0.99990598088106,1107.20272690725,955.4659386062,1070.7752960128,921.639426585081
