"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_starvation1","IAI1_starvation2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"79","guaC",165.851560011433,-0.00212049552115818,0.0446866182261203,-0.0474525843604498,0.962152519931105,0.999740963348521,151.887028122138,181.120106859188,152.168106027885,178.230999036522
"80","hofC",12.9680986919271,-0.0010647506189404,0.0158158396190349,-0.0673217890790278,0.946325531060153,0.999740963348521,8.62994477966696,17.7786607959939,8.10362694823054,17.3601622438171
"81","hofB",27.5299495942486,0.0026863876994924,0.023501840984904,0.1143054155297,0.908995689667524,0.999740963348521,25.0268398610342,28.89032379349,26.1116868331873,30.090947889283
"82","nadC",95.9461060163512,0.00763941103440797,0.0378907890284094,0.20161657305896,0.84021648786537,0.999740963348521,84.5734588407362,103.338465876714,88.2394934362882,107.633005911666
"83","ampE",240.766726225302,0.0146510756831272,0.0487209300089675,0.30071420394542,0.763632436661481,0.999740963348521,253.720376522209,217.788594750925,264.718480308864,226.83945331921
"84","aroP",755.037269319756,0.0264147240209332,0.0564501859735569,0.467929796250923,0.639834794715177,0.999740963348521,736.997284183558,742.259088232744,768.944157087654,771.948547775067
"85","pdhR",411.478359934162,0.0569092456453231,0.0535441296200443,1.06284752500709,0.287851103254738,0.999740963348521,371.950620003646,402.242200509361,408.782959388519,462.937659835123
"86","aceE",5301.48124680989,0.0587180066091866,0.0548429089804782,1.07065813431027,0.284323173684635,0.999740963348521,5199.54172974934,5060.25132905975,5532.07599665872,5414.05593177176
"87","aceF",4212.2267638805,0.000885910897286974,0.0557452879835709,0.0158921216363268,0.987320455233532,0.999740963348521,4347.76617999621,4072.42448858234,4360.65170114228,4068.06468580114
"88","lpd",16330.3802430059,0.0299491210955872,0.0536272259338937,0.558468587066307,0.57652444918536,0.999740963348521,16013.72553315,16136.3570049639,16540.4030043328,16631.0354295768
"89","acnB",18013.7647128922,-0.00842111375753025,0.0552586486146569,-0.152394493326365,0.878875800041096,0.999740963348521,17305.6282666662,18893.1605946427,17194.0955781567,18662.1744121034
"90","speD",219.103092555462,0.0145599919107182,0.0486740365022028,0.29913261683278,0.764838860370754,0.999740963348521,207.981669189974,221.122093650174,216.997121613729,230.311485767974
"91","speE",369.032359223138,0.0198643832821608,0.0534153324555425,0.371885418829768,0.7099781618887,0.999740963348521,361.594686268046,361.129047418625,377.268854589844,376.136848616037
"92","cueO",89.6180724525929,0.0030510417023486,0.0361709322789709,0.0843506514794041,0.932777641802359,0.999740963348521,100.970353922103,76.6704746827235,104.446747332749,76.3847138727952
"93","gcd",81.6086240827451,-0.00625574436709745,0.0366653062242102,-0.170617540430271,0.864524504893531,0.999740963348521,82.8474698848028,83.3374724812212,79.2354634938098,81.0140904711465
"94","can",570.03526146939,0.0218453914788878,0.0556077840491614,0.392847725411515,0.694431952841614,0.999740963348521,546.275504552919,572.250644371053,569.054692364634,592.560204588957
"95","yadG",112.777281102409,-0.0118568306208878,0.04086397311897,-0.290153641848975,0.771698699729451,0.999740963348521,118.230243481437,113.338962574461,110.749568292484,108.790350061254
"96","yadH",268.41618774528,-0.0121899019107862,0.050731139516266,-0.240284409674609,0.810109780301376,0.999740963348521,264.076310257809,281.125073836653,261.116868331873,267.346498554783
"97","yadD",178.270691342424,-0.00473887140327029,0.0430078747751471,-0.110186132843019,0.912261759693967,0.999740963348521,151.024033644172,208.899264352928,149.466897045141,203.692570327454
"98","panC",541.616927229755,-0.0293995581682716,0.0535201102308412,-0.549317967423205,0.582787259053318,0.999740963348521,503.98877513255,612.252631162039,472.711571980115,577.514730644316
"99","yadL",42.551950218545,-0.0560215143504264,0.0276617700793654,-2.02523244859938,0.0428435012098403,0.999740963348521,50.9166742000351,60.0029801864793,23.4104778504438,35.877668637222
"100","ecpD",4.05714300792792,-0.000925826265645065,0.00948557271368896,-0.0976036232697867,0.922247047293307,0.999740963348521,5.17796686780018,3.33349889924885,5.40241796548703,2.31468829917561
"101","pcnB",105.049693074689,0.00247849874221213,0.0388587887547405,0.0637821924367049,0.949143657760709,0.999740963348521,93.2034036204032,115.56129517396,94.542314396023,116.891759108368
"102","yadB",52.3505393711062,0.00483355297694025,0.0309093796733954,0.156378194192639,0.875734924224728,0.999740963348521,49.1906852441017,53.3359823879816,51.3229706721268,55.5525191802147
"103","sfsA",4930.01445444485,0.0305871632522706,0.056743096956337,0.539046419616593,0.589854825040915,0.999740963348521,4441.83257809458,5213.5922784252,4634.37421139362,5430.25874986599
"104","mrcB",386.44066678685,-0.0308472067592248,0.0537072385630279,-0.57435845864658,0.56572525777953,0.999740963348521,396.114465386713,401.131034209612,370.065630635862,378.451536915213
"105","fhuA",4683.92030791382,0.0261806543066516,0.0548897082050757,0.476968363701934,0.633384649589749,0.999740963348521,4603.21254547436,4629.1188047569,4739.72136172062,4763.62851970341
"106","fhuC",131.619229599764,-0.00302430728384172,0.0427324091053908,-0.0707731519742516,0.943578299849677,0.999740963348521,138.079116474671,126.672958171456,133.25964314868,128.465200604247
"107","fhuD",19.9733645694902,-0.00435841686009356,0.0203881910269892,-0.213771631545144,0.830725148317803,0.999740963348521,20.7118674712007,21.1121596952427,20.7092688677003,17.3601622438171
"108","hemL",600.044252239117,-0.0553781703126072,0.0556902342954661,-0.994396432573738,0.320029904236139,0.999740963348521,609.274101444487,647.809952754026,552.847438468173,590.245516289781
"109","clcA",287.449783961168,0.00853414509787608,0.0510059940760115,0.167316513528941,0.867121011374835,0.999740963348521,297.73309489851,271.124577138906,304.336212055769,276.605251751486
"110","yadS",60.2074147170459,0.000848805608389853,0.0301928387309953,0.0281128123113011,0.977572175366218,0.999740963348521,46.6017018102016,73.3369757834747,46.8209557008876,74.0700255736196
"111","btuF",25.0088826563498,0.00246027411160993,0.0224668286900563,0.109506960040998,0.912800401655862,0.999740963348521,26.7528288169676,22.2233259949923,27.912492821683,23.1468829917561
"112","pfs",1339.55192951077,0.0315502059922727,0.0566809866994686,0.556627677629482,0.577781839379935,0.999740963348521,1317.79256785514,1305.6204022058,1374.91537221645,1359.87937576567
"113","dgt",214.846083885349,0.0136552535672346,0.0484763680366955,0.281688874812112,0.778182085811359,0.999740963348521,204.529691278107,216.677428451175,212.49510664249,225.682109169622
"114","degP",1350.77860183965,-0.0497616557267657,0.0567256682272101,-0.877233486742711,0.380359830970657,0.999740963348521,1423.07789416708,1368.95688129153,1346.10247640052,1264.97715549947
"115","cdaR",757.108385091208,-0.00356105481362046,0.0557394397992115,-0.0638875242816997,0.949059786165793,0.999740963348521,707.655471932691,811.15139881722,704.11514150181,805.511528113114
"116","dapD",913.499476590093,-0.00866642219798055,0.0566919761612308,-0.152868585376763,0.878501909925081,0.999740963348521,917.363130078598,921.156862492432,905.805412213325,909.672501576016
"117","glnD",258.508330028776,-0.0110626880744811,0.0497670534541603,-0.222289392412407,0.824088609181006,0.999740963348521,246.816420698475,277.791574937404,238.606793475677,270.818531003547
"118","map",943.774626600639,-0.0273157089500814,0.0566968429020866,-0.481785361439872,0.629958429384465,0.999740963348521,944.978953373532,980.048676379162,910.307427184565,939.763449465299
"119","rpsB",1686.91985909695,0.0267337183671708,0.0564737330646244,0.473383233521658,0.635939789544124,0.999740963348521,1507.65135300782,1796.75590669513,1573.00403095097,1870.2681457339
"120","tsf",765.415371056464,0.0256917968167096,0.0561762002031791,0.457343086997466,0.647424464689124,0.999740963348521,714.559427756424,784.483407623229,745.53367923721,817.084969608992
"121","pyrH",284.215575535496,-0.00413678448536495,0.0511597753343466,-0.0808600987461271,0.935553212600658,0.999740963348521,277.884221905276,293.347903133899,272.822107257095,292.808069845715
"122","dxr",259.04333703814,0.0160844225856457,0.0502939840902285,0.319808081952503,0.74911382061701,0.999740963348521,245.090431742542,262.23524674091,255.714450366386,273.133219302722
"123","ispU",336.425745178114,0.018178601590832,0.0527418380538831,0.344671370236662,0.730341443918563,0.999740963348521,330.526885061245,328.905224725887,344.854346796922,341.416524128403
"124","cdsA",263.466876172779,0.0826579640271312,0.050627505129546,1.63266911564426,0.102538606321207,0.999740963348521,232.145514573041,240.011920745917,293.531376124795,288.178693247364
"125","yaeL",736.4206928439,0.0229582334110425,0.0559666990013588,0.410212390952075,0.681650152116293,0.999740963348521,760.298135088659,684.478440645764,791.45423194385,709.451963697326
"126","yaeT",1540.11170509487,0.031492766453393,0.056557187745262,0.556830488022828,0.577643251237596,0.999740963348521,1513.69231435358,1504.51916986098,1577.50604592221,1564.72929024271
"127","lpxD",930.841374562884,0.0253751877868632,0.0561699766861565,0.451757135820872,0.651443952326582,0.999740963348521,973.457771146433,850.042219308457,1015.65457751156,884.210930285084
"128","lpxA",560.102638181087,0.023947142988785,0.0555913457089113,0.430771061275934,0.666634843274124,0.999740963348521,540.234543207152,556.694316174558,563.652274399147,579.829418943491
"129","lpxB",130.100181140994,0.0070456590020337,0.0415874954642117,0.169417728174972,0.86546807999528,0.999740963348521,140.668099908571,115.56129517396,144.964882073902,119.206447407544
"130","dnaE",270.217686724851,0.00675059386598048,0.0508238720025782,0.132823289528945,0.894333135170083,0.999740963348521,261.487326823909,274.458076038155,268.320092285856,276.605251751486
"131","accA",582.718873753845,-0.0121786993040469,0.0557232882693536,-0.218556723450667,0.826995367411034,0.999740963348521,580.795283671586,596.696302965544,565.453080387642,587.930827990606
"132","ldcC",155.009022146942,-0.00857199888859956,0.0446001007422376,-0.192196850364547,0.847588012957279,0.999740963348521,164.831945291639,150.007450466198,159.371329981867,145.825362848064
"133","nlpE",121.86859191844,-0.0281996306254215,0.0408873136499805,-0.689691449695791,0.490388243968964,0.999740963348521,141.531094386538,117.783627773459,125.15601620045,103.003629313315
"134","proS",442.378061900674,0.0194285353200332,0.0543574561391296,0.357421717276564,0.720776121022246,0.999740963348521,420.278310769781,447.800018799095,438.496258198697,462.937659835123
"135","yaeB",19.0252843830911,0.00190380006159212,0.0199205399087571,0.0955697019414221,0.923862329372545,0.999740963348521,17.2598895593339,20.0009933954931,18.0080598849568,20.8321946925805
"136","metQ",1485.07369942203,-0.0743671118908356,0.0562461504441067,-1.322172474092,0.18611072477252,0.999740963348521,1707.00307741812,1440.0715244755,1535.18710519256,1258.03309060195
"137","metI",517.745541440589,-0.00192773066369817,0.0319224251915506,-0.0603879765441008,0.951846634509308,0.999740963348521,617.904046224154,425.576692804103,605.070812134547,422.430614599549
"138","metN",627.397478910022,0.0111080979581705,0.0533253216362056,0.208308128621367,0.834988385137889,0.999740963348521,691.258576851323,548.916152076311,710.417962461544,558.997224250911
"139","dkgB",141.050264671391,0.0107533857588003,0.043553230835489,0.246902136822372,0.804983962571588,0.999740963348521,132.901149606871,143.340452667701,138.662061114167,149.297395296827
"140","yafC",260.423401829797,0.0159754248276688,0.0501449770198602,0.318584747208911,0.750041421188051,0.999740963348521,266.665293691709,243.345419645166,278.224525222582,253.45836875973
"141","yafD",903.476946283667,0.0178274999729221,0.056674509983286,0.314559402069461,0.753096207846999,0.999740963348521,881.117362003996,902.267035396689,905.805412213325,924.717975520658
"142","mltD",553.134215955214,0.00475718730161141,0.055539983160923,0.0856533803373294,0.931741962966613,0.999740963348521,558.357427244452,543.360320577562,564.552677393395,546.266438605445
"143","gloB",148.226795817187,-0.00105774950572835,0.0435036076244836,-0.0243140641313861,0.980602094893294,0.999740963348521,138.079116474671,158.896780864195,135.060449137176,160.870836792705
"144","yafS",175.633316788224,0.00585706893188804,0.0447510952205165,0.130881018733209,0.895869430363468,0.999740963348521,155.339006034005,192.231769856684,159.371329981867,195.591161280339
"145","dnaQ",362.340902903211,-0.0411210852548629,0.0530511918671941,-0.775120856055478,0.438268248757588,0.999740963348521,362.457680746012,394.464036411114,339.451928831435,352.989965624281
"146","yafT",3.21222382065616,0.000316888115482514,0.00812671326579083,0.038993391930837,0.968895657083859,0.999740963348521,5.17796686780018,1.11116629974962,5.40241796548703,1.15734414958781
"147","yafV",96.8386562238418,-0.00772305707987099,0.0383121862953438,-0.201582259501844,0.840243315379628,0.999740963348521,88.8884312305697,108.894297375462,90.0402994247838,99.5315968645514
"148","fadE",786.857570244165,-0.0250394787448438,0.0564827187776732,-0.443312207463029,0.657539927200634,0.999740963348521,817.255770634461,786.705740222729,784.251007989867,759.217762129601
"149","yafJ",323.372784333478,-0.00451617009190564,0.0523377484241685,-0.086288964043783,0.931236711171675,0.999740963348521,332.252874017178,317.79356172839,328.647092900461,314.797608687883
"150","yafK",222.495859281255,0.00345032257847572,0.0485938244812959,0.0710033140076014,0.943395117953369,0.999740963348521,210.570652623874,232.23375664767,213.395509636738,233.783518216737
"151","dinB",96.3039308767265,0.00478397027725774,0.0386952842051845,0.123631868211392,0.901606758867754,0.999740963348521,100.107359444137,90.0044702797189,99.0443293672622,96.059564415788
"152","pepD",830.354268133972,-0.00419187470576154,0.0565655874051228,-0.074106447012374,0.940925685395155,0.999740963348521,826.748709892095,838.93055631096,808.561888834559,847.175917498275
"153","frsA",361.698998513141,0.00062948412436517,0.0532642038029973,0.011818145760582,0.990570703456884,0.999740963348521,365.046664179912,357.795548519377,362.862406681879,361.091374671396
"154","phoE",102.694369546675,-0.0621094445819544,0.0395387850822952,-1.57084858456528,0.116217823747339,0.999740963348521,116.504254525504,120.005960372959,82.8370754708011,91.4301878174367
"155","proB",269.641178663213,0.00556328970974208,0.0508836489367012,0.109333544782977,0.912937941177235,0.999740963348521,266.665293691709,268.902244539407,271.021301268599,271.975875153135
"156","proA",446.439458442745,0.0165471178725089,0.0545864889571716,0.303135779359097,0.761786388176263,0.999740963348521,440.990178240982,437.799522101349,455.603915089406,451.364218339245
"157","yagR",19.8701752501286,0.00089913639128722,0.0202900717985267,0.0443141059437999,0.964654027803242,0.999740963348521,21.5748619491674,17.7786607959939,21.6096718619481,18.5175063934049
