"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_starvation1","IAI1_starvation2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"351","ybeQ",152.569565335111,0.00884398845534502,0.0435240093409864,0.203197926598565,0.838980333365672,0.999740963348521,135.490133040771,164.452612362943,141.363270096911,168.97224583982
"352","ybeU",6.61498949466229,0.000678948559757146,0.012052218892749,0.0563339054657913,0.955075809054849,0.999740963348521,5.17796686780018,7.77816409824732,5.40241796548703,8.10140904711465
"353","hscC",56.0419942633655,-0.00692232038874341,0.0312040878840899,-0.22184017730167,0.82443830165291,0.999740963348521,50.9166742000351,64.4476453854778,48.6217616893833,60.181895778566
"354","rihA",472.793395411886,-0.0100495319978471,0.0543016493156396,-0.185068632803989,0.853175203986418,0.999740963348521,500.536797220684,454.467016597593,495.221646836311,440.948120992954
"355","gltL",338.601612174002,-0.0335814529749166,0.0511904289061365,-0.656010384997789,0.511817442338985,0.999740963348521,384.895537173146,320.01589432789,352.057570750905,297.437446444066
"356","gltK",325.277339954496,-0.0151654356421635,0.0514769030884943,-0.294606604754223,0.768294416134345,0.999740963348521,308.952023112077,353.350883320378,296.232585107539,342.573868277991
"357","gltJ",345.452404825052,-0.0177862531854496,0.0520986306130794,-0.341395790563914,0.732805643612485,0.999740963348521,377.128586871446,327.794058426137,357.459988716392,319.426985286235
"358","gltI",7461.92007147254,0.0680781877277187,0.0543137368879797,1.25342485397622,0.210051131068034,0.999740963348521,7136.96433278457,7241.47077546825,7717.35406369822,7751.89111393913
"359","ybeX",937.49956261455,0.0280403201862303,0.0567090717781146,0.494459163358264,0.620981939723349,0.999740963348521,922.541096946398,914.489864693934,961.630397856691,951.336890961177
"360","ybeZ",962.312323373454,-0.00324315761872894,0.0567230244755735,-0.0571753295723068,0.954405530153879,0.999740963348521,957.923870543032,971.159345981165,952.626367914213,967.539709055406
"361","miaB",81.7052259334028,-0.0053575766068443,0.0364311391409689,-0.147060364654352,0.88308437409319,0.999740963348521,87.1624422746363,78.8928072822228,85.5382844535446,75.2273697232074
"362","asnB",288.476638032057,-0.0667218238633861,0.0512723026565773,-1.30132294448116,0.193147936717815,0.999740963348521,319.307956847677,304.459566131395,275.523316239839,254.615712909317
"363","nagD",107.184200619473,-0.0433559961823553,0.0394656648438844,-1.09857508682193,0.271953449366978,0.999740963348521,129.449171695004,107.783131075713,103.546344338501,87.9581553686733
"364","nagC",310.711339875712,0.0111545454967446,0.052048126067027,0.21431214415635,0.830303648375671,0.999740963348521,301.185072810377,312.237730229642,308.838227027009,320.584329435822
"365","nagA",393.694360834361,0.0196160861481506,0.0536356163280573,0.365728735699998,0.714567501472808,0.999740963348521,373.676608959579,397.797535310363,388.974093515066,414.329205552435
"366","nagB",351.240890265949,-0.019722877508247,0.0520500394144327,-0.37892147114836,0.704746179412809,0.999740963348521,333.978862973111,384.463539713367,319.643062957983,366.878095419335
"367","nagE",2707.30215659021,0.00165551166614994,0.0559347339370433,0.0295972028402474,0.976388296147922,0.999740963348521,2650.25604183572,2759.0259222783,2656.18883303112,2763.73782921568
"368","glnS",1036.30791727141,-0.0519254953404229,0.0567220369152885,-0.915437776290914,0.359961854368978,0.999740963348521,1044.2233183397,1105.61046825087,968.833621810674,1026.56426068438
"369","ybfM",193.459463838668,-0.00277001522797831,0.0459975572156151,-0.060220920319611,0.951979683945825,0.999740963348521,174.324884549273,214.455095851676,175.578583878328,209.479291075393
"370","ybfF",91.9871386935607,-0.00253630482843102,0.0372088445399257,-0.0681640308854399,0.94565505954352,0.999740963348521,81.9844754068361,103.338465876714,81.9366724765533,100.688941014139
"371","pgm",2892.32994041637,-0.0468741514149902,0.0563824495519357,-0.831360676726414,0.405769906540523,0.999740963348521,3107.64311515807,2845.69689365877,2934.41335825371,2681.56639459495
"372","potE",215.261978363218,-0.0144805622972882,0.0479933506227882,-0.3017201780951,0.762865384838333,0.999740963348521,205.392685756074,234.456089247169,198.989061728772,222.210076720859
"373","kdpE",46.0791222544618,-0.0100945878852519,0.02933665564237,-0.344094705555754,0.730775064429164,0.999740963348521,46.6017018102016,50.0024834887327,41.4185377354006,46.2937659835123
"374","kdpD",132.601324674632,-0.0134490545911923,0.0429352116095478,-0.313240673261327,0.754097819357752,0.999740963348521,138.942110952638,133.339955969954,129.658031171689,128.465200604247
"375","kdpB",12.189532634713,-0.00608626734140896,0.0161557371732407,-0.376724830080168,0.706378108354374,0.999740963348521,14.6709061254338,12.2228292972458,12.6056419194697,9.25875319670245
"376","ybgH",44.5825903936346,7.32781905421072e-05,0.0290099629626595,0.00252596635977881,0.997984572583666,0.999740963348521,45.7387073322349,43.335485690235,44.1197467181441,45.1364218339245
"377","ybgI",387.77898911881,0.00978586109251121,0.0529162317243129,0.184931178461353,0.853283015878922,0.999740963348521,407.33339360028,360.017881118876,416.886586336749,366.878095419335
"378","ybgJ",247.085333167823,0.0133124663627531,0.0500469522861311,0.265999541523375,0.790239562118645,0.999740963348521,243.364442786608,242.234253345416,253.91364437789,248.828992161378
"379","ybgK",283.544018599831,-0.0419977211534811,0.0505389506590297,-0.830997094435664,0.405975270769952,0.999740963348521,318.444962369711,278.902741237154,284.527346182317,252.301024610142
"380","nei",42.5160917679401,-0.00400898263329461,0.028290797600127,-0.141706242784637,0.887312043678664,0.999740963348521,45.7387073322349,41.1131530907358,45.0201497123919,38.1923569363976
"381","abrB",18.1479241418299,-0.00437933450307494,0.0195458086050016,-0.224054915894055,0.822714572547573,0.999740963348521,18.1228840373006,20.0009933954931,17.1076568907089,17.3601622438171
"382","gltA",7105.98917090143,-0.000104541533393211,0.0546154489887876,-0.00191413849613639,0.998472739379323,0.999740963348521,7218.08581371344,6994.79185692384,7231.13644680439,6979.94256616406
"383","sdhA",9249.87972317622,-0.0465666256378601,0.0546133749764375,-0.852659731392738,0.393848028006,0.999740963348521,9693.15397652193,9276.0162703098,9234.53310900583,8795.81553686733
"384","sdhB",4029.77000292856,0.0263242666891771,0.0551836772080828,0.477029948365263,0.633340795963266,0.999740963348521,4006.88336119937,3933.52870111364,4133.75014659183,4044.91780280938
"385","sucA",17074.337389145,0.0196576036087301,0.0550558775735925,0.357048229454776,0.721055700225593,0.999740963348521,17529.1438364595,16245.2513023394,17932.4260334399,16590.5283843412
"386","sucB",7464.31442784675,0.0278491498128458,0.0564527261357879,0.493318068393352,0.621787863525556,0.999740963348521,7812.6890090325,6854.78490315538,8088.32009732833,7101.46370187078
"387","sucC",10016.9322205085,0.0330399655652751,0.0555880699395209,0.594371518946821,0.552263653401125,0.999740963348521,10258.4153595901,9393.79989808326,10670.6758848311,9744.83773952933
"388","sucD",10288.1255490919,-0.0212017072204064,0.0539665464104543,-0.392867593548644,0.694417277665359,0.999740963348521,10435.3292275733,10371.6262418629,10157.4461781099,10188.1005488215
"389","mngR",98.2102034786758,0.00737238990173392,0.0384729454465659,0.1916253049035,0.84803571938858,0.999740963348521,87.1624422746363,105.560798476214,93.6419114017752,106.475661762078
"390","mngA",10.4586045367221,0.000939825995084903,0.0142057915778754,0.0661579462103766,0.94725207744847,0.999740963348521,6.04096134576687,14.445161896745,6.30282095973487,15.0454739446415
"391","cydA",4007.86284016079,0.0341200264774018,0.0562022909161625,0.607093161527863,0.54378908819743,0.999740963348521,4106.99072064351,3742.40809755671,4284.11744663121,3897.93509581173
"392","cydB",3233.27852412596,-0.0389652737486633,0.0556804278758806,-0.699801981326766,0.484050977235667,0.999740963348521,3363.95247511418,3249.05026046788,3228.84513737275,3091.26622354903
"393","tolQ",119.011730897114,-0.00374647252106141,0.038268411353619,-0.0978998706385313,0.922011802710161,0.999740963348521,141.531094386538,98.8938006777159,139.562464108415,96.059564415788
"394","tolA",300.930773924808,0.0175846752559169,0.0516493713469536,0.340462522530859,0.733508241484328,0.999740963348521,303.774056244277,285.569739035651,316.941853975239,297.437446444066
"395","tolB",1721.84893843851,0.0310917832906256,0.0566896328049782,0.548456247680886,0.58337866353779,0.999740963348521,1756.19376266223,1616.74696613569,1830.51928730586,1683.93573765026
"396","ybgF",589.081414123777,0.0244006270527024,0.0557616273787152,0.437588144387915,0.661684866935749,0.999740963348521,566.987372024119,586.695806267798,591.56476722083,611.077710982362
"397","nadA",123.57024903453,0.00487183113914431,0.039442389300987,0.123517647523001,0.901697200593286,0.999740963348521,139.805105430605,104.449632176464,145.86528506815,104.160973462903
"398","pnuC",146.590764602739,0.0110634080548765,0.043991218721811,0.251491283404504,0.801434300523841,0.999740963348521,149.298044688238,137.784621168952,155.769718004876,143.510674548888
"399","zitB",187.100385671608,0.0131859750995865,0.0470130684750256,0.280474674963859,0.779113352496452,0.999740963348521,178.639856939106,187.787104657685,186.383419809303,195.591161280339
"400","aroG",951.138659294657,0.00328598489651714,0.0566925777969127,0.0579614655782345,0.953779322911464,0.999740963348521,927.719063814198,970.048179681415,934.618308029256,972.169085653758
"401","gpmA",2798.01190720474,-0.00674031372267685,0.0566263065043875,-0.119031491523372,0.905250406508901,0.999740963348521,2970.42699316137,2650.13162490284,2944.31779119043,2627.17121956432
"402","galM",873.764780525716,-0.0587925043153341,0.0564465166314015,-1.04156124813249,0.297615142979885,0.999740963348521,872.48741722433,954.491851484921,797.757052903585,870.322800490031
"403","galK",249.660579805875,0.00307571103978401,0.0501041110278223,0.0613864007701105,0.951051482547548,0.999740963348521,252.857382044242,244.456585944916,254.814047372138,246.514303862203
"404","galT",125.235984962836,-0.00780842535579903,0.0416902591168052,-0.187296157932765,0.851428435211183,0.999740963348521,119.093237959404,135.562288569453,114.351180269475,131.93723305301
"405","galE",201.222932720122,0.00571418760570035,0.0478887194567954,0.119322205114623,0.905020092037208,0.999740963348521,196.762740976407,202.23226655443,199.88946472302,206.00725862663
"406","modF",286.79543494748,0.00935297907751544,0.0513770668576311,0.182045796881186,0.855546785628134,0.999740963348521,288.240155640876,278.902741237154,295.332182113291,284.7066607986
"407","modE",176.673734822601,0.0108331399425929,0.0448095127654841,0.241759824510688,0.808966270933755,0.999740963348521,155.339006034005,191.120603556934,161.172135970363,199.063193729103
"408","modA",113.019500340039,-0.069891478256411,0.0399590115539446,-1.74907925743002,0.0802773201748131,0.999740963348521,118.230243481437,145.5627852672,86.4386874477925,101.846285163727
"409","modB",69.6951497356203,0.00394455252339786,0.0302370932524281,0.130454091286738,0.896207173521495,0.999740963348521,88.025436752603,48.8913171889831,90.9407024190317,50.9231425818635
"410","modC",81.2434799738193,-0.00955797930247456,0.0363976353430758,-0.262598908208823,0.792859741659051,0.999740963348521,87.1624422746363,80.0039735819724,83.737478465049,74.0700255736196
"411","ybhA",54.9220198412885,0.00298909270210654,0.0311716832840693,0.095891282959177,0.923606917867266,0.999740963348521,59.546618979702,48.8913171889831,60.3270006146052,50.9231425818635
"412","pgl",141.343150783319,-0.00290479333573236,0.0422421398194256,-0.0687652980684599,0.945176440805204,0.999740963348521,158.790983945872,125.561791871707,154.869315010628,126.150512305071
"413","ybhD",42.2377278660256,-0.0102544793539651,0.0281648430276166,-0.36408792848269,0.7157923507913,0.999740963348521,42.2867294203681,46.6689845894839,36.0161197699135,43.9790776843367
"414","ybhH",19.3167665819449,-0.00334223976930165,0.0200833856160019,-0.166418144490471,0.867827895815151,0.999740963348521,18.9858785152673,21.1121596952427,19.8088658734524,17.3601622438171
"415","ybhJ",28.4665881305891,0.000300064577139555,0.0217393789493302,0.0138028127592302,0.988987298490518,0.999740963348521,18.9858785152673,37.779654191487,18.9084628792046,38.1923569363976
"416","ybhC",75.6920257586878,0.000693153138676454,0.0356560739750825,0.0194399736538815,0.984490122061626,0.999740963348521,77.6695030170026,73.3369757834747,76.5342545110663,75.2273697232074
"417","bioB",790.92866923184,0.00395703780983533,0.0550115976316482,0.0719309741980452,0.942656840042302,0.999740963348521,863.857472444663,712.257598139504,868.888889449164,718.710716894028
"418","bioC",35.4481077955532,-0.0147203114505593,0.0263023458154138,-0.559657741323319,0.575712911827783,0.999740963348521,40.5607404644347,36.6684878917373,33.31491078717,31.2482920388708
"419","bioD",27.0154844880554,0.000512267263620983,0.0232914927059845,0.0219937498247745,0.982452941250646,0.999740963348521,29.3418122508677,24.4456585944916,28.8128958159308,25.4615712909318
"420","uvrB",1036.23845973337,-0.00365997293630157,0.0566370230549412,-0.0646215626967398,0.948475316041912,0.999740963348521,992.4436496617,1085.60947485538,985.941278701383,1080.95943571501
"421","ybhK",169.393151444963,0.0117178755321835,0.0449479172442891,0.260698965616085,0.794324663800838,0.999740963348521,179.502851417073,152.229783065697,187.28382280355,158.55614849353
"422","moaA",587.753692932523,0.0184180063458588,0.0557681577993402,0.330260260920376,0.741203317061987,0.999740963348521,585.973250539386,571.139478071303,605.971215128795,587.930827990606
"423","ybhL",1876.34821827993,0.021376925109171,0.0566629844100253,0.377264369883574,0.70597714792882,0.999740963348521,1703.55109950626,1990.09884285156,1753.98503279479,2057.75789796712
"424","ybhN",16.2330133389587,-0.00317718286295171,0.0182320417055902,-0.174263689950728,0.861658233807352,0.999740963348521,13.8079116474671,20.0009933954931,12.6056419194697,18.5175063934049
"425","ybhO",22.4510361696154,0.000891343796244581,0.0208376871540584,0.0427755628374035,0.965880444185456,0.999740963348521,26.7528288169676,17.7786607959939,27.912492821683,17.3601622438171
"426","ybhP",29.7341964345168,0.00292121785591919,0.024421282711822,0.119617707652394,0.904785991765908,0.999740963348521,29.3418122508677,28.89032379349,30.6137018044265,30.090947889283
"427","ybhR",69.8786450742263,0.00289692586090658,0.0346162350857072,0.0836869131993706,0.933305362396794,0.999740963348521,67.3135692814023,71.1146431839755,69.3310305570836,71.755337274444
"428","ybhS",56.5729891460081,0.00482351386085765,0.0309349178653922,0.155924573061623,0.876092475703434,0.999740963348521,47.4646962881683,63.3364790857281,49.5221646836311,65.968616526505
"429","ybhF",102.060431303523,-0.0289407004709598,0.0380242710315194,-0.761111250416085,0.446590621256138,0.999740963348521,123.408210349238,96.6714680782166,107.147956315493,81.0140904711465
"430","ybhG",87.1447571990119,-0.000119056124192529,0.0358115181494665,-0.0033245204432726,0.997347421352483,0.999740963348521,100.970353922103,73.3369757834747,99.0443293672622,75.2273697232074
"431","ybiH",41.9230539298517,-0.0158829364947426,0.0277323846490337,-0.572721628368733,0.566833190755983,0.999740963348521,50.0536797220684,41.1131530907358,44.1197467181441,32.4056361884586
"432","rhlE",22.8430175196311,-0.00990379185510296,0.0204311135752475,-0.484740678408322,0.627860307286801,0.999740963348521,18.1228840373006,32.2238226927389,14.4064479079654,26.6189154405196
"433","dinG",201.451050005008,-0.0178917416628365,0.0479025837866105,-0.373502643250686,0.70877437841386,0.999740963348521,207.118674712007,206.676931753429,199.88946472302,192.119128831576
"434","ybiB",217.675003345681,0.0134383869103725,0.0483384322135172,0.278006263236122,0.781007550841444,0.999740963348521,223.515569793374,203.34343285418,233.20437551019,210.636635224981
"435","ybiC",738.17425082077,0.0201350284571087,0.0562703322441198,0.357826720655498,0.720472992612427,0.999740963348521,748.216212397125,704.479434041257,774.346575053141,725.654781791555
"436","ybiX",61.0687325481319,0.00436044463682688,0.032885009966252,0.132596725416892,0.894512322291794,0.999740963348521,61.2726079356354,58.8918138867297,63.9286125915965,60.181895778566
"437","fiu",56.5750220265279,2.92045943589355e-05,0.0305846411901487,0.000954877782523807,0.99923811787565,0.999740963348521,66.4505748034356,46.6689845894839,65.7294185800922,47.4511101331001
"438","ybiN",39.3839861934246,-0.0074954293537204,0.027478541123521,-0.272773919111174,0.785027009080289,0.999740963348521,43.1497238983348,38.8908204912366,39.6177317469049,35.877668637222
"439","ybiO",49.2062425149874,-0.0145218763704282,0.0300047115145963,-0.483986535360082,0.628395424946049,0.999740963348521,48.327690766135,56.6694812872304,43.2193437238962,48.6084542826879
"440","glnQ",854.076720570305,0.00311357189073798,0.0562659758912101,0.0553366726768953,0.955870246341393,0.999740963348521,806.036842420894,897.82237019769,808.561888834559,903.885780828077
"441","glnP",1143.13808316275,0.0278491784652097,0.0566776671488845,0.491360704597345,0.623171351816078,0.999740963348521,1064.07219133294,1175.61394513509,1108.39608591909,1224.4701102639
"442","glnH",8608.25610604299,0.0367966389172763,0.0549202599129725,0.670001179447892,0.502857038323225,0.999740963348521,8185.50262351411,8680.431133644,8534.01957948101,9033.07108753283
"443","rhtA",24.2534621645232,0.00241708513176575,0.0223078855701075,0.108351153414765,0.913717146863652,0.999740963348521,24.1638453830675,23.3344922947419,25.2112838389395,24.3042271413439
"444","ybiR",176.12509537507,0.0108232375536816,0.0461177651960276,0.234686947810165,0.814451718978646,0.999740963348521,180.365845895039,165.563778662693,187.28382280355,171.286934138995
"445","ybiS",368.840757676537,0.010556373919754,0.0528788272638325,0.199633283602987,0.841767395168805,0.999740963348521,346.923780142612,382.241207113868,353.8583767394,392.339666710266
"446","ybiT",340.887227732916,-0.00347872761187348,0.0528378139136581,-0.0658378413906004,0.947506928505917,0.999740963348521,344.334796708712,340.016887723383,341.252734819931,337.94449167964
"447","ybiU",27.8445207180215,0.00274460575195593,0.0237196485913163,0.115710219794771,0.907882206437374,0.999740963348521,26.7528288169676,27.7791574937404,27.912492821683,28.9336037396952
"448","ybiV",54.5431851084463,0.00284666359247391,0.0304724990398492,0.0934174643422355,0.925571916648334,0.999740963348521,62.1356024136021,45.5578182897343,63.0282095973487,47.4511101331001
"449","ybiW",54.4898757831613,-0.00832474594541552,0.0311869066875984,-0.266930799800221,0.789522441948595,0.999740963348521,59.546618979702,53.3359823879816,57.6257916318617,47.4511101331001
"450","ybiY",3.90562967727124,0.000420400001412566,0.00944228061050837,0.0445231421045357,0.964487405533398,0.999740963348521,4.31497238983348,3.33349889924885,4.50201497123919,3.47203244876342
"451","fsaA",36.1558794154627,-0.00454988221603879,0.0265053719559389,-0.171658870647138,0.863705722221994,0.999740963348521,35.3827735966345,38.8908204912366,33.31491078717,37.0350127868098
"452","moeB",101.653625144173,-0.0376687097688515,0.039358527202204,-0.957066039979823,0.338533923174291,0.999740963348521,115.641260047537,106.671964775963,96.3431203845187,87.9581553686733
"453","moeA",263.101293780467,-0.00203088893879339,0.0506230495752329,-0.0401178703344453,0.967999154803504,0.999740963348521,267.528288169676,260.01291414141,265.618883303112,259.245089507669
"454","iaaA",332.266152093057,0.00190768559027032,0.0520576012516009,0.0366456683443833,0.97076752989252,0.999740963348521,348.649769098545,314.460062829141,351.157167756657,314.797608687883
"455","yliA",190.335595604783,0.012340071650392,0.0470705490949211,0.262161200318853,0.793197165140676,0.999740963348521,193.31076306454,180.008940559438,201.690270711516,186.332408083637
"456","yliB",215.740122966616,-0.00835812163257631,0.0486251333042385,-0.171888919672077,0.863524857755331,0.999740963348521,220.063591881507,216.677428451175,217.897524607977,208.321946925805
"457","yliC",50.979638935416,0.00126857746271383,0.030630590937142,0.0414153767166007,0.966964754467419,0.999740963348521,49.1906852441017,52.224816088232,50.422567677879,52.0804867314513
"458","yliD",26.5219726138606,0.00259719905312998,0.0231255699993066,0.112308542155193,0.91057876899567,0.999740963348521,24.1638453830675,27.7791574937404,25.2112838389395,28.9336037396952
"459","yliE",20.1595396077598,0.00197736589788734,0.0203091205900367,0.0973634426523321,0.922437775295042,0.999740963348521,17.2598895593339,22.2233259949923,18.0080598849568,23.1468829917561
"460","yliF",34.2228083611938,0.000165937469561509,0.0251774330259269,0.00659072231035752,0.994741402494215,0.999740963348521,40.5607404644347,27.7791574937404,39.6177317469049,28.9336037396952
"461","yliG",69.1140602264332,0.00137826567112151,0.0170865753231047,0.0806636581678129,0.935709439180816,0.999740963348521,43.1497238983348,92.2268028792182,45.0201497123919,96.059564415788
"462","yliI",65.2291393675881,0.00481142750428455,0.0335387739428347,0.143458658103764,0.885927959520692,0.999740963348521,60.4096134576687,67.7811442847266,62.1278066031009,70.5979931248562
"463","yliJ",179.916019590754,0.0128365612170837,0.0465282424258566,0.275887515792993,0.782634462891417,0.999740963348521,181.228840373006,171.119610161441,189.084628792046,178.230999036522
"464","dacC",885.711304136809,0.0110375017321273,0.0566302455099132,0.194904712715666,0.845467544734581,0.999740963348521,895.78826812943,861.153882305953,912.10823317306,873.794832938794
"465","deoR",233.749587971875,0.0131588403956517,0.0478248931363804,0.275146258207566,0.783203873628919,0.999740963348521,207.118674712007,251.123583743413,215.196315625233,261.559777806844
"466","cmr",130.974992815227,0.00875428528492091,0.0401545796899418,0.218014616328153,0.827417723150644,0.999740963348521,108.737304223804,147.785117866699,113.450777275228,153.926771895178
"467","ybjI",59.2591750777773,0.00121775379207022,0.0324769006778177,0.0374959976677199,0.970089531302984,0.999740963348521,61.2726079356354,56.6694812872304,61.227403608853,57.8672074793903
"468","ybjJ",53.4227799605634,0.00467751926980125,0.030494670001026,0.153388092727151,0.878092234396912,0.999740963348521,45.7387073322349,58.8918138867297,47.7213586951354,61.3392399281538
"469","ybjL",499.2946234247,0.013493081622745,0.0547404054164355,0.246492175571169,0.805301260618525,0.999740963348521,470.331990491849,515.581163083822,483.516407911089,527.74893221204
"470","nfsA",129.016555541947,0.0101893035205359,0.042616931510823,0.239090501340957,0.811035407047762,0.999740963348521,125.997193783138,126.672958171456,131.458837160184,131.93723305301
"471","rimK",88.756210614764,-0.00615665766891377,0.0362423607051126,-0.169874631484623,0.865108732268493,0.999740963348521,78.5324974949693,102.227299576965,74.7334485225706,99.5315968645514
"472","potF",353.687599217326,-0.0254151000086444,0.0530171043182119,-0.47937548335536,0.63167153153303,0.999740963348521,359.868697312112,366.684878917373,334.049510865948,354.147309773869
"473","potG",98.1147134103074,-0.0468112140300395,0.0387564963007021,-1.20782884156614,0.227113105119438,0.999740963348521,105.285326311937,114.450128874211,80.1358664880576,92.5875319670245
"474","potH",51.9485590728764,0.000363848817031238,0.0296151529176733,0.0122859003309115,0.990197516414303,0.999740963348521,60.4096134576687,43.335485690235,61.227403608853,42.8217335347489
"475","potI",96.5820026478561,-0.0331915270106491,0.0388096089238115,-0.855239924623012,0.392418337903208,0.999740963348521,101.83334840007,107.783131075713,86.4386874477925,90.2728436678489
"476","rumB",17.7207370774585,-0.0073957332863199,0.0184996327083534,-0.399777303847789,0.689320548770186,0.999740963348521,23.3008509051008,15.5563281964946,21.6096718619481,10.4160973462903
"477","artJ",97.4188171724127,-0.0172642191048987,0.0389730611390715,-0.442978267560074,0.657781454096847,0.999740963348521,100.107359444137,103.338465876714,93.6419114017752,92.5875319670245
"478","artM",68.4665699543859,0.00413503088170502,0.0341864673521725,0.120955196660361,0.903726522447211,0.999740963348521,71.6285416712358,63.3364790857281,72.9326425340749,65.968616526505
"479","artQ",74.9026186986263,0.00661728890746642,0.035551691270585,0.186131479852872,0.852341655899607,0.999740963348521,73.3545306271691,73.3369757834747,76.5342545110663,76.3847138727952
"480","artI",368.882907093235,0.0170619824206323,0.0531345480800552,0.321109015454988,0.748127778461309,0.999740963348521,375.402597915513,348.90621812138,388.974093515066,362.248718820984
"481","artP",171.413603353454,0.0124820865875017,0.0460768304907446,0.270897248238656,0.786470061511196,0.999740963348521,165.694939769606,170.008443861691,172.877374895585,177.073654886934
"482","ybjR",266.695820453944,0.0122439472555735,0.0507792780328602,0.241120940074221,0.809461383671502,0.999740963348521,264.076310257809,261.12408044116,271.921704262847,269.661186853959
"483","ybjS",82.8401562974495,0.00719312764572763,0.0368660347027628,0.195115306100132,0.845302680324315,0.999740963348521,81.1214809288694,81.115139881722,84.6378814592968,84.4861229199099
"484","ybjT",90.5749890815537,-0.00721998572377533,0.0379781783774399,-0.190108794898499,0.849223878429972,0.999740963348521,91.4774146644698,93.3379691789678,91.8411054132795,85.6434670694977
"485","ltaE",110.277465444399,-0.0380995046771753,0.0403458132066768,-0.944323627386207,0.345004295588541,0.999740963348521,115.641260047537,124.450625571957,94.542314396023,106.475661762078
"486","poxB",91.8934967387588,-0.0329663578741293,0.0381457589725657,-0.86422078789515,0.387466614697384,0.999740963348521,96.6553815322699,103.338465876714,81.9366724765533,85.6434670694977
"487","hcr",33.0106838642422,0.00317761742279483,0.025447389024057,0.12487007683935,0.900626408141493,0.999740963348521,30.2048067288344,34.4461552922381,31.5141047986743,35.877668637222
"488","hcp",16.5684810542615,0.00166242477481093,0.0186617419472943,0.0890819720638113,0.929016764635929,0.999740963348521,14.6709061254338,17.7786607959939,15.3068509022133,18.5175063934049
"489","ybjE",26.9008073467028,0.0024922778004354,0.0227217485826348,0.109686883972483,0.912657702720744,0.999740963348521,21.5748619491674,31.1126563929893,22.510074856196,32.4056361884586
"490","aqpZ",157.126648233068,-0.00201928117095623,0.0450190094492906,-0.0448539671498271,0.964223708780171,0.999740963348521,158.790983945872,156.674448264696,160.271732976115,152.76942774559
"491","ybjD",951.898467443441,-0.0545067667555088,0.0566879565210795,-0.961522871886208,0.336289331026138,0.999740963348521,1006.25156130917,973.381678580664,939.120323000495,888.840306883436
"492","ybjX",1922.42588152613,0.0288551835073303,0.0567554527512872,0.508412533220006,0.611164065094482,0.999740963348521,1768.27568535376,2000.09933954931,1840.42372024258,2080.90478095888
"493","macA",294.467297760803,0.016479106337671,0.0513561249875371,0.320879083880844,0.748302025109942,0.999740963348521,299.459083854443,277.791574937404,312.439839004,288.178693247364
"494","macB",459.69489607417,-0.00457951497417135,0.0547315405144582,-0.0836723200393308,0.933316965359101,0.999740963348521,463.428034668116,460.022848096341,462.807139043389,452.521562488832
"495","clpA",25252.7815880275,0.0272222505891965,0.0543583753788302,0.500792203583741,0.616517373144297,0.999740963348521,24174.2013168031,25591.2710495334,24895.2423879585,26350.4115978152
"496","aat",30.4918659002011,0.00275940190513323,0.0238563295878272,0.115667495914427,0.90791606780322,0.999740963348521,24.1638453830675,35.5573215919877,25.2112838389395,37.0350127868098
"497","cydC",87.2227114319976,-0.0033088555503328,0.0364550180550471,-0.0907654344138969,0.927678975986287,0.999740963348521,98.3813704882033,77.7816409824732,96.3431203845187,76.3847138727952
"498","cydD",121.916890615652,0.0057383683538567,0.039760500431288,0.144323343308353,0.88524514597978,0.999740963348521,102.696342878037,137.784621168952,107.147956315493,140.038642100125
"499","trxB",402.709504339074,-0.0159604347932229,0.053956048988804,-0.295804364706814,0.767379489538611,0.999740963348521,415.963338379947,402.242200509361,397.978123457545,394.654355009442
"500","lolA",561.535365478885,0.0227980969586311,0.0554866061022261,0.410875679017543,0.681163696915108,0.999740963348521,566.124377546152,534.470990179566,588.863558238086,556.682535951735
"501","ycaJ",130.072209714486,0.00178837487325733,0.0427162357895028,0.041866396703822,0.966605204444513,0.999740963348521,130.312166172971,128.895290770956,131.458837160184,129.622544753834
"502","serS",3599.67831072358,-0.0191025032332707,0.0553444159747906,-0.345156831033719,0.729976470579519,0.999740963348521,3603.86493998892,3673.51578697223,3527.77893146303,3593.55358447014
"503","dmsA",49.35615369093,-0.00202042160315326,0.0296843065209822,-0.0680636282247366,0.945734983657399,0.999740963348521,55.2316465898685,44.4466519899847,54.9245826491181,42.8217335347489
"504","dmsB",28.5213401577186,-0.00748020680759121,0.0236350741085291,-0.316487554608168,0.751632470069415,0.999740963348521,33.6567846407011,26.6679911939908,30.6137018044265,23.1468829917561
"505","dmsC",79.7260515214623,-0.00433003338227082,0.0358468918253034,-0.120792435879039,0.903855441528422,0.999740963348521,87.1624422746363,74.4481420832243,85.5382844535446,71.755337274444
"506","ycaC",88.2495238031614,0.00563058581471571,0.0375489437804662,0.149953240965592,0.88080150633409,0.999740963348521,83.7104643627695,90.0044702797189,85.5382844535446,93.7448761166123
"507","ycaD",126.896737122431,0.00276619123803695,0.0422571044723834,0.065460974493526,0.947806977503331,0.999740963348521,131.175160650938,121.117126672708,131.458837160184,123.835824005895
"508","ycaM",28.0234897886777,0.000368016173035175,0.0236827506482773,0.015539418478062,0.987601836885869,0.999740963348521,25.8898343390009,30.0014900932396,26.1116868331873,30.090947889283
