"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_batch1","K12_batch2","K12_chemostat1","K12_chemostat2"
"40","glpX",1679.59970472171,2.03038263128768,0.128235829537405,15.833192943127,1.8365998246508e-56,1.06293214851665e-54,647.677154520811,660.77525675806,2943.4517237206,2466.49468388738
"41","manY",11754.4043886152,1.60690385508259,0.103737519474589,15.4900932972107,4.04702771037151e-54,2.28509003646586e-52,5578.17310896897,5983.51787801653,18621.9895128551,16833.9370546202
"42","ydeN",354.447577336847,2.95431787649048,0.191305809099243,15.4429073032377,8.4216920696007e-54,4.64195646217277e-52,83.6404272394424,73.0811343879882,643.336705859607,617.73204186035
"43","malT",11969.9946287635,1.89408970641866,0.123481810530768,15.3390179353316,4.19493261248808e-53,2.25843465067672e-51,5009.84712900865,5052.49467638622,21295.5213316719,16522.1153779873
"44","araF",392.002866175333,3.11546458747145,0.20963363805906,14.8614726926302,5.86221967484307e-50,3.08432694255948e-48,90.0743062578611,66.2297780391143,807.275789206071,604.431591198285
"45","paaK",535.981778203738,2.80271197654584,0.190154580967171,14.7391241498921,3.61441865443853e-49,1.85941759667227e-47,130.822206707846,129.414508812062,1107.83077534125,775.859621953788
"46","ygeV",537.676690716941,2.92608832219971,0.20018851857847,14.6166640473577,2.19914764009862e-48,1.10674495365833e-46,121.171388180218,119.518105197022,1153.36940960416,756.647859886361
"47","yfcY",598.17301611512,2.77839070501803,0.192095217383596,14.4636120714544,2.05712746816722e-47,1.0132446997462e-45,150.123843763102,144.639745142893,1258.52225599305,839.406219561432
"48","galS",406.198179512497,3.11178016492831,0.218968529469259,14.211083996731,7.82054910125469e-46,3.77178566029263e-44,70.7726692026051,88.3063707188191,883.449504700388,582.264173428176
"49","malG",238.184352062728,3.19693553161849,0.226698788712456,14.1021288634827,3.68483633306362e-45,1.74089716551883e-43,43.9648399591941,44.1531853594095,440.482789597569,424.136593334738
"50","ytfQ",508.066911756077,2.91242933739431,0.206998365966744,14.0698180093954,5.82190318348094e-45,2.69554117395167e-43,121.171388180218,108.099177948899,1099.55102365709,703.446057238102
"51","ydcI",2114.34458164597,1.92388975982352,0.13819990165496,13.9210646084745,4.71823390390445e-44,2.14170813481153e-42,957.575660574642,790.189765570122,3705.18887866376,3004.42402177534
"52","yfiQ",1752.76989614839,2.08700732411946,0.150431333933819,13.8734881194207,9.17063974937131e-44,4.08269827303742e-42,663.761852066857,653.923900409186,3318.52447501327,2374.86935710426
"53","fucO",497.534360576132,2.85129827558511,0.206464753736518,13.8100969971069,2.21533097110038e-43,9.6763984869762e-42,125.460640859164,108.099177948899,1066.43201692043,690.145606576037
"54","exuT",291.480249395503,3.10315659228715,0.225856895698721,13.7394812883046,5.88962368999419e-43,2.52490348932158e-41,58.9772243355043,56.3333744240742,610.217699122948,440.392699699484
"55","yedE",1679.24151743795,1.87009148938914,0.136969476882289,13.6533447594042,1.92821010043766e-42,8.11601160456943e-41,740.968400287881,688.941943970097,2955.04337607843,2332.01234941539
"56","glcC",677.813671061438,2.33468148548864,0.173996112644217,13.4180094601454,4.74281855383857e-41,1.96064731288148e-39,217.679573456498,221.527188613589,1324.76026946637,947.287652709292
"57","fadD",1522.10226385446,2.2315361139307,0.167215727964461,13.3452525135972,1.26242073927867e-40,5.12720002005285e-39,521.144200491911,527.55443886329,3046.12064460424,1993.5897714584
"58","katE",1199.78030825135,1.64495320527471,0.124578375598763,13.2041632214944,8.30170915731745e-40,3.31352701710171e-38,601.567688222144,553.437340625702,1811.60966849527,1832.50653566228
"59","gatZ",61499.8891445702,1.87744311897365,0.142343989073722,13.1894794517898,1.00879410041096e-39,3.95823447873113e-38,26668.4285313453,25343.1671344845,114872.446890934,79115.5140215163
"60","paaE",515.560580746869,2.51871795322662,0.192292060765963,13.0983980471879,3.36280561715044e-39,1.29748250061721e-37,157.630035951257,140.833436060186,1044.07668737319,719.702163602848
"61","aer",4786.00884480991,1.58992786740659,0.123512587195784,12.8725978744688,6.42056994143022e-38,2.43665892039524e-36,2452.38021918724,2290.6368059735,7999.06810207164,6401.95025200726
"62","gatY",53918.6483660118,1.70441538523532,0.132760299515159,12.8382912019621,1.00058678504285e-37,3.73606194737774e-36,25329.1093823445,24855.9595718979,95864.6209495973,69624.9035602073
"63","ydjN",6738.91353104232,-1.38543579372685,0.108067091976232,-12.8201450450018,1.26463731190671e-37,4.64704028105403e-36,9287.30436308732,10235.9263852176,3528.00219262264,3904.42118324173
"64","lysC",4165.48853463226,-1.32298929525551,0.103511459786723,-12.7810901129345,2.09117788841979e-37,7.56418251826848e-36,5871.98691747675,6052.79270332181,2431.76306963921,2305.41144809126
"65","sthA",2070.04219376227,1.46809382174584,0.115101441023718,12.7547822919377,2.93192731769887e-37,1.04421719084198e-35,1148.44740478773,1039.88364139575,3114.01460841439,2977.82312045121
"66","tnaB",191.574606661504,3.73566854302881,0.295117336479475,12.6582483685726,1.00721650506157e-36,3.53288819578414e-35,28.9524555828839,19.0315454135386,440.482789597569,277.831636052023
"67","gabT",418.522063355777,2.20196290915622,0.174749674213013,12.6006696096733,2.0935952496263e-36,7.23384030281328e-35,134.039146217055,157.5811960241,727.790173038089,654.677738143863
"68","fadB",2135.11616748877,3.93959771425115,0.314233888486546,12.5371510158422,4.6750221765642e-36,1.59157004981561e-34,235.908897342017,209.346999548924,4922.31237623599,3172.89639682816
"69","glpQ",23606.8569752496,3.3257060266839,0.268011562313724,12.4088154927845,2.34090263574922e-35,7.8538979735644e-34,3824.94107644989,3985.96687141152,51674.7582360411,34941.7617170959
"70","xylF",164.14981586558,3.53746724440503,0.287854621351486,12.2890757417634,1.03684703668713e-34,3.42900127132958e-33,24.6632029039382,22.0765926797048,352.717421745422,257.142046133256
"71","purU",3379.11153975854,-1.3068324607888,0.106901879342426,-12.2245976294091,2.29716301425338e-34,7.49004560281209e-33,5007.70250266918,4634.56193910492,1930.83809274724,1943.34362451282
"72","yliE",629.882603048506,-1.87111271186875,0.153303877354721,-12.2052536710425,2.91398915609826e-34,9.36928457828816e-33,1003.68512687331,978.982696072425,244.252674682863,292.609914565429
"73","yeeF",4158.29741499287,-1.32185322807946,0.108319475733412,-12.2032831042564,2.98539384350581e-34,9.46737910646021e-33,5801.21424827415,6095.42336504814,2240.500805735,2496.05124091419
"74","evgA",706.963342111056,-1.80906237179466,0.148465476342772,-12.1850710101651,3.73328014509565e-34,1.16791128863465e-32,1089.47018045222,1114.48729941682,283.995482766854,339.900405808326
"75","maeB",10962.4612032732,1.38692004858833,0.113962696530713,12.1699476303156,4.49370730446559e-34,1.38705765464505e-32,6010.31531637275,6059.64405967069,17427.2213448301,14352.6640922194
"76","pntA",33462.3417823022,-1.12607087809787,0.0940920261505771,-11.967760969413,5.24242886717335e-33,1.59687142467188e-31,45443.5598202607,46459.8086635304,20588.4305378443,21357.5681075736
"77","cstA",12320.3944260099,3.35293116432498,0.280351761159338,11.9597292717535,5.77498908526631e-33,1.7362467184924e-31,1945.1760899019,2019.62759928471,27271.0181221337,18045.7558927194
"78","aphA",512.998364059325,2.40530651957491,0.202455154858422,11.8806879541148,1.49134880612756e-32,4.42624677716065e-31,158.702349120993,157.5811960241,1064.7760665836,670.933844508609
"79","lldP",401.579303389176,2.09154673107902,0.176155261009379,11.8733140247662,1.62884873486089e-32,4.77314534329489e-31,158.702349120993,141.594697876727,697.155091806679,608.865074752306
"80","glpT",25148.6315401496,3.45507124567002,0.295301024095822,11.7001668255268,1.27203179795859e-31,3.68094201534267e-30,3802.42249988542,3657.10176666558,56591.2747860982,36543.7271079491
"81","rbsC",964.657509346543,1.68641986254659,0.144159709929838,11.6982745273791,1.30071399521071e-31,3.71747271470716e-30,441.793025931414,464.369708090342,1632.76703211731,1319.70027124711
"82","gltD",12741.0967117535,-1.28014507339788,0.110822606579356,-11.5512990797704,7.27129546977904e-31,2.05281085518762e-29,17239.5788298528,18918.8786646904,6844.87071729907,7961.05863517154
"83","argG",12343.0770145179,-1.24636963686648,0.108273864772793,-11.5112694968625,1.15761623208819e-30,3.22877298467971e-29,16930.7526369687,17866.0535724135,7835.12901872518,6740.37282996425
"84","gltP",623.118235342522,-1.77962229608433,0.155269262583488,-11.4615234623622,2.05861447734094e-30,5.6734434702908e-29,915.755446954921,1018.56831053259,256.67230220911,301.476881673472
"85","pntB",20697.2859617606,-1.10363248997761,0.0974741531134786,-11.3223090914447,1.01755802918743e-29,2.75060900479204e-28,27316.1056858661,29253.0078242419,12863.4222165185,13356.6081204159
"86","mglA",4388.63899900592,3.50867025291118,0.30990002790595,11.3219423587016,1.02182451149942e-29,2.75060900479204e-28,657.327973048439,580.842766021198,9964.68115189238,6351.70410506168
"87","glnH",6733.30644243025,1.24099612415896,0.110171835962266,11.2641866527848,1.97164007916738e-29,5.24637561295688e-28,4219.5523229129,3758.3495882656,9987.86445660804,8967.45940193445
"88","gltB",23190.00935447,-1.25801793459736,0.111804342565529,-11.2519595011261,2.2650333222925e-29,5.95858197853083e-28,31662.1909628079,33860.1643379513,12404.7239732158,14832.9581439051
"89","ucpA",1874.11214419326,1.74845844839857,0.156133702591885,11.1984691285317,4.14840024091791e-29,1.07905017502528e-27,873.9352333352,825.969070947575,3439.40884960207,2357.13542288818
"90","rihA",1149.74922037755,1.69137690514066,0.15137816044988,11.1731897131929,5.51636536442936e-29,1.41893175762822e-27,580.121424827415,497.865228018169,1992.93623037848,1528.07399828613
"91","dgsA",1610.55679245301,1.42682128957371,0.128157535303493,11.1333390283671,8.63395049439089e-29,2.1964390543423e-27,887.875304541774,849.568187260363,2563.41112141743,2141.37255659246
"92","dapD",10851.0715629473,-1.08650515505874,0.0978219153694478,-11.1069707739344,1.16029057708693e-28,2.91964422386548e-27,14332.5378266973,15214.5786653993,6982.3145952562,6874.85516443624
"93","serA",27198.7393629792,-1.29360364153911,0.116639324563928,-11.0906304231049,1.3930255583105e-28,3.46758512633205e-27,38185.0719743147,39234.6727627346,13960.4893146703,17414.723400197
"94","ndh",1387.41451063716,-1.37100933308984,0.123668848985565,-11.0861332044084,1.46483726678507e-28,3.6075513538377e-27,1947.32071624138,2060.73573737796,730.274098543338,811.327490385962
"95","aldA",38512.4741382684,3.35647805714184,0.306841543125519,10.9387992999658,7.51890684506309e-28,1.83223887856011e-26,6408.14350234497,5674.44558050067,86395.0689484179,55572.23852181
"96","fucA",180.035309826539,3.00774773649538,0.275434729265128,10.920001789608,9.24939851545415e-28,2.23045391284129e-26,34.3140214315661,38.8243526436187,395.772130503079,251.230734727893
"97","uhpT",2368.52993552586,1.59573988971259,0.147023394162064,10.8536461071876,1.91625423933115e-27,4.57332841654805e-26,959.720286914115,1367.22622250861,3465.9040549914,3681.26917768931
"98","aroA",6959.50789969326,-1.20854805635207,0.111405113319938,-10.84822788054,2.0332924780794e-27,4.80313478240185e-26,10081.888421862,9377.98431797528,3870.78391234706,4507.37494658868
"99","fumC",3545.7537565366,1.32316470115365,0.122034071358266,10.8425842588593,2.1627393467857e-27,5.05731473516049e-26,2116.74619705974,1914.57346860198,5548.26160355885,4603.43375692581
"100","acnB",20441.8602706911,1.01721978616663,0.0939036911023032,10.8325857506327,2.41244996563106e-27,5.5848216704359e-26,13404.9869348753,13570.2531416696,27164.209325408,27627.9916808116
"101","gnd",24633.8598165636,-1.02515429954213,0.0957217219000962,-10.7097352533219,9.16234555132412e-27,2.10008217339756e-25,32491.0890430142,33656.9074329347,15787.0025361971,16600.4402541084
"102","acnA",4992.17416974732,1.0695599192173,0.100283524156569,10.6653603192827,1.47824957018559e-26,3.35504681860749e-25,3271.62748086588,3154.66896774816,6748.82559776276,6793.57463261251
"103","ydcV",239.867620381104,2.35666588414377,0.221741349371066,10.6279946921405,2.20809178615782e-26,4.9628470727722e-25,70.7726692026051,79.9324907368621,457.042292965899,351.723028619051
"104","serC",12342.3020969753,-1.16147147123569,0.109411032993067,-10.6156704626789,2.51978898319877e-26,5.60895336163958e-25,16733.4470137372,17434.4181224344,6983.14257042462,8218.2006813048
"105","znuA",22485.8714344096,-0.985082019784889,0.0936194114965325,-10.5221983778586,6.8261982484904e-26,1.50501418526241e-24,29917.5374356467,29904.6479392015,14949.919640928,15171.3807218621
"106","dadA",988.945274067266,1.72897266121548,0.164769225583623,10.4932984608706,9.27333977672371e-26,2.02526241350145e-24,407.479004499848,496.342704385086,1767.72698456919,1284.23240281494
"107","yghK",220.81069469819,2.2522327955109,0.214873291077564,10.4816786870821,1.04865608142435e-25,2.26882133504426e-24,69.7003560328687,77.6487052872374,363.481098934836,372.412618537818
"108","aroG",7447.54249668841,-1.3437402702607,0.128211746662233,-10.480633056195,1.06031588286182e-25,2.27280673039362e-24,11298.9638695129,10117.1695418371,3653.85441822194,4720.18215718171
"109","guaB",4890.56535274539,-1.16734380499885,0.111579657868935,-10.4619769167069,1.29132849532675e-25,2.74259217126737e-24,6548.61652758045,7005.13123581528,2792.7602430688,3215.75340451704
"110","aroF",4378.53825258516,-1.1070396722936,0.105855966318521,-10.4579808847289,1.34695337978936e-25,2.83472461292034e-24,6248.36884005424,5733.82400219091,2827.53520014229,2704.42496795321
"111","yebZ",841.274075100836,-1.47946387125018,0.142917131014623,-10.3519001588326,4.10261282444393e-25,8.55635016989882e-24,1295.35430904162,1186.04591017172,404.87985735566,478.816223834338
"112","motA",6903.79942762817,1.03107530325855,0.100345053706646,10.2752977368755,9.10628241635856e-25,1.88223605302411e-23,4555.1863450404,4495.25102667781,9606.16790396804,8958.59243482641
"113","cdaR",407.531143568962,1.87127740296925,0.182655414043959,10.2448504620777,1.2481774274726e-24,2.5571068536275e-23,167.280854478885,176.612741437638,726.134222701256,560.096755658068
"114","nupG",545.334881397702,1.82553485282051,0.178290795673647,10.2390863528483,1.32481495764693e-24,2.69030405873039e-23,236.981210511754,235.991163127879,996.054127605029,712.313024346145
"115","fadL",1737.87742864302,1.55831906290219,0.152666974512269,10.2073095237566,1.83893223588111e-24,3.70185054440415e-23,969.371105441743,778.009576505458,2974.08680495201,2230.04222767289
"116","prpR",149.426104437632,2.79499659092601,0.275882988869036,10.1310943541098,4.02123425841306e-24,8.02513561053985e-23,41.8202136197212,28.9279490285787,296.415110293101,230.541144809126
"117","asd",15276.4459191506,-0.974878098589649,0.0965049518568646,-10.1018453440149,5.42123104215355e-24,1.07266238141756e-22,19723.0561309624,20825.839515127,10389.43241329,10167.455617223
"118","uxuA",449.008528386734,1.80634202578957,0.178948947885432,10.0941751663499,5.86218153021149e-24,1.1500805290203e-22,170.497793988094,220.765926797048,763.393105279998,641.377287481798
"119","galP",405.629979267063,-1.70200720121764,0.168765474080582,-10.0850438188855,6.43364723352539e-24,1.25158767610179e-22,635.88170965371,610.531976866318,185.466437725292,190.639792822931
"120","fbaB",3024.65529416724,1.12009146107236,0.11116480030428,10.0759544208819,7.05722572196202e-24,1.36145646219517e-22,1910.86206847034,1889.45182865611,4392.40826844944,3905.89901109307
"121","gss",1565.65497569167,-1.19870979695254,0.119291745595255,-10.0485560922182,9.32232973706906e-24,1.78356969762933e-22,2151.0602184913,2216.79440976897,901.66495840555,993.100316100849
"122","ugpB",1118.61735820668,1.67170594336841,0.167795301222022,9.9627697032854,2.21795963573405e-23,4.20866930879042e-22,551.168969244531,505.477846183585,2043.44271565188,1374.37990174671
"123","tyrA",2557.349493791,-1.07255907047036,0.107852783290038,-9.94465824387704,2.66085777302325e-23,5.0080371906901e-22,3480.72854896449,3461.4574798144,1605.44385155956,1681.76809482555
"124","prpB",103.44477454393,5.15931212599174,0.527505354753785,9.78058721015233,1.36416763538795e-22,2.54681296445412e-21,2.14462633947288,1.52252363308309,343.609694892841,66.5022533103247
"125","uxaC",545.643438768763,1.6922337099744,0.173236082257974,9.76836746662519,1.53912077652782e-22,2.85045167812952e-21,264.861352924901,245.126304926377,958.795245026288,713.790852197485
"126","guaA",7290.59211470102,-1.06911259008667,0.109623425134251,-9.75259246623042,1.79816525255636e-22,3.30377187275236e-21,9129.67432713606,10650.8140752327,4704.55490694246,4677.32514949284
"127","uidA",172.861932884794,2.45751457138847,0.252912601578525,9.71685300000938,2.55557767058301e-22,4.65839551763753e-21,53.6156584868221,47.9594944421172,338.641843882342,251.230734727893
"128","trg",5680.82899319063,2.65037614469306,0.272933363175914,9.71070782205843,2.71445467535845e-22,4.90934576051157e-21,1504.45537714023,1399.9604806199,11847.4966848715,7971.40343013092
"129","pepE",285.248491152158,2.09060246268954,0.215477344884399,9.70219149401122,2.95091138790161e-22,5.29562780076916e-21,90.0743062578611,119.518105197022,532.388033291799,399.013519861948
"130","uxuB",458.810988612538,1.65561343267056,0.170794573371168,9.69359505979502,3.21025339220715e-22,5.71672046381503e-21,199.450249570978,235.991163127879,758.425254269499,641.377287481798
"131","bipA",11528.2769140501,-1.05916990876857,0.109466082579971,-9.67578161020593,3.82160175176289e-22,6.75344126361152e-21,14876.2006037537,16327.543441183,6940.91583683538,7968.44777442824
"132","puuA",1179.71697098935,1.18285496070286,0.123048366782909,9.61292694595244,7.05154269382572e-22,1.23669101031868e-20,732.38989492999,703.405918484386,1601.30397571748,1681.76809482555
"133","nagE",2131.24852749362,1.16407917392781,0.121652435528734,9.56889328905261,1.08056123326769e-21,1.88082650752984e-20,1276.05267198637,1343.62710619582,3193.50022458238,2711.81410720991
"134","sucC",16187.0522648159,0.902779436832998,0.0949490157674846,9.50804418071868,1.9428076053857e-21,3.35641761676709e-20,11055.5487799827,11460.0353862164,21185.4006342726,21047.2242587921
"135","yjcZ",2514.25772727075,1.03071815386754,0.108648586119024,9.48671483620033,2.38430004507335e-21,4.08863304025541e-20,1594.52968339809,1698.37511270418,3353.29943208676,3410.82668089399
"136","puuD",858.053043101139,1.23943544206223,0.13101258710379,9.46043024919682,3.06678695168077e-21,5.22030278907424e-20,511.493381964283,503.955322550502,1213.81159689856,1202.95187099121
"137","dadX",590.993384084532,1.58494822915044,0.167954331148599,9.43678092914518,3.84407611713872e-21,6.49564686947163e-20,275.584484622265,308.311035699325,1010.12970546811,769.948310548426
"138","yeaG",1827.42158319913,1.06118233379011,0.113147311282032,9.37876757093238,6.67483410640586e-21,1.11972760553113e-19,1189.19530523771,1171.58193565744,2538.57186636494,2410.33722553644
"139","hcaR",2086.16033555645,2.74594710987735,0.294460102871662,9.32536219032075,1.1060517699833e-20,1.84209341547578e-19,508.276442455073,481.878729870797,4472.72185978584,2881.76431011407
"140","ydcJ",225.442019384666,2.07830573437686,0.224076388445257,9.27498764504855,1.77639628723396e-20,2.93739814639044e-19,80.4234877302331,86.783847085736,419.783410387157,314.777332335537
"141","fucR",733.173444441758,1.4737687361169,0.159111332438673,9.26250012195041,1.99700388348536e-20,3.27876878742455e-19,413.912883518266,357.031791957984,1212.98362173015,948.765480560633
"142","nanT",138.862043761743,2.46039512081448,0.269151872240344,9.14128926666884,6.17121580617041e-20,1.00608201347074e-18,41.8202136197212,38.8243526436187,264.952053893275,209.851554890358
"143","argD",5080.41137153199,-1.0584677881149,0.116719571207081,-9.06846878521335,1.20701237896769e-19,1.95400955056658e-18,6525.02563784625,7234.27104259429,3552.01347250671,3010.3353331807
"144","fdoG",2544.99076446033,0.963211899637659,0.106719666744072,9.02562694416552,1.78669335778017e-19,2.87235772448688e-18,1743.58121399145,1698.37511270418,3371.51488579192,3366.49184535377
"145","sucD",13019.7106834148,0.916726300492253,0.101775325163887,9.00735319701568,2.11089355914695e-19,3.37015075132772e-18,8680.37510901649,9306.42570722037,16315.2506936468,17776.7912237755
"146","gntP",192.057418733913,2.23537537405424,0.249796873354727,8.94877243271122,3.59457349321706e-19,5.69961481972431e-18,60.0495375052407,68.5135634887389,382.524527808415,257.142046133256
"147","sdhA",10558.8169327565,0.960419331176014,0.107472786671154,8.93639553717646,4.02070871440892e-19,6.331932431195e-18,7138.38877093549,7160.42864638976,15012.8457537277,12923.6045599731
"148","gpmI",3637.93319808263,-1.09116119038796,0.122183241585874,-8.93053070310837,4.23969976979198e-19,6.63169254531651e-18,4944.43602565473,4972.56218564936,2063.31411969388,2571.42046133256
"149","araC",728.475743363645,1.40672224698128,0.157908049497799,8.90848979171821,5.17323977959575e-19,8.03761750990884e-18,388.177367444592,403.468762767018,1203.04791970915,919.208923533822
"150","upp",5289.64847498113,-0.908747295508613,0.102216663081515,-8.89040268105714,6.08878432839695e-19,9.39702381349262e-18,7142.67802361444,6682.35622560167,3721.74838203209,3611.8112686763
