"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_batch1","K12_batch2","K12_chemostat1","K12_chemostat2"
"423","astB",69.2275961882798,1.72799733266085,0.355107798005732,4.86612049176391,1.13810147746684e-06,6.228616832945e-06,23.5908897342017,35.7793053774525,133.304002115054,84.2361875264113
"424","puuE",149.731943507635,1.2851615056861,0.264206330782503,4.86423433488448,1.14900720699565e-06,6.27347095328991e-06,87.9296799183882,80.6937525534036,167.25098402013,263.053357538618
"425","nfnB",986.95339801686,-0.612720012978229,0.126128117016179,-4.85791770679994,1.18626690730399e-06,6.46166562449113e-06,1206.3523159535,1183.7621247221,770.016906627329,787.682244764513
"426","yieP",608.854367095046,-0.7121609340077,0.147016895396729,-4.84407545191262,1.27202590777185e-06,6.91253515608411e-06,750.619218815509,762.784340174627,431.375062744988,490.638846645062
"427","nuoF",5237.46550757268,0.542326315667381,0.112045832838372,4.84021852423281,1.29696434606701e-06,7.03155143125322e-06,3998.65580994719,4517.32761935752,6555.0794083533,5878.7991926327
"428","purN",981.484684084962,-0.635107184902062,0.131294708869312,-4.83726412413339,1.31638455407439e-06,7.12016411841637e-06,1179.54448671009,1209.64502648451,719.510421353924,817.238801791324
"429","lacI",463.321882641246,0.931550072725128,0.193752051185582,4.80794947472767,1.52486290447671e-06,8.21653924803087e-06,320.621637751196,313.639868415116,740.209800564336,478.816223834338
"430","ybdK",107.158234207862,1.33635423267049,0.277956810707647,4.80777653646363,1.52618223613532e-06,8.21653924803087e-06,61.1218506749772,56.3333744240742,138.271853125553,172.905858606844
"431","feaB",314.674430935056,0.876753084307996,0.182894404721413,4.79376657609334,1.63678712276424e-06,8.79155960371046e-06,220.896512965707,220.765926797048,444.622665439652,372.412618537818
"432","ybfM",62.1136635845658,1.71125254887162,0.357172365352706,4.79111128091269,1.65860099360917e-06,8.88810486158617e-06,26.807829243411,27.4054253954956,115.916523578308,78.3248761210491
"433","ybiV",509.680533610575,-0.845422763408374,0.176706312548371,-4.7843382118958,1.71551612836696e-06,9.17187029369401e-06,722.739076402362,589.216646003155,312.974613661431,413.791798375354
"434","ydcU",62.9841361298375,1.65020290850777,0.346892834996601,4.75709712633279,1.96396689179196e-06,1.04759985126691e-05,24.6632029039382,31.9729962947448,105.152846388893,90.1474989317735
"435","pfkA",4499.85977880544,-0.500901865591555,0.105322252326722,-4.75589777588215,1.97566429207738e-06,1.05141674394463e-05,5114.93381964283,5437.69315555625,3579.33665306446,3867.47548695822
"436","fruR",1792.70223898156,0.561029692627532,0.118013333299864,4.75395175223119,1.99478660743669e-06,1.05915848537063e-05,1413.30875771263,1479.89297135676,2260.372209777,2017.23501707985
"437","yghA",159.553920121599,1.09671910909009,0.230801177494996,4.75179165458923,2.01622068603968e-06,1.06808944809653e-05,106.159003803908,94.3964652511514,221.897345135618,215.76286629572
"438","nanE",69.6911209503469,1.61385512857232,0.339933657003823,4.74755910549386,2.05886234241477e-06,1.08818865814844e-05,27.8801424131475,36.5405671939941,124.196275262472,90.1474989317735
"439","xseA",659.805040843004,-0.717471925247527,0.151457676060522,-4.73711167310415,2.1678572004344e-06,1.14318665580994e-05,871.790606995727,771.158220156584,455.386342629066,540.884993590641
"440","cheZ",6142.73422417934,0.488238764313892,0.103594360895231,4.71298592022463,2.4411307014574e-06,1.28436763042588e-05,4857.57865890608,5355.47687936976,7282.04160622297,7075.83975221855
"441","lipB",510.607202508819,-0.794453762401666,0.169098576320196,-4.69816943282437,2.6250362909547e-06,1.37487760487786e-05,734.534521269462,565.617529690367,360.997173429587,381.279585645862
"442","rplD",27124.3331660751,-0.497925057633636,0.105978086425275,-4.69837750830427,2.62236388797452e-06,1.37487760487786e-05,29374.9469717601,34198.9258463123,22323.0385156768,22600.421330551
"443","rdgC",1336.45500819207,-0.587064982552021,0.125023856716178,-4.69562368312426,2.65794480594541e-06,1.38897115705725e-05,1713.55644523883,1501.20830221992,1058.15226523627,1072.90302007324
"444","sucB",9568.00387208849,0.480283620371043,0.102328727004252,4.69353655060213,2.68521987087128e-06,1.40006396420428e-05,7551.22934128402,8408.13676370135,11104.8029588019,11207.8464245667
"445","ilvA",975.649257927988,-0.626341420953204,0.133498843262757,-4.69173668958627,2.70895633097647e-06,1.40926604633945e-05,1114.13338335616,1259.12704455971,794.856161679824,734.480442116253
"446","rpoA",61826.6215577214,-0.471839543338532,0.100657611442923,-4.68756944035061,2.76468906299852e-06,1.43503479391067e-05,68359.9645706981,75449.4198992489,53434.2054689262,50062.8962920124
"447","yebA",4574.63417628729,-0.471035397059671,0.100530982403372,-4.68547492323989,2.79311497113865e-06,1.44654612039955e-05,5352.98734332432,5286.20205406448,3879.06366403122,3780.28364372913
"448","lysS",6041.17037658802,-0.461838901143672,0.0986642252643745,-4.68091549805572,2.85596649654844e-06,1.47579518739054e-05,6907.84143944216,7102.5727483326,5111.91868980337,5042.34862877395
"449","entE",723.329148446497,-0.7153724298182,0.152861434928203,-4.67987514414083,2.87049672100542e-06,1.47999997976115e-05,838.548898733897,966.80250700776,600.28199710195,487.683190942381
"450","hisD",953.857097460783,-0.624219898802645,0.133489967765338,-4.6761558883583,2.92302439984996e-06,1.50373366347837e-05,1199.91843693508,1116.0098230499,702.950917985594,796.549211872556
"451","prpC",83.8420106828863,2.82254258172574,0.603717842485111,4.67526778752667,2.93570292085067e-06,1.50690737511515e-05,8.57850535789153,10.6576654315816,239.284823672364,76.8470482697086
"452","pepN",3842.88413692893,0.498340749540104,0.106759062098788,4.6679011574584,3.04292218119222e-06,1.55848779855309e-05,3317.73694716455,3048.09231343234,4628.38119144814,4377.32609567071
"453","rpsA",87212.0668410444,-0.430519150668466,0.0922392392056211,-4.66741870787492,3.05007363688615e-06,1.55870209037339e-05,99874.1763160824,100506.352590714,74766.9856831769,73700.7527742045
"454","dgoD",73.8446055124277,1.49941710855397,0.321430444427887,4.6648260441626,3.08878223763389e-06,1.57500680178909e-05,33.2417082618297,39.5856144601603,104.324871220477,118.226228107244
"455","ribC",2009.39819769631,-0.524322449559233,0.112603286568859,-4.65636897053269,3.21834942910288e-06,1.63746789634575e-05,2390.18605534253,2353.82153674645,1582.2605468439,1711.32465185236
"456","rspA",114.656237111927,1.33032807501501,0.285978619904092,4.65184451712214,3.28979092051807e-06,1.67014604846477e-05,69.7003560328687,57.8558980571573,199.542015588372,131.526678769309
"457","allB",94.3935075030564,1.32959696212774,0.286431117470772,4.64194314454474,3.45147843996189e-06,1.74457916779733e-05,54.6879716565585,49.4820180752003,137.443877957136,135.960162323331
"458","yhiN",530.038910829464,-0.691188390862474,0.148888187178382,-4.64233196710472,3.44498776446692e-06,1.74457916779733e-05,660.544912557648,651.640114959561,401.567956681994,406.402659118651
"459","emrA",532.204474110349,-0.690163275390503,0.1487067988027,-4.64110101856332,3.4655764060977e-06,1.74645517595349e-05,661.617225727384,655.446424042269,402.395931850411,409.358314821332
"460","rffA",485.567562140632,-0.709867071295551,0.152961531342403,-4.64082089833763,3.4702781034065e-06,1.74645517595349e-05,606.929254070826,601.396835067819,365.965024440086,367.979134983797
"461","cyoB",23330.3850269871,-0.46358384742008,0.100063048936773,-4.63291746899503,3.60548300359153e-06,1.81056250614195e-05,26554.7633353532,27583.5606605663,20561.1073572865,18622.1087547423
"462","flgD",11017.1279418141,0.44633175579299,0.0967025895805905,4.61550986099523,3.92131420283022e-06,1.96490094795497e-05,9535.00870529644,9101.6462785707,12824.5073836029,12607.3493997862
"463","folE",1650.92305993185,-0.634537978475635,0.137777013269867,-4.60554314116791,4.11390683875801e-06,2.056953419379e-05,2227.19445354259,1795.05536340496,1192.28424251974,1389.15818026012
"464","tdk",784.943421419555,-0.642375527809697,0.139579765370105,-4.60221097310483,4.18029440158604e-06,2.08564257320511e-05,1025.13139026804,892.960110803231,606.905798449282,614.776386157669
"465","tig",28002.7126965124,-0.465398323479128,0.101162063651689,-4.60052223807474,4.21433023959569e-06,2.09487539285196e-05,30826.8590035832,34185.9843954311,24140.444010351,22857.5633766843
"466","gyrB",4627.57209726474,-0.461432204783043,0.100302728151941,-4.60039535598728,4.21689819900222e-06,2.09487539285196e-05,5300.44399800723,5430.08053739083,3885.68746537856,3894.07638828235
"467","codB",3226.47629207647,-0.526325273038099,0.114480908104998,-4.59749386819478,4.27603208565666e-06,2.11970327158355e-05,3556.86278401578,4065.13810033184,2541.05579187019,2742.84849208806
"468","gph",1285.91418798192,-0.55183792483285,0.120369470664324,-4.58453395023864,4.55000156506658e-06,2.25069521861734e-05,1530.1908932139,1533.18129851467,1073.88379343618,1006.40076676291
"469","yfiH",428.08752212271,-0.756721601256477,0.16519400054535,-4.58080559074988,4.6318826489799e-06,2.28631307726833e-05,539.37352437743,542.018413377579,342.781719724424,288.176431011407
"470","yeiQ",320.228292232686,0.822500374439636,0.179894965612248,4.57211446490661,4.82827044749506e-06,2.37818001828746e-05,248.776655378854,211.630784998549,408.191758029326,412.313970524013
"471","iscS",7077.16646219851,0.457181671667552,0.100582647802212,4.54533343133465,5.48483577737382e-06,2.69583754238225e-05,5982.43517395961,5933.27459812479,7880.66765298809,8512.28842372156
"472","entC",545.304581891636,-0.698550477198778,0.15471221987846,-4.51516032636305,6.32688815966944e-06,3.10312417153279e-05,665.90647840633,689.703205786638,448.762541281734,376.84610209184
"473","epd",3382.7634447491,-0.4638350000715,0.103095030524966,-4.49910143786393,6.82412916776772e-06,3.33992791192014e-05,3934.317019763,3915.16952247316,2810.14772160554,2871.41951515469
"474","yehU",780.864166318646,0.762327610884014,0.169490931684027,4.49774866011818,6.86768165349935e-06,3.35415253752131e-05,653.038720369493,503.19406073396,1121.90635320433,845.317530966794
"475","nrdD",372.540129370905,0.757060114973073,0.168494978817979,4.49307225820008,7.02029508052101e-06,3.42147012871708e-05,264.861352924901,286.23444301962,486.849399028892,452.215322510208
"476","cheB",5182.17737187597,0.495397823103193,0.110279405106592,4.49220616147104,7.04891370151658e-06,3.42820067626279e-05,4566.9817899075,4027.07500950477,6314.96660951252,5819.68607857908
"477","yjcO",474.741154517767,0.714198784745769,0.159151630596015,4.48753670993586,7.20513998273456e-06,3.49683418449277e-05,382.81580159591,334.955199278279,615.185550133447,566.00806706343
"478","aroH",571.163595972114,-0.722561368777919,0.161384871458499,-4.47725590538845,7.56085982961883e-06,3.66179717689699e-05,738.823773948408,684.374373070848,376.7287016295,484.7275352397
"479","rpsC",41527.02981852,-0.472859078349764,0.105639654310906,-4.47615132247691,7.60006271528062e-06,3.67309920373166e-05,46870.8086491799,49761.4011618711,37186.8487390895,32289.0607239397
"480","livJ",37619.8138462643,0.417987118252281,0.0935932445376261,4.46599666799929,7.9696849996666e-06,3.84371266129754e-05,32588.6695414602,31775.8294842606,43650.850878917,42463.9054804193
"481","ydaM",336.965610009929,0.768579316290503,0.172162527867911,4.46426598057496,8.03437077890069e-06,3.86685412747507e-05,245.559715869645,249.693875825626,418.127460050324,434.481388294122
"482","amtB",238.424401964584,-0.889781640587636,0.199843704631054,-4.45238764078322,8.49206794581547e-06,4.07865918974332e-05,302.392313865676,321.252486580531,176.358710872711,153.694096539417
"483","glk",1247.9200665124,0.540098665563485,0.121536331593111,4.44392765919305,8.83313155093558e-06,4.23368520505504e-05,997.251247854891,1033.79354686342,1530.09811123366,1430.53736009765
"484","fabH",5111.5266130909,-0.448954840070374,0.101111045252544,-4.44021559612033,8.98687996534597e-06,4.29847667763965e-05,5890.21624136227,5921.85567087667,4442.91475372285,4191.1197864018
"485","hrpA",2075.0473408642,-0.485687260683275,0.109613287418268,-4.43091592381463,9.3833672036823e-06,4.47886496423186e-05,2395.54762119121,2450.50178744723,1714.73657379054,1739.40338102783
"486","yeeE",5053.92625834497,0.586024212546357,0.132452076748711,4.42442449323136,9.66997166096503e-06,4.6061696286284e-05,4106.95944009057,3960.84523146565,6953.33546436163,5194.56489746203
"487","yggH",2124.86561241812,-0.512327005152327,0.116102530853004,-4.41271177629175,1.02083858196151e-05,4.85265157544331e-05,2640.03502389112,2361.43415491187,1696.52112008537,1801.47215078413
"488","yidR",454.627065142095,0.747377631946604,0.169796311801881,4.40161287377459,1.0744914551651e-05,5.09722893177706e-05,349.57409333408,328.103842929405,638.368854849109,502.461469455787
"489","yejK",1657.34065288768,-0.509803496515033,0.115933563178527,-4.39737624323669,1.09567320435554e-05,5.18708275681611e-05,1945.1760899019,1955.68160669523,1419.14943866585,1309.35547628773
"490","xdhA",98.4570943097981,1.24261789229721,0.282737197119279,4.39495724283133,1.10794559361538e-05,5.23447765146858e-05,52.5433453170856,60.9009453233235,147.379579978134,133.004506620649
"491","tolA",2247.76253228343,-0.510499330972509,0.116431538027832,-4.38454511225713,1.16228395596997e-05,5.47996527105812e-05,2651.83046875822,2640.81724158261,1979.68862768381,1718.71379110906
"492","valS",8565.63833879384,-0.443547795914833,0.10117182038083,-4.3841041333964,1.16464056732639e-05,5.47996527105812e-05,9464.23603609383,10292.2597596417,7113.96264703442,7392.09491240543
"493","insF",1709.25567890026,0.550167423881425,0.125612113007903,4.37989148265353,1.1873842462282e-05,5.57564813391134e-05,1397.22406016658,1368.7487461417,1851.35247657926,2219.6974327135
"494","ybiC",4765.85845056484,-0.448337187037068,0.10243001055644,-4.37701006376477,1.20318421011159e-05,5.63840373766871e-05,5636.07802013474,5372.22463933367,3924.60229829413,4130.52884449684
"495","recJ",1173.26726804764,-0.552066260739336,0.126299793566569,-4.37107809244642,1.23634560808669e-05,5.7821011772135e-05,1335.02989632187,1456.29385504397,911.600660426548,990.144660398168
"496","yhhX",740.937991713043,-0.591544071800739,0.135593512558965,-4.362628127533,1.28509277672087e-05,5.99796326231617e-05,877.152172844409,906.662823500978,582.894518565204,597.042451941582
"497","yfeU",101.712685471841,1.27699321956434,0.293541462346565,4.35029930475946,1.35951836084007e-05,6.33256540310817e-05,50.3987189776128,64.7072544060312,170.562884693796,121.181883809925
"498","ykgG",186.999206918522,0.955625757982553,0.219755232860172,4.3485915923131,1.37014594774839e-05,6.36925274907132e-05,123.316014519691,128.653246995521,269.919904903774,226.107661255104
"499","yihW",410.270074391768,0.733183206163636,0.168842820355151,4.34240084725798,1.40934095667878e-05,6.53832527998271e-05,312.043132393304,302.982202983534,560.539189017959,465.515773172273
"500","wzxE",414.805820756932,-0.703081942251971,0.162025017626213,-4.33934186555043,1.42910058906159e-05,6.61673572735516e-05,502.914876606391,528.315700679831,322.082340514012,305.910365227494
"501","flgH",2830.02283285956,0.459040339705947,0.105878320041597,4.33554612054293,1.45398683587664e-05,6.71852200609665e-05,2428.78932945304,2334.02872951637,3319.35245018168,3237.92082228714
"502","prfB",4458.83699261911,-0.444706046397325,0.102795739556412,-4.32611359494408,1.51763179943351e-05,6.99864066870233e-05,5316.52869555328,4973.3234474659,3754.86738876875,3790.62843868851
"503","gcvP",2752.35725309001,-0.585432800730248,0.135622920385571,-4.31662140194213,1.58435559253995e-05,7.29181550045723e-05,3045.36940205149,3576.40801411217,2459.08625019696,1928.56534599942
"504","tam",198.119486304683,0.925274716384871,0.214834512122795,4.30691841474709,1.65544632933042e-05,7.60388542142843e-05,145.834591084156,125.608199729355,275.715731082689,245.319423322531
"505","ompR",1060.96028956667,0.544088426593676,0.126389152993104,4.3048664676419,1.67086488167145e-05,7.65950930904834e-05,900.743062578611,823.68528549795,1275.08175936138,1244.33105082874
"506","ugpA",46.4426579964651,1.67235986764378,0.388961455338484,4.2995516514315,1.7114398671527e-05,7.83000650683497e-05,22.5185765644653,18.270283596997,77.0016906627329,67.9800811616653
"507","yehT",397.790482496297,0.728382816647213,0.169800323865257,4.28964327079382,1.78960336181397e-05,8.17146308204999e-05,301.32000069594,296.13084663466,541.49576014438,452.215322510208
"508","nrdF",164.431940983139,1.00175999710687,0.233627487696233,4.28785160079012,1.80409551440948e-05,8.22141951940541e-05,122.243701349954,94.3964652511514,219.413419630368,221.674177701082
"509","nuoL",3766.18035871603,0.473290406621175,0.110439180654451,4.28552986192495,1.82304156916612e-05,8.29143660632529e-05,2938.13808507785,3359.44839639783,4395.72016912311,4371.41478426534
"510","asnS",7267.0001505677,-0.431011960795268,0.10074402150528,-4.2782882235119,1.88336055709527e-05,8.54897978367755e-05,8099.18137101934,8599.21347965328,6019.37947438783,6350.22627721034
"511","yddV",367.745772419329,0.720766259638599,0.168813717261877,4.26959533460476,1.95827934029081e-05,8.87165689388106e-05,289.524555828839,263.396588523374,449.59051645015,468.471428874954
"512","mrdA",1165.55492723731,-0.539215991744553,0.126519661741118,-4.26191458563875,2.02682915868283e-05,9.16427637177883e-05,1458.34591084156,1307.08653900183,927.332188626461,969.4550704794
"513","cyaA",3909.25758162005,-0.589156341232962,0.138619172425247,-4.25017932891407,2.13599434077122e-05,9.63903878925022e-05,4879.02492230081,4524.94023752293,2627.1652093855,3605.89995727094
"514","rhaS",61.6824998263415,1.46056716770569,0.344099086595156,4.24461216145015,2.1897181995362e-05,9.86225220219123e-05,31.0970819223568,31.2117344782033,100.184995378394,84.2361875264113
"515","ydhS",298.667886948575,0.759501210051107,0.179428341616357,4.23289433101392,2.30702917163535e-05,0.00010370432101623,221.968826135443,219.243403163965,382.524527808415,370.934790686478
"516","yliG",618.824408866712,-0.658129654968154,0.155802616126992,-4.22412454507005,2.39871378479329e-05,0.000107429294645333,781.716300737866,733.856391146048,424.751261397656,534.973682185279
"517","glpG",937.330677208265,-0.551566192306701,0.13057661162712,-4.22408106194221,2.3991769041744e-05,0.000107429294645333,1168.82135501272,1064.24401952508,762.565130111581,753.69220418368
"518","murQ",137.52621195778,1.0279023494398,0.243488534147913,4.22156366843695,2.42613404521355e-05,0.000108426647001339,85.7850535789153,92.1126798015268,190.434288735791,181.772825714888
"519","mipA",2829.3054549587,-0.516298285577942,0.122446216189623,-4.21653115665405,2.48089024093625e-05,0.000110660133097638,3449.63146704213,3214.80865125494,2100.57300227262,2552.20869926513
"520","guaC",1517.71478367598,-0.571717547699888,0.135646582291906,-4.2147582197801,2.50045918186084e-05,0.000111318519346305,1874.4034206993,1756.23101076134,1074.7117686046,1365.51293463867
"521","fabD",7467.26496339243,-0.413732038974224,0.0981911886625542,-4.21353529384459,2.51404280665289e-05,0.000111708427973156,8530.25126525339,8544.40262886228,6547.62763183755,6246.7783276165
"522","osmY",2269.39989037021,0.457445901735547,0.108593658771203,4.21245500807137,2.52610042233042e-05,0.000112029166239366,1934.45295820454,1885.6455195734,2584.11050062784,2673.39058307505
"523","lpxH",664.582042810908,-0.613705442155227,0.145925651689987,-4.20560357310596,2.60386306440923e-05,0.000115257036216202,769.920855870765,838.149260012239,490.161299702558,560.096755658068
"524","sfsA",2026.89246463231,0.527497127995996,0.12573670922624,4.1952515796072,2.72568879974297e-05,0.000120419266629866,1780.03986176249,1538.51013123046,2563.41112141743,2225.60874411887
"525","metH",7167.41781150007,-0.421000598763065,0.100414408890485,-4.19263135056863,2.7573733150329e-05,0.000121587032843832,8355.46421858635,8070.89777897344,6329.0421873756,5914.26706106488
"526","yhjY",366.383007360236,0.699885010565369,0.167204362086936,4.18580593131578,2.84156057421802e-05,0.000124995364000731,279.873737301211,276.33803940458,464.494069481647,444.826183253505
"527","waaD",2276.1521123126,-0.472763509360598,0.112952860059123,-4.18549392297937,2.84546681764084e-05,0.000124995364000731,2702.22918773583,2592.09648532396,1810.78169332685,1999.50108286376
"528","prpD",100.561921825287,2.58388539379968,0.617670083938571,4.18327754733327,2.87336241208187e-05,0.000125981704241847,16.0846975460466,10.6576654315816,289.791308945769,85.7140153777519
"529","tolB",8927.92904855368,-0.404320632086662,0.0969610084219489,-4.16993014683969,3.04693015486382e-05,0.0001333391929775,9985.38023658574,10368.3859412958,7642.21080448414,7715.73921184901
"530","yncE",5893.08195455545,-0.419567115999886,0.100632880300967,-4.16928457920581,3.05557269311979e-05,0.000133465109142874,6870.31047850138,6629.8291602603,5173.18885226619,4898.99932719392
"531","ytfT",50.7136119723465,1.64822347624354,0.395403657610276,4.16845783927493,3.06667470000921e-05,0.000133697776469328,17.1570107157831,27.4054253954956,97.701069873145,60.5909419049625
"532","dacA",1854.1034315979,-0.517480602236493,0.12427377413826,-4.16403706916291,3.12669317442745e-05,0.000135802902416502,2193.95274528076,2173.40248622611,1383.54650642394,1665.5119884608
"533","oppC",7046.26648204166,0.42913059743292,0.103049205552405,4.1643270817327,3.12272186060327e-05,0.000135802902416502,6117.5466333464,5885.31510368267,8476.80977424796,7705.39441688962
"534","kduI",116.718304720239,1.1010484948282,0.26472054437008,4.15928615381258,3.19243748135679e-05,0.000138398740998894,71.8449823723416,73.8423962045297,176.358710872711,144.827129431374
"535","spoT",2758.90496175064,-0.452058436932866,0.108698424877431,-4.15883153267961,3.19879703466427e-05,0.000138415236172856,3123.64826344225,3254.3942657151,2241.32878090342,2416.2485369418
"536","clpP",3157.04718405662,-0.433148245665136,0.104400321677879,-4.14891677251329,3.34052224213349e-05,0.000144278152808564,3684.46805121441,3575.64675229563,2650.34851410116,2717.72541861527
"537","efeB",597.340634337075,-0.641075085028911,0.154685746628731,-4.14437075813835,3.40748065255414e-05,0.000146623005774402,699.14818666816,762.784340174627,509.204728576137,418.225281929375
"538","purB",1074.33071647118,-0.579485556942122,0.13981252703491,-4.1447327305473,3.40210278284212e-05,0.000146623005774402,1358.62078605607,1217.25764464993,774.156782469412,947.287652709292
"539","rluD",1209.90520490445,-0.519467925949813,0.125446796045115,-4.14094215497537,3.45882186067501e-05,0.000148556078060532,1509.81694298891,1345.91089164545,995.226152436613,988.666832546828
"540","katG",6508.10765707911,0.43687806147924,0.105690215086768,4.13357150537141,3.57169103501154e-05,0.000153119717519476,5212.51431808884,5835.07182379093,7676.98576155763,7307.85872487902
"541","envR",53.7003421884234,1.56816479007498,0.379595626058524,4.13114557287656,3.60959897130244e-05,0.000154458809954993,17.1570107157831,31.9729962947448,77.0016906627329,88.669671080433
"542","rfe",1435.26937278501,-0.488406927493061,0.118274779038202,-4.12942582911365,3.63670297378494e-05,0.000155122364874364,1651.36228139412,1702.18142178689,1155.02535994099,1232.50842801802
"543","frwC",33.7549288266712,1.8256726016592,0.442125153106364,4.12931177706596,3.63850730569243e-05,0.000155122364874364,12.8677580368373,12.9414508812062,60.4421872944033,48.7683190942381
"544","yihE",1344.88461550834,-0.520786104533112,0.126138379998412,-4.12868870315022,3.64837950600704e-05,0.000155257326404528,1643.85608920596,1527.85246579888,1030.00110951011,1177.82879751842
"545","glyQ",4195.50097451467,-0.437636733291688,0.106142352828712,-4.12311128996666,3.73788988378353e-05,0.000158774588641447,4593.78961915092,5066.19738908397,3520.55041610689,3601.46647371692
"546","lsrC",39.1632494566816,1.8835790492246,0.457486742452319,4.11723198606333,3.83450047056758e-05,0.000162580010794212,6.43387901841865,21.3153308631632,78.6576409995659,50.2461469455787
"547","htrG",483.190096295191,0.639293648818982,0.155446491795825,4.11262834840092,3.91179860555338e-05,0.000165554182300842,388.177367444592,366.166933756482,616.84150047028,561.574583509409
"548","hemB",1484.17233559769,-0.502069092772539,0.122157324674228,-4.11002037013718,3.95624215958186e-05,0.000166825147530638,1787.54605395065,1693.80754180493,1153.36940960416,1301.96633703102
"549","araH",208.224465730504,0.878167361761905,0.213662166638143,4.11007421472593,3.95531974788267e-05,0.000166825147530638,162.991601799939,128.653246995521,278.199656587938,263.053357538618
"550","lldR",185.340431079846,0.89936382128282,0.218972296386633,4.10720367883816,4.00478059058766e-05,0.000168564855767463,128.677580368373,127.891985178979,261.640153219609,223.152005552423
"551","secA",6427.73943239947,-0.400372925617526,0.0977187814844474,-4.09719523243592,4.1818619637893e-05,0.00017569891916828,7330.33282831831,7307.35217698228,5556.54135524302,5516.73136905427
"552","hcaE",196.340949334887,0.885028397566308,0.216555900038876,4.086835765765,4.37296444748153e-05,0.000183395157534778,131.894519877582,141.594697876727,279.855606924771,232.018972660466
"553","flgF",6904.46759868078,0.39684079768796,0.0972944205904813,4.07876212509954,4.52761337607545e-05,0.000189537521982182,5932.03645498199,5979.71156893382,7883.97955366175,7822.14281714553
"554","glyS",8135.5311884861,-0.420106495263441,0.103165450570606,-4.07216265658553,4.65786324920929e-05,0.000194638148410099,8858.37909519274,9776.1242480265,6791.88030652041,7115.74110420475
"555","pdxH",1030.63347841312,-0.508068500879128,0.124900575894673,-4.0677834929086,4.74624485771257e-05,0.000197973997218101,1232.08783202717,1192.13600470406,854.470373805811,843.839703115454
"556","ytjC",808.935604043848,0.619884549533255,0.152490465685624,4.06507086686465,4.80178694464659e-05,0.000199930517569368,616.580072598454,656.968947675352,1109.48672567809,852.706670223497
"557","gpmA",14690.8648112778,-0.405963925513296,0.0999320897874514,-4.06239803827533,4.85711649820701e-05,0.00020187117941381,16286.2924219571,17227.3549083351,13124.2343945697,12125.5775202492
"558","sohB",2662.11338188473,-0.43047695516133,0.10624374794194,-4.05178623213269,5.0828094651634e-05,0.000210872829961528,3043.22477571202,3073.21395337821,2228.08117820876,2303.93362023992
"559","uidC",33.8072915063734,1.78156476275145,0.440375680996238,4.0455566454558,5.21989413698102e-05,0.000215710003140262,11.7954448671009,14.4639745142893,51.334460441822,57.6352862022814
"560","hisB",1560.19770955863,-0.471590755292529,0.116565043681427,-4.04573052433617,5.21602077905592e-05,0.000215710003140262,1866.89722851114,1762.32110529367,1280.04961037188,1331.52289405783
"561","proP",2718.26916170068,-0.607820921295268,0.150256506145265,-4.04522197998959,5.22735687955452e-05,0.000215710003140262,3235.16883309484,3337.37180371813,1745.37165502195,2555.16435496781
"562","pdxY",637.811607374476,-0.589814350873077,0.146425569450092,-4.02808302599164,5.62334866490513e-05,0.000231637938776786,717.377510553679,818.356452782159,517.484480260302,498.027985901765
"563","cdd",208.052948112483,0.851948781114977,0.211842364919497,4.02161664612613,5.78000726526815e-05,0.000237668149539889,130.822206707846,162.148766923349,273.23180557744,266.009013241299
"564","yeaD",933.052734886486,-0.626898549070654,0.156360333561492,-4.00931959398841,6.08939548422283e-05,0.000249945931666238,1217.07544765086,1049.78004501079,625.949227322861,839.406219561432
"565","rpsB",34035.6689944183,-0.386492382506862,0.0965469129494188,-4.0031562967668,6.25029798442073e-05,0.000256096280246619,37732.5558166859,39451.632380449,30402.4202090848,28556.0675714534
"566","csiR",239.213758780399,0.804819806991733,0.201180599736695,4.00048418209848,6.32130126877285e-05,0.00025854792291889,167.280854478885,178.896526887263,332.846017703426,277.831636052023
"567","araA",67.1256951905148,1.31474392640746,0.329059933831232,3.99545429642542,6.45703134002635e-05,0.000263633642895256,38.6032741105119,35.018043560911,94.3891691994791,100.492293891157
"568","dos",245.614685007864,0.790679485887181,0.198001149946518,3.99330754442966,6.51579675584598e-05,0.000265564603693371,191.944057382823,165.193814189515,297.243085461518,328.077782997602
"569","rluB",1368.44562481061,-0.491665379567424,0.123164340165334,-3.99194587416632,6.55333323838411e-05,0.000266625069364837,1528.04626687443,1671.73094912523,1088.78734646768,1185.21793677512
"570","rpsD",53211.0664884288,-0.380600303725008,0.0955349225698936,-3.98388666140971,6.77972166920065e-05,0.000275351853757886,60139.6118114986,60313.2512009534,47809.770149873,44581.6327913904
"571","panE",504.102443844607,-0.606964005321707,0.152439964477708,-3.98165932012184,6.84358245314225e-05,0.00027745872817906,588.699930185306,630.324784096398,392.460229829413,404.924831267311
"572","asnA",558.279197900724,-0.587508789599968,0.147697560131113,-3.97778263282364,6.95609163990752e-05,0.000281527135426327,651.966407199756,690.46446760318,435.51493858707,455.170978212889
"573","ycaM",68.1659196255448,1.30918530680624,0.329197977129699,3.97689353446557,6.98214060589511e-05,0.00028208822866749,40.7479004499848,34.2567817443695,92.7332188626461,104.925777445179
"574","napA",309.210176666432,0.779903175760306,0.197050952781536,3.95787569027874,7.56192923593255e-05,0.000304980247058952,189.79943104335,261.112803073749,416.471509713491,369.456962835137
