"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_starvation1","K12_starvation2"
"36","imp",1121.07819398735,-0.0283233957652612,0.0565358664248009,-0.500981015351281,0.616384483966887,0.999974208147515,1167.77505644073,1118.76055176611,1122.72907550872,1075.04809223381
"37","djlA",12.4806232076154,0.00114926740110211,0.0153786108328993,0.0747315484857385,0.940428305788076,0.999974208147515,11.7203700920146,12.7020848672135,13.3049024444972,12.1951354267361
"38","rluA",30.6351752537403,-0.00150076747643939,0.0231778636873489,-0.0647500346314726,0.948373024499606,0.999974208147515,28.768181134945,33.22083734502,28.6567129573786,31.8949695776175
"39","hepA",45.0462714324471,-0.00366897753812071,0.0274407351837345,-0.133705511661929,0.89363544662617,0.999974208147515,47.9469685582417,43.9687553095853,46.0554315386441,42.2139303233173
"40","polB",24.8893159852893,0.00817100659262953,0.0211272111919535,0.386752729377815,0.698939275529631,0.999974208147515,23.4407401840293,22.4729193804547,24.5628968206102,29.080707556063
"41","araD",10.0334678319778,0.00346586674027508,0.0137848223953638,0.251426289064177,0.801484544621516,0.999974208147515,10.6548819018315,7.81666761059294,12.2814484103051,9.38087340518162
"42","araA",62.8998140445983,0.00562137404183899,0.0310689766361658,0.18093206312098,0.856420901443741,0.999974208147515,67.1257559815383,55.6937567254747,70.6183283592543,58.161415112126
"43","araC",284.480129707677,-0.00515142432217095,0.0490257804209748,-0.105075824962636,0.916315641979481,0.999974208147515,264.241071165421,308.758370618421,260.980778718983,303.940298327884
"44","yabI",94.9297681521026,0.00762929055828193,0.0368311075031702,0.207142577985885,0.835898510713175,0.999974208147515,94.8284489263002,90.8687609731429,99.2750413166329,94.7468213923343
"45","thiQ",4.76087040744087,0.00065755505662997,0.00971317282191662,0.0676972466860958,0.946026641111316,0.999974208147515,5.32744095091574,3.90833380529647,5.11727017096046,4.69043670259081
"46","tbpA",6.42126179745435,0.00381072956399933,0.0111265057037758,0.34249113472401,0.7319813145221,0.999974208147515,4.26195276073259,6.83958415926882,6.14072420515255,8.44278606466345
"47","setA",28.4206980952167,-0.00240492249638735,0.0224601603808482,-0.10707503666973,0.914729451144634,0.999974208147515,27.7026929447619,30.2895869910476,26.6098048889944,29.080707556063
"48","leuD",78.7935183493317,-0.00509667120623001,0.0343543028830876,-0.148356123644094,0.882061725080334,0.999974208147515,83.1080788342856,77.1895926546052,79.8294146669832,75.0469872414529
"49","leuC",76.5099504626523,0.00269024755104909,0.0332055580242311,0.0810179894909741,0.935427645989066,0.999974208147515,83.1080788342856,68.3958415926882,86.9935929063278,67.5422885173076
"50","leuB",70.8309033884684,0.00319359555120997,0.0328239248002829,0.0972947498095181,0.922492325266235,0.999974208147515,73.5186851226372,66.44167469004,76.7590525644069,66.6042011767895
"51","leuA",69.7365150081049,0.00422678378727571,0.0320328561779407,0.131951511404296,0.895022644584878,0.999974208147515,74.5841733128204,62.5333408847435,80.8528687011752,60.9756771336805
"52","leuO",15.6631943010578,-0.000254652670436863,0.0170290838375808,-0.0149539853620827,0.988068890634563,0.999974208147515,13.8513464723809,17.5875021238341,14.3283564786893,16.8855721293269
"53","ilvI",31.1360691364156,-0.0016094223339659,0.0233498290317151,-0.0689265146986685,0.945048113027164,0.999974208147515,29.8336693251282,33.22083734502,28.6567129573786,32.8330569181357
"54","fruR",222.477800948275,-0.00202004887358244,0.0476004985764822,-0.0424375570423221,0.966149889114265,0.999974208147515,220.556055367912,225.706277255871,224.136433488068,219.51243768125
"55","mraW",84.9695869244345,-0.00426585561410724,0.0343283795734847,-0.124266151420739,0.901104546783299,0.999974208147515,75.6496615030035,96.7312616810876,73.6886904618306,93.8087340518162
"56","ftsI",50.4171843707432,-0.00296662766497354,0.0281504103365766,-0.105384881765611,0.916070411863608,0.999974208147515,44.7505039876922,57.6479236281229,42.9850694360679,56.2852404310897
"57","murE",39.8182009727626,-0.00221587355004516,0.0259763918097385,-0.0853033618477541,0.932020218909154,0.999974208147515,42.6195276073259,38.1062546016406,41.9616154018758,36.5854062802083
"58","murF",25.112592067626,-0.0020919094667201,0.0210266521992007,-0.0994884704850742,0.920750441703284,0.999974208147515,28.768181134945,22.4729193804547,27.6332589231865,21.5760088319177
"59","mraY",27.2449771501345,-0.00211538473994064,0.0211522859208357,-0.100007382079538,0.920338464777549,0.999974208147515,34.0956220858607,21.4958359291306,32.7505290941469,20.6379214913996
"60","murD",24.3999924508298,0.0227651429251563,0.0204194611998723,1.11487480998268,0.264904072648468,0.999974208147515,14.9168346625641,22.4729193804547,24.5628968206102,35.6473189396901
"61","ftsW",29.3348406330046,-0.00243187340764987,0.0225717893733642,-0.107739504716432,0.914202331654657,0.999974208147515,26.6372047545787,33.22083734502,25.5863508548023,31.8949695776175
"62","murG",21.6209655798008,0.0001953022084196,0.0195267774674497,0.0100017634115593,0.99201988044224,0.999974208147515,25.5717165643956,17.5875021238341,24.5628968206102,18.7617468103632
"63","murC",27.1753989783313,-0.00129401614280791,0.0220214502927324,-0.058761622218631,0.953141976646558,0.999974208147515,26.6372047545787,28.3354200883994,25.5863508548023,28.1426202155448
"64","ddlB",116.827798363147,-0.00659160218840592,0.0395933714268593,-0.166482467919726,0.867777279207649,0.999974208147515,117.203700920146,120.181264512866,113.603397795322,116.322830224252
"65","ftsQ",169.09461058391,-0.00520238622244585,0.0436080116573999,-0.119298863321668,0.905038584007293,0.999974208147515,183.263968711501,158.287519114507,179.104455983616,155.722498526015
"66","ftsA",207.371132696815,-0.00359951431189671,0.0464918618259754,-0.0774224599860106,0.938287473921908,0.999974208147515,199.246291564249,217.889609645278,197.526628599074,214.822000978659
"67","ftsZ",392.839346687639,-0.0190012354720588,0.0529746938543337,-0.358685139819913,0.719830646366858,0.999974208147515,404.885512269596,396.695881237591,388.912532992995,380.863460250374
"68","lpxC",4928.30251673424,-0.0328739776449426,0.0555717346508553,-0.591559321505481,0.554145720369662,0.999974208147515,4779.7800211616,5266.47980263699,4599.40242965926,5067.54781347911
"69","secA",208.315120081805,-0.0083440444330139,0.0468698429779774,-0.178025867015055,0.858702661280144,0.999974208147515,212.032149846446,210.072942034685,205.71426087261,205.441127573477
"70","yacF",23.9096517021546,-0.00512784351446403,0.0204142746037405,-0.251189112226621,0.801667901952612,0.999974208147515,29.8336693251282,20.5187524778065,25.5863508548023,19.6998341508814
"71","coaE",35.3844530154641,-0.00293955039437208,0.0247112818499846,-0.118955803758676,0.905310370571229,0.999974208147515,34.0956220858607,38.1062546016406,32.7505290941469,36.5854062802083
"72","guaC",15.9093087819043,0.00290329673208668,0.0171840135150583,0.168953354787724,0.865833331330925,0.999974208147515,13.8513464723809,16.61041867251,15.3518105128814,17.8236594698451
"73","hofC",5.0051412702719,-0.000457118312372116,0.00996620380381328,-0.0458668437221014,0.963416381228026,0.999974208147515,5.32744095091574,4.88541725662058,5.11727017096046,4.69043670259081
"74","hofB",3.00308476216314,-0.000280187255630616,0.00781451464215436,-0.0358547227129351,0.971398198674131,0.999974208147515,3.19646457054944,2.93125035397235,3.07036210257627,2.81426202155448
"75","nadC",12.4476888884799,-0.0010955525675497,0.0153322833978561,-0.0714539732355122,0.943036454913259,0.999974208147515,11.7203700920146,13.6791683185376,11.257994376113,13.1332227672543
"76","ampE",45.393814297513,-0.00325103972674755,0.0259538987935241,-0.125262094632146,0.900316059875154,0.999974208147515,56.4708740797069,36.1520876989923,54.2430638121809,34.709231599172
"77","aroP",148.761302872408,-0.00980053461660036,0.0422632716922003,-0.231892473634715,0.816621530383564,0.999974208147515,160.888716717655,142.654183893321,154.541559163006,136.960751715652
"78","pdhR",33.0031662780975,0.00351056754768094,0.023995508836023,0.146301025399,0.883683756417202,0.999974208147515,33.0301338956776,31.2666704423717,35.8208911967232,31.8949695776175
"79","aceE",472.107881308896,0.00364345032387239,0.0540871767198205,0.0673625532858925,0.946293079595529,0.999974208147515,458.159921778754,482.679224954114,462.601223454825,484.991155047889
"80","aceF",385.775364642088,0.00105361096249669,0.0521081836771674,0.0202196831312382,0.983868126226759,0.999974208147515,361.200496472087,409.397966104805,365.373090206577,407.129905784882
"81","lpd",652.348046036511,-0.0161487528057265,0.0555885236944301,-0.290505157044575,0.771429806064575,0.999974208147515,642.489378680438,680.050082121585,627.377322959752,659.475400384268
"82","acnB",647.671478245445,-0.000315539711141934,0.0540975600299297,-0.00583279007347763,0.995346133242524,0.999974208147515,590.280457361464,705.454251856012,589.509523694645,705.441680069657
"83","speD",54.7958968241914,-0.00434065461267255,0.0296455821949782,-0.146418261720218,0.883591211898566,0.999974208147515,52.2089213189743,59.6020905307711,50.1492476754125,57.2233277716079
"84","speE",34.9056603175036,-0.00291082980159509,0.0245984311204785,-0.118333961517237,0.905803049034439,0.999974208147515,34.0956220858607,37.1291711503164,32.7505290941469,35.6473189396901
"85","cueO",19.499413631713,0.00265609928665756,0.0189246113556463,0.140351589617458,0.888382205049745,0.999974208147515,19.1787874232967,18.5645855751582,21.4925347180339,18.7617468103632
"86","gcd",108.913419900668,0.000258734176040682,0.0382726729785257,0.00676028497371622,0.994606114077613,0.999974208147515,115.07272453978,102.593762389032,116.673759897898,101.313432775961
"87","can",41.7989158074529,-0.00244356150911625,0.0265654618628621,-0.0919826473083943,0.926711826578514,0.999974208147515,44.7505039876922,40.0604215042888,42.9850694360679,39.3996683017628
"88","yadG",28.6570635483618,0.00269335887561871,0.0225491490978456,0.119443925087002,0.904923663172161,0.999974208147515,27.7026929447619,28.3354200883994,27.6332589231865,30.9568822370993
"89","yadH",34.7935616470878,0.00213803953610092,0.0244876076233537,0.0873110827724095,0.930424244885859,0.999974208147515,37.2920866564102,31.2666704423717,36.8443452309153,33.7711442586538
"90","yadD",13.8417082309476,0.00304984658134903,0.0158110546811261,0.192893304264495,0.847042528982692,0.999974208147515,9.58939371164833,16.61041867251,12.2814484103051,16.8855721293269
"91","panC",51.0060480764042,0.000812919619227091,0.02871597503713,0.0283089680282831,0.977415728015414,0.999974208147515,46.8814803680585,54.7166732741506,47.0788855728362,55.3471530905715
"92","yadL",2.69435396320334,0.00495118889432623,0.0069600086572808,0.711376829847308,0.476850753120331,0.999974208147515,0,2.93125035397235,4.09381613676837,3.75234936207265
"93","pcnB",17.9316228567124,-0.00155315694958795,0.018183785960975,-0.0854143880114537,0.931931954985312,0.999974208147515,17.0478110429304,19.5416690264823,16.3752645470735,18.7617468103632
"94","yadB",10.1406111149435,-0.000829319091606801,0.013404506786554,-0.0618686763200188,0.950667412369217,0.999974208147515,13.8513464723809,6.83958415926882,13.3049024444972,6.56661138362713
"95","sfsA",1577.57800679006,-0.0308079706032607,0.0564519938878015,-0.545737510432167,0.585246383582804,0.999974208147515,1666.42352944644,1552.58560415402,1600.68210947643,1490.62078408336
"96","mrcB",42.1878727669111,0.00243096946003415,0.0261658141644958,0.0929063183263265,0.925977986162608,0.999974208147515,36.226598466227,46.9000056635576,36.8443452309153,48.7805417069444
"97","fhuA",309.893894057501,-0.0117426585784561,0.0506647106865795,-0.231771945784873,0.816715147796826,0.999974208147515,301.533157821831,327.322956193579,292.707853778938,318.011608435657
"98","fhuC",16.2509738999996,-0.000374779640672617,0.017408429362694,-0.0215286303470757,0.982823965038041,0.999974208147515,17.0478110429304,15.6333352211859,16.3752645470735,15.9474847888087
"99","fhuD",1.21344890446916,0.000997827256794831,0.00480718579450091,0.207569937890954,0.835564779186149,0.999974208147515,0,1.95416690264823,1.02345403419209,1.87617468103632
"100","hemL",237.487921311661,0.0417036251144629,0.0469611803419914,0.888044653280844,0.374516732325443,0.999974208147515,205.639220705348,238.408362123085,228.230249624836,277.673852793376
"101","clcA",132.02487671868,-0.001368980527265,0.0411878793577901,-0.0332374608406753,0.973485225184038,0.999974208147515,129.989559202344,134.837516282728,131.002116376588,132.270315013061
"102","yadS",6.48496222228685,-0.000587189913461092,0.0112773837182069,-0.0520679200188157,0.958474574395198,0.999974208147515,6.39292914109889,6.83958415926882,6.14072420515255,6.56661138362713
"103","btuF",2.48084920606933,-0.000233040309640693,0.00712060746260457,-0.0327275883222823,0.973891823371587,0.999974208147515,2.1309763803663,2.93125035397235,2.04690806838418,2.81426202155448
"104","pfs",112.98494287525,-0.00746238630710096,0.0377665847191284,-0.197592299187206,0.843364060375553,0.999974208147515,128.924071012161,101.616678937708,123.837938137243,97.5610834138888
"105","dgt",15.7992377742039,-0.00128338838790902,0.0165487526143482,-0.0775519713066645,0.938184448599374,0.999974208147515,11.7203700920146,20.5187524778065,11.257994376113,19.6998341508814
"106","degP",212.407233151281,0.0134730209895029,0.0464809208301938,0.289861318340123,0.771922335246565,0.999974208147515,215.228614416996,200.302107521444,233.347519795797,200.750690870887
"107","cdaR",48.1816901342241,0.000149100435813741,0.0277105298073354,0.00538064183003358,0.995706889671808,0.999974208147515,41.5540394171428,54.7166732741506,42.9850694360679,53.4709784095352
"108","dapD",99.5131798909795,0.000943375470172043,0.0374331917481274,0.0252015771596403,0.979894178965437,0.999974208147515,95.8939371164833,102.593762389032,98.2515872824408,101.313432775961
"109","glnD",26.8819703586207,0.000809801437887255,0.0215549202970182,0.0375692151364289,0.970031153348029,0.999974208147515,30.8991575153113,22.4729193804547,30.7036210257628,23.452183512954
"110","map",124.031193354198,-0.00338397889320044,0.0402744616052719,-0.084022945517352,0.933038188389751,0.999974208147515,127.858582821978,122.135431415515,127.931754274011,118.199004905288
"111","rpsB",504.758289429506,-0.0181992710013485,0.0526945093938214,-0.345373193729411,0.729813827057,0.999974208147515,466.683827300219,562.800067962691,448.272866976136,541.276395478979
"112","tsf",191.067910466977,-0.0111996246765759,0.0444967446479251,-0.251695371542154,0.801276534828365,0.999974208147515,176.871039570403,213.004192388658,169.893369675887,204.503040232959
"113","pyrH",66.6681582707428,-0.00325416400983557,0.031804031233258,-0.102319230727979,0.918503291502533,0.999974208147515,61.7983150306226,73.2812588493088,59.3603339831413,72.2327252198984
"114","dxr",51.0533622152683,-0.0037454026020925,0.0276722085097514,-0.135348886257946,0.892336035006911,0.999974208147515,42.6195276073259,61.5562574334194,40.9381613676837,59.0995024526442
"115","ispU",44.5240358763533,-0.00363968416115951,0.0273365741336522,-0.133143390366496,0.894079980050352,0.999974208147515,46.8814803680585,43.9687553095853,45.031977504452,42.2139303233173
"116","cdsA",77.6169932979508,0.0196624009935231,0.0342075416377436,0.574797253826278,0.565428424234071,0.999974208147515,73.5186851226372,71.3270919466605,84.9466848379436,80.6755112845619
"117","yaeL",145.709981611861,-0.00904888138889957,0.0424562890805489,-0.213134062935455,0.831222396601668,0.999974208147515,150.233834815824,146.562517698618,145.330472855277,140.713101077724
"118","yaeT",226.626134914974,-0.0129585967823535,0.0469688915775523,-0.275897436518318,0.782626842891535,0.999974208147515,215.228614416996,247.202113185002,206.737714906803,237.336097151095
"119","lpxD",159.948227616529,-0.010348322044786,0.0431609003987963,-0.239761495918064,0.810515158184446,0.999974208147515,153.430299386373,172.943770884369,147.377380923661,166.041459271715
"120","lpxA",111.201943174798,-0.00795672964126721,0.0387783639058529,-0.205184769026995,0.837427768841145,0.999974208147515,108.679795398681,118.227097610218,104.392311487593,113.508568202698
"121","lpxB",19.1942295180611,-0.00144186344453406,0.0175099421666425,-0.082345414440083,0.934372041517972,0.999974208147515,12.7858582821978,26.3812531857512,12.2814484103051,25.3283581939904
"122","dnaE",54.1269475087551,-0.00124505348006801,0.028205586826682,-0.0441420874424146,0.964791144535194,0.999974208147515,64.994779601172,43.9687553095853,63.4541501199097,44.0901050043536
"123","accA",70.0914535417084,0.00328838039299552,0.0328996069683795,0.0999519658747309,0.920382460074298,0.999974208147515,67.1257559815383,71.3270919466605,70.6183283592543,71.2946378793803
"124","ldcC",127.09763164827,0.000530708284764221,0.0407106222274412,0.0130361133219549,0.989598981040331,0.999974208147515,127.858582821978,126.043765220811,126.908300239819,127.57987831047
"125","nlpE",43.0887418891908,0.000583658413183078,0.0267832308969113,0.0217919344917564,0.982613928003901,0.999974208147515,45.8159921778754,40.0604215042888,47.0788855728362,39.3996683017628
"126","proS",145.117246625469,-0.00811153804901629,0.0422203326614515,-0.192123972922231,0.847645097021549,0.999974208147515,153.430299386373,141.677100441997,148.400834957853,136.960751715652
"127","yaeB",10.9244250783317,-0.000958120214373381,0.014350114336871,-0.0667674272052035,0.946766854848605,0.999974208147515,9.58939371164833,12.7020848672135,9.21108630772883,12.1951354267361
"128","metQ",72.320289323485,0.012320252590379,0.0318774581680301,0.38648792276465,0.699135345346543,0.999974208147515,79.9116142637361,57.6479236281229,86.9935929063278,64.7280264957531
"129","metI",27.5615910612791,-0.000236245452446187,0.0220713184105269,-0.0107037308805943,0.991459821462199,0.999974208147515,29.8336693251282,25.404169734427,29.6801669915707,25.3283581939904
"130","metN",19.5156370694571,-0.000613355846250791,0.0182389404155973,-0.0336289188009119,0.973173061437029,0.999974208147515,14.9168346625641,24.4270862831029,14.3283564786893,24.3902708534722
"131","dkgB",10.9244250783317,-0.000958120214373381,0.014350114336871,-0.0667674272052035,0.946766854848605,0.999974208147515,9.58939371164833,12.7020848672135,9.21108630772883,12.1951354267361
"132","yafC",42.941865281624,-0.000485650926288732,0.0263825091580241,-0.0184080643497483,0.985313319112783,0.999974208147515,49.0124567484248,37.1291711503164,48.1023396070283,37.5234936207265
"133","yafD",219.114358219938,-0.0110430114491203,0.0443662451359321,-0.248905703317601,0.803433723507931,0.999974208147515,253.586189263589,193.462523362175,244.60551417191,184.803206082078
"134","mltD",129.364378333107,-0.00362440510049905,0.0400416486334411,-0.0905158809438257,0.927877274587479,0.999974208147515,118.269189110329,142.654183893321,117.697213932091,138.836926396688
"135","gloB",62.1478502936264,0.00348788625094946,0.0297019732506346,0.117429445563013,0.906519751303606,0.999974208147515,72.4531969324541,49.83125601753,74.7121444960227,51.5948037284989
"136","yafS",26.9408771432018,-0.00229150969199234,0.0219481770295543,-0.104405467884951,0.91684758365429,0.999974208147515,26.6372047545787,28.3354200883994,25.5863508548023,27.2045328750267
"137","dnaQ",95.8216254604759,0.0188711795419587,0.0365296151585577,0.516599462108972,0.605435791265521,0.999974208147515,98.0249134968496,83.0520933625499,107.46267359017,94.7468213923343
"138","yafV",54.3877441072521,0.0115728175820785,0.0297467343841676,0.389044976588691,0.697242875540051,0.999974208147515,51.1434331287911,51.7854229201782,58.3368799489492,56.2852404310897
"139","fadE",1961.81362441496,0.040543815348066,0.0559065198558469,0.725207282667691,0.468324875731503,0.999974208147515,1913.61678956893,1914.10648114395,1999.82918281135,2019.7020441356
"140","yafJ",10.7449387470524,0.000178845423129713,0.0143364982018215,0.0124748331574435,0.990046781381493,0.999974208147515,10.6548819018315,10.7479179645653,11.257994376113,10.3189607456998
"141","yafK",22.5564497910072,0.000186680479797896,0.0201535914027975,0.00926288898424245,0.992609389578292,0.999974208147515,24.5062283742124,20.5187524778065,24.5628968206102,20.6379214913996
"142","dinB",54.1307964919848,0.00653844640265134,0.0296957978396353,0.220180863230568,0.825730299863022,0.999974208147515,52.2089213189743,52.7625063715023,55.2665178463729,56.2852404310897
"143","pepD",148.870429223087,0.000810145799785981,0.0426445008484699,0.0189976616836177,0.984842970780242,0.999974208147515,143.840905674725,153.402101857886,145.330472855277,152.90823650446
"144","frsA",40.8475327539254,0.00436514477746055,0.0246832851436881,0.176846183644108,0.859629211428939,0.999974208147515,47.9469685582417,31.2666704423717,53.2196097779888,30.9568822370993
"145","phoE",1.26740030160017,-0.00135693409862436,0.00516889847265412,-0.26251900783178,0.792921332958361,0.999974208147515,2.1309763803663,0.977083451324117,1.02345403419209,0.938087340518162
"146","proB",44.8724999999141,-0.00365792034965874,0.0273885202605227,-0.133556698750578,0.893753126722959,0.999974208147515,43.6850157975091,47.8770891148817,41.9616154018758,45.9662796853899
"147","proA",138.365912355636,-0.00686834315141019,0.0415982238911499,-0.165111452099075,0.868856259255989,0.999974208147515,145.971882055091,134.837516282728,142.260110752701,130.394140332024
"148","yagR",14.4931882547219,-0.00127286358763613,0.0165095469750124,-0.0770986381130048,0.938545076405828,0.999974208147515,14.9168346625641,14.6562517698618,14.3283564786893,14.0713101077724
"149","yagS",2.00205650810876,-0.000190577034388249,0.00644982291786865,-0.0295476382553501,0.97642782567635,0.999974208147515,2.1309763803663,1.95416690264823,2.04690806838418,1.87617468103632
"150","yagT",3.00308476216314,-0.000280187255630616,0.00781451464215436,-0.0358547227129351,0.971398198674131,0.999974208147515,3.19646457054944,2.93125035397235,3.07036210257627,2.81426202155448
"151","yagU",33.687417772783,-0.0026179647009469,0.0233699873878834,-0.112022512357206,0.910805556638479,0.999974208147515,27.7026929447619,41.0375049556129,26.6098048889944,39.3996683017628
"152","yagV",3.75984215338649,0.000755459013410925,0.00867551043466425,0.087079488763264,0.930608329040334,0.999974208147515,4.26195276073259,2.93125035397235,4.09381613676837,3.75234936207265
"153","yagW",9.57493270071647,-0.000830254828473789,0.0134009515111862,-0.0619549162446224,0.950598734614422,0.999974208147515,11.7203700920146,7.81666761059294,11.257994376113,7.50469872414529
"154","yagX",10.6685615697837,-0.00203908464578594,0.0141429098309734,-0.144177165106454,0.885360572139641,0.999974208147515,9.58939371164833,12.7020848672135,8.18763227353673,12.1951354267361
