"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_batch1","IAI1_batch2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"380","guaC",676.622191215661,-2.41955839479716,0.165992227069146,-14.5763355159351,3.9727668603907e-48,2.46834277825854e-47,1224.52398445863,1055.4874527196,197.179054979983,229.298272704437
"381","murP",267.240750829557,3.58450384519373,0.246046277320564,14.5684132441623,4.46133367090926e-48,2.76462173150046e-47,32.3578876722228,50.4759157577262,505.198407138062,480.930792750216
"382","glnP",937.693806289425,2.02636499763129,0.13953794673372,14.5219637028069,8.79540170533719e-48,5.43611084458144e-47,342.612928294123,396.596480953563,1436.25690343408,1575.30891247594
"383","rffD",270.21513840258,-4.13674790521089,0.284948232621668,-14.5175418957707,9.38144977266247e-48,5.78318613923136e-47,525.339823384323,499.351023746077,33.8354591385769,22.3342473413413
"384","ydcS",195.244021742476,4.35202023415849,0.30057334204221,14.4790625961344,1.64322885338012e-47,1.00812811925452e-46,17.765114800436,18.0271127706165,407.192249633219,337.991609765631
"385","pgk",5178.15262518511,-1.44808930521756,0.100012841529871,-14.4790337227352,1.64391921182969e-47,1.00812811925452e-46,7302.09665136494,7857.11710107321,2664.83409215551,2888.56265614681
"386","ybbK",570.862747060149,2.39605779492495,0.165524698340519,14.4755303525505,1.72986291829276e-47,1.05808454665523e-46,162.423906746844,202.805018669436,974.227875196956,943.994187627358
"387","putP",3281.56899098512,1.54315113790355,0.106653777368411,14.4687902855337,1.9079834128643e-47,1.16401778753814e-46,1730.19528788532,1618.83472680136,4628.45746216326,5148.78848709054
"388","tdcA",187.462123769936,5.77779974264768,0.400609318705131,14.4225295640225,3.73402203728098e-47,2.27217165722175e-46,5.07574708583887,8.11220074677743,373.356790494642,363.303756752485
"389","hisD",610.603227669711,-2.74750322141119,0.190874909763141,-14.394260748155,5.6222825207827e-47,3.41239306724112e-46,1204.22099611527,922.086818217035,149.342716197857,166.762380148682
"390","mglA",1077.81642950714,2.19054151445076,0.152301739080312,14.3829054591139,6.62536845008532e-47,4.01089613093627e-46,355.93676439445,419.130371916834,1951.9559703048,1584.24261141248
"391","fdnG",316.476686787314,2.94160290003911,0.204599770561083,14.3773519001132,7.17892339823198e-47,4.33489466578662e-46,71.0604592017441,73.9111623595277,523.866246662795,597.06887892519
"392","araC",668.513151595059,2.14718869747279,0.149658320953933,14.3472723987978,1.10810353484077e-46,6.67406236163026e-46,239.194581420157,252.379578788631,1025.56443388997,1156.91401228148
"393","acnB",15488.3324858439,1.56134250219875,0.109226987431947,14.2944755587216,2.36883559204075e-46,1.42310962666876e-45,8499.97296362291,7163.974615043,22280.0664727678,24009.3158919419
"394","manX",2484.91043833677,-1.45205988032735,0.10178257940258,-14.2662908412256,3.54962462467148e-46,2.12707201493639e-45,3697.68175203361,3582.88866316003,1332.41704607775,1326.65429207567
"395","asnB",885.521832516236,-2.05654672155647,0.144407217891934,-14.2413014500111,5.07726064589327e-46,3.03478794555798e-45,1514.47603673717,1343.01990141093,357.022430910501,327.568961006339
"396","glyQ",1053.88092967395,-1.8851683702996,0.132493964845505,-14.2283338905119,6.11206640039659e-46,3.64408807356979e-45,1615.99097845395,1704.46351246179,473.696427940077,421.372799839972
"397","yojI",322.46408794073,-3.22574520141847,0.227178471878183,-14.1991676180839,9.2707027945949e-46,5.51338269472004e-45,604.648371600555,562.445918443235,67.6709182771539,55.0911434419752
"398","pyrD",262.686013835633,-3.89541134647351,0.274635441045393,-14.1839353713626,1.15200769283174e-45,6.83389488134607e-45,514.553860826915,471.408998951622,35.0021991088727,29.7789964551217
"399","cysQ",687.016139604497,2.01851060981166,0.142529456623036,14.1620592517254,1.57315779421489e-45,9.30883597027907e-45,267.745658778,275.814825390433,1139.90495097895,1064.5991232706
"400","can",1529.23472106857,-1.62171723812576,0.114688685205435,-14.1401676653706,2.14772075220987e-45,1.26769217399187e-44,2360.22239491507,2256.99451888119,737.379661226918,762.342309251116
"401","srlR",411.636793828842,2.59119653034491,0.18331691895478,14.135064810816,2.30921301668202e-45,1.359613948226e-44,127.528145531701,104.557254069576,684.876362563609,729.585413150482
"402","ynfK",379.081899066249,2.78366994639469,0.197062755363978,14.1258044487058,2.63374994555788e-45,1.54683672175676e-44,83.7498269163413,109.06403226223,690.710062415088,632.803674671336
"403","cof",366.936335879527,3.1513914011676,0.223587288067787,14.0946805536286,4.09496642716563e-45,2.39906097631217e-44,89.46004238791,55.8840495889112,630.039583959708,692.36166758158
"404","thiD",478.315358716918,-2.72216203167348,0.193424887804946,-14.0734838342963,5.52777322835322e-45,3.23046351290642e-44,902.848512893588,760.744158920017,136.508576524603,113.160186529463
"405","yqjA",646.932515933219,2.15725508485984,0.153897187904338,14.0175081444684,1.21817300398924e-44,7.1014974380706e-44,235.387771105777,237.056532933607,977.728095107844,1137.55766458565
"406","thiE",833.225132614294,-2.57161981885241,0.18372582180387,-13.9970516588444,1.62472377367298e-44,9.44820894000467e-44,1647.71439774044,1207.81655563131,255.516053494771,221.853523590657
"407","yeaX",217.726305481426,3.61266855472026,0.258344594017542,13.983913882382,1.95437674725961e-44,1.13373058974937e-43,34.8957612151422,29.7447360715172,434.027268950021,372.237455689021
"408","malP",395.282382346209,-2.69569984651059,0.192981867907237,-13.9686690555113,2.42108880395826e-44,1.40102712405526e-43,666.191805016351,704.860109331106,107.34007726721,102.73753777017
"409","codA",390.441290779173,-2.75676565169537,0.197463361273467,-13.9608970186501,2.70013870880017e-44,1.55868642823404e-43,647.792221830185,713.873665716414,100.339637445435,99.7596381246577
"410","ydeN",332.24714416753,3.09104592426715,0.222113948009377,13.916487244361,5.0302586993222e-44,2.89669287539017e-43,76.136206287583,61.2921834200962,521.532766722203,670.027420240238
"411","hisC",563.031259365927,-2.62236036210691,0.188637335722712,-13.901597751368,6.19430117482574e-44,3.55833213473566e-43,1074.78944542638,862.597346074,143.509016346378,171.22922961695
"412","recQ",260.886455960295,-3.74246107110057,0.270204538449012,-13.850474505656,1.26374507030655e-43,7.24199541503343e-43,512.015987283996,460.592731289252,39.6691589900557,31.2679462778778
"413","smf",631.097133466156,2.04853275364452,0.14793877421562,13.8471659272963,1.32330973776967e-43,7.5649740699133e-43,239.194581420157,251.4782231501,976.561355137548,1057.15437415682
"414","ileS",3406.65521757499,-1.33635981782227,0.0972659746206219,-13.7392322755684,5.90991422468616e-43,3.37036412668697e-42,4916.49552102067,4847.49062401878,1977.62424965131,1885.0104756092
"415","ygiQ",273.620050595998,-3.49057669991561,0.254087982985251,-13.7376693651751,6.03886374372354e-43,3.43560416841717e-42,527.243228541512,479.521199698399,49.0030787524218,38.7126953916582
"416","truB",560.239766887597,-2.35203678254456,0.171275414793701,-13.7324833536533,6.48712737947484e-43,3.68175666897598e-42,881.276587778773,995.096624938032,194.845575039391,169.740279794194
"417","allB",226.114946219142,3.72060772640404,0.27108433000198,13.7249088738433,7.20196253165253e-43,4.07765792259751e-42,29.1855457435735,34.2515142641714,480.696867761852,360.325857106973
"418","usg",464.600103556765,-2.40084557873014,0.17517448641891,-13.705452362445,9.41785207590345e-43,5.31950927062394e-42,777.223772519076,786.883472437411,152.842936108744,141.450233161828
"419","yeeN",821.142429443084,-2.09886552715981,0.153194086215908,-13.7006954968334,1.00556459442004e-42,5.66620049504943e-42,1228.96526315874,1436.76088781814,325.520451712516,293.323115082949
"420","cdd",228.705183535223,3.21870767196762,0.235383707585429,13.6743010167747,1.44589987196153e-42,8.12802285166943e-42,43.7783186153602,44.1664262880105,402.525289752036,424.350699485484
"421","ispU",978.603064153641,-1.76977773200393,0.129465075840084,-13.6699238811706,1.53555730468165e-42,8.61152208159945e-42,1483.38708583641,1544.92356444184,446.861408623275,439.240197713045
"422","recR",282.759608686182,-3.26641067456028,0.239118426251631,-13.6602215302427,1.75449192453804e-42,9.81600813704814e-42,508.843645355346,517.378136516694,57.1702585444921,47.6463943281947
"423","zwf",1805.10666738959,-1.5375118555594,0.113734084767986,-13.5184791674006,1.21665016625559e-41,6.79080624711456e-41,2799.27451784013,2571.56763672845,910.05717683069,939.52733815909
"424","uup",529.979452074748,-2.2918655349095,0.169963052991879,-13.4844926268712,1.92988510585068e-41,1.07463649408336e-40,885.717866478882,874.314969374901,163.343595841406,196.541376603803
"425","acrB",3642.14411548466,-1.36898758523074,0.101626556729657,-13.4707661981747,2.32441346231103e-41,1.29128004341561e-40,5323.82422465924,5182.79492155225,2129.30044578976,1932.6568699374
"426","rhaR",174.385750987652,4.02805666368409,0.299097901702715,13.4673517960274,2.43441698324377e-41,1.34921560972735e-40,19.6685199576256,19.8298240476782,302.185652306601,355.859007638704
"427","rluB",452.409488615725,-2.4988123826854,0.186429465946404,-13.4035270122147,5.76566539574554e-41,3.1879943792401e-40,765.168873190209,775.16584913651,151.676196138448,117.627035997731
"428","aroC",639.851223951993,-2.12232246274682,0.158467010574188,-13.3928346035986,6.65899642857952e-41,3.67333891772809e-40,1105.24392794141,977.069512167415,240.348433880926,236.743021818218
"429","ftsH",12413.9433331022,1.21100647032954,0.0906157149427266,13.3641992572144,9.78826653918865e-41,5.38696906737166e-40,7501.95419286984,7470.43553214348,16628.3780566551,18055.0055507403
"430","ycbY",472.067304862536,-2.31406118690456,0.17339132568335,-13.3458878509905,1.25170306149681e-40,6.87272308882319e-40,776.589304133346,795.897028822719,150.509456168153,165.273430325925
"431","trpS",1230.54703863804,-1.64849629961034,0.12376321048932,-13.3197603156278,1.77676997396472e-40,9.7330717135283e-40,1921.80474037574,1809.9221221699,574.036065385512,616.425226621019
"432","tolB",3990.98132185707,-1.32992961951924,0.0999563471107197,-13.3051042576227,2.16191351650155e-40,1.18154578992133e-39,5627.10011303811,5798.4208226688,2371.98235961127,2166.4219921101
"433","ymcB",223.12416046194,-5.39995662263734,0.4093393976904,-13.1918809992522,9.77162401575274e-40,5.32813032360098e-39,447.30021193955,425.43986138655,9.33391976236605,10.4226487592926
"434","hisP",503.933987909012,-2.25285480154155,0.170910509333499,-13.1814878460489,1.12156850412714e-39,6.10143603282066e-39,848.91870010655,819.332275424521,186.678395247321,160.806580857657
"435","metK",4124.80645141453,-1.5097022849632,0.114607330639023,-13.1728247795797,1.25801213460172e-39,6.82796930987276e-39,6286.31276581144,5930.92010153283,2329.97972068063,1952.01321763323
"436","nuoF",1669.75634291353,-1.49289959292901,0.113348369205955,-13.1708960912918,1.29056744408122e-39,6.9886003107242e-39,2403.3662451447,2527.40121044044,899.556517098028,848.701398970969
"437","rnc",370.978611777091,-2.55470557045899,0.194323957670517,-13.1466320523925,1.77924657346147e-39,9.61281729963964e-39,645.888816672996,622.836746224801,105.006597326618,110.18228688395
"438","yggH",480.4654031247,-2.25597711959867,0.171650558890303,-13.1428475047401,1.87052954288339e-39,1.00829229469125e-38,771.513557047508,818.43091978599,162.17685587111,169.740279794194
"439","yeeE",343.207479919307,-2.71187322499279,0.206346914350064,-13.1423008361159,1.8840944898128e-39,1.01329090898588e-38,598.938156128986,593.993365791814,98.0061575048435,81.8922402515847
"440","aceE",11401.058023456,-1.15394938125658,0.0878590021055036,-13.1341052550413,2.09958416366851e-39,1.12661777509576e-38,15356.0383398198,16114.4361056541,7168.45037749713,6965.30727085297
"441","fucP",148.625753549297,4.99392885002295,0.380868819298077,13.111939326581,2.81311749944911e-39,1.50607038916085e-38,6.34468385729858,11.7176233009007,274.183893019503,302.256814019485
"442","ydcP",598.226965155502,-2.03456926625991,0.155230840841386,-13.1067335281578,3.01298257067819e-39,1.60942349533285e-38,935.840868951541,988.787135468316,234.514734029447,233.765122172705
"443","yehU",701.943291889947,1.80565786814873,0.137835737831381,13.1000703921769,3.28952432095476e-39,1.75317537737566e-38,310.889509007631,312.770406570197,1089.73513225624,1094.37811972572
"444","purU",888.306502651821,-1.85750399371461,0.142027133938022,-13.0785149443711,4.36892354606926e-39,2.32320461537602e-38,1339.36276227573,1448.47851111904,409.52572957381,355.859007638704
"445","deoD",1363.58221399556,1.80993988206886,0.138498525818335,13.0682970910674,4.99716864849024e-39,2.65130678181696e-38,655.405842458944,550.728295142335,1967.12358991864,2281.07112846232
"446","dnaB",399.844176953873,-2.44811489267832,0.18778054165615,-13.0371063534428,7.52595125747389e-39,3.98402935401253e-38,692.205008831275,659.792327404564,117.840736999871,129.538634579779
"447","aphA",245.252318118398,3.12400420027013,0.239867121121098,13.023895003488,8.9487154231151e-39,4.7266033812024e-38,42.5093818439005,58.5881165045037,415.359429425289,464.552344699899
"448","envC",298.561845528334,-2.99355297563613,0.230219705609028,-13.0030266858214,1.17595328913989e-38,6.19737882959661e-38,534.222380784541,529.095759817595,75.8380980692241,55.0911434419752
"449","add",350.105943239566,2.42087974664283,0.186803239526432,12.9595169376079,2.07550413969668e-38,1.09137311221021e-37,116.107714588564,102.754542792514,600.871084702314,580.690430874873
"450","lpxB",497.288738537302,-2.25912922461706,0.174392231699465,-12.9542996416852,2.221543252011e-38,1.16556969288844e-37,828.615711763195,819.332275424521,187.845135217617,153.361831743877
"451","yhjE",1482.86949092836,-1.737679247511,0.134154961532227,-12.9527766074725,2.26606990115756e-38,1.18629513007383e-37,2491.55735076115,2072.21661298237,670.87548292006,696.828517049848
"452","talA",319.720504768028,2.5063577702467,0.193791633431388,12.9332609765843,2.92159153007624e-38,1.52607911559956e-37,95.1702578594787,95.5436976842675,567.035625563737,521.13243796463
"453","upp",973.437520060007,-5.42846769487838,0.419750919936475,-12.9325927283255,2.94710103843826e-38,1.53600564056352e-37,1919.90133521855,1891.04412963767,56.0035185741963,26.8010968096095
"454","metG",1139.96156087999,-1.83980891015954,0.142380545183262,-12.9217717757118,3.39238683169363e-38,1.7641905968345e-37,1918.63239844709,1644.97404031876,463.195768207415,533.044036546679
"455","znuB",282.035002954368,-2.97596123977022,0.231006565112637,-12.8825829617403,5.64153799285717e-38,2.92740026398588e-37,486.637251854801,514.674069601101,58.3369985147878,68.4916918467799
"456","topA",2653.56880978829,-1.27236146665,0.0994399456559147,-12.7952751608762,1.74234245053382e-37,9.02120729322444e-37,3780.1626421785,3728.0069209635,1557.59786034483,1548.50781566633
"457","fucI",219.279493251234,3.30796206487913,0.260368142824435,12.7049416606611,5.5510811688194e-37,2.8678561574579e-36,46.9506605440095,31.5474473485789,429.360309068838,369.259556043509
"458","tolA",861.466097976274,-1.73734677771994,0.136816266137563,-12.6983934495999,6.03559989289337e-37,3.11136492295224e-36,1365.37596609065,1287.13585182202,410.692469544106,382.660104448314
"459","amiC",340.093855855968,-2.71400444778174,0.214232763141102,-12.6684845398469,8.84058231363728e-37,4.54741064106702e-36,543.104938184759,639.061147718355,93.3391976236605,84.8701398970969
"460","thiG",800.138713658501,-2.53468439608293,0.200128618379485,-12.6652770433694,9.20946610398559e-37,4.72685858076304e-36,1586.80543271038,1146.52437221121,270.683673108615,196.541376603803
"461","ybiT",908.968693658441,-1.6507035450011,0.130610516128513,-12.6383662964544,1.29721284967703e-36,6.64364324964746e-36,1371.72064994795,1387.18632769894,442.194448742092,434.773348244777
"462","ychM",379.060094758154,2.25700344585216,0.178614064192286,12.6362022837261,1.33340311213043e-36,6.81420941069252e-36,136.41070293192,124.387078117254,613.705224375568,641.737373607873
"463","recN",421.755067446861,2.12997820101409,0.169271774617966,12.5831858608519,2.61276332811868e-36,1.33234000382035e-35,161.789438361114,150.526391634648,677.875922741834,696.828517049848
"464","tolQ",490.881043070007,-2.4260685204871,0.193029859337298,-12.5683587441662,3.15199445846055e-36,1.60384890440202e-35,823.539964677356,835.556676918075,180.844695395842,123.582835288755
"465","rfaE",674.208230595566,-1.98531492736318,0.15796562619648,-12.5680185947151,3.16558289722776e-36,1.60729918717306e-35,1097.63030731265,1054.58609708107,243.848653791813,300.767864196729
"466","mreC",207.117903098056,-3.83982898279051,0.3058341635835,-12.5552650423312,3.71933751223019e-36,1.88441113012349e-35,393.370399152512,383.076146375601,32.6687191682812,19.3563476958291
"467","yifK",396.800964600305,-2.31304369203991,0.184538070461077,-12.5342358151934,4.85014038657494e-36,2.45207311621059e-35,665.557336630621,657.088260488972,136.508576524603,128.049684757023
"468","trmU",370.709466179086,-2.40025720767724,0.191751730505597,-12.5175256637759,5.9872641806014e-36,3.02049801931622e-35,640.178601201427,607.513700369777,119.007476970167,116.138086174975
"469","mgtA",835.396654058947,-1.76970907246872,0.141681611844055,-12.490746325053,8.38632288819518e-36,4.22177150085902e-35,1220.71717414425,1364.65243673567,378.023750375825,378.193254980046
"470","thiI",327.94135520324,-2.5579587129149,0.204849150082899,-12.4870360061525,8.78664817870297e-36,4.41388858508887e-35,547.546216884868,575.064897382667,96.8394175345478,92.3148890108773
"471","iscS",6902.44512153364,1.63978822389114,0.131407478279377,12.4786522453835,9.7625121743132e-36,4.89369240839776e-35,3808.71371953634,2887.94346585277,10688.5048678794,10224.618432866
"472","feaB",293.609992036761,2.56621944006816,0.205687137028362,12.4763243688608,1.00520848150279e-35,5.0281720865002e-35,83.1153585306114,85.6287856604284,466.695988118302,538.999835837703
"473","recJ",480.998456978939,-2.09299467353673,0.168169086470973,-12.4457753648914,1.47445522312986e-35,7.35980714970318e-35,767.072278347399,792.291606268596,178.511215455251,186.118727844511
"474","dnaX",423.312282950748,-2.2843557920129,0.183929472627912,-12.4197376275532,2.04230169684325e-35,1.01727306038964e-34,727.100770046418,679.622151452243,154.00967607904,132.516534225292
"475","lpxA",1385.003795211,-1.45910047129847,0.117908440295809,-12.3748602529036,3.57516016316451e-35,1.77704276741714e-34,1966.21752737683,2097.45457086123,730.379221405143,745.963861200799
"476","yebZ",327.338106744491,-2.576328390677,0.208554314161682,-12.3532730599843,4.67691779167963e-35,2.31979052650328e-34,548.180685270598,573.262186105605,85.1720178315902,102.73753777017
"477","pssA",2171.57537001446,1.25873539580723,0.101909302202152,12.351526000152,4.77961175993785e-35,2.36575751891263e-34,1295.58444366037,1262.79924958169,3059.19220211547,3068.72558470029
"478","nhaA",1026.8651387944,1.66529420462493,0.134897908726396,12.3448481918466,5.19321034212117e-35,2.56509824639081e-34,458.086174496958,526.391692902002,1491.09368203798,1631.88900574067
"479","astA",126.984129891496,5.14283566854818,0.417080657759827,12.3305542294163,6.20186790162492e-35,3.05691234148986e-34,7.6136206287583,5.40813383118495,256.682793465066,238.231971640974
"480","nuoG",4040.53035282823,-1.20597662900776,0.0984126142025025,-12.2542891353971,1.59340438783284e-34,7.83755783265278e-34,5544.61922289323,5734.42457233311,2536.49269542297,2346.58492066359
"481","lepB",668.047015318233,-1.80392996383954,0.148561006297475,-12.1426881036832,6.27307433441373e-34,3.07915353504175e-33,1053.21752031156,1023.94000537102,282.351072811573,312.679462778778
"482","xerC",184.480527378256,-3.88137896597581,0.320084673317158,-12.1261006525293,7.68210996454293e-34,3.76295884362777e-33,357.20570116591,334.402941894936,21.0013194653236,25.3121469868535
"483","hemL",1356.9104652862,-1.42059994659354,0.117263963845519,-12.1145482380675,8.84501341290885e-34,4.32361835773867e-33,1949.08688096212,2002.81222881549,716.378341761594,759.364409605604
"484","lexA",1062.34163610854,1.46634728880755,0.121168752867049,12.1016949841555,1.03452774905194e-33,5.04652895766868e-33,573.559420699792,554.333717696458,1577.43243983986,1544.04096619806
"485","prmB",481.568277792907,-2.14564827868361,0.177764875942377,-12.0701475322894,1.51861806216888e-33,7.39269535006336e-33,814.657407277138,758.941447642955,194.845575039391,157.828681212145
"486","ilvB",705.971303719333,-1.88492449059126,0.156473682662344,-12.0462716702256,2.02922634137916e-33,9.85803167077405e-33,1176.93885552889,1044.67118505723,277.68411293039,324.591061360827
"487","rlpA",434.165304262409,-2.15212327654003,0.178744580644598,-12.0402155342496,2.18384326000762e-33,1.05873797471827e-32,742.328011303934,676.016728898119,157.509895989927,160.806580857657
"488","msbA",745.202799780486,-1.79068128796492,0.149054781070439,-12.0135783307661,3.01510415835757e-33,1.45874199136931e-32,1188.35928647202,1126.69454816353,360.522650821389,305.234713664998
"489","nadA",509.182036059901,-2.39070276745801,0.199125302987734,-12.0060219951317,3.30357495418221e-33,1.5950389502708e-32,935.840868951541,777.869916052103,189.011875187912,134.005484048048
"490","selB",501.206437176163,-1.95829070249214,0.163130209140385,-12.0044638746641,3.36638295692673e-33,1.6220469716947e-32,796.892292476702,798.601095738312,205.346234772053,203.986125717584
"491","pncB",485.778985488188,-2.12361704843139,0.177000927153481,-11.9977735856149,3.64982711716501e-33,1.75503906794839e-32,848.91870010655,731.90077848703,176.177735514659,186.118727844511
"492","acnA",1776.08909245504,1.42043421567038,0.118558080171529,11.9809144481364,4.473616133954e-33,2.14679018135476e-32,936.475337337271,995.997980576562,2752.33958992769,2419.54346197864
"493","cysZ",368.033690487681,2.3477265499415,0.196286262912249,11.960727740744,5.70596486418843e-33,2.7326131935799e-32,106.590688802616,135.203345779624,575.202805355808,655.137922012678
"494","rpoD",4301.92064568003,1.17879506403217,0.0990949744187137,11.8956089443176,1.24739833738988e-32,5.96175602141197e-32,2759.30300953915,2508.47274203129,5903.70424969653,6036.20258145317
"495","tbpA",201.233287178452,-3.50989690054114,0.295300674451823,-11.8858411246662,1.40216398418218e-32,6.68789730637198e-32,404.79083009565,336.205653171998,32.6687191682812,31.2679462778778
"496","fruR",1540.56273349075,1.3286250227729,0.111795409282416,11.8844327446089,1.42599870524465e-32,6.78786883686011e-32,873.662967150015,880.624458844617,2272.80946213613,2135.15404583223
"497","lpxD",2194.41139699317,-1.36239083243176,0.114761477325393,-11.8714996023348,1.66456821653608e-32,7.9075363365024e-32,3136.81169904842,3187.193537845,1316.08268649361,1137.55766458565
"498","kbl",414.523497327368,2.05976331822784,0.174535032531201,11.8014320011063,3.83725221945569e-32,1.81922740765761e-31,147.831133875057,173.060282597919,662.708303127989,674.494269708507
"499","prpE",142.71792738556,3.94657013119853,0.334665858156049,11.7925687219588,4.26335981212154e-32,2.01719288906192e-31,19.0340515718957,14.4216902164932,232.181254088855,305.234713664998
"500","pflA",497.208554540998,2.05995471395676,0.175035387610005,11.7687899691834,5.65295129277533e-32,2.66932360044851e-31,190.340515718957,192.890106645597,715.211601791299,890.391994008139
"501","ydgD",317.939004391346,2.22303775007812,0.1889728029156,11.7637973072294,5.99749143490605e-32,2.82636273010243e-31,111.031967502725,112.669454816353,534.366906395456,513.68768885085
"502","yfgM",802.788846354196,-1.59764826247563,0.136128718174278,-11.7363057839878,8.30348304282323e-32,3.90528355858678e-31,1184.55247615765,1230.35044659458,400.191809811444,396.060652853119
"503","mrdA",279.719372626767,-2.59822209395128,0.221415959241806,-11.7345746117325,8.47513504091632e-32,3.97809022497086e-31,468.872137054365,493.041534276362,84.0052778612944,72.9585413150482
"504","sucD",9677.75337171267,1.07714803120498,0.0920115556373219,11.7066603617781,1.17829903433054e-31,5.51976988106031e-31,6487.4392440878,5954.35534813464,13161.9936049064,13107.2252897218
"505","ydcJ",179.111574627991,3.41270515398864,0.292494472229928,11.667588546104,1.86638793439328e-31,8.72582557050005e-31,35.5302296008721,24.3366022403323,372.190050524346,284.389416146412
"506","gabT",212.358017135698,2.83957284287701,0.24347520956605,11.6626774772595,1.97725255074413e-31,9.22587603222704e-31,52.0264076298484,51.3772713962571,409.52572957381,336.502659942875
"507","tatC",447.901331195975,-2.22001221404958,0.190360856494801,-11.6621255804773,1.9901129053726e-31,9.26756719839194e-31,720.756086189119,753.53331381177,134.175096584012,183.140828198999
"508","ispD",218.618900144877,-2.98708408452054,0.256332260648462,-11.6531726321295,2.21072117418484e-31,1.02746312839575e-30,395.908272695432,381.273435098539,46.6695988118302,50.6242939737069
"509","nadR",408.338647117547,-2.10337186277177,0.180722694298191,-11.6386703448612,2.62069311733009e-31,1.21561030452188e-30,657.943716001863,668.805883789873,162.17685587111,144.42813280734
"510","yeaZ",200.127468339233,-3.25195838332961,0.279604795809778,-11.6305529521103,2.8822443823055e-31,1.33430960522025e-30,368.626132109048,356.035477219676,32.6687191682812,43.1795448599265
"511","rmuC",359.719969045421,2.16010608386715,0.185783737461547,11.6269922942757,3.00499887773824e-31,1.38841533274755e-30,119.914524902943,143.315546526401,584.536725118174,591.113079634166
"512","ygbI",379.863340895721,2.03502112877285,0.175568856668977,11.5910143027801,4.57680241263996e-31,2.11051376879745e-30,147.831133875057,149.625035996117,632.3730639003,589.62412981141
"513","hrpA",551.986780894907,-1.83015635744962,0.157958057911336,-11.5863437525733,4.8332703772227e-31,2.22443496308436e-30,884.448929707422,839.162099472199,235.681473999743,248.654620400266
"514","yfgB",482.618657717602,-1.92474967821945,0.166536419605095,-11.5575300753047,6.7626003399949e-31,3.10632284099766e-30,771.513557047508,758.040092004424,208.84645468294,192.074527135535
"515","tktB",315.388580279328,2.2762924600838,0.196999249820447,11.5548280623327,6.97870148361972e-31,3.19936198113129e-30,110.397499116995,104.557254069576,561.201925712259,485.397642218484
"516","lacI",418.676369198237,2.05708225119484,0.178376816626399,11.5322287396982,9.07631432226267e-31,4.15294149512832e-30,167.499653832683,155.934525465833,730.379221405143,620.892076089288
"517","yfiF",374.738099911684,-2.15160379155573,0.186958811233051,-11.5084374861246,1.19626166655955e-30,5.46300540570038e-30,615.434334157962,608.415056008307,130.674876673125,144.42813280734
"518","fimB",193.114797773579,-3.64847981956104,0.317206024224488,-11.5019247458522,1.29006098993134e-30,5.87998841163688e-30,311.52397739336,405.610037338872,31.5019791979854,23.8231971640974
"519","modF",753.675965144076,-1.59338461698352,0.138641095890429,-11.4928737886117,1.43265261266045e-30,6.51732720325881e-30,1136.33287884218,1129.39861507912,382.690710257008,366.281656397997
"520","purA",3728.56827217818,-1.13585692022209,0.0988726991961478,-11.4880743567922,1.51450254900554e-30,6.87642407346552e-30,5303.52123631589,4948.44245553423,2370.81561964098,2291.49377722162
"521","yfeU",230.575985191805,2.75032868411919,0.23948461639745,11.484364739131,1.58093233726881e-30,7.16426343242161e-30,68.5225856588247,48.6732044806646,389.691150078783,415.417000548948
"522","yhfZ",376.420338473269,2.19550766503619,0.191178320973988,11.4840827864312,1.58609807642385e-30,7.17390336865272e-30,118.645588131483,151.427747273179,593.87064488054,641.737373607873
"523","ybfM",133.65228774366,3.69971889789543,0.322340245992707,11.4776821817625,1.7079791640338e-30,7.71039924719654e-30,17.765114800436,19.8298240476782,227.514294207672,269.499917918852
"524","uvrB",903.9630192306,1.49094275453857,0.130015151582648,11.4674538804872,1.92232283186916e-30,8.66145840847917e-30,470.775542211555,476.817132782807,1277.58026747385,1390.67913445418
"525","trmH",171.101031684465,-3.609788357074,0.314987279554006,-11.4601083643287,2.09252822350696e-30,9.41039835371416e-30,325.482281879417,308.263628377542,26.8350193168024,23.8231971640974
"526","parC",745.567340681419,-1.59153121442714,0.139015999906309,-11.4485470413461,2.39119849800024e-30,1.07331172125068e-29,1110.31967502725,1130.29997071766,376.857010405529,364.792706575241
"527","yafD",794.061119078584,1.53979450761615,0.134829879789084,11.420276499726,3.31178618788578e-30,1.48370534906989e-29,388.294652066673,424.538505748019,1173.74041011753,1189.67090838211
"528","menB",296.523684519096,-2.38738713837019,0.209092624292314,-11.4178448257104,3.40574908782973e-30,1.52291166597841e-29,494.885340869289,502.05509066167,96.8394175345478,92.3148890108773
"529","pta",1622.05022529363,-1.42241418838361,0.1250226362804,-11.3772531975205,5.42825971715042e-30,2.42270721969606e-29,2442.06881667422,2286.7392549527,950.893075791041,808.499753756554
"530","ndh",366.649073322247,-2.13169851059005,0.187632173905462,-11.3610500066161,6.53543603071776e-30,2.91135178651408e-29,608.455181914934,586.782520683568,138.842056465195,132.516534225292
"531","malQ",272.841467048946,-2.48334490014096,0.219002065387443,-11.3393674883733,8.37475586833119e-30,3.7236908860885e-29,455.548300954038,471.408998951622,84.0052778612944,80.4032904288286
