"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_batch1","K12_batch2"
"396","cysM",554.662960746836,-3.36922560888071,0.237792380892594,-14.1687702365978,1.42982477131869e-45,8.5247885986955e-45,88.5705744015967,104.936950976406,1018.7823469792,1006.36197063014
"397","fabD",1368.60467489791,-1.77268948240984,0.12518311854093,-14.1607710613971,1.60226397058952e-45,9.52882930620114e-45,559.393101483769,675.793964288052,2116.03487473096,2123.19675908885
"398","yebA",802.575166776467,-2.20962646369865,0.156283060169972,-14.1386178469725,2.19554255903482e-45,1.30243115122644e-44,275.034941562853,293.823462733936,1327.87505903921,1313.56720376987
"399","pspA",829.96173542404,1.77336458621323,0.125734344650798,14.1040587688145,3.5854105068799e-45,2.12159253301841e-44,1403.14436288845,1166.89889485763,384.902886704675,364.900797245402
"400","yohK",107.991596224496,3.96250146888069,0.281084182910267,14.0972054274063,3.9510868009663e-45,2.33212898427036e-44,158.494712087068,247.651204304317,12.7680294138386,13.0524390927593
"401","pgi",1838.55524940694,-1.4955518051341,0.106110112119164,-14.0943381857382,4.11487344240269e-45,2.42274718142462e-44,932.321835806282,990.604817217269,2705.22623205705,2726.06811254717
"402","ygfO",139.148511190749,3.42811189103769,0.24367656987525,14.0682868804034,5.94931749690454e-45,3.49411408213722e-44,223.757240593508,285.428506655823,26.6000612788304,20.8082362348337
"403","fumC",1154.05810199678,1.84954822107503,0.13147976325434,14.0671703028335,6.04398042557211e-45,3.54090267612302e-44,1995.16872862544,1620.2265230757,525.085209644111,475.75194664188
"404","galE",375.587548551294,2.04075698222242,0.145382935276243,14.037115004899,9.23981484670189e-45,5.39980268640178e-44,587.362756557957,621.226749780321,151.886349902121,141.874337964775
"405","ispG",1159.59836816134,1.40889167213725,0.10056499215418,14.0097626615157,1.35858238539583e-44,7.92003212819643e-44,1631.56321266099,1737.75590816928,637.071467627987,632.002884187085
"406","feaR",172.216024931423,2.8084752034959,0.200774973705025,13.9881736835491,1.84078486893738e-44,1.07046627476876e-43,279.696550741884,323.205809007329,44.1561017228584,41.8056382536204
"407","argI",634.144491622801,-2.77372403552334,0.198662905449598,-13.961962497458,2.66006879592115e-44,1.54310133345696e-43,153.833102908036,167.899121562249,1063.20444931485,1151.64129270607
"408","argH",785.135811046449,-2.65555244328542,0.190448708724108,-13.9436621076406,3.43835218518743e-44,1.98969350716361e-43,219.095631414476,209.873901952811,1247.80887458993,1463.76483622857
"409","yeiE",281.675224995404,2.47355000382736,0.178604656971768,13.8493029564081,1.28452518789084e-43,7.41507082789799e-43,531.42344640958,423.945281944679,91.5042107991765,79.8279608281802
"410","ychF",733.289573310749,-2.26542633185583,0.163631361042213,-13.8446952798456,1.369603130852e-43,7.88690973644287e-43,261.050114025759,243.453726265261,1212.69679370188,1215.9576592501
"411","tyrS",928.569102275362,-2.0118611218999,0.145326872583115,-13.8436965314125,1.38877114735629e-43,7.97783133554305e-43,349.620688427356,386.167979593173,1454.75735133923,1523.73038974169
"412","murA",545.92560060682,-3.236133526847,0.234182153826222,-13.8188733597882,1.96115203051059e-43,1.12385435534842e-42,121.201838654817,88.1470388201807,1014.52633717459,959.827187777693
"413","livF",517.85641593094,-3.75309892376913,0.271678074561545,-13.814507960667,2.08373126707569e-43,1.19120811660186e-42,69.9241376854711,71.3571266639558,966.912227485484,963.232171888847
"414","puuA",437.416237961662,1.96151595164632,0.142006195265091,13.8128899797974,2.1310746814462e-43,1.21533027123055e-42,755.180687003088,638.016661936546,181.678418534411,174.789184372603
"415","aspC",987.701490378172,-1.99655734366037,0.144731893951545,-13.7948678010722,2.73654069071407e-43,1.55686086042793e-42,386.913561859607,402.957891749398,1639.09577600153,1521.83873190216
"416","ybdH",421.138630374963,1.93248692083097,0.14041516830344,13.7626649896885,4.27473774635298e-43,2.42611918729312e-42,685.256549317617,650.609096053715,167.84638666942,180.8424894591
"417","fbaA",3767.34982030475,-1.24285025054862,0.0904013344421708,-13.7481405359526,5.22553663350951e-43,2.95863117307337e-42,2237.57240593508,2237.25579481697,5167.59390463838,5426.97717582858
"418","ypfH",257.783189923345,2.43621975385056,0.177712753024974,13.708750285964,8.99945454369248e-43,5.08318473149712e-42,489.468963798298,381.970501554116,77.4061783213964,82.2871160195696
"419","sapC",146.266074090426,2.94132166076945,0.214568958962284,13.7080483355771,9.08693129865357e-43,5.12034482007663e-42,270.373332383822,247.651204304317,34.3140790496912,32.7256806238748
"420","nagB",311.035879309199,2.12109796454131,0.15492947652701,13.6907321452902,1.15341176506982e-42,6.48382185078535e-42,508.115400514423,503.697364686747,119.966276367525,112.364475668102
"421","yobB",151.697612096794,2.89954855700428,0.213042166903117,13.610209655457,3.48243382006412e-42,1.95297535609772e-41,279.696550741884,256.04616038243,33.7820778241146,37.2656594387476
"422","cyoC",870.69160347229,-2.15238464843695,0.15822272261277,-13.6035116378615,3.81659051462817e-42,2.13530099645429e-41,265.71172320479,369.378067436948,1398.09922081532,1449.5774024321
"423","sapD",244.836599905673,2.38899526434454,0.175812292072307,13.5883289853363,4.69681472604279e-42,2.62155545347211e-41,419.544826112827,402.957891749398,83.258191802739,73.5854899577301
"424","yhjE",584.301083322905,-2.80484406988885,0.206504162527706,-13.5825062098326,5.08560235251994e-42,2.83186489488198e-41,135.186666191911,155.30668744508,984.7342685423,1061.97671111233
"425","yeeN",509.540401882132,-4.04343549271866,0.298217369994868,-13.5586853736529,7.03862740940909e-42,3.91016454437997e-41,46.6160917903141,67.1596486248996,982.340263027205,942.045604086107
"426","yedI",365.289144679024,2.05721501003673,0.152039686480335,13.5307764548884,1.02930674182419e-41,5.70467891419465e-41,531.42344640958,646.411618014659,143.906331518472,139.415182773386
"427","ribB",1054.46884562491,1.60803921031424,0.118943482654249,13.5193553646699,1.20224657985485e-41,6.64755076121146e-41,1682.84091363034,1494.30218190402,546.631259279964,494.101027685324
"428","pphA",117.114088748254,3.31929284150187,0.246232426439132,13.480323812357,2.0420863819754e-41,1.12648737099157e-40,191.125976340288,235.058770187149,19.9500459591228,22.321562506458
"429","dapA",1249.15536651315,-1.62422764505501,0.121135237445207,-13.408382889328,5.40035451520188e-41,2.97208321920551e-40,596.68597491602,625.424227819378,1871.31431096572,1903.19695235147
"430","glnH",1870.18116392765,1.47207244121975,0.110255554560624,13.3514583195927,1.16152519122085e-40,6.37758366621494e-40,2880.87447264141,2619.22629637108,1046.71241132197,933.911475376127
"431","argC",508.417073620804,-3.0244496244496,0.226926554396449,-13.3278788482628,1.59364617815236e-40,8.72992720792973e-40,125.863447833848,96.5419948982932,904.402083480232,906.860768270843
"432","thrB",1422.15982458539,-1.71806078007311,0.129050314173485,-13.3131080778578,1.94230468585433e-40,1.06152346372733e-39,657.286894243428,667.39900820994,2069.75076810579,2294.20262778239
"433","melB",115.157221384151,3.22294160574854,0.242312855680152,13.3007454214594,2.29172095504854e-40,1.24959657618236e-39,219.095631414476,197.281467835643,22.8760526997941,21.3757335866928
"434","livM",575.296690590195,-3.06920699267278,0.231271288115776,-13.2710247678316,3.4088690746984e-40,1.85445619478408e-39,139.848275370942,104.936950976406,951.484191943762,1104.91734406967
"435","yhjH",607.168745329314,-2.48841090461312,0.187533717296335,-13.2691386940355,3.49575543474607e-40,1.89735139803114e-39,163.156321266099,201.478945874699,1053.89442786726,1010.1452863092
"436","oppF",957.54845156722,-1.90590107847659,0.143996655040526,-13.235731607378,5.45628226847869e-40,2.95465193483445e-39,442.852872007984,365.180589397892,1474.97339791114,1547.18694695186
"437","malM",162.169572756137,2.88454037361749,0.218980567672791,13.172586062192,1.2619968612965e-39,6.8182484886065e-39,256.388504846727,314.810852929217,42.2940974333403,35.1848358152643
"438","cheZ",771.726073975305,-2.19630188432381,0.167115821120006,-13.1423935184847,1.88178781814379e-39,1.01436096772546e-38,265.71172320479,285.428506655823,1204.98277593102,1330.78129010959
"439","cbpA",429.374481184064,1.90437996613871,0.145262991537429,13.1098770993438,2.89066472045297e-39,1.55463767767414e-38,727.2110319289,629.621705858434,172.634397699609,188.030789249315
"440","speE",560.953360281111,-2.638772927499,0.201623423035286,-13.087630830656,3.87507101748634e-39,2.07932788006483e-38,149.171493729005,159.504165484137,1001.22630653518,933.911475376127
"441","yiaT",97.7847525142463,3.98354922510261,0.304522504099232,13.0812966906528,4.21193185134575e-39,2.25495943333953e-38,195.787585519319,172.096599601305,14.3640330905684,8.89079184579258
"442","fliF",554.224939321335,-2.61874151625173,0.200452289995955,-13.0641636286848,5.27613065496842e-39,2.81831322995033e-38,149.171493729005,159.504165484137,980.744259350476,927.479838721724
"443","uraA",484.372879216859,-4.14965576766264,0.31842839319478,-13.0316763716618,8.08124177994424e-39,4.3069552691757e-38,41.9544826112827,58.7646925467872,872.216009332848,964.556332376518
"444","yqfA",294.142885445816,2.43126794157169,0.186590656737971,13.0299554333308,8.26559180219888e-39,4.39528428941251e-38,438.191262828952,554.067101155422,101.080232859555,83.2329449393348
"445","adhP",279.074427415694,2.12258349380172,0.163115757646393,13.0127433696695,1.03556504741981e-38,5.49431253249026e-38,484.807354619266,423.945281944679,101.612234085132,105.932839013699
"446","flgA",622.880863368171,-2.40919578860568,0.185165158560471,-13.0110643240634,1.05857361458723e-38,5.60379440367815e-38,205.110803877382,188.88651175753,1089.2725093681,1008.25362846967
"447","cheB",623.969480159644,-2.5513295651621,0.19676134639445,-12.9666197752449,1.89191192810053e-38,9.99285025110819e-38,181.802757982225,180.491555679418,1132.89660986539,1000.68699711155
"448","trpB",606.444734646227,-2.34594770614888,0.181392396176467,-12.9329991532094,2.93156003757832e-38,1.54495831444697e-37,200.449194698351,197.281467835643,990.852282636431,1037.19599341448
"449","leuB",755.018863233185,-1.99138809382154,0.154438401403864,-12.8943842704896,4.84114279029429e-38,2.54564323560909e-37,321.651033353167,285.428506655823,1196.47075632179,1216.52515660196
"450","narK",73.0517126958342,4.53179529029689,0.352108457049831,12.8704528379321,6.60139821932007e-38,3.46353359906993e-37,163.156321266099,117.529385093574,4.52201041740116,6.99913400626224
"451","metH",1383.71409119031,-1.48316958056926,0.115962276820703,-12.7901039996178,1.86224534947303e-37,9.74891634169804e-37,717.887813570837,738.756134873896,2072.67677484646,2005.53564147006
"452","yidE",338.361645603518,1.8840316590659,0.1475599162601,12.7679095164636,2.47718425107652e-37,1.29394513645833e-36,540.746664767643,524.684754882028,144.438332744049,143.576830020353
"453","yceH",482.625567048292,1.84260504765358,0.144881584371783,12.7180072998459,4.69685745682618e-37,2.44796478047828e-36,843.751261404685,667.39900820994,208.810481038818,210.541517539726
"454","aroB",867.834027413816,-1.8701245132865,0.147079988078769,-12.7150167586698,4.88004899191775e-37,2.53784045592903e-36,326.312642532199,415.550325866566,1369.37115463419,1360.10198662231
"455","thiH",439.908678656836,-3.27304297439932,0.257421948257174,-12.7147005007103,4.89983244133651e-37,2.54252843824077e-36,83.9089652225653,79.7520827420683,805.449855522984,790.523811139728
"456","rpoC",7289.84005906077,-1.33334500809918,0.105059907399043,-12.6912829176102,6.60941846708853e-37,3.42211337736755e-36,4069.58481329442,4210.07047317339,9715.14038086721,11164.564568908
"457","ftsH",5392.70121466189,1.12038129038863,0.0883718938769972,12.6780273821908,7.82770974823548e-37,4.04403122879299e-36,7356.01928451156,7421.14117305141,3242.81347050221,3550.83093058239
"458","yeeE",602.047244859928,-2.30961331490259,0.182738576748756,-12.6388929803149,1.28855350137308e-36,6.64252143393415e-36,233.08045895157,172.096599601305,1018.7823469792,984.229573907634
"459","gadA",247.078248529764,2.19864495069265,0.174035343497693,12.6333243955231,1.38309099894602e-36,7.1143308246439e-36,400.898389396701,411.35284782751,82.9921911899507,93.0695657048925
"460","tgt",618.120653056215,-2.50944784373862,0.198856396794023,-12.6193971337916,1.65080176461751e-36,8.4729194918738e-36,219.095631414476,151.109209406024,1111.61656084232,990.661210562037
"461","hisS",925.336825859867,-1.70803848095558,0.135788924830541,-12.5786288026592,2.76792548124474e-36,1.41758613041623e-35,447.514481187015,419.747803905623,1421.77327535348,1412.31174299335
"462","yfeO",125.694832078922,2.86583133885507,0.227959568703884,12.5716650331873,3.02289662897966e-36,1.54481795260195e-35,228.418849772539,214.071379991867,30.5900704706549,29.6990280806263
"463","recN",331.929930647742,2.01518057473485,0.160408333751514,12.5628172028552,3.38077080053346e-36,1.7239740518487e-35,484.807354619266,579.251969389759,138.05431803713,125.606080544814
"464","yegS",146.470469251643,2.7258063019417,0.217847919855911,12.5124274941188,6.38429055992708e-36,3.24855819223876e-35,265.71172320479,243.453726265261,40.9640943693988,35.7523331671234
"465","yliI",110.269496696028,3.09477679668401,0.24806148149048,12.4758458189035,1.01126626560381e-35,5.13462290987224e-35,219.095631414476,176.294077640361,22.6100520870058,23.0782256422701
"466","pyrH",718.893635508624,-1.96115594477495,0.157347426641386,-12.4638577613644,1.17543930316083e-35,5.95539097588569e-35,270.373332383822,314.810852929217,1130.2366037375,1160.15375298396
"467","livG",419.289416616068,-3.74792780283686,0.30073184299644,-12.4626902342405,1.19277875291948e-35,6.0303011469869e-35,32.6312642532199,79.7520827420683,782.573802823189,782.200516645794
"468","lsrD",101.67163592119,5.16259604962948,0.415346345160732,12.4296171370706,1.80496746563102e-35,9.10582945802316e-35,265.71172320479,130.121819210743,7.4480171580725,3.40498411115461
"469","yahN",57.2077994748175,5.26601354375195,0.423993388033123,12.4200369448699,2.03467514086296e-35,1.02427889287366e-34,135.186666191911,88.1470388201807,2.66000612788304,2.8374867592955
"470","tktA",982.841490284409,-1.6995850466007,0.136911621147528,-12.4137383836054,2.20129446205113e-35,1.10579919678781e-34,484.807354619266,440.735194100904,1545.46356030004,1460.35985211742
"471","exbB",668.652826126226,-2.01058492481153,0.162392481125224,-12.3810222670415,3.3109839158251e-35,1.65970977181806e-34,284.358159920916,247.651204304317,1067.19445850667,1075.407481773
"472","dcp",580.140652956688,-2.23375676630249,0.18091932013805,-12.3467010853127,5.07500996420914e-35,2.53858019608004e-34,181.802757982225,222.46633606998,974.626245256345,941.667272518201
"473","codB",488.388666793666,-4.88547895926238,0.395699554418487,-12.346435331326,5.09179738470607e-35,2.54159273261967e-34,23.308045895157,37.777302351506,882.324032618803,1010.1452863092
"474","mdtK",280.194232497753,2.03732607126826,0.165142271768876,12.336793296144,5.73966297466276e-35,2.85893339307569e-34,410.221607754764,491.104930569578,107.464247566475,111.986144100196
"475","ileS",1529.50789514126,-1.70779975300242,0.138540265527433,-12.3271003307284,6.47345273528884e-35,3.21764671747725e-34,666.610112601491,763.941003108233,2176.68301444669,2510.79745040862
"476","livH",485.734101823958,-2.92058129117363,0.237045043526741,-12.320786158282,7.00084556838035e-35,3.47247823255168e-34,111.878620296754,113.331907054518,798.001838364911,919.724041579649
"477","argB",417.533999257249,-3.23400690890219,0.262795916298296,-12.3061535904208,8.3928636334814e-35,4.15420357204394e-34,79.2473560435339,79.7520827420683,733.097688844565,778.038869398827
"478","nanT",74.9447307400179,3.78115833960026,0.307626037756828,12.2914118946888,1.00731147843016e-34,4.97544435266443e-34,153.833102908036,125.924341171687,10.3740238987438,9.64745498160472
"479","ydhQ",760.319313400715,1.40559499176776,0.114422313851161,12.2842734468396,1.10029077650506e-34,5.42335391091535e-34,1151.41746722076,1057.76446584217,411.768948596294,420.326371943641
"480","lsrR",232.545471169068,2.73525996035122,0.222835100850397,12.274816444594,1.23671963943254e-34,6.08311472645883e-34,503.453791335392,306.415896851104,60.9141403285215,59.3980561612526
"481","trpS",760.113828544397,-1.85141220405568,0.150937060588699,-12.2661207051113,1.37693880370961e-34,6.75873703858292e-34,344.959079248324,314.810852929217,1170.40269626854,1210.28268573151
"482","lpxD",1322.99012173575,-1.45159799319159,0.119428827248165,-12.1545026158154,5.42912014265774e-34,2.65936777112343e-33,671.271721780523,742.953612912952,1900.57437837243,1977.16077387711
"483","ppiD",1282.15590851895,-1.43304794881135,0.118112873689722,-12.1328683660336,7.07278805272139e-34,3.45731937732406e-33,657.286894243428,726.163700756727,1867.32430177389,1877.84873730176
"484","dapE",565.335397436826,1.70490034124307,0.140587342377386,12.1269832149364,7.59978526837914e-34,3.7072506236866e-33,764.503905361151,965.419948982932,269.990621980128,261.427113423092
"485","mgtA",857.909340026838,-1.78066464701152,0.147331270184002,-12.0861283880038,1.25041587576841e-33,6.08707604678188e-33,372.928734322513,398.760413710341,1380.80918098408,1279.13903109041
"486","yebC",625.790502451209,-2.00320979754454,0.165879083210357,-12.0763254701872,1.40875753186868e-33,6.84377887395463e-33,237.742068130602,260.243638421486,1003.35431143748,1001.82199181527
"487","gcvP",460.926030326773,-3.03521614733648,0.251400106524054,-12.0732492491847,1.46243701240468e-33,7.08996670695575e-33,107.217011117722,92.3445168592369,755.441740318782,888.700853011352
"488","glyQ",755.230494034455,-1.94250579402936,0.161203314832993,-12.0500362913864,1.93864557449315e-33,9.37938975692279e-33,307.666205816073,314.810852929217,1139.54662518509,1258.89829220744
"489","fruR",663.224404685293,1.42732460946528,0.118732809609257,12.0213158785893,2.74563826692665e-33,1.32565479513575e-32,964.953100059501,969.617427021988,350.588807654984,367.738284004697
"490","emrK",75.037068083514,4.0332890979929,0.336508455304958,11.9856991240763,4.22266699906516e-33,2.03463607852915e-32,102.555401938691,180.491555679418,8.77802022201402,8.32329449393348
"491","proS",1247.29290945122,-1.53598300059212,0.128233851677308,-11.9779838201953,4.63458060248786e-33,2.22856309622685e-32,671.271721780523,608.634315663153,1780.34210139212,1928.92349896908
"492","yncE",1135.75647596111,-1.49313665322646,0.124915641520956,-11.9531600290103,6.25026056886472e-33,2.99936284615642e-32,624.655629990209,566.65953527259,1704.26592613466,1647.44481244697
"493","ycfD",625.366532924127,1.46241758819964,0.122361140438852,11.9516505236437,6.36484549547225e-33,3.04815420178701e-32,950.968272522407,885.667866240864,324.52074760173,340.309245331507
"494","ybhC",443.30003481736,-2.64358273645843,0.221814019663917,-11.9180146523825,9.53537432161564e-33,4.55729124966286e-32,139.848275370942,104.936950976406,747.727722547922,780.68719037417
"495","metC",467.319713093276,-2.52959960586324,0.212254933340976,-11.9177423395836,9.56658621910998e-33,4.56297172996337e-32,167.817930445131,109.134429015462,801.991847556735,790.334645355774
"496","tdh",262.463740244698,2.00430975731951,0.168306839115658,11.9086649588979,1.06671475034726e-32,5.07764823703604e-32,386.913561859607,453.327628218072,107.464247566475,102.149523334638
"497","trmA",432.453207232653,1.62370842308284,0.136400982495008,11.903934952538,1.12895488643141e-32,5.36310359530094e-32,638.640457527303,667.39900820994,216.258498196891,207.514864996478
"498","prfC",387.756369376564,-3.20289832237469,0.269286765760922,-11.8940056832139,1.27158414257417e-32,6.02853445907151e-32,93.2321835806282,58.7646925467872,688.143585283342,710.8850160955
"499","gpmI",805.082044495955,-1.69481968825778,0.142731380442077,-11.874191106458,1.61185608357066e-32,7.62643730122311e-32,363.60551596445,394.562935671285,1226.52882556687,1235.63090078122
"500","pheA",485.390031362514,-2.7030637982182,0.22780921229807,-11.8654718610828,1.78891060070899e-32,8.44723585654786e-32,153.833102908036,104.936950976406,897.752068160525,785.03800340509
"501","hemC",351.595820956936,1.81677746438792,0.153132665213342,11.8640752569467,1.81901167471089e-32,8.57222867064354e-32,601.347584095052,495.302408608635,153.482353578851,156.250937545206
"502","tyrB",534.088598497883,-2.20688966471089,0.187035075705098,-11.7993358004706,3.93404315186937e-32,1.85025415967402e-31,172.479539624162,205.676423913755,856.255972565549,901.942457888064
"503","yceA",380.89860403368,-3.84425765957889,0.32697841300584,-11.7569157677398,6.50679894445603e-32,3.05418534947528e-31,65.2625285064397,33.5798243124498,747.727722547922,677.024340767907
"504","cyoE",1303.66441479205,-1.56446630444385,0.133136110167629,-11.7508788748151,6.98881538699709e-32,3.27392720807542e-31,661.94850342246,654.806574092771,1832.21222088584,2065.69036076713
"505","yjiY",93.5765742703595,3.41883729981959,0.291606236848924,11.7241569891073,9.58504809120076e-32,4.48124723630198e-31,149.171493729005,193.083989796586,18.6200428951813,13.4307706606654
"506","purM",479.875394605614,-2.74447584311702,0.234107159332681,-11.7231606711222,9.69847518371983e-32,4.52531618750247e-31,139.848275370942,109.134429015462,765.549763604738,904.969110431313
"507","yhgF",384.246365776609,-3.33918793507215,0.285358408326716,-11.7017331104854,1.24876675590354e-31,5.81526294021351e-31,55.9393101483769,79.7520827420683,661.277523391723,740.016546824267
"508","yiiM",253.479927633372,1.97168602823828,0.168733720741082,11.6851926193448,1.5173518696689e-31,7.05210189820524e-31,400.898389396701,407.155369788454,106.932246340898,98.9337050074366
"509","cirA",460.626665840133,-2.37987730792985,0.204410376985638,-11.6426442875602,2.50138106107302e-31,1.16026732518535e-30,144.509884549974,151.109209406024,758.633747672242,788.253821732291
"510","ybhO",101.158354659003,2.94989443138622,0.253513351644876,11.6360515619645,2.70238949218254e-31,1.25104737079274e-30,186.464367161256,172.096599601305,23.9400551509473,22.1323967225049
"511","cysP",411.759224001976,-2.85734124817734,0.245861956291017,-11.621729897875,3.19598530327258e-31,1.4766577888506e-30,83.9089652225653,113.331907054518,687.079582832188,762.716440898632
"512","nusA",1262.23546026807,-1.42599878096805,0.122739906249105,-11.618053366229,3.33651952927119e-31,1.538578634494e-30,745.857468645025,625.424227819378,1837.26623252881,1840.39391207906
"513","paaX",262.600637894718,1.9866424418752,0.171056379723807,11.6139628646584,3.50009675853798e-31,1.61086324501134e-30,466.160917903141,373.575545476004,105.868243889745,104.797844309981
"514","flgI",361.014470476668,-3.24047503253215,0.279642052164968,-11.5879389649898,4.74410925193163e-31,2.17915212914603e-30,55.9393101483769,79.7520827420683,659.149518489416,649.216970526811
"515","ada",103.925026226388,2.87317904935557,0.248302605994849,11.5712802845701,5.76164272938965e-31,2.64140553089106e-30,177.141148803193,188.88651175753,25.2700582148888,24.4023861299413
"516","betT",285.860410286146,1.89945519601507,0.16423151430603,11.5657168725584,6.14757031054525e-31,2.81287083395297e-30,466.160917903141,436.537716061847,114.380263498971,126.362743680626
"517","marC",166.406311322724,2.39744176972568,0.208247415295464,11.5124683123877,1.1416329951555e-30,5.21353095079717e-30,312.327814995104,247.651204304317,55.3281274599672,50.3180985315069
"518","ycaP",167.487544704923,2.5578467040196,0.222464587383418,11.4977702029094,1.35367363536576e-30,6.16992944613622e-30,270.373332383822,302.218418812048,54.7961262343906,42.5623013894326
"519","yeiA",92.8152587474874,3.05177115208557,0.265505855629856,11.4941764461123,1.41120491501002e-30,6.41975877521899e-30,167.817930445131,163.701643523193,21.014048410276,18.7274126113503
"520","nadE",489.715435371326,-2.17706233167474,0.189991021761723,-11.4587642694248,2.12525363052414e-30,9.64946888782212e-30,186.464367161256,167.899121562249,799.597842041641,804.900410720158
"521","yncG",81.6361605389174,3.4003840584235,0.296860289526828,11.4544928317743,2.23266242244476e-30,1.01176890199464e-29,177.141148803193,121.726863132631,13.3000306394152,14.3765995804306
"522","accD",1111.46910151515,-1.47567840564489,0.128922678432129,-11.446228263259,2.45601037669812e-30,1.11085067038012e-29,587.362756557957,587.646925467871,1576.31963138349,1694.54709265128
"523","valS",1720.79512710164,-1.30904398194675,0.114493412969378,-11.4333562778574,2.84880524779127e-30,1.28604764627824e-29,978.937927596596,998.999773295382,2347.72140846957,2557.52139904501
"524","ilvE",350.422414830912,-3.23992162404554,0.284290963619447,-11.3964987940402,4.35274347268064e-30,1.96122659141202e-29,79.2473560435339,54.5672145077309,622.441433924631,645.433654847751
"525","yjgP",640.243684671887,1.35188943502179,0.118685730332914,11.3904968291448,4.66323154320168e-30,2.09712184257127e-29,904.352180732093,936.037602709538,356.440821136327,364.14413410959
"526","prpE",97.7729484691966,4.54913711972521,0.400290984026626,11.3645755244455,6.27688369319476e-30,2.81743771856137e-29,102.555401938691,272.836072538655,8.51201960922572,7.18829979021528
"527","mscS",406.072086107346,-2.82970612367694,0.249088084912773,-11.3602628751506,6.59459021695651e-30,2.9544264710122e-29,107.217011117722,92.3445168592369,664.469530745183,760.257285707242
"528","rhaS",61.7996190007848,3.86675813446861,0.34300050628673,11.2733306907606,1.77717428151796e-29,7.94679636110587e-29,135.186666191911,96.5419948982932,7.71401777086081,7.75579714207438
"529","sfcA",565.480582150772,-1.91717962475255,0.170236340853192,-11.2618704980618,2.02416073276037e-29,9.03410867683787e-29,233.08045895157,239.256248226205,904.668084093021,884.917537332291
"530","mreB",465.713475975298,-2.24620793615969,0.199549140337549,-11.2564149981308,2.15341853217783e-29,9.59287010277711e-29,186.464367161256,138.516775288855,756.239742157147,781.633019293935
"531","gabP",75.5039504961813,3.3285904664205,0.29580066714249,11.2528159539853,2.24314158230524e-29,9.97374251567356e-29,149.171493729005,125.924341171687,13.3000306394152,13.6199364446184
"532","gadB",268.184306613316,1.97545742445673,0.175713139461356,11.2425139663001,2.52099247930532e-29,1.11747851722121e-28,419.544826112827,436.537716061847,99.7502297956139,116.904454482975
"533","aroC",383.486445238102,-2.62900655839095,0.233846341579601,-11.2424532307513,2.5227278681868e-29,1.11747851722121e-28,116.540229475785,96.5419948982932,653.297505008074,667.566051570256
"534","fruK",289.013919241276,1.80901581786788,0.161003213802048,11.2358988069148,2.71714423553155e-29,1.20134410863109e-28,438.191262828952,461.722584296185,123.158283720985,132.983546118983
"535","fliG",443.745601918965,-2.31066563517259,0.205982767861829,-11.21776185046,3.33606769481876e-29,1.472234734106e-28,172.479539624162,125.924341171687,729.373680265529,747.204846614483
"536","purR",386.752442753502,-2.57933339484878,0.230046405508066,-11.2122308068767,3.55128335025735e-29,1.56428731155925e-28,97.8937927596596,121.726863132631,666.065534421912,661.323580699806
"537","ksgA",555.914134029492,1.45712259289957,0.130060211824426,11.2034462535445,3.92174488135803e-29,1.72425319644065e-28,871.720916478873,759.743525069177,290.472669164828,301.719425405089
"538","bcsC",225.31969004201,1.95241265691219,0.174456790020459,11.1913824430865,4.49372059469649e-29,1.97205842454989e-28,368.267125143481,348.390677241667,93.6322157014829,90.9887420814092
"539","topA",1576.29114779823,-1.19310458755469,0.106684521961108,-11.1834834671672,4.91231571833983e-29,2.15175833228206e-28,969.614709238533,948.630036826707,2173.49100709323,2213.42883803445
"540","arcB",713.763095349826,1.53085694242431,0.136946988293948,11.1784637361898,5.19820298054516e-29,2.27276985871613e-28,1165.40229475785,957.024992904819,384.370885479099,348.254208257535
"541","dinB",133.54097101296,2.51059517401727,0.225385507364663,11.139115391103,8.09190858121002e-29,3.53142258045044e-28,228.418849772539,226.663814109036,36.7080845647859,42.3731356054795
"542","yeiQ",170.32045301586,2.30686630177439,0.207427780683112,11.1212986716499,9.88229027148363e-29,4.3048131606961e-28,298.34298745801,268.638594499598,61.7121421668865,52.5880879389433
"543","csiR",143.072971829522,2.49667771486518,0.224608047181175,11.1157091039186,1.0521142754211e-28,4.57466262296356e-28,205.110803877382,281.231028616767,41.4960955949754,44.4539592289629
"544","aroF",994.32302501852,-1.56261289885333,0.140808958645736,-11.0973968835657,1.29150789762326e-28,5.60523923950093e-28,456.837699545078,545.672145077309,1549.98557071745,1424.79668473425
"545","ybiB",378.148428772329,1.66726001309287,0.150700276224293,11.0634171009177,1.88766174616546e-28,8.17755850036084e-28,596.68597491602,554.067101155422,190.456438756425,171.384200261448
"546","gcl",73.0223975371302,3.31997867229671,0.300302249097576,11.0554572344144,2.06283026659447e-28,8.92004076818598e-28,139.848275370942,125.924341171687,13.8320318649918,12.4849417409002
"547","metN",371.959323814019,-2.92474853690818,0.264688044833621,-11.0497946318151,2.19716930240867e-28,9.48357719010396e-28,65.2625285064397,104.936950976406,616.589420443288,701.048395329943
"548","spoT",489.138359222795,-2.08746858427177,0.189036060191283,-11.0427004358824,2.37777744020348e-28,1.02444024385409e-27,205.110803877382,167.899121562249,774.859785052329,808.683726399219
