"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_batch1","K12_batch2"
"123","aspC","aspC",415,987.701490378172,-1.99655734366037,0.144731893951545,-13.7948678010722,2.73654069071407e-43,1.55686086042793e-42,386.913561859607,402.957891749398,1639.09577600153,1521.83873190216
"124","aspS","aspS",630,871.463204031035,-1.32747310824062,0.134496263785938,-9.8699627102906,5.61854939511019e-23,2.10561827331034e-22,470.822527082172,520.487276842972,1217.48480473207,1277.05820746693
"125","astA","astA",27,1963.51422696403,8.84389410329854,0.188594542663014,46.893690445227,0,0,3883.12044613316,3954.02431279096,8.77802022201402,8.13412870998045
"126","astB","astB",26,1269.99053070709,8.36032985151075,0.211267670657647,39.5722157842996,0,0,2349.45102623183,2715.76829126938,5.85201348134268,8.89079184579258
"127","astC","astC",28,4160.54670378764,9.12998595086949,0.159966569805372,57.0743372316964,0,0,8763.82525657905,7849.28393303514,13.5660312522035,15.5115942841488
"128","astE","astE",71,776.579442570343,7.96684337617262,0.224992101462765,35.4094358174217,1.22223037645882e-274,4.06434636453419e-273,1482.39171893199,1611.83156699759,5.85201348134268,6.24247087045011
"129","atpA","atpA",161,5012.28318770306,-2.58733663598876,0.106292408553091,-24.3416879079979,7.10003448736535e-131,1.04119139283662e-129,1342.54344356105,1511.09209406024,8290.70709938585,8904.79011380511
"130","atpB","atpB",192,2478.38340630932,-2.67579214546169,0.120379053070204,-22.2280544431696,1.83935067854217e-109,2.26182653751982e-108,689.918158496648,650.609096053715,4429.70820476362,4143.2981659233
"131","atpD","atpD",253,3089.09611651129,-2.01336447863139,0.1084683864064,-18.5617629738483,6.55188690120488e-77,6.11423121491886e-76,1216.6799957272,1234.05854348253,4732.15090150392,5173.49502533152
"132","atpG","atpG",240,2110.30906531092,-2.61851948673458,0.137507527188736,-19.0427356252326,7.54802946403285e-81,7.42537398524232e-80,508.115400514423,667.39900820994,3767.10067830796,3498.62117421136
"133","avtA","avtA",773,235.406821182458,-2.28935480013249,0.279960712695699,-8.17741453109131,2.89998991884297e-16,8.85753712598738e-16,69.9241376854711,88.1470388201807,420.546968818308,363.009139405872
"134","azoR","azoR",1396,66.4810665292637,-1.44333888460517,0.407747309771928,-3.53978763320964,0.000400449129662724,0.000677263893362243,41.9544826112827,29.3823462733936,97.3562242805191,97.2312129518593
"135","bacA","bacA",1644,196.580298242948,-0.488279839532432,0.213142935698578,-2.29085631166752,0.0219717254876339,0.0315542845962918,167.817930445131,159.504165484137,225.568519644482,233.430577398043
"136","baeR","baeR",1702,59.1797889795438,0.673283168825021,0.335130180261785,2.00901980328686,0.0445350336120235,0.0617715494666025,69.9241376854711,75.554604703012,48.6781121402596,42.5623013894326
"137","baeS","baeS",2096,23.0932466897033,0.400326342044673,0.549484377666408,0.728549087682547,0.46627753127883,0.525229604651392,23.308045895157,29.3823462733936,16.2260373800865,23.4565572101762
